ID	DOCULECT	DOCULECT_ID	CONCEPT	CONCEPT_CHINESE	CONCEPTICON_ID	CHARACTERS	VALUE	TOKENS	SAMPA	PAGE
3301	Nanjing	8	stick	棍子	1295	棍子	kuən⁴⁴+ʦɿ⁰	k u ə n ⁴⁴ + ʦ ɿ ⁰	ku@n44 tsi_z0	53
3302	Jixi	9	stick	棍子	1295	棍子	kuɑ̃³⁵+ʦɿ⁵³	k u ɑ̃ ∼ ³⁵ + ʦ ɿ ⁵³	kuA~35 tsi_z53	53
3303	Suzhou	10	stick	棍子	1295	棒	+bɑ̃²³¹	+ b ɑ̃ ∼ ²³¹	(1) bA~231	53
3304	Suzhou	10	stick	棍子	1295	棍子	+kuən⁴¹²¯⁵²+ʦɿ⁵²¯²³	+ k u ə n ⁴¹²¯⁵² + ʦ ɿ ⁵²¯²³	(2) ku@n412-52 tsi_z52-23	53
3305	Wenzhou	11	stick	棍子	1295	棒兒	buɔ²⁴¯⁴²+ŋ̍⁰	b u ɔ ²⁴¯⁴² + ŋ̍ ⁰	buO24-42 N=0	53
3306	Changsha	12	stick	棍子	1295	棍子	kuən⁵⁵+ʦɿ⁰	k u ə n ⁵⁵ + ʦ ɿ ⁰	ku@n55 tsi_z0	53
3307	Loudi	13	stick	棍子	1295	棍	kun³⁵	k u n ³⁵	kun35	53
3308	Nanchang	14	stick	棍子	1295	棍	kun⁴⁵	k u n ⁴⁵	kun45	53
3309	Meixian	15	stick	棍子	1295	棍兒	kun⁵³¯⁵⁵+ne⁰	k u n ⁵³¯⁵⁵ + n e ⁰	kun53-55 ne0	53
3310	Guilin	16	stick	棍子	1295	棍子	kuɤŋ⁴²¯²⁴+ʦe²³¯³³	k u ɤ ŋ ⁴²¯²⁴ + ʦ e ²³¯³³	ku7N42-24 tse23-33	53
3311	Guangzhou	17	stick	棍子	1295	棍	kuɐn³³	k u ɐ n ³³	ku6n33	53
3312	Fuzhou	18	stick	棍子	1295	棍棍	kuŋ²¹²¯²¹+kouŋ²¹²	k u ŋ ²¹²¯²¹ + k o u ŋ ²¹²	kuN212-21 kouN212	53
3313	Xiamen	19	stick	棍子	1295	捶仔	ʦʰe⁵³¯⁵⁵+ia⁵³	ʦʰ e ⁵³¯⁵⁵ + i a ⁵³	ts_he53-55 ia53	53
771	Beijing	1	stone	石頭	857	石頭	ʂʅ³⁵+tʰou⁰	ʂ ʅ ³⁵ + tʰ o u ⁰	s`i`35 t_hou0	90
772	Ha_erbin	2	stone	石頭	857	石頭	ʂʅ²⁴+tʰou⁰	ʂ ʅ ²⁴ + tʰ o u ⁰	s`i`24 t_hou0	90
773	Jinan	3	stone	石頭	857	石頭	ʂi⁵³¯⁴⁵+tʰou⁰	ʂ i ⁵³¯⁴⁵ + tʰ o u ⁰	s`i53-45 t_hou0	90
774	Rongcheng	4	stone	石頭	857	石頭	ʂɿ³⁵+tʰou⁰	ʂ ɿ ³⁵ + tʰ o u ⁰	s`i_z35 t_hou0	90
775	Taiyuan	5	stone	石頭	857	石頭	səʔ⁵⁴+tʰəu²¹	s ə ʔ ⁵⁴ + tʰ ə u ²¹	s@?54 t_h@u21	90
776	Xi_an	6	stone	石頭	857	石頭	ʂʅ²⁴+tʰou⁰	ʂ ʅ ²⁴ + tʰ o u ⁰	s`i`24 t_hou0	90
777	Chengdu	7	stone	石頭	857	石頭	sɿi²¹¯⁵⁵+tʰəu²¹¯⁵⁵	s ɿ i ²¹¯⁵⁵ + tʰ ə u ²¹¯⁵⁵	si_zi21-55 t_h@u21-55	90
778	Nanjing	8	stone	石頭	857	石頭	ʂʅʔ⁵+tʰəɯ¹³	ʂ ʅ ʔ ⁵ + tʰ ə ɯ ¹³	s`i`?5 t_h@M13	90
779	Jixi	9	stone	石頭	857	石頭	ɕieʔ³²+tʰi⁴⁴	ɕ i e ʔ ³² + tʰ i ⁴⁴	c\ie?32_ t_hi44	90
780	Suzhou	10	stone	石頭	857	石頭	zɑʔ²³+dʏ¹³¯³¹	z ɑ ʔ ²³ + d ʏ ¹³¯³¹	zA?23_ dY13-31	90
781	Wenzhou	11	stone	石頭	857	石頭子兒	zei²¹¯²+dɤu³⁴¹¯²⁴+ʦɿ²⁴²¯⁵³+ŋ̍⁰	z e i ²¹¯² + d ɤ u ³⁴¹¯²⁴ + ʦ ɿ ²⁴²¯⁵³ + ŋ̍ ⁰	zei21-2 d7u341-24 tsi_z242-53 N=0	90
782	Changsha	12	stone	石頭	857	石頭	sɿ²⁴+təuœ	s ɿ ²⁴ + t ə u œ	si_z24 t@u9	90
783	Loudi	13	stone	石頭	857	石頭塊	ɕiɔ³⁵+diɤ¹³+kua⁰	ɕ i ɔ ³⁵ + d i ɤ ¹³ + k u a ⁰	c\iO35 di713 kua0	90
784	Nanchang	14	stone	石頭	857	石頭	saʔ²+tʰɛu⁰	s a ʔ ² + tʰ ɛ u ⁰	sa?2 t_hEu0	90
785	Meixian	15	stone	石頭	857	石頭	sak⁵+tʰeu¹¹	s a k ⁵ + tʰ e u ¹¹	sak5 t_heu11	90
786	Guilin	16	stone	石頭	857	石頭	sei²²+tai²²	s e i ²² + t a i ²²	sei22 tai22	90
787	Guangzhou	17	stone	石頭	857	石頭	sɛk²+tʰɐu²¹	s ɛ k ² + tʰ ɐ u ²¹	sEk2 t_h6u21	90
788	Fuzhou	18	stone	石頭	857	石頭	suoʔ⁵¯³³+lau⁵³	s u o ʔ ⁵¯³³ + l a u ⁵³	suo?5-33 lau53	90
789	Xiamen	19	stone	石頭	857	石頭	ʦioʔ⁵¯²¹+tʰau²⁴	ʦ i o ʔ ⁵¯²¹ + tʰ a u ²⁴	tsio?5-21_ t_hau24	90
2361	Beijing	1	straight	直	1404	直	t͡ʂʅ³⁵	t͡ʂ ʅ ³⁵	ts`i`35	127
2362	Ha_erbin	2	straight	直	1404	直	t͡ʂʅ²⁴	t͡ʂ ʅ ²⁴	ts`i`24	127
2363	Jinan	3	straight	直	1404	直	t͡ʂʅ⁵³	t͡ʂ ʅ ⁵³	ts`i`53	127
2364	Rongcheng	4	straight	直	1404	直	ʧi³⁵	ʧ i ³⁵	tSi35	127
2365	Taiyuan	5	straight	直	1404	直	ʦɛʔ²	ʦ ɛ ʔ ²	tsE?2	127
2366	Xi_an	6	straight	直	1404	直	t͡ʂʅ²⁴	t͡ʂ ʅ ²⁴	ts`i`24	127
2367	Chengdu	7	straight	直	1404	直	ʦɿ²¹	ʦ ɿ ²¹	tsi_z21	127
2368	Nanjing	8	straight	直	1404	直	t͡ʂʅʔ⁵	t͡ʂ ʅ ʔ ⁵	ts`i`?5	127
2369	Jixi	9	straight	直	1404	直	ʨʰieʔ³²	ʨʰ i e ʔ ³²	tc\_hie?32_	127
2370	Suzhou	10	straight	直	1404	直	zɛʔ²³	z ɛ ʔ ²³	zE?23_	127
2371	Wenzhou	11	straight	直	1404	直	ʣei²¹	ʣ e i ²¹	dzei21	127
2372	Changsha	12	straight	直	1404	直	ʦɿ²⁴	ʦ ɿ ²⁴	tsi_z24	127
2373	Loudi	13	straight	直	1404	直	ʨʰi³⁵	ʨʰ i ³⁵	tc\_hi35	127
2374	Nanchang	14	straight	直	1404	直	ʦʰɨt²¹	ʦʰ ɨ t ²¹	ts_h1t21_	127
2375	Meixian	15	straight	直	1404	直	ʦʰət⁵	ʦʰ ə t ⁵	ts_h@t5	127
2376	Guilin	16	straight	直	1404	直	ʦɿ²²	ʦ ɿ ²²	tsi_z22	127
2377	Guangzhou	17	straight	直	1404	直	ʦek²	ʦ e k ²	tsek2	127
2378	Fuzhou	18	straight	直	1404	直	tiʔ⁵	t i ʔ ⁵	ti?5	127
2379	Xiamen	19	straight	直	1404	直	tit⁵	t i t ⁵	tit5	127
965	Beijing	1	suck	吮	1421	吸	ɕi⁵⁵	ɕ i ⁵⁵	c\i55	94
966	Ha_erbin	2	suck	吮	1421	?	kuo²¹³	k u o ²¹³	kuo213	94
967	Jinan	3	suck	吮	1421	吮	ʂuẽ⁵³	ʂ u ẽ ∼ ⁵³	s`ue~53	94
968	Rongcheng	4	suck	吮	1421	吮	çy²¹⁴	ç y ²¹⁴	Cy214	94
969	Taiyuan	5	suck	吮	1421	吸	ɕiəʔ²	ɕ i ə ʔ ²	c\i@?2	94
970	Xi_an	6	suck	吮	1421	吸	ɕi²¹	ɕ i ²¹	c\i21	94
971	Chengdu	7	suck	吮	1421	?	ʨy²¹	ʨ y ²¹	tc\y21	94
972	Nanjing	8	suck	吮	1421	suo?	soʔ⁵	s o ʔ ⁵	so?5	94
973	Jixi	9	suck	吮	1421	suo?	soʔ³²	s o ʔ ³²	so?32_	94
974	Suzhou	10	suck	吮	1421	?	+həu⁴⁴	+ h ə u ⁴⁴	(1) h@u44	94
975	Suzhou	10	suck	吮	1421	suo?	+soʔ⁴	+s o ʔ ⁴	(2) so?4	94
976	Wenzhou	11	suck	吮	1421	?	+ʨy⁴¹	+ ʨ y ⁴¹	(1) tc\y41	94
977	Wenzhou	11	suck	吮	1421	吸	+ɕiai⁴¹	+ɕ i a i ⁴¹	(2) c\iai41	94
978	Changsha	12	suck	吮	1421	cin?	ʨin³³	ʨ i n ³³	tc\in33	94
979	Loudi	13	suck	吮	1421	cin?	ʦin⁴⁴	ʦ i n ⁴⁴	tsin44	94
980	Nanchang	14	suck	吮	1421	?	ʨit⁵	ʨ i t ⁵	tc\it5	94
981	Meixian	15	suck	吮	1421	吸	kʰip¹	kʰ i p ¹	k_hip1	94
982	Guilin	16	suck	吮	1421	suo?	suo⁵⁵	s u o ⁵⁵	suo55	94
983	Guangzhou	17	suck	吮	1421	吮	+syn²³	+s y n ²³	(1) syn23	94
984	Guangzhou	17	suck	吮	1421	吸	+kʰɐp⁵	+ kʰ ɐ p ⁵	(2) k_h6p5	94
985	Fuzhou	18	suck	吮	1421	suo?	soʔ²⁴	s o ʔ ²⁴	so?24_	94
986	Xiamen	19	suck	吮	1421	suo?	suʔ⁵	s u ʔ ⁵	su?5	94
1118	Beijing	1	sun	太陽	1343	太陽	tʰai⁵¹¯⁵³+iɑŋ³⁵	tʰ a i ⁵¹¯⁵³ + i ɑ ŋ ³⁵	t_hai51-53 iAN35	98
1119	Ha_erbin	2	sun	太陽	1343	日頭	+ʐʅ⁵³+tʰou⁰	+ʐ ʅ ⁵³ + tʰ o u ⁰	(1) z`i`53 t_hou0	98
1120	Ha_erbin	2	sun	太陽	1343	太陽	+tʰai³¹+iɑŋ⁵³	+ tʰ a i ³¹ + i ɑ ŋ ⁵³	(2) t_hai31 iAN53	98
1121	Jinan	3	sun	太陽	1343	太陽	tʰə³¹+iɑŋ⁵³	tʰ ə ³¹ + i ɑ ŋ ⁵³	t_h@31 iAN53	98
1122	Rongcheng	4	sun	太陽	1343	日頭	i²¹³¯³⁵+tʰou⁰	i ²¹³¯³⁵ + tʰ o u ⁰	i213-35 t_hou0	98
1123	Taiyuan	5	sun	太陽	1343	太陽	tʰai⁴⁵+iɒ̃⁰	tʰ a i ⁴⁵ + i ɒ̃ ∼ ⁰	t_hai45 iQ~0	98
1124	Xi_an	6	sun	太陽	1343	太陽	+tʰɛ⁴⁴+iɑŋ⁰	+ tʰ ɛ ⁴⁴ + i ɑ ŋ ⁰	(1) t_hE44 iAN0	98
1125	Xi_an	6	sun	太陽	1343	日頭	+ər²¹+tʰou⁰	+ ə r ²¹ + tʰ o u ⁰	(2) @r21 t_hou0	98
1126	Xi_an	6	sun	太陽	1343	日頭爺	+ər²¹+tʰou⁰+iɛ⁴⁴	+ ə r ²¹ + tʰ o u ⁰ + i ɛ ⁴⁴	(3) @r21 t_hou0 iE44	98
1127	Chengdu	7	sun	太陽	1343	太陽	tʰai²¹³+iaŋ²¹	tʰ a i ²¹³ + i a ŋ ²¹	t_hai213 iaN21	98
1128	Nanjing	8	sun	太陽	1343	太陽	tʰɛ⁴⁴¯⁴²+iɑ̃⁰	tʰ ɛ ⁴⁴¯⁴² + i ɑ̃ ∼ ⁰	t_hE44-42 iA~0	98
1129	Jixi	9	sun	太陽	1343	太陽	tʰɔ³⁵¯⁵³+iɔ⁴⁴	tʰ ɔ ³⁵¯⁵³ + i ɔ ⁴⁴	t_hO35-53 iO44	98
1130	Suzhou	10	sun	太陽	1343	太陽	tʰɑ⁴¹²¯⁴⁴+h˞iã¹³¯²¹	tʰ ɑ ⁴¹²¯⁴⁴ + h˞ i ã ∼ ¹³¯²¹	t_hA412-44 h`ia~13-21	98
1131	Wenzhou	11	sun	太陽	1343	太陽	tʰa⁵¹¯⁴²+ji³⁴¹¯²¹	tʰ a ⁵¹¯⁴² + j i ³⁴¹¯²¹	t_ha51-42 ji341-21	98
1132	Changsha	12	sun	太陽	1343	太陽	tʰai⁵⁵+ian¹³	tʰ a i ⁵⁵ + i a n ¹³	t_hai55 ian13	98
1133	Loudi	13	sun	太陽	1343	太陽	+tʰa³⁵+iɔŋ¹³¯³³	+ tʰ a ³⁵ + i ɔ ŋ ¹³¯³³	(1) t_ha35 iON13-33	98
1134	Loudi	13	sun	太陽	1343	日頭?	+ni³⁵+diɤ¹³¯³³+kʰu⁴⁴¯³³	+ n i ³⁵ + d i ɤ ¹³¯³³ + kʰ u ⁴⁴¯³³	(2) ni35 di713-33 k_hu44-33	98
1135	Nanchang	14	sun	太陽	1343	太陽	tʰai²¹³+iɔŋ⁴⁵	tʰ a i ²¹³ + i ɔ ŋ ⁴⁵	t_hai213 iON45	98
1136	Meixian	15	sun	太陽	1343	日頭	ŋit¹+tʰeu¹¹	ŋ i t ¹ + tʰ e u ¹¹	Nit1 t_heu11	98
1137	Guilin	16	sun	太陽	1343	日頭	lie⁵⁵+tai²²	l i e ⁵⁵ + t a i ²²	lie55 tai22	98
1138	Guangzhou	17	sun	太陽	1343	太陽	tʰai³³+iœŋ²¹	tʰ a i ³³ + i œ ŋ ²¹	t_hai33 i9N21	98
1139	Fuzhou	18	sun	太陽	1343	日頭	niʔ⁵+tʰau⁵³	n i ʔ ⁵ + tʰ a u ⁵³	ni?5 t_hau53	98
1140	Xiamen	19	sun	太陽	1343	日	lit⁵	l i t ⁵	lit5	98
2380	Beijing	1	swell	腫大	1573	肿	ʦuŋ²¹³	ʦ u ŋ ²¹³	tsuN213	127
2381	Ha_erbin	2	swell	腫大	1573	肿	ʦuŋ²¹³	ʦ u ŋ ²¹³	tsuN213	127
2382	Jinan	3	swell	腫大	1573	肿	t͡ʂuŋ⁴⁵	t͡ʂ u ŋ ⁴⁵	ts`uN45	127
2383	Rongcheng	4	swell	腫大	1573	肿	t͡ʂoŋ²¹⁴	t͡ʂ o ŋ ²¹⁴	ts`oN214	127
2384	Taiyuan	5	swell	腫大	1573	肿	ʦuŋ⁵³	ʦ u ŋ ⁵³	tsuN53	127
2385	Xi_an	6	swell	腫大	1573	肿	pfəŋ⁵³	p f ə ŋ ⁵³	pf@N53	127
2386	Chengdu	7	swell	腫大	1573	肿	ʦoŋ⁵³	ʦ o ŋ ⁵³	tsoN53	127
2387	Nanjing	8	swell	腫大	1573	肿	ʦoŋ¹¹	ʦ o ŋ ¹¹	tsoN11	127
2388	Jixi	9	swell	腫大	1573	肿	ʦɑ̃²¹³	ʦ ɑ̃ ∼ ²¹³	tsA~213	127
2389	Suzhou	10	swell	腫大	1573	?	hɛ⁴⁴	h ɛ ⁴⁴	hE44	127
2390	Wenzhou	11	swell	腫大	1573	肿	+ʨyo²⁴²	+ ʨ y o ²⁴²	(1) tc\yo242	127
2391	Wenzhou	11	swell	腫大	1573	浮	+və³⁴¹	+ v ə ³⁴¹	(2) v@341	127
2392	Changsha	12	swell	腫大	1573	肿	ʦən⁴¹	ʦ ə n ⁴¹	ts@n41	127
2393	Loudi	13	swell	腫大	1573	肿	tɤn⁴²	t ɤ n ⁴²	t7n42	127
2394	Nanchang	14	swell	腫大	1573	肿	ʦuŋ²¹³	ʦ u ŋ ²¹³	tsuN213	127
2395	Meixian	15	swell	腫大	1573	瓜肿	kua³³¯³⁵+ʦuŋ³¹	k u a ³³¯³⁵ + ʦ u ŋ ³¹	kua33-35 tsuN31	127
2396	Guilin	16	swell	腫大	1573	肿	ʦuɤŋ²³	ʦ u ɤ ŋ ²³	tsu7N23	127
2397	Guangzhou	17	swell	腫大	1573	肿	ʦoŋ³⁵	ʦ o ŋ ³⁵	tsoN35	127
2398	Fuzhou	18	swell	腫大	1573	肿	ʦɤŋ³²	ʦ ɤ ŋ ³²	ts7N32	127
2399	Xiamen	19	swell	腫大	1573	肿	ʦiŋ⁵³	ʦ i ŋ ⁵³	tsiN53	127
1945	Beijing	1	swim	游泳	1439	游水	iou³⁵+ʂuei²¹³	i o u ³⁵ +ʂ u e i ²¹³	iou35 s`uei213	117
1946	Ha_erbin	2	swim	游泳	1439	游泳	iou²⁴+yŋ²¹³	i o u ²⁴ + y ŋ ²¹³	iou24 yN213	117
1947	Jinan	3	swim	游泳	1439	游泳	iou⁵³+yŋ⁴⁵	i o u ⁵³ + y ŋ ⁴⁵	iou53 yN45	117
1948	Rongcheng	4	swim	游泳	1439	洗澡	si²¹⁴¯³⁵+ʦau²¹⁴	s i ²¹⁴¯³⁵ + ʦ a u ²¹⁴	si214-35 tsau214	117
1949	Taiyuan	5	swim	游泳	1439	游泳	iəu²¹+yŋ⁵³	i ə u ²¹ + y ŋ ⁵³	i@u21 yN53	117
1950	Xi_an	6	swim	游泳	1439	游水	ɨ.+iou²⁴+fei⁵³	ɨ + i o u ²⁴ + f e i ⁵³	1. iou24 fei53	117
1951	Xi_an	6	swim	游泳	1439	浮水	ø.+fu²⁴+fei⁵³	ø + f u ²⁴ + f e i ⁵³	2. fu24 fei53	117
1952	Xi_an	6	swim	游泳	1439	游	iou²⁴	i o u ²⁴	iou24	117
1953	Chengdu	7	swim	游泳	1439	游泳	ɨ.+iəu²¹¯⁵⁵+yn²¹³	ɨ + i ə u ²¹¯⁵⁵ + y n ²¹³	1. i@u21-55 yn213	117
1954	Chengdu	7	swim	游泳	1439	洗澡	ø.+ɕi⁵³¯⁵⁵+ʦau⁵³	ø +ɕ i ⁵³¯⁵⁵ + ʦ a u ⁵³	2. c\i53-55 tsau53	117
1955	Nanjing	8	swim	游泳	1439	游泳	iəɯ¹³+ioŋ¹¹	i ə ɯ ¹³ + i o ŋ ¹¹	i@M13 ioN11	117
1956	Jixi	9	swim	游泳	1439	囗水	vo⁵⁵¯⁴⁵+ɕy²¹³	v o ⁵⁵¯⁴⁵ +ɕ y ²¹³	vo55-45 c\y213	117
1957	Suzhou	10	swim	游泳	1439	???	hoʔ⁴+lã²³¯²²+ɦioʔ²³¯⁴	h o ʔ ⁴ + l ã ∼ ²³¯²² + ɦ i o ʔ ²³¯⁴	ho?4 la~23-22 h\io?23_-4	117
1958	Wenzhou	11	swim	游泳	1439	泅河儿	jieu³⁴¹¯²⁴+vu³⁴¹¯⁴²+ŋ̍⁰	j i e u ³⁴¹¯²⁴ + v u ³⁴¹¯⁴² + ŋ̍ ⁰	jieu341-24 vu341-42 N=0	117
1959	Changsha	12	swim	游泳	1439	游水	ɨ.+iəu¹³+ɕyei⁴¹	ɨ + i ə u ¹³ +ɕ y e i ⁴¹	1. i@u13 c\yei41	117
1960	Changsha	12	swim	游泳	1439	玩水	ø.+uan¹³+ɕyei⁴¹	ø + u a n ¹³ +ɕ y e i ⁴¹	2. uan13 c\yei41	117
1961	Loudi	13	swim	游泳	1439	游水	ɨ.+io¹³¯³³+ɕy⁴²	ɨ + i o ¹³¯³³ +ɕ y ⁴²	1. io13-33 c\y42	117
1962	Loudi	13	swim	游泳	1439	游泳	ø.+io¹³¯³³+un¹¹	ø + i o ¹³¯³³ + u n ¹¹	2. io13-33 un11	117
1963	Nanchang	14	swim	游泳	1439	游水	ɨ.+iu⁴⁵+sui²¹³	ɨ + i u ⁴⁵ +s u i ²¹³	1. iu45 sui213	117
1964	Nanchang	14	swim	游泳	1439	游泳	ø.+iu⁴⁵+iuŋ²¹³	ø + i u ⁴⁵ + i u ŋ ²¹³	2. iu45 iuN213	117
1965	Meixian	15	swim	游泳	1439	洗身儿	se³¹+sən³³¯³⁵+ne⁰	s e ³¹ +s ə n ³³¯³⁵ + n e ⁰	se31 s@n33-35 ne0	117
1966	Guilin	16	swim	游泳	1439	游水	iou²²+suei²³	i o u ²² +s u e i ²³	iou22 suei23	117
1967	Guangzhou	17	swim	游泳	1439	游水	iɐu²¹+søy³⁵	i ɐ u ²¹ +s ø y ³⁵	i6u21 s2y35	117
1968	Fuzhou	18	swim	游泳	1439	泅水	sieu⁵³¯³³+ʦuoi³²	s i e u ⁵³¯³³ + ʦ u o i ³²	sieu53-33 tsuoi32	117
1969	Xiamen	19	swim	游泳	1439	泅水	siu²⁴¯²²+ʦui⁵³	s i u ²⁴¯²² + ʦ u i ⁵³	siu24-22 tsui53	117
1420	Beijing	1	tail	尾巴	1220	尾	uei²¹³	u e i ²¹³	uei213	105
1421	Ha_erbin	2	tail	尾巴	1220	尾巴	uei²¹³¯²¹+pa⁰	u e i ²¹³¯²¹ + p a ⁰	uei213-21 pa0	105
1422	Jinan	3	tail	尾巴	1220	尾巴	i⁴⁵¯²¹³+pa⁰	i ⁴⁵¯²¹³ + p a ⁰	i45-213 pa0	105
1423	Rongcheng	4	tail	尾巴	1220	尾巴	uei²¹⁴¯²¹+pa³³⁴	u e i ²¹⁴¯²¹ + p a ³³⁴	uei214-21 pa334	105
1424	Taiyuan	5	tail	尾巴	1220	尾巴	vei⁵³+pa⁰	v e i ⁵³ + p a ⁰	vei53 pa0	105
1425	Xi_an	6	tail	尾巴	1220	尾巴	i⁵³+pɑ⁰	i ⁵³ + p ɑ ⁰	i53 pA0	105
1426	Chengdu	7	tail	尾巴	1220	尾巴	+uei⁵³¯⁴⁵+pa⁵⁵	+ u e i ⁵³¯⁴⁵ + p a ⁵⁵	(1) uei53-45 pa55	105
1427	Chengdu	7	tail	尾巴	1220	尾子	+uei⁵³¯⁵⁵+ʦɿ⁵³	+ u e i ⁵³¯⁵⁵ + ʦ ɿ ⁵³	(2) uei53-55 tsi_z53	105
1428	Nanjing	8	tail	尾巴	1220	尾巴	uei¹¹¯²²+pɑ⁰	u e i ¹¹¯²² + p ɑ ⁰	uei11-22 pA0	105
1429	Jixi	9	tail	尾巴	1220	尾巴	vi²¹³¯³¹+po⁵⁵	v i ²¹³¯³¹ + p o ⁵⁵	vi213-31 po55	105
1430	Suzhou	10	tail	尾巴	1220	尾巴	ɳi²³¹¯²²+po⁴⁴	ɳ i ²³¹¯²² + p o ⁴⁴	n`i231-22 po44	105
1431	Wenzhou	11	tail	尾巴	1220	尾巴	mei²⁴+po⁴⁴¯⁴²+ŋ̍⁰	m e i ²⁴ + p o ⁴⁴¯⁴² + ŋ̍ ⁰	mei24 po44-42 N=0	105
1432	Changsha	12	tail	尾巴	1220	尾巴	uei⁴¹+pa⁰	u e i ⁴¹ + p a ⁰	uei41 pa0	105
1433	Loudi	13	tail	尾巴	1220	尾巴	ui⁴²+pa⁰	u i ⁴² + p a ⁰	ui42 pa0	105
1434	Nanchang	14	tail	尾巴	1220	尾巴	ui²¹³+pa⁰	u i ²¹³ + p a ⁰	ui213 pa0	105
1435	Meixian	15	tail	尾巴	1220	尾巴	mi³³+pa³³	m i ³³ + p a ³³	mi33 pa33	105
1436	Guilin	16	tail	尾巴	1220	尾巴	uei²³+pᴀ⁴²¯²²	u e i ²³ + p ᴀ ⁴²¯²²	uei23 pA`42-22	105
1437	Guangzhou	17	tail	尾巴	1220	尾巴	mei²³	m e i ²³	mei23	105
1438	Fuzhou	18	tail	尾巴	1220	尾巴	muoi³²+muoi³²	m u o i ³² + m u o i ³²	muoi32 muoi32	105
1439	Xiamen	19	tail	尾巴	1220	尾巴	+me⁵³¯⁵⁵+pa⁵⁵	+ m e ⁵³¯⁵⁵ + p a ⁵⁵	(1) me53-55 pa55	105
1440	Xiamen	19	tail	尾巴	1220	尾	+me⁵³	+ m e ⁵³	(2) me53	105
4152	Beijing	1	that	那	78	那	nɑ⁵¹	n ɑ ⁵¹	nA51	73
4153	Ha_erbin	2	that	那	78	那	na⁵³	n a ⁵³	na53	73
4154	Jinan	3	that	那	78	那	na³¹	n a ³¹	na31	73
4155	Rongcheng	4	that	那	78	乜兒	niɛr³³⁴	n i ɛ r ³³⁴	niEr334	73
4156	Taiyuan	5	that	那	78	口+外	vai⁵³	v a i ⁵³	vai53	73
4157	Xi_an	6	that	那	78	那	nɑ⁵³	n ɑ ⁵³	nA53	73
4158	Chengdu	7	that	那	78	那	na²¹³	n a ²¹³	na213	73
4159	Nanjing	8	that	那	78	那	ləʔ⁵	l ə ʔ ⁵	l@?5	73
4160	Jixi	9	that	那	78	那	na³¹	n a ³¹	na31	73
4161	Suzhou	10	that	那	78	歸～	kuɛɛ⁴⁴	k u ɛɛ ⁴⁴	kuEE44	73
4162	Wenzhou	11	that	那	78	許	he²⁴	h e ²⁴	he24	73
4163	Changsha	12	that	那	78	那	la⁵⁵	l a ⁵⁵	la55	73
4164	Loudi	13	that	那	78	那	lo¹¹	l o ¹¹	lo11	73
4165	Nanchang	14	that	那	78	許	+he²¹³	+ h e ²¹³	(1) he213	73
4166	Nanchang	14	that	那	78	那	+la²¹³	+ l a ²¹³	(2) la213	73
4167	Meixian	15	that	那	78	囗	ke⁵³	k e ⁵³	ke53	73
4168	Guilin	16	that	那	78	那	lɑɑ²³	l ɑɑ ²³	lAA23	73
4169	Guangzhou	17	that	那	78	那	na³³	n a ³³	na33	73
4170	Fuzhou	18	that	那	78	許～	+hy³²	+ h y ³²	(1) hy32	73
4171	Fuzhou	18	that	那	78	回	+huoi⁵³	+ h u o i ⁵³	(2) huoi53	73
4172	Xiamen	19	that	那	78	迄	hit³²	h i t ³²	hit32_	73
4173	Beijing	1	there	那人	1937	那兒	nar⁵¹	n a r ⁵¹	nar51	74
4174	Ha_erbin	2	there	那人	1937	那兒	nar⁵³	n a r ⁵³	nar53	74
4175	Jinan	3	there	那人	1937	那兒	nar³¹	n a r ³¹	nar31	74
4176	Rongcheng	4	there	那人	1937	乜兒	niɛr³³⁴	n i ɛ r ³³⁴	niEr334	74
4177	Taiyuan	5	there	那人	1937	那兒	nar⁴⁵	n a r ⁴⁵	nar45	74
4178	Xi_an	6	there	那人	1937	那兒	nɑr⁵³	n ɑ r ⁵³	nAr53	74
4179	Chengdu	7	there	那人	1937	那兒	+nɛr²¹³	+ n ɛ r ²¹³	(1) nEr213	74
4180	Chengdu	7	there	那人	1937	那個地方	+na²¹³+ko⁵⁵+ti²¹³+faŋ⁵⁵	+ n a ²¹³ + k o ⁵⁵ + t i ²¹³ + f a ŋ ⁵⁵	(2) na213 ko55 ti213 faN55	74
4181	Nanjing	8	there	那人	1937	那塊	leʔ⁵+kʰuɛ⁴⁴	l e ʔ ⁵ + kʰ u ɛ ⁴⁴	le?5 k_huE44	74
4182	Jixi	9	there	那人	1937	那兒	na³¹+n̩⁰	n a ³¹ + n̩ ⁰	na31 n=0	74
4183	Suzhou	10	there	那人	1937	彎面	uɛɛ⁴⁴+miɪ²³¹¯²¹	u ɛɛ ⁴⁴ + m i ɪ ²³¹¯²¹	uEE44 miI231-21	74
4184	Wenzhou	11	there	那人	1937	旁單	buɔ³⁴¹¯²+ta⁴⁴	b u ɔ ³⁴¹¯² + t a ⁴⁴	buO341-2 ta44	74
4185	Changsha	12	there	那人	1937	那里	la⁵⁵+li⁴¹	l a ⁵⁵ + l i ⁴¹	la55 li41	74
4186	Loudi	13	there	那人	1937	那里	lo¹¹+li⁰	l o ¹¹ + l i ⁰	lo11 li0	74
4187	Nanchang	14	there	那人	1937	那兒	la²¹³+li⁰	l a ²¹³ + l i ⁰	la213 li0	74
