ID	CHARACTER	PINYIN	DOCULECT	PHONETIC_CLASS	KARLGREN_ID	READING	SOURCE
1211	鼫	shí	Middle_Chinese		0795h	dzyek	Wikibooks2016b
1212	跖	zhí	Old_Chinese	02-17	0795i		Schuessler2009
1213	跖	zhí	Middle_Chinese		0795i	tsyek	Wikibooks2016b
1214	磔	zhé	Old_Chinese	02-17	0795j		Schuessler2009
1215	磔	zhé	Middle_Chinese		0795j	traek	Wikibooks2016b
1216	斫	zhuó	Old_Chinese	02-17	0795k		Schuessler2009
1217	斫	zhuó	Middle_Chinese		0795k	tsyak	Wikibooks2016b
1218	柘	zhè	Old_Chinese	02-17	0795l		Schuessler2009
1219	柘	zhè	Middle_Chinese		0795l	tsyaeH	Wikibooks2016b
1220	拓	tà	Old_Chinese	02-17	0795m		Schuessler2009
1221	拓	tà	Middle_Chinese		0795m	thak	Wikibooks2016b
1222	妬	dù	Old_Chinese	02-17	0795n		Schuessler2009
1223	妬	dù	Middle_Chinese		0795n	tuH	Wikibooks2016b
1224	妒	dù	Old_Chinese	02-17	0795o		Schuessler2009
1225	妒	dù	Middle_Chinese		0795o	tuH	Wikibooks2016b
1226	橐	tuó	Old_Chinese	02-17	0795p		Schuessler2009
1227	橐	tuó	Middle_Chinese		0795p	thak	Wikibooks2016b
1228	蠹	dù	Old_Chinese	02-17	0795r		Schuessler2009
1229	蠹	dù	Middle_Chinese		0795r	tuH	Wikibooks2016b
1230	庶	shù	Old_Chinese	02-18	0804a		Schuessler2009
1231	庶	shù	Middle_Chinese		0804a	syoH	Wikibooks2016b
1232	庶	shù	Middle_Chinese		0804a	tsyoH	Wikibooks2016b
1233	遮	zhē	Old_Chinese	02-18	0804d		Schuessler2009
1234	遮	zhē	Middle_Chinese		0804d	tsyae	Wikibooks2016b
1235	摭	zhí	Old_Chinese	02-18	0804e		Schuessler2009
1236	摭	zhí	Middle_Chinese		0804e	tsyek	Wikibooks2016b
1237	蹠	zhí	Old_Chinese	02-18	0804f		Schuessler2009
1238	蹠	zhí	Middle_Chinese		0804f	tsyek	Wikibooks2016b
1239	炙	zhì	Old_Chinese	02-19	0791a		Schuessler2009
1240	炙	zhì	Middle_Chinese		0791a	tsyaeH	Wikibooks2016b
1241	炙	zhì	Middle_Chinese		0791a	tsyek	Wikibooks2016b
1242	尺	chǐ	Old_Chinese	02-20	0794a		Schuessler2009
1243	尺	chǐ	Middle_Chinese		0794a	tsyhek	Wikibooks2016b
1244	辵	chuò	Old_Chinese	02-21	1258b		Schuessler2009
1245	辵	chuò	Middle_Chinese		1258b	trhjaek	Wikibooks2016b
1246	乇	tuō	Old_Chinese	02-22	0780a		Schuessler2009
1247	乇	tuō	Middle_Chinese		0780a	traek	Wikibooks2016b
1248	宅	zhái	Old_Chinese	02-22	0780b		Schuessler2009
1249	宅	zhái	Middle_Chinese		0780b	draek	Wikibooks2016b
1250	託	tuō	Old_Chinese	02-22	0780e		Schuessler2009
1251	託	tuō	Middle_Chinese		0780e	thak	Wikibooks2016b
1252	秅	chá	Old_Chinese	02-22	0780f		Schuessler2009
1253	秅	chá	Middle_Chinese		0780f	drae	Wikibooks2016b
1254	秅	chá	Middle_Chinese		0780f	tuH	Wikibooks2016b
1255	咤	zhà	Old_Chinese	02-22	0780g		Schuessler2009
1256	咤	zhà	Middle_Chinese		0780g	traeH	Wikibooks2016b
1257	詫	chà	Old_Chinese	02-22	0780h		Schuessler2009
1258	詫	chà	Middle_Chinese		0780h	trhaeH	Wikibooks2016b
1259	侘	chà	Old_Chinese	02-22	0780i		Schuessler2009
1260	侘	chà	Middle_Chinese		0780i	trhaeH	Wikibooks2016b
1261	㓃	dù	Old_Chinese	02-22	0780j		Schuessler2009
1262	㓃	dù	Middle_Chinese		0780j	tuH	Wikibooks2016b
1263	㡿	chì	Old_Chinese	02-23	0792a		Schuessler2009
1264	㡿	chì	Middle_Chinese		0792a	tsyhek	Wikibooks2016b
1265	斥	chì	Old_Chinese	02-23	0792b		Schuessler2009
1266	斥	chì	Middle_Chinese		0792b	tsyhek	Wikibooks2016b
1267	厈	hǎn	Old_Chinese	02-23	0792c		Schuessler2009
1268	厈	hǎn	Middle_Chinese		0792c	tsyhek	Wikibooks2016b
1269	坼	chè	Old_Chinese	02-23	0792d		Schuessler2009
1270	坼	chè	Middle_Chinese		0792d	trhaek	Wikibooks2016b
1271	㴑	sù	Old_Chinese	02-23	0792h		Schuessler2009
1272	㴑	sù	Middle_Chinese		0792h	suH	Wikibooks2016b
1273	泝	sù	Old_Chinese	02-23	0792i		Schuessler2009
1274	泝	sù	Middle_Chinese		0792i	suH	Wikibooks2016b
1275	訴	sù	Old_Chinese	02-23	0792j		Schuessler2009
1276	訴	sù	Middle_Chinese		0792j	suH	Wikibooks2016b
1277	赤	chì	Old_Chinese	02-24	0793a		Schuessler2009
1278	赤	chì	Middle_Chinese		0793a	tshjek	Wikibooks2016b
1279	赤	chì	Middle_Chinese		0793a	tsyhek	Wikibooks2016b
1280	赦	shè	Old_Chinese	02-24	0793d		Schuessler2009
1281	赦	shè	Middle_Chinese		0793d	syaeH	Wikibooks2016b
1282	螫	shì	Old_Chinese	02-24	0793e		Schuessler2009
1283	螫	shì	Middle_Chinese		0793e	syek	Wikibooks2016b
1284	睪	yì	Old_Chinese	02-25	0790a		Schuessler2009
1285	睪	yì	Middle_Chinese		0790a	yek	Wikibooks2016b
1286	圛	yì	Old_Chinese	02-25	0790b		Schuessler2009
1287	圛	yì	Middle_Chinese		0790b	yek	Wikibooks2016b
1288	懌	yì	Old_Chinese	02-25	0790c		Schuessler2009
1289	懌	yì	Middle_Chinese		0790c	yek	Wikibooks2016b
1290	斁	yì	Old_Chinese	02-25	0790d		Schuessler2009
1291	斁	yì	Middle_Chinese		0790d	duH	Wikibooks2016b
1292	斁	yì	Middle_Chinese		0790d	tuH	Wikibooks2016b
1293	斁	yì	Middle_Chinese		0790d	yek	Wikibooks2016b
1294	繹	yì	Old_Chinese	02-25	0790e		Schuessler2009
1295	繹	yì	Middle_Chinese		0790e	yek	Wikibooks2016b
1296	譯	yì	Old_Chinese	02-25	0790f		Schuessler2009
1297	譯	yì	Middle_Chinese		0790f	yek	Wikibooks2016b
1298	醳	yì	Old_Chinese	02-25	0790g		Schuessler2009
1299	醳	yì	Middle_Chinese		0790g	yek	Wikibooks2016b
1300	驛	yì	Old_Chinese	02-25	0790h		Schuessler2009
1301	驛	yì	Middle_Chinese		0790h	yek	Wikibooks2016b
1302	𢍰		Old_Chinese	02-25	0790i		Schuessler2009
1303	𢍰		Middle_Chinese		0790i	yek	Wikibooks2016b
1304	𥼶		Old_Chinese	02-25	0790k		Schuessler2009
1305	𥼶		Middle_Chinese		0790k	syek	Wikibooks2016b
1306	釋	shì	Old_Chinese	02-25	0790l		Schuessler2009
1307	釋	shì	Middle_Chinese		0790l	syek	Wikibooks2016b
1308	檡	zhái	Old_Chinese	02-25	0790m		Schuessler2009
1309	檡	zhái	Middle_Chinese		0790m	syek	Wikibooks2016b
1310	檡	zhái	Middle_Chinese		0790m	draek	Wikibooks2016b
1311	擇	zé	Old_Chinese	02-25	0790n		Schuessler2009
1312	擇	zé	Middle_Chinese		0790n	draek	Wikibooks2016b
1313	澤	zé	Old_Chinese	02-25	0790o		Schuessler2009
1314	澤	zé	Middle_Chinese		0790o	draek	Wikibooks2016b
1315	澤	zé	Middle_Chinese		0790o	syek	Wikibooks2016b
1316	澤	zé	Middle_Chinese		0790o	yek	Wikibooks2016b
1317	鐸	duó	Old_Chinese	02-25	0790p		Schuessler2009
1318	鐸	duó	Middle_Chinese		0790p	dak	Wikibooks2016b
1319	殬	dù	Old_Chinese	02-25	0790q		Schuessler2009
1320	殬	dù	Middle_Chinese		0790q	tuH	Wikibooks2016b
1321	蘀	tuò	Old_Chinese	02-25	0790r		Schuessler2009
1322	蘀	tuò	Middle_Chinese		0790r	thak	Wikibooks2016b
1323	射	shè	Old_Chinese	02-26	0807a		Schuessler2009
1324	射	shè	Middle_Chinese		0807a	dzyek	Wikibooks2016b
1325	射	shè	Middle_Chinese		0807a	zyaeH	Wikibooks2016b
1326	䠶	shè	Old_Chinese	02-26	0807b		Schuessler2009
1327	䠶	shè	Middle_Chinese		0807b	zyaeH	Wikibooks2016b
1328	䠶	shè	Middle_Chinese		0807b	zyek	Wikibooks2016b
1329	䠶	shè	Middle_Chinese		0807b	yek	Wikibooks2016b
1330	榭	xiè	Old_Chinese	02-26	0807e		Schuessler2009
1331	榭	xiè	Middle_Chinese		0807e	zjaeH	Wikibooks2016b
1332	謝	xiè	Old_Chinese	02-26	0807g		Schuessler2009
1333	謝	xiè	Middle_Chinese		0807g	zjaeH	Wikibooks2016b
1334	麝	shè	Old_Chinese	02-26	0807-		Schuessler2009
1335	麝	shè	Middle_Chinese		0807-	dzyaeH	Wikibooks2016b
1336	麝	shè	Middle_Chinese		0807-	(?)	Wikibooks2016b
1337	亦	yì	Old_Chinese	02-27	0800a		Schuessler2009
1338	亦	yì	Middle_Chinese		0800a	yek	Wikibooks2016b
1339	奕	yì	Old_Chinese	02-27	0800d		Schuessler2009
1340	奕	yì	Middle_Chinese		0800d	yek	Wikibooks2016b
1341	帟	yì	Old_Chinese	02-27	0800e		Schuessler2009
1342	帟	yì	Middle_Chinese		0800e	yek	Wikibooks2016b
1343	弈	yì	Old_Chinese	02-27	0800f		Schuessler2009
1344	弈	yì	Middle_Chinese		0800f	yek	Wikibooks2016b
1345	跡	jī	Old_Chinese	02-27	0800g		Schuessler2009
1346	跡	jī	Middle_Chinese		0800g	tsjek	Wikibooks2016b
1347	迹	jī	Old_Chinese	02-27	0800h		Schuessler2009
1348	迹	jī	Middle_Chinese		0800h	tsjek	Wikibooks2016b
1349	夜	yè	Old_Chinese	02-27	0800j		Schuessler2009
1350	夜	yè	Middle_Chinese		0800j	yaeH	Wikibooks2016b
1351	掖	yē	Old_Chinese	02-27	0800l		Schuessler2009
1352	掖	yē	Middle_Chinese		0800l	yek	Wikibooks2016b
1353	腋	yè	Old_Chinese	02-27	0800m		Schuessler2009
1354	腋	yè	Middle_Chinese		0800m	yek	Wikibooks2016b
1355	液	yè	Old_Chinese	02-27	0800n		Schuessler2009
1356	液	yè	Middle_Chinese		0800n	yek	Wikibooks2016b
1357	夕	xī	Old_Chinese	02-28	0796a		Schuessler2009
1358	夕	xī	Middle_Chinese		0796a	zjek	Wikibooks2016b
1359	穸	xī	Old_Chinese	02-28	0796e		Schuessler2009
1360	穸	xī	Middle_Chinese		0796e	zjek	Wikibooks2016b
1361	席	xí	Old_Chinese	02-29	0797a		Schuessler2009
1362	席	xí	Middle_Chinese		0797a	zjek	Wikibooks2016b
1363	蓆	xí	Old_Chinese	02-29	0797b		Schuessler2009
1364	蓆	xí	Middle_Chinese		0797b	zjek	Wikibooks2016b
1365	若	ruò	Old_Chinese	02-30	0777a		Schuessler2009
1366	若	ruò	Middle_Chinese		0777a	nyak	Wikibooks2016b
1367	諾	nuò	Old_Chinese	02-30	0777f		Schuessler2009
1368	諾	nuò	Middle_Chinese		0777f	nak	Wikibooks2016b
1369	箬	ruò	Old_Chinese	02-30	0777g		Schuessler2009
1370	箬	ruò	Middle_Chinese		0777g	nyak	Wikibooks2016b
1371	鄀	ruò	Old_Chinese	02-30	0777i		Schuessler2009
1372	鄀	ruò	Middle_Chinese		0777i	nyak	Wikibooks2016b
1373	婼	chuò	Old_Chinese	02-30	0777k		Schuessler2009
1374	婼	chuò	Middle_Chinese		0777k	trhjak	Wikibooks2016b
1375	匿	nì	Old_Chinese	02-30	0777l		Schuessler2009
1376	匿	nì	Middle_Chinese		0777l	nrik	Wikibooks2016b
1377	暱	nì	Old_Chinese	02-30	0777n		Schuessler2009
1378	暱	nì	Middle_Chinese		0777n	nrik	Wikibooks2016b
1379	慝	tè	Old_Chinese	02-30	0777o		Schuessler2009
1380	慝	tè	Middle_Chinese		0777o	thok	Wikibooks2016b
1381	乍	zhà	Old_Chinese	02-31	0806a		Schuessler2009
1382	乍	zhà	Middle_Chinese		0806a	dzraeH	Wikibooks2016b
1383	咋	zǎ	Old_Chinese	02-31	0806f		Schuessler2009
1384	咋	zǎ	Middle_Chinese		0806f	dzraeH	Wikibooks2016b
1385	詐	zhà	Old_Chinese	02-31	0806g		Schuessler2009
1386	詐	zhà	Middle_Chinese		0806g	tsraeH	Wikibooks2016b
1387	祚	zuò	Old_Chinese	02-31	0806h		Schuessler2009
1388	祚	zuò	Middle_Chinese		0806h	dzuH	Wikibooks2016b
1389	胙	zuò	Old_Chinese	02-31	0806i		Schuessler2009
1390	胙	zuò	Middle_Chinese		0806i	dzuH	Wikibooks2016b
1391	阼	zuò	Old_Chinese	02-31	0806j		Schuessler2009
1392	阼	zuò	Middle_Chinese		0806j	dzuH	Wikibooks2016b
1393	笮	zé	Old_Chinese	02-31	0806k		Schuessler2009
1394	笮	zé	Middle_Chinese		0806k	tsraek	Wikibooks2016b
1395	作	zuò	Old_Chinese	02-31	0806l		Schuessler2009
1396	作	zuò	Middle_Chinese		0806l	tsak	Wikibooks2016b
1397	迮	zé	Old_Chinese	02-31	0806m		Schuessler2009
1398	迮	zé	Middle_Chinese		0806m	tsak	Wikibooks2016b
1399	柞	zhà	Old_Chinese	02-31	0806p		Schuessler2009
1400	柞	zhà	Middle_Chinese		0806p	dzak	Wikibooks2016b
1401	柞	zhà	Middle_Chinese		0806p	tsak	Wikibooks2016b
1402	柞	zhà	Middle_Chinese		0806p	tsraek	Wikibooks2016b
1403	怍	zuò	Old_Chinese	02-31	0806r		Schuessler2009
1404	怍	zuò	Middle_Chinese		0806r	dzak	Wikibooks2016b
1405	昨	zuó	Old_Chinese	02-31	0806s		Schuessler2009
1406	昨	zuó	Middle_Chinese		0806s	dzak	Wikibooks2016b
1407	酢	cù	Old_Chinese	02-31	0806t		Schuessler2009
1408	酢	cù	Middle_Chinese		0806t	dzak	Wikibooks2016b
1409	筰	zuó	Old_Chinese	02-31	0806v		Schuessler2009
1410	筰	zuó	Middle_Chinese		0806v	dzak	Wikibooks2016b
1411	莋	zuó	Old_Chinese	02-31	0806-		Schuessler2009
1412	莋	zuó	Middle_Chinese		0806-	dzak	Wikibooks2016b
1413	昔	xī	Old_Chinese	02-32	0798a		Schuessler2009
1414	昔	xī	Middle_Chinese		0798a	sjek	Wikibooks2016b
1415	惜	xī	Old_Chinese	02-32	0798f		Schuessler2009
1416	惜	xī	Middle_Chinese		0798f	sjek	Wikibooks2016b
1417	腊	là	Old_Chinese	02-32	0798g		Schuessler2009
1418	腊	là	Middle_Chinese		0798g	sjek	Wikibooks2016b
1419	耤	jí	Old_Chinese	02-32	0798i		Schuessler2009
1420	耤	jí	Middle_Chinese		0798i	dzjek	Wikibooks2016b
1421	踖	jí	Old_Chinese	02-32	0798k		Schuessler2009
1422	踖	jí	Middle_Chinese		0798k	dzjek	Wikibooks2016b
1423	踖	jí	Middle_Chinese		0798k	tshjak	Wikibooks2016b
1424	踖	jí	Middle_Chinese		0798k	tshjek	Wikibooks2016b
1425	踖	jí	Middle_Chinese		0798k	tsjek	Wikibooks2016b
1426	趞	què	Old_Chinese	02-32	0798l		Schuessler2009
1427	趞	què	Middle_Chinese		0798l	tshjak	Wikibooks2016b
1428	鵲	què	Old_Chinese	02-32	0798n		Schuessler2009
1429	鵲	què	Middle_Chinese		0798n	tshjak	Wikibooks2016b
1430	斮	cuò	Old_Chinese	02-32	0798o		Schuessler2009
1431	斮	cuò	Middle_Chinese		0798o	tsrjak	Wikibooks2016b
1432	厝	cuò	Old_Chinese	02-32	0798p		Schuessler2009
1433	厝	cuò	Middle_Chinese		0798p	tshak	Wikibooks2016b
1434	逪	cuò	Old_Chinese	02-32	0798q		Schuessler2009
1435	逪	cuò	Middle_Chinese		0798q	tshak	Wikibooks2016b
1436	錯	cuò	Old_Chinese	02-32	0798s		Schuessler2009
1437	錯	cuò	Middle_Chinese		0798s	tshak	Wikibooks2016b
1438	醋	cù	Old_Chinese	02-32	0798t		Schuessler2009
1439	醋	cù	Middle_Chinese		0798t	dzak	Wikibooks2016b
1440	借	jiè	Old_Chinese	02-32	0798u		Schuessler2009
1441	借	jiè	Middle_Chinese		0798u	tsjaeH	Wikibooks2016b
1442	借	jiè	Middle_Chinese		0798u	tsjek	Wikibooks2016b
1443	唶	zé	Old_Chinese	02-32	0798v		Schuessler2009
1444	唶	zé	Middle_Chinese		0798v	tsjaeH	Wikibooks2016b
1445	措	cuò	Old_Chinese	02-32	0798x		Schuessler2009
1446	措	cuò	Middle_Chinese		0798x	tshuH	Wikibooks2016b
1447	蜡	là	Old_Chinese	02-32	0798y		Schuessler2009
1448	蜡	là	Middle_Chinese		0798y	dzraeH	Wikibooks2016b
1449	蜡	là	Middle_Chinese		0798y	tshjoH	Wikibooks2016b
1450	矠	zé	Old_Chinese	02-32	0798z		Schuessler2009
1451	矠	zé	Middle_Chinese		0798z	dzreak	Wikibooks2016b
1452	籍	jí	Old_Chinese	02-32	0798a'		Schuessler2009
1453	籍	jí	Middle_Chinese		0798a'	dzjek	Wikibooks2016b
1454	藉	jí	Old_Chinese	02-32	0798b'		Schuessler2009
1455	藉	jí	Middle_Chinese		0798b'	dzjaeH	Wikibooks2016b
1456	藉	jí	Middle_Chinese		0798b'	dzjek	Wikibooks2016b
1457	簎	cè	Old_Chinese	02-32	0798c'		Schuessler2009
1458	簎	cè	Middle_Chinese		0798c'	tsrhaek	Wikibooks2016b
1459	索	suǒ	Old_Chinese	02-33	0770a		Schuessler2009
1460	索	suǒ	Middle_Chinese		0770a	sak	Wikibooks2016b
1461	索	suǒ	Middle_Chinese		0770a	sraek	Wikibooks2016b
1462	朔	shuò	Old_Chinese	02-34	0769a		Schuessler2009
1463	朔	shuò	Middle_Chinese		0769a	sraewk	Wikibooks2016b
1464	愬	sù	Old_Chinese	02-34	0769b		Schuessler2009
1465	愬	sù	Middle_Chinese		0769b	suH	Wikibooks2016b
1466	𧪜		Old_Chinese	02-34	0769c		Schuessler2009
1467	𧪜		Middle_Chinese		0769c	suH	Wikibooks2016b
1468	遡	sù	Old_Chinese	02-34	0769d		Schuessler2009
1469	遡	sù	Middle_Chinese		0769d	suH	Wikibooks2016b
1470	舄	xì	Old_Chinese	02-35	0799a		Schuessler2009
1471	舄	xì	Middle_Chinese		0799a	sjek	Wikibooks2016b
1472	潟	xì	Old_Chinese	02-35	0799e		Schuessler2009
1473	潟	xì	Middle_Chinese		0799e	sjek	Wikibooks2016b
1474	寫	xiě	Old_Chinese	02-35	0799f		Schuessler2009
1475	寫	xiě	Middle_Chinese		0799f	sjaeX	Wikibooks2016b
1476	瀉	xiè	Old_Chinese	02-35	0799h		Schuessler2009
1477	瀉	xiè	Middle_Chinese		0799h	sjaeX	Wikibooks2016b
1478	亳	bó	Old_Chinese	02-36	0773a		Schuessler2009
1479	亳	bó	Middle_Chinese		0773a	bak	Wikibooks2016b
1480	百	bǎi	Old_Chinese	02-37	0781a		Schuessler2009
1481	百	bǎi	Middle_Chinese		0781a	paek	Wikibooks2016b
1482	貊	mò	Old_Chinese	02-37	0781f		Schuessler2009
1483	貊	mò	Middle_Chinese		0781f	maek	Wikibooks2016b
1484	陌	mò	Old_Chinese	02-37	0781g		Schuessler2009
1485	陌	mò	Middle_Chinese		0781g	maek	Wikibooks2016b
1486	白	bái	Old_Chinese	02-38	0782a		Schuessler2009
1487	白	bái	Middle_Chinese		0782a	baek	Wikibooks2016b
1488	帛	bó	Old_Chinese	02-38	0782f		Schuessler2009
1489	帛	bó	Middle_Chinese		0782f	baek	Wikibooks2016b
1490	伯	bó	Old_Chinese	02-38	0782i		Schuessler2009
1491	伯	bó	Middle_Chinese		0782i	paek	Wikibooks2016b
1492	柏	bǎi	Old_Chinese	02-38	0782j		Schuessler2009
1493	柏	bǎi	Middle_Chinese		0782j	paek	Wikibooks2016b
1494	迫	pò	Old_Chinese	02-38	0782k		Schuessler2009
1495	迫	pò	Middle_Chinese		0782k	paek	Wikibooks2016b
1496	怕	pà	Old_Chinese	02-38	0782l		Schuessler2009
1497	怕	pà	Middle_Chinese		0782l	phaeH	Wikibooks2016b
1498	怕	pà	Middle_Chinese		0782l	phaek	Wikibooks2016b
1499	拍	pāi	Old_Chinese	02-38	0782m		Schuessler2009
1500	拍	pāi	Middle_Chinese		0782m	phaek	Wikibooks2016b
1501	拍	pāi	Middle_Chinese		0782m	pak	Wikibooks2016b
1502	魄	pò	Old_Chinese	02-38	0782o		Schuessler2009
1503	魄	pò	Middle_Chinese		0782o	phaek	Wikibooks2016b
1504	粕	pò	Old_Chinese	02-38	0782p		Schuessler2009
1505	粕	pò	Middle_Chinese		0782p	phak	Wikibooks2016b
1506	胉	bó	Old_Chinese	02-38	0782q		Schuessler2009
1507	胉	bó	Middle_Chinese		0782q	phak	Wikibooks2016b
1508	泊	pō	Old_Chinese	02-38	0782r		Schuessler2009
1509	泊	pō	Middle_Chinese		0782r	bak	Wikibooks2016b
1510	碧	bì	Old_Chinese	02-38	0782s		Schuessler2009
1511	碧	bì	Middle_Chinese		0782s	pjaek	Wikibooks2016b
1512	霸	bà	Old_Chinese	02-39	0772b		Schuessler2009
1513	霸	bà	Middle_Chinese		0772b	paeH	Wikibooks2016b
1514	霸	bà	Middle_Chinese		0772b	phaek	Wikibooks2016b
1515	莫	mò	Old_Chinese	02-40	0802a		Schuessler2009
1516	莫	mò	Middle_Chinese		0802a	maek	Wikibooks2016b
1517	莫	mò	Middle_Chinese		0802a	mak	Wikibooks2016b
1518	莫	mò	Middle_Chinese		0802a	muH	Wikibooks2016b
1519	暮	mù	Old_Chinese	02-40	0802d		Schuessler2009
1520	暮	mù	Middle_Chinese		0802d	muH	Wikibooks2016b
1521	募	mù	Old_Chinese	02-40	0802e		Schuessler2009
1522	募	mù	Middle_Chinese		0802e	muH	Wikibooks2016b
1523	墓	mù	Old_Chinese	02-40	0802f		Schuessler2009
1524	墓	mù	Middle_Chinese		0802f	muH	Wikibooks2016b
1525	嫫	mó	Old_Chinese	02-40	0802g		Schuessler2009
1526	嫫	mó	Middle_Chinese		0802g	mu	Wikibooks2016b
1527	慕	mù	Old_Chinese	02-40	0802h		Schuessler2009
1528	慕	mù	Middle_Chinese		0802h	muH	Wikibooks2016b
1529	模	mó	Old_Chinese	02-40	0802j		Schuessler2009
1530	模	mó	Middle_Chinese		0802j	mu	Wikibooks2016b
1531	膜	mó	Old_Chinese	02-40	0802k		Schuessler2009
1532	膜	mó	Middle_Chinese		0802k	mu	Wikibooks2016b
1533	謨	mó	Old_Chinese	02-40	0802l		Schuessler2009
1534	謨	mó	Middle_Chinese		0802l	mu	Wikibooks2016b
1535	蟆	má	Old_Chinese	02-40	0802m		Schuessler2009
1536	蟆	má	Middle_Chinese		0802m	mae	Wikibooks2016b
1537	寞	mò	Old_Chinese	02-40	0802n		Schuessler2009
1538	寞	mò	Middle_Chinese		0802n	mak	Wikibooks2016b
1539	幕	mù	Old_Chinese	02-40	0802o		Schuessler2009
1540	幕	mù	Middle_Chinese		0802o	mak	Wikibooks2016b
1541	漠	mò	Old_Chinese	02-40	0802p		Schuessler2009
1542	漠	mò	Middle_Chinese		0802p	mak	Wikibooks2016b
1543	瘼	mò	Old_Chinese	02-40	0802q		Schuessler2009
1544	瘼	mò	Middle_Chinese		0802q	mak	Wikibooks2016b
1545	嗼	mò	Old_Chinese	02-40	0802r		Schuessler2009
1546	嗼	mò	Middle_Chinese		0802r	maek	Wikibooks2016b
1547	冪	mì	Old_Chinese	02-40	0802s		Schuessler2009
1548	冪	mì	Middle_Chinese		0802s	mek	Wikibooks2016b
1549	亢	kàng	Old_Chinese	03-01	0698a		Schuessler2009
1550	亢	kàng	Middle_Chinese		0698a	kang	Wikibooks2016b
1551	亢	kàng	Middle_Chinese		0698a	khangH	Wikibooks2016b
1552	抗	kàng	Old_Chinese	03-01	0698b		Schuessler2009
1553	抗	kàng	Middle_Chinese		0698b	khangH	Wikibooks2016b
1554	伉	kàng	Old_Chinese	03-01	0698c		Schuessler2009
1555	伉	kàng	Middle_Chinese		0698c	khangH	Wikibooks2016b
1556	忼	kāng	Old_Chinese	03-01	0698d		Schuessler2009
1557	忼	kāng	Middle_Chinese		0698d	khangH	Wikibooks2016b
1558	忼	kāng	Middle_Chinese		0698d	khangX	Wikibooks2016b
1559	杭	háng	Old_Chinese	03-01	0698e		Schuessler2009
1560	杭	háng	Middle_Chinese		0698e	hang	Wikibooks2016b
1561	沆	hàng	Old_Chinese	03-01	0698f		Schuessler2009
1562	沆	hàng	Middle_Chinese		0698f	hangX	Wikibooks2016b
1563	頏	háng	Old_Chinese	03-01	0698g		Schuessler2009
1564	頏	háng	Middle_Chinese		0698g	hang	Wikibooks2016b
1565	坑	kēng	Old_Chinese	03-01	0698h		Schuessler2009
1566	坑	kēng	Middle_Chinese		0698h	khaeng	Wikibooks2016b
1567	阬	kēng	Old_Chinese	03-01	0698i		Schuessler2009
1568	阬	kēng	Middle_Chinese		0698i	khaeng	Wikibooks2016b
1569	岡	gāng	Old_Chinese	03-02	0697a		Schuessler2009
1570	岡	gāng	Middle_Chinese		0697a	kang	Wikibooks2016b
1571	剛	gāng	Old_Chinese	03-02	0697b		Schuessler2009
1572	剛	gāng	Middle_Chinese		0697b	kang	Wikibooks2016b
1573	綱	gāng	Old_Chinese	03-02	0697e		Schuessler2009
1574	綱	gāng	Middle_Chinese		0697e	kang	Wikibooks2016b
1575	犅	gāng	Old_Chinese	03-02	0697f		Schuessler2009
1576	犅	gāng	Middle_Chinese		0697f	kang	Wikibooks2016b
1577	鋼	gāng	Old_Chinese	03-02	0697h		Schuessler2009
1578	鋼	gāng	Middle_Chinese		0697h	kang	Wikibooks2016b
1579	鋼	gāng	Middle_Chinese		0697h	kangH	Wikibooks2016b
1580	畺	jiāng	Old_Chinese	03-03	0710a		Schuessler2009
1581	畺	jiāng	Middle_Chinese		0710a	kjang	Wikibooks2016b
1582	壃	jiāng	Old_Chinese	03-03	0710b		Schuessler2009
1583	壃	jiāng	Middle_Chinese		0710b	kjang	Wikibooks2016b
1584	僵	jiāng	Old_Chinese	03-03	0710c		Schuessler2009
1585	僵	jiāng	Middle_Chinese		0710c	gjang	Wikibooks2016b
1586	僵	jiāng	Middle_Chinese		0710c	kjang	Wikibooks2016b
1587	薑	jiāng	Old_Chinese	03-03	0710d		Schuessler2009
1588	薑	jiāng	Middle_Chinese		0710d	kjang	Wikibooks2016b
1589	彊	jiàng	Old_Chinese	03-03	0710e		Schuessler2009
1590	彊	jiàng	Middle_Chinese		0710e	gjang	Wikibooks2016b
1591	彊	jiàng	Middle_Chinese		0710e	gjangX	Wikibooks2016b
1592	彊	jiàng	Middle_Chinese		0710e	kjang	Wikibooks2016b
1593	疆	jiāng	Old_Chinese	03-03	0710h		Schuessler2009
1594	疆	jiāng	Middle_Chinese		0710h	kjang	Wikibooks2016b
1595	强	qiáng	Old_Chinese	03-04	0713a		Schuessler2009
1596	强	qiáng	Middle_Chinese		0713a	gjang	Wikibooks2016b
1597	强	qiáng	Middle_Chinese		0713a	gjangX	Wikibooks2016b
1598	強	qiáng	Old_Chinese	03-04	0713b		Schuessler2009
1599	強	qiáng	Middle_Chinese		0713b	gjang	Wikibooks2016b
1600	強	qiáng	Middle_Chinese		0713b	gjangX	Wikibooks2016b
1601	繈	qiǎng	Old_Chinese	03-04	0713c		Schuessler2009
1602	繈	qiǎng	Middle_Chinese		0713c	kjangX	Wikibooks2016b
1603	襁	qiǎng	Old_Chinese	03-04	0713d		Schuessler2009
1604	襁	qiǎng	Middle_Chinese		0713d	kjangX	Wikibooks2016b
1605	姜	jiāng	Old_Chinese	03-05	0711a		Schuessler2009
1606	姜	jiāng	Middle_Chinese		0711a	kjang	Wikibooks2016b
