编号1	字目	京声	京韵	京调	上字	下字	韵摄	开合	等列	古调	古韵	古声
C3917	某	m	ou	3	莫	厚	流	开	一	上	厚	明
C3918	浮	f	ou	2	缚	谋	流	开	三	平	尤	奉
C3919	否	f	ou	3	方	久	流	开	三	上	有	非
C3920	缶	f	ou	3	方	久	流	开	三	上	有	非
C3921	都	t	ou	1	当	孤	遇	合	一	平	模	端
C3922	兜	t	ou	1	当	侯	流	开	一	平	侯	端
C3923	篼	t	ou	1	当	侯	流	开	一	平	侯	端
C3924	斗	t	ou	3	当	口	流	开	一	上	厚	端
C3925	抖	t	ou	3	当	口	流	开	一	上	厚	端
C3926	陡	t	ou	3	当	口	流	开	一	上	厚	端
C3927	蚪	t	ou	3	当	口	流	开	一	上	厚	端
C3928	鬥	t	ou	4	都	豆	流	开	一	去	候	端
C3929	窦	t	ou	4	徒	候	流	开	一	去	候	定
C3930	豆	t	ou	4	徒	候	流	开	一	去	候	定
C3931	逗	t	ou	4	徒	候	流	开	一	去	候	定
C3932	痘	t	ou	4	徒	候	流	开	一	去	候	定
C3933	脰	t	ou	4	徒	候	流	开	一	去	候	定
C3934	荳	t	ou	4	徒	候	流	开	一	去	候	定
C3935	偷	th	ou	1	託	侯	流	开	一	平	侯	透
C3936	婾	th	ou	1	託	侯	流	开	一	平	侯	透
C3937	鍮	th	ou	1	託	侯	流	开	一	平	侯	透
C3938	头	th	ou	2	度	侯	流	开	一	平	侯	定
C3939	投	th	ou	2	度	侯	流	开	一	平	侯	定
C3940	透	th	ou	4	他	候	流	开	一	去	候	透
C3941	耨	n	ou	4	奴	豆	流	开	一	去	候	泥
C3942	搂	l	ou	1	落	侯	流	开	一	平	侯	来
C3943	楼	l	ou	2	落	侯	流	开	一	平	侯	来
C3944	耧	l	ou	2	落	侯	流	开	一	平	侯	来
C3945	偻	l	ou	2	落	侯	流	开	一	平	侯	来
C3946	娄	l	ou	2	落	侯	流	开	一	平	侯	来
C3947	蝼	l	ou	2	落	侯	流	开	一	平	侯	来
C3948	搂	l	ou	3	落	侯	流	开	一	平	侯	来
C3949	篓	l	ou	3	郎	斗	流	开	一	上	厚	来
C3950	露	l	ou	4	洛	故	遇	合	一	去	暮	来
C3951	漏	l	ou	4	卢	候	流	开	一	去	候	来
C3952	陋	l	ou	4	卢	候	流	开	一	去	候	来
C3953	镂	l	ou	4	卢	候	流	开	一	去	候	来
C3954	瘘	l	ou	4	卢	候	流	开	一	去	候	来
C3955	緅	ts	ou	1	子	侯	流	开	一	平	侯	精
C3956	陬	ts	ou	1	子	侯	流	开	一	平	侯	精
C3957	邹	ts	ou	1	侧	鸠	流	开	三	平	尤	庄
C3958	郰	ts	ou	1	侧	鸠	流	开	三	平	尤	庄
C3959	驺	ts	ou	1	侧	鸠	流	开	三	平	尤	庄
C3960	诌	ts	ou	1	甾	尤	流	开	三	平	尤	庄
C3961	走	ts	ou	3	子	苟	流	开	一	上	厚	精
C3962	奏	ts	ou	4	则	候	流	开	一	去	候	精
C3963	骤	ts	ou	4	鉏	佑	流	开	三	去	宥	崇
C3964	凑	tsh	ou	4	仓	奏	流	开	一	去	候	清
C3965	腠	tsh	ou	4	仓	奏	流	开	一	去	候	清
C3966	辏	tsh	ou	4	仓	奏	流	开	一	去	候	清
C3967	艘	s	ou	1	苏	遭	效	开	一	平	豪	心
C3968	搜	s	ou	1	所	鸠	流	开	三	平	尤	生
C3969	飕	s	ou	1	所	鸠	流	开	三	平	尤	生
C3970	馊	s	ou	1	所	鸠	流	开	三	平	尤	生
C3971	搜	s	ou	1	所	鸠	流	开	三	平	尤	生
C3972	廋	s	ou	1	所	鸠	流	开	三	平	尤	生
C3973	溲	s	ou	1	所	鸠	流	开	三	平	尤	生
C3974	叟	s	ou	3	苏	后	流	开	一	上	厚	心
C3975	瞍	s	ou	3	苏	后	流	开	一	上	厚	心
C3976	嗾	s	ou	3	苏	后	流	开	一	上	厚	心
C3977	薮	s	ou	3	苏	后	流	开	一	上	厚	心
C3978	擞	s	ou	3	苏	后	流	开	一	上	厚	心
C3979	嗽	s	ou	4	苏	奏	流	开	一	去	候	心
C3980	辀	tƧ	ou	1	张	流	流	开	三	平	尤	知
C3981	侜	tƧ	ou	1	张	流	流	开	三	平	尤	知
C3982	盩	tƧ	ou	1	张	流	流	开	三	平	尤	知
C3983	啁	tƧ	ou	1	张	流	流	开	三	平	尤	知
C3984	周	tƧ	ou	1	职	流	流	开	三	平	尤	章
C3985	周	tƧ	ou	1	职	流	流	开	三	平	尤	章
C3986	赒	tƧ	ou	1	职	流	流	开	三	平	尤	章
C3987	舟	tƧ	ou	1	职	流	流	开	三	平	尤	章
C3988	州	tƧ	ou	1	职	流	流	开	三	平	尤	章
C3989	洲	tƧ	ou	1	职	流	流	开	三	平	尤	章
C3990	粥	tƧ	ou	1	之	六	通	合	三	入	屋	章
C3991	轴	tƧ	ou	2	直	六	通	合	三	入	屋	澄
C3992	妯	tƧ	ou	2	直	六	通	合	三	入	屋	澄
C3993	肘	tƧ	ou	3	陟	柳	流	开	三	上	有	知
C3994	帚	tƧ	ou	3	之	九	流	开	三	上	有	章
C3995	昼	tƧ	ou	4	陟	救	流	开	三	去	宥	知
C3996	纣	tƧ	ou	4	除	柳	流	开	三	上	有	澄
C3997	宙	tƧ	ou	4	直	佑	流	开	三	去	宥	澄
C3998	胄	tƧ	ou	4	直	佑	流	开	三	去	宥	澄
C3999	酎	tƧ	ou	4	直	佑	流	开	三	去	宥	澄
C4000	皱	tƧ	ou	4	侧	救	流	开	三	去	宥	庄
C4001	绉	tƧ	ou	4	侧	救	流	开	三	去	宥	庄
C4002	骤	tƧ	ou	4	鉏	佑	流	开	三	去	宥	崇
C4003	呪	tƧ	ou	4	职	救	流	开	三	去	宥	章
C4004	咒	tƧ	ou	4	职	救	流	开	三	去	宥	章
C4005	抽	tƧh	ou	1	丑	鸠	流	开	三	平	尤	彻
C4006	瘳	tƧh	ou	1	丑	鸠	流	开	三	平	尤	彻
C4007	绸	tƧh	ou	2	直	由	流	开	三	平	尤	澄
C4008	紬	tƧh	ou	2	直	由	流	开	三	平	尤	澄
C4009	稠	tƧh	ou	2	直	由	流	开	三	平	尤	澄
C4010	筹	tƧh	ou	2	直	由	流	开	三	平	尤	澄
C4011	俦	tƧh	ou	2	直	由	流	开	三	平	尤	澄
C4012	畴	tƧh	ou	2	直	由	流	开	三	平	尤	澄
C4013	踌	tƧh	ou	2	直	由	流	开	三	平	尤	澄
C4014	愁	tƧh	ou	2	士	尤	流	开	三	平	尤	崇
C4015	仇	tƧh	ou	2	市	流	流	开	三	平	尤	禅
C4016	雠	tƧh	ou	2	市	流	流	开	三	平	尤	禅
C4017	酬	tƧh	ou	2	市	流	流	开	三	平	尤	禅
C4018	丑	tƧh	ou	3	敕	九	流	开	三	上	有	彻
C4019	醜	tƧh	ou	3	昌	九	流	开	三	上	有	昌
C4020	臭	tƧh	ou	4	尺	救	流	开	三	去	宥	昌
C4021	殠	tƧh	ou	4	尺	救	流	开	三	去	宥	昌
C4022	收	Ƨ	ou	1	式	州	流	开	三	平	尤	书
C4023	熟	Ƨ	ou	2	殊	六	通	合	三	入	屋	禅
C4024	手	Ƨ	ou	3	书	九	流	开	三	上	有	书
C4025	首	Ƨ	ou	3	书	九	流	开	三	上	有	书
C4026	守	Ƨ	ou	3	书	九	流	开	三	上	有	书
C4027	瘦	Ƨ	ou	4	所	佑	流	开	三	去	宥	生
C4028	兽	Ƨ	ou	4	舒	救	流	开	三	去	宥	书
C4029	狩	Ƨ	ou	4	舒	救	流	开	三	去	宥	书
C4030	受	Ƨ	ou	4	殖	酉	流	开	三	上	有	禅
C4031	绶	Ƨ	ou	4	殖	酉	流	开	三	上	有	禅
C4032	寿	Ƨ	ou	4	承	呪	流	开	三	去	宥	禅
C4033	授	Ƨ	ou	4	承	呪	流	开	三	去	宥	禅
C4034	售	Ƨ	ou	4	承	呪	流	开	三	去	宥	禅
C4035	柔	½	ou	2	耳	由	流	开	三	平	尤	日
C4036	揉	½	ou	2	耳	由	流	开	三	平	尤	日
C4037	輮	½	ou	2	耳	由	流	开	三	平	尤	日
C4038	蹂	½	ou	2	耳	由	流	开	三	平	尤	日
C4039	肉	½	ou	4	如	六	通	合	三	入	屋	日
C4040	勾	k	ou	1	古	侯	流	开	一	平	侯	见
C4041	钩	k	ou	1	古	侯	流	开	一	平	侯	见
C4042	沟	k	ou	1	古	侯	流	开	一	平	侯	见
C4043	狗	k	ou	3	古	厚	流	开	一	上	厚	见
C4044	苟	k	ou	3	古	厚	流	开	一	上	厚	见
C4045	垢	k	ou	4	古	厚	流	开	一	上	厚	见
C4046	彀	k	ou	4	古	候	流	开	一	去	候	见
C4047	够	k	ou	4	古	候	流	开	一	去	候	见
C4048	构	k	ou	4	古	候	流	开	一	去	候	见
C4049	购	k	ou	4	古	候	流	开	一	去	候	见
C4050	媾	k	ou	4	古	候	流	开	一	去	候	见
C4051	觏	k	ou	4	古	候	流	开	一	去	候	见
C4052	姤	k	ou	4	古	候	流	开	一	去	候	见
C4053	句	k	ou	4	古	候	流	开	一	去	候	见
C4054	逅	k	ou	4	胡	遘	流	开	一	去	候	匣
C4055	抠	kh	ou	1	恪	侯	流	开	一	平	侯	溪
C4056	剾	kh	ou	1	恪	侯	流	开	一	平	侯	溪
C4057		kh	ou	1	恪	侯	流	开	一	平	侯	溪
C4058	口	kh	ou	3	苦	后	流	开	一	上	厚	溪
C4059	叩	kh	ou	4	苦	后	流	开	一	上	厚	溪
C4060	釦	kh	ou	4	苦	后	流	开	一	上	厚	溪
C4061	叩	kh	ou	4	丘	堠	流	开	一	去	候	溪
C4062	釦	kh	ou	4	丘	堠	流	开	一	去	候	溪
C4063	扣	kh	ou	4	苦	候	流	开	一	去	候	溪
C4064	寇	kh	ou	4	苦	候	流	开	一	去	候	溪
C4065	筘	kh	ou	4	苦	候	流	开	一	去	候	溪
C4066	蔲	kh	ou	4	苦	候	流	开	一	去	候	溪
C4067	蔻	kh	ou	4	呼	漏	流	开	一	去	候	晓
C4068	齁	x	ou	1	呼	侯	流	开	一	平	侯	晓
C4069	侯	x	ou	2	户	钩	流	开	一	平	侯	匣
C4070	喉	x	ou	2	户	钩	流	开	一	平	侯	匣
C4071	猴	x	ou	2	户	钩	流	开	一	平	侯	匣
C4072	瘊	x	ou	2	户	钩	流	开	一	平	侯	匣
C4073	篌	x	ou	2	户	钩	流	开	一	平	侯	匣
C4074	吼	x	ou	3	呼	后	流	开	一	上	厚	晓
C4075	厚	x	ou	4	胡	口	流	开	一	上	厚	匣
C4076	後	x	ou	4	胡	口	流	开	一	上	厚	匣
C4077	后	x	ou	4	胡	口	流	开	一	上	厚	匣
C4078	候	x	ou	4	胡	遘	流	开	一	去	候	匣
C4079	堠	x	ou	4	胡	遘	流	开	一	去	候	匣
C4080	鲎	x	ou	4	胡	遘	流	开	一	去	候	匣
C4081	逅	x	ou	4	胡	遘	流	开	一	去	候	匣
C4082	欧	Ʒ	ou	1	乌	侯	流	开	一	平	侯	影
C4083	区	Ʒ	ou	1	乌	侯	流	开	一	平	侯	影
C4084	讴	Ʒ	ou	1	乌	侯	流	开	一	平	侯	影
C4085	鸥	Ʒ	ou	1	乌	侯	流	开	一	平	侯	影
C4086	瓯	Ʒ	ou	1	乌	侯	流	开	一	平	侯	影
C4087	沤	Ʒ	ou	1	乌	侯	流	开	一	平	侯	影
C4088	殴	Ʒ	ou	1	乌	后	流	开	一	上	厚	影
C4089	藕	Ʒ	ou	3	五	口	流	开	一	上	厚	疑
C4090	偶	Ʒ	ou	3	五	口	流	开	一	上	厚	疑
C4091	耦	Ʒ	ou	3	五	口	流	开	一	上	厚	疑
C4092	呕	Ʒ	ou	3	乌	后	流	开	一	上	厚	影
C4093	沤	Ʒ	ou	4	乌	候	流	开	一	去	候	影
C4094	谬	m	iou	4	靡	幼	流	开	三	去	幼	明
C4095	牛	n	iou	2	语	求	流	开	三	平	尤	疑
C4096	纽	n	iou	3	女	久	流	开	三	上	有	泥
C4097	扭	n	iou	3	女	久	流	开	三	上	有	泥
C4098	狃	n	iou	3	女	久	流	开	三	上	有	泥
C4099	钮	n	iou	3	女	久	流	开	三	上	有	泥
C4100	忸	n	iou	3	女	九	流	开	三	上	有	泥
C4101	谬	n	iou	4	靡	幼	流	开	三	去	幼	明
C4102	流	l	iou	2	力	求	流	开	三	平	尤	来
C4103	硫	l	iou	2	力	求	流	开	三	平	尤	来
C4104	旒	l	iou	2	力	求	流	开	三	平	尤	来
C4105	刘	l	iou	2	力	求	流	开	三	平	尤	来
C4106	浏	l	iou	2	力	求	流	开	三	平	尤	来
C4107	留	l	iou	2	力	求	流	开	三	平	尤	来
C4108	榴	l	iou	2	力	求	流	开	三	平	尤	来
C4109	瘤	l	iou	2	力	求	流	开	三	平	尤	来
C4110	镠	l	iou	2	力	求	流	开	三	平	尤	来
C4111	琉	l	iou	2	力	求	流	开	三	平	尤	来
C4112	瑠	l	iou	2	力	求	流	开	三	平	尤	来
C4113	柳	l	iou	3	力	久	流	开	三	上	有	来
C4114	绺	l	iou	3	力	久	流	开	三	上	有	来
C4115	馏	l	iou	4	力	救	流	开	三	去	宥	来
C4116	溜	l	iou	4	力	救	流	开	三	去	宥	来
C4117	霤	l	iou	4	力	救	流	开	三	去	宥	来
C4118	六	l	iou	4	力	竹	通	合	三	入	屋	来
C4119	揫	tþ	iou	1	即	由	流	开	三	平	尤	精
C4120	啾	tþ	iou	1	即	由	流	开	三	平	尤	精
C4121		tþ	iou	1	即	由	流	开	三	平	尤	精
C4122	噍	tþ	iou	1	将	由	流	开	三	平	尤	精
C4123	鸠	tþ	iou	1	居	求	流	开	三	平	尤	见
C4124	阄	tþ	iou	1	居	求	流	开	三	平	尤	见
C4125	纠	tþ	iou	1	居	求	流	开	三	平	尤	见
C4126	丩	tþ	iou	1	居	求	流	开	三	平	尤	见
C4127	究	tþ	iou	1	居	佑	流	开	三	去	宥	见
C4128	樛	tþ	iou	1	居	虬	流	开	三	平	幽	见
C4129	赳	tþ	iou	1	居	虬	流	开	三	平	幽	见
C4130	纠	tþ	iou	1	居	黝	流	开	三	上	黝	见
C4131	酒	tþ	iou	3	子	酉	流	开	三	上	有	精
C4132	九	tþ	iou	3	举	有	流	开	三	上	有	见
C4133	久	tþ	iou	3	举	有	流	开	三	上	有	见
C4134	玖	tþ	iou	3	举	有	流	开	三	上	有	见
C4135	韭	tþ	iou	3	举	有	流	开	三	上	有	见
C4136	灸	tþ	iou	3	举	有	流	开	三	上	有	见
C4137	纠	tþ	iou	3	居	黝	流	开	三	上	黝	见
C4138	僦	tþ	iou	4	即	就	流	开	三	去	宥	精
C4139		tþ	iou	4	即	就	流	开	三	去	宥	精
C4140	就	tþ	iou	4	疾	僦	流	开	三	去	宥	从
C4141	鹫	tþ	iou	4	疾	僦	流	开	三	去	宥	从
C4142	救	tþ	iou	4	居	佑	流	开	三	去	宥	见
C4143	究	tþ	iou	4	居	佑	流	开	三	去	宥	见
C4144	厩	tþ	iou	4	居	佑	流	开	三	去	宥	见
C4145	疚	tþ	iou	4	居	佑	流	开	三	去	宥	见
C4146	臼	tþ	iou	4	其	九	流	开	三	上	有	群
C4147	舅	tþ	iou	4	其	九	流	开	三	上	有	群
C4148	桕	tþ	iou	4	其	九	流	开	三	上	有	群
C4149	咎	tþ	iou	4	其	九	流	开	三	上	有	群
C4150	旧	tþ	iou	4	巨	救	流	开	三	去	宥	群
C4151	柩	tþ	iou	4	巨	救	流	开	三	去	宥	群
C4152	秋	tþh	iou	1	七	由	流	开	三	平	尤	清
C4153	楸	tþh	iou	1	七	由	流	开	三	平	尤	清
C4154	湫	tþh	iou	1	七	由	流	开	三	平	尤	清
C4155	鳅	tþh	iou	1	七	由	流	开	三	平	尤	清
C4156	鞧	tþh	iou	1	七	由	流	开	三	平	尤	清
C4157	鞦	tþh	iou	1	七	由	流	开	三	平	尤	清
C4158	丘	tþh	iou	1	去	鸠	流	开	三	平	尤	溪
C4159	邱	tþh	iou	1	去	鸠	流	开	三	平	尤	溪
C4160	蚯	tþh	iou	1	去	鸠	流	开	三	平	尤	溪
C4161	酋	tþh	iou	2	自	秋	流	开	三	平	尤	从
C4162	遒	tþh	iou	2	自	秋	流	开	三	平	尤	从
C4163	蝤	tþh	iou	2	自	秋	流	开	三	平	尤	从
C4164	囚	tþh	iou	2	似	由	流	开	三	平	尤	邪
C4165	泅	tþh	iou	2	似	由	流	开	三	平	尤	邪
C4166	求	tþh	iou	2	巨	鸠	流	开	三	平	尤	群
C4167	球	tþh	iou	2	巨	鸠	流	开	三	平	尤	群
C4168	毬	tþh	iou	2	巨	鸠	流	开	三	平	尤	群
C4169	逑	tþh	iou	2	巨	鸠	流	开	三	平	尤	群
C4170	裘	tþh	iou	2	巨	鸠	流	开	三	平	尤	群
C4171	赇	tþh	iou	2	巨	鸠	流	开	三	平	尤	群
C4172	絿	tþh	iou	2	巨	鸠	流	开	三	平	尤	群
C4173	捄	tþh	iou	2	巨	鸠	流	开	三	平	尤	群
C4174	仇	tþh	iou	2	巨	鸠	流	开	三	平	尤	群
C4175	鼽	tþh	iou	2	巨	鸠	流	开	三	平	尤	群
C4176	觩	tþh	iou	2	渠	幽	流	开	三	平	幽	群
C4177	璆	tþh	iou	2	渠	幽	流	开	三	平	幽	群
C4178	觓	tþh	iou	2	渠	幽	流	开	三	平	幽	群
C4179	虬	tþh	iou	2	渠	幽	流	开	三	平	幽	群
C4180	修	þ	iou	1	息	流	流	开	三	平	尤	心
C4181	羞	þ	iou	1	息	流	流	开	三	平	尤	心
C4182	休	þ	iou	1	许	尤	流	开	三	平	尤	晓
C4183	朽	þ	iou	3	许	久	流	开	三	上	有	晓
C4184	宿	þ	iou	3	息	逐	通	合	三	入	屋	心
C4185	秀	þ	iou	4	息	救	流	开	三	去	宥	心
C4186	琇	þ	iou	4	息	救	流	开	三	去	宥	心
C4187	绣	þ	iou	4	息	救	流	开	三	去	宥	心
C4188	宿	þ	iou	4	息	救	流	开	三	去	宥	心
C4189	锈	þ	iou	4	息	救	流	开	三	去	宥	心
C4190	袖	þ	iou	4	似	佑	流	开	三	去	宥	邪
C4191	岫	þ	iou	4	似	佑	流	开	三	去	宥	邪
C4192	嗅	þ	iou	4	许	救	流	开	三	去	宥	晓
C4193	忧	Ʒ	iou	1	於	求	流	开	三	平	尤	影
C4194	优	Ʒ	iou	1	於	求	流	开	三	平	尤	影
C4195	耰	Ʒ	iou	1	於	求	流	开	三	平	尤	影
C4196	麀	Ʒ	iou	1	於	求	流	开	三	平	尤	影
C4197	悠	Ʒ	iou	1	以	周	流	开	三	平	尤	以
C4198	攸	Ʒ	iou	1	以	周	流	开	三	平	尤	以
C4199	幽	Ʒ	iou	1	於	虯	流	开	三	平	幽	影
C4200	尤	Ʒ	iou	2	羽	求	流	开	三	平	尤	云
C4201	邮	Ʒ	iou	2	羽	求	流	开	三	平	尤	云
C4202	訧	Ʒ	iou	2	羽	求	流	开	三	平	尤	云
C4203	疣	Ʒ	iou	2	羽	求	流	开	三	平	尤	云
C4204	由	Ʒ	iou	2	以	周	流	开	三	平	尤	以
C4205	油	Ʒ	iou	2	以	周	流	开	三	平	尤	以
C4206	游	Ʒ	iou	2	以	周	流	开	三	平	尤	以
C4207	游	Ʒ	iou	2	以	周	流	开	三	平	尤	以
C4208	犹	Ʒ	iou	2	以	周	流	开	三	平	尤	以
C4209	猷	Ʒ	iou	2	以	周	流	开	三	平	尤	以
C4210	輶	Ʒ	iou	2	以	周	流	开	三	平	尤	以
C4211		Ʒ	iou	2	以	周	流	开	三	平	尤	以
C4212	逌	Ʒ	iou	2	以	周	流	开	三	平	尤	以
C4213	蚰	Ʒ	iou	2	以	周	流	开	三	平	尤	以
C4214	有	Ʒ	iou	3	云	久	流	开	三	上	有	云
C4215	友	Ʒ	iou	3	云	久	流	开	三	上	有	云
C4216	酉	Ʒ	iou	3	与	久	流	开	三	上	有	以
C4217	槱	Ʒ	iou	3	与	久	流	开	三	上	有	以
C4218	莠	Ʒ	iou	3	与	久	流	开	三	上	有	以
C4219	牖	Ʒ	iou	3	与	久	流	开	三	上	有	以
C4220	卣	Ʒ	iou	3	与	久	流	开	三	上	有	以
C4221	羑	Ʒ	iou	3	与	久	流	开	三	上	有	以
C4222	黝	Ʒ	iou	4	於	纠	流	开	三	上	黝	影
C4223	又	Ʒ	iou	4	于	救	流	开	三	去	宥	云
C4224	右	Ʒ	iou	4	于	救	流	开	三	去	宥	云
C4225	佑	Ʒ	iou	4	于	救	流	开	三	去	宥	云
C4226	祐	Ʒ	iou	4	于	救	流	开	三	去	宥	云
C4227	宥	Ʒ	iou	4	于	救	流	开	三	去	宥	云
C4228	囿	Ʒ	iou	4	于	救	流	开	三	去	宥	云
C4229	侑	Ʒ	iou	4	于	救	流	开	三	去	宥	云
C4230	莠	Ʒ	iou	4	与	久	流	开	三	上	有	以
C4231	诱	Ʒ	iou	4	与	久	流	开	三	上	有	以
C4232	褎	Ʒ	iou	4	余	救	流	开	三	去	宥	以
C4233	狖	Ʒ	iou	4	余	救	流	开	三	去	宥	以
C4234	蜏	Ʒ	iou	4	余	救	流	开	三	去	宥	以
C4235	柚	Ʒ	iou	4	余	救	流	开	三	去	宥	以
C4236	鼬	Ʒ	iou	4	余	救	流	开	三	去	宥	以
C4237	釉	Ʒ	iou	4	余	救	流	开	三	去	宥	以
C4238	幼	Ʒ	iou	4	伊	谬	流	开	三	去	幼	影
C4239	班	p	an	1	布	还	山	开	二	平	删	帮
C4240	斑	p	an	1	布	还	山	开	二	平	删	帮
C4241	颁	p	an	1	布	还	山	开	二	平	删	帮
C4242	扳	p	an	1	布	还	山	开	二	平	删	帮
C4243	螌	p	an	1	布	还	山	开	二	平	删	帮
C4244	般	p	an	1	北	潘	山	合	一	平	桓	帮
C4245	搬	p	an	1	北	潘	山	合	一	平	桓	帮
C4246	瘢	p	an	1	薄	官	山	合	一	平	桓	並
C4247	板	p	an	3	布	绾	山	开	二	上	潸	帮
C4248	版	p	an	3	布	绾	山	开	二	上	潸	帮
C4249	坂	p	an	3	扶	板	山	开	二	上	潸	並
C4250	阪	p	an	3	扶	板	山	开	二	上	潸	並
C4251	扮	p	an	4	晡	幻	山	开	二	去	裥	帮
C4252	瓣	p	an	4	蒲	苋	山	开	二	去	裥	並
C4253	办	p	an	4	蒲	苋	山	开	二	去	裥	並
C4254	半	p	an	4	博	幔	山	合	一	去	换	帮
C4255	绊	p	an	4	博	幔	山	合	一	去	换	帮
C4256	伴	p	an	4	蒲	旱	山	合	一	上	缓	並
C4257	拌	p	an	4	部	满	山	合	一	上	缓	並
C4258	秚	p	an	4	部	满	山	合	一	上	缓	並
C4259	攀	ph	an	1	普	班	山	开	二	平	删	滂
C4260	扳	ph	an	1	普	班	山	开	二	平	删	滂
C4261	潘	ph	an	1	普	官	山	合	一	平	桓	滂
C4262	番	ph	an	1	普	官	山	合	一	平	桓	滂
C4263	拚	ph	an	1	普	官	山	合	一	平	桓	滂
C4264		ph	an	1	普	官	山	合	一	平	桓	滂
C4265	爿	ph	an	2	步	还	山	开	二	平	删	並
C4266	盘	ph	an	2	薄	官	山	合	一	平	桓	並
C4267	盘	ph	an	2	薄	官	山	合	一	平	桓	並
C4268	盘	ph	an	2	薄	官	山	合	一	平	桓	並
C4269	鞶	ph	an	2	薄	官	山	合	一	平	桓	並
C4270	磻	ph	an	2	薄	官	山	合	一	平	桓	並
C4271	蟠	ph	an	2	薄	官	山	合	一	平	桓	並
C4272	盼	ph	an	4	匹	苋	山	开	二	去	裥	滂
C4273	襻	ph	an	4	普	患	山	开	二	去	谏	滂
C4274	判	ph	an	4	普	半	山	合	一	去	换	滂
C4275	泮	ph	an	4	普	半	山	合	一	去	换	滂
C4276	叛	ph	an	4	薄	半	山	合	一	去	换	並
C4277	畔	ph	an	4	薄	半	山	合	一	去	换	並
C4278	颟	m	an	1	母	官	山	合	一	平	桓	明
C4279	蛮	m	an	2	莫	还	山	开	二	平	删	明
C4280	瞒	m	an	2	母	官	山	合	一	平	桓	明
C4281	谩	m	an	2	母	官	山	合	一	平	桓	明
C4282	鞔	m	an	2	母	官	山	合	一	平	桓	明
C4283	鳗	m	an	2	母	官	山	合	一	平	桓	明
C4284	曼	m	an	2	母	官	山	合	一	平	桓	明
C4285	馒	m	an	2	母	官	山	合	一	平	桓	明
C4286	蹒	m	an	2	母	官	山	合	一	平	桓	明
C4287	蔓	m	an	2	母	官	山	合	一	平	桓	明
C4288	满	m	an	3	莫	旱	山	合	一	上	缓	明
C4289	慢	m	an	4	谟	晏	山	开	二	去	谏	明
C4290	嫚	m	an	4	谟	晏	山	开	二	去	谏	明
C4291	缦	m	an	4	谟	晏	山	开	二	去	谏	明
C4292	漫	m	an	4	莫	半	山	合	一	去	换	明
C4293	幔	m	an	4	莫	半	山	合	一	去	换	明
C4294	墁	m	an	4	莫	半	山	合	一	去	换	明
C4295	镘	m	an	4	莫	半	山	合	一	去	换	明
C4296	曼	m	an	4	无	贩	山	合	三	去	愿	微
C4297	蔓	m	an	4	无	贩	山	合	三	去	愿	微
C4298	帆	f	an	1	符		咸	合	三	平	凡	奉
C4299	藩	f	an	1	甫	烦	山	合	三	平	元	非
C4300	蕃	f	an	1	甫	烦	山	合	三	平	元	非
C4301	翻	f	an	1	孚	袁	山	合	三	平	元	敷
C4302	番	f	an	1	孚	袁	山	合	三	平	元	敷
C4303	幡	f	an	1	孚	袁	山	合	三	平	元	敷
C4304	凡	f	an	2	符		咸	合	三	平	凡	奉
C4305	帆	f	an	2	符		咸	合	三	平	凡	奉
C4306	烦	f	an	2	附	袁	山	合	三	平	元	奉
C4307	繁	f	an	2	附	袁	山	合	三	平	元	奉
C4308	蘩	f	an	2	附	袁	山	合	三	平	元	奉
C4309	墦	f	an	2	附	袁	山	合	三	平	元	奉
C4310	燔	f	an	2	附	袁	山	合	三	平	元	奉
C4311	璠	f	an	2	附	袁	山	合	三	平	元	奉
C4312	膰	f	an	2	附	袁	山	合	三	平	元	奉
C4313	藩	f	an	2	附	袁	山	合	三	平	元	奉
C4314	蕃	f	an	2	附	袁	山	合	三	平	元	奉
C4315	樊	f	an	2	附	袁	山	合	三	平	元	奉
C4316	矾	f	an	2	附	袁	山	合	三	平	元	奉
C4317	反	f	an	3	府	远	山	合	三	上	阮	非
C4318	返	f	an	3	府	远	山	合	三	上	阮	非
C4319	泛	f	an	4	孚	梵	咸	合	三	去	梵	敷
C4320	泛	f	an	4	孚	梵	咸	合	三	去	梵	敷
C4321	泛	f	an	4	孚	梵	咸	合	三	去	梵	敷
C4322	范	f	an	4	防	鋄	咸	合	三	上	范	奉
C4323	範	f	an	4	防	鋄	咸	合	三	上	范	奉
C4324	犯	f	an	4	防	鋄	咸	合	三	上	范	奉
C4325	梵	f	an	4	扶	泛	咸	合	三	去	梵	奉
C4326	贩	f	an	4	方	愿	山	合	三	去	愿	非
C4327	畈	f	an	4	方	愿	山	合	三	去	愿	非
C4328	饭	f	an	4	符	万	山	合	三	去	愿	奉
C4329	耽	t	an	1	丁	含	咸	开	一	平	覃	端
C4330	躭	t	an	1	丁	含	咸	开	一	平	覃	端
C4331	眈	t	an	1	丁	含	咸	开	一	平	覃	端
C4332	酖	t	an	1	丁	含	咸	开	一	平	覃	端
C4333	湛	t	an	1	丁	含	咸	开	一	平	覃	端
C4334	担	t	an	1	都	甘	咸	开	一	平	谈	端
C4335	儋	t	an	1	都	甘	咸	开	一	平	谈	端
C4336	丹	t	an	1	都	寒	山	开	一	平	寒	端
C4337	单	t	an	1	都	寒	山	开	一	平	寒	端
C4338	殚	t	an	1	都	寒	山	开	一	平	寒	端
C4339	箪	t	an	1	都	寒	山	开	一	平	寒	端
