编号1	字目	京声	京韵	京调	上字	下字	韵摄	开合	等列	古调	古韵	古声
C3497	咷	th	au	2	徒	刀	效	开	一	平	豪	定
C3498	陶	th	au	2	徒	刀	效	开	一	平	豪	定
C3499	翿	th	au	2	徒	刀	效	开	一	平	豪	定
C3500	洮	th	au	2	徒	刀	效	开	一	平	豪	定
C3501	淘	th	au	2	徒	刀	效	开	一	平	豪	定
C3502	萄	th	au	2	徒	刀	效	开	一	平	豪	定
C3503	讨	th	au	3	他	浩	效	开	一	上	皓	透
C3504	套	th	au	4	叨	号	效	开	一	去	号	透
C3505	猱	n	au	2	奴	刀	效	开	一	平	豪	泥
C3506		n	au	2	奴	刀	效	开	一	平	豪	泥
C3507	峱	n	au	2	奴	刀	效	开	一	平	豪	泥
C3508	獿	n	au	2	奴	刀	效	开	一	平	豪	泥
C3509	硇	n	au	2	女	交	效	开	二	平	肴	泥
C3510		n	au	2	女	交	效	开	二	平	肴	泥
C3511	铙	n	au	2	女	交	效	开	二	平	肴	泥
C3512	譊	n	au	2	女	交	效	开	二	平	肴	泥
C3513	呶	n	au	2	女	交	效	开	二	平	肴	泥
C3514	怓	n	au	2	女	交	效	开	二	平	肴	泥
C3515	挠	n	au	2	尼	交	效	开	二	平	肴	泥
C3516	脑	n	au	3	奴	皓	效	开	一	上	皓	泥
C3517	恼	n	au	3	奴	皓	效	开	一	上	皓	泥
C3518	瑙	n	au	3	奴	皓	效	开	一	上	皓	泥
C3519	闹	n	au	4	奴	教	效	开	二	去	效	泥
C3520	淖	n	au	4	奴	教	效	开	二	去	效	泥
C3521	捞	l	au	1	鲁	刀	效	开	一	平	豪	来
C3522	劳	l	au	2	鲁	刀	效	开	一	平	豪	来
C3523	痨	l	au	2	鲁	刀	效	开	一	平	豪	来
C3524	牢	l	au	2	鲁	刀	效	开	一	平	豪	来
C3525	醪	l	au	2	鲁	刀	效	开	一	平	豪	来
C3526	唠	l	au	2	郎	刀	效	开	一	平	豪	来
C3527	嘐	l	au	2	郎	刀	效	开	一	平	豪	来
C3528	老	l	au	3	卢	皓	效	开	一	上	皓	来
C3529	姥	l	au	3	卢	皓	效	开	一	上	皓	来
C3530	栳	l	au	3	卢	皓	效	开	一	上	皓	来
C3531	涝	l	au	4	郎	到	效	开	一	去	号	来
C3532	劳	l	au	4	郎	到	效	开	一	去	号	来
C3533	烙	l	au	4	卢	各	宕	开	一	入	铎	来
C3534	酪	l	au	4	卢	各	宕	开	一	入	铎	来
C3535	落	l	au	4	卢	各	宕	开	一	入	铎	来
C3536	遭	ts	au	1	作	曹	效	开	一	平	豪	精
C3537	糟	ts	au	1	作	曹	效	开	一	平	豪	精
C3538	凿	ts	au	2	在	各	宕	开	一	入	铎	从
C3539	早	ts	au	3	子	皓	效	开	一	上	皓	精
C3540	蚤	ts	au	3	子	皓	效	开	一	上	皓	精
C3541	枣	ts	au	3	子	皓	效	开	一	上	皓	精
C3542	澡	ts	au	3	子	皓	效	开	一	上	皓	精
C3543	藻	ts	au	3	子	皓	效	开	一	上	皓	精
C3544	躁	ts	au	4	则	到	效	开	一	去	号	精
C3545	灶	ts	au	4	则	到	效	开	一	去	号	精
C3546	皂	ts	au	4	昨	早	效	开	一	上	皓	从
C3547	造	ts	au	4	昨	早	效	开	一	上	皓	从
C3548	燥	ts	au	4	苏	老	效	开	一	上	皓	心
C3549	燥	ts	au	4	先	到	效	开	一	去	号	心
C3550	操	tsh	au	1	七	刀	效	开	一	平	豪	清
C3551	糙	tsh	au	1	七	到	效	开	一	去	号	清
C3552	曹	tsh	au	2	昨	劳	效	开	一	平	豪	从
C3553	槽	tsh	au	2	昨	劳	效	开	一	平	豪	从
C3554	漕	tsh	au	2	昨	劳	效	开	一	平	豪	从
C3555	嘈	tsh	au	2	昨	劳	效	开	一	平	豪	从
C3556	螬	tsh	au	2	昨	劳	效	开	一	平	豪	从
C3557	草	tsh	au	3	采	老	效	开	一	上	皓	清
C3558	騲	tsh	au	3	采	老	效	开	一	上	皓	清
C3559	慥	tsh	au	4	七	到	效	开	一	去	号	清
C3560	骚	s	au	1	苏	遭	效	开	一	平	豪	心
C3561	臊	s	au	1	苏	遭	效	开	一	平	豪	心
C3562	搔	s	au	1	苏	遭	效	开	一	平	豪	心
C3563	缫	s	au	1	苏	遭	效	开	一	平	豪	心
C3564	艘	s	au	1	苏	遭	效	开	一	平	豪	心
C3565	扫	s	au	3	苏	老	效	开	一	上	皓	心
C3566	嫂	s	au	3	苏	老	效	开	一	上	皓	心
C3567	扫	s	au	4	苏	到	效	开	一	去	号	心
C3568	朝	tƧ	au	1	陟	遥	效	开	三	平	宵	知
C3569	昭	tƧ	au	1	止	遥	效	开	三	平	宵	章
C3570	招	tƧ	au	1	止	遥	效	开	三	平	宵	章
C3571	召	tƧ	au	1	止	遥	效	开	三	平	宵	章
C3572	钊	tƧ	au	1	止	遥	效	开	三	平	宵	章
C3573	着	tƧ	au	1	张	略	宕	开	三	入	药	知
C3574	著	tƧ	au	1	张	略	宕	开	三	入	药	知
C3575	着	tƧ	au	2	直	略	宕	开	三	入	药	澄
C3576	著	tƧ	au	2	直	略	宕	开	三	入	药	澄
C3577	爪	tƧ	au	3	侧	绞	效	开	二	上	巧	庄
C3578	沼	tƧ	au	3	之	少	效	开	三	上	小	章
C3579	罩	tƧ	au	4	陟	教	效	开	二	去	效	知
C3580	棹	tƧ	au	4	直	教	效	开	二	去	效	澄
C3581	笊	tƧ	au	4	侧	教	效	开	二	去	效	庄
C3582	赵	tƧ	au	4	治	小	效	开	三	上	小	澄
C3583	兆	tƧ	au	4	治	小	效	开	三	上	小	澄
C3584	肇	tƧ	au	4	治	小	效	开	三	上	小	澄
C3585	召	tƧ	au	4	直	照	效	开	三	去	笑	澄
C3586	照	tƧ	au	4	之	少	效	开	三	去	笑	章
C3587	诏	tƧ	au	4	之	少	效	开	三	去	笑	章
C3588	抄	tƧh	au	1	楚	交	效	开	二	平	肴	初
C3589	钞	tƧh	au	1	楚	交	效	开	二	平	肴	初
C3590	剿	tƧh	au	1	初	交	效	开	二	平	肴	初
C3591	超	tƧh	au	1	敕	宵	效	开	三	平	宵	彻
C3592	弨	tƧh	au	1	尺	招	效	开	三	平	宵	昌
C3593	嘲	tƧh	au	2	陟	交	效	开	二	平	肴	知
C3594	巢	tƧh	au	2	鉏	交	效	开	二	平	肴	崇
C3595	朝	tƧh	au	2	直	遥	效	开	三	平	宵	澄
C3596	潮	tƧh	au	2	直	遥	效	开	三	平	宵	澄
C3597	晁	tƧh	au	2	直	遥	效	开	三	平	宵	澄
C3598	炒	tƧh	au	3	初	爪	效	开	二	上	巧	初
C3599	吵	tƧh	au	3	初	爪	效	开	二	上	巧	初
C3600	耖	tƧh	au	4	初	教	效	开	二	去	效	初
C3601	梢	Ƨ	au	1	所	交	效	开	二	平	肴	生
C3602	捎	Ƨ	au	1	所	交	效	开	二	平	肴	生
C3603	艄	Ƨ	au	1	所	交	效	开	二	平	肴	生
C3604	筲	Ƨ	au	1	所	交	效	开	二	平	肴	生
C3605	鞘	Ƨ	au	1	所	交	效	开	二	平	肴	生
C3606	弰	Ƨ	au	1	所	交	效	开	二	平	肴	生
C3607	稍	Ƨ	au	1	所	教	效	开	二	去	效	生
C3608	烧	Ƨ	au	1	式	昭	效	开	三	平	宵	书
C3609	韶	Ƨ	au	2	市	昭	效	开	三	平	宵	禅
C3610	勺	Ƨ	au	2	市	若	宕	开	三	入	药	禅
C3611	芍	Ƨ	au	2	市	若	宕	开	三	入	药	禅
C3612	少	Ƨ	au	3	书	沼	效	开	三	上	小	书
C3613	潲	Ƨ	au	4	所	教	效	开	二	去	效	生
C3614	少	Ƨ	au	4	失	照	效	开	三	去	笑	书
C3615	绍	Ƨ	au	4	市	沼	效	开	三	上	小	禅
C3616	邵	Ƨ	au	4	实	照	效	开	三	去	笑	禅
C3617	劭	Ƨ	au	4	实	照	效	开	三	去	笑	禅
C3618	邵	Ƨ	au	4	实	照	效	开	三	去	笑	禅
C3619	召	Ƨ	au	4	实	照	效	开	三	去	笑	禅
C3620	饶	½	au	2	如	招	效	开	三	平	宵	日
C3621	桡	½	au	2	如	招	效	开	三	平	宵	日
C3622	蛲	½	au	2	如	招	效	开	三	平	宵	日
C3623	荛	½	au	2	如	招	效	开	三	平	宵	日
C3624	扰	½	au	3	而	沼	效	开	三	上	小	日
C3625	绕	½	au	3	而	沼	效	开	三	上	小	日
C3626	绕	½	au	4	人	要	效	开	三	去	笑	日
C3627	高	k	au	1	古	劳	效	开	一	平	豪	见
C3628	膏	k	au	1	古	劳	效	开	一	平	豪	见
C3629	篙	k	au	1	古	劳	效	开	一	平	豪	见
C3630	皋	k	au	1	古	劳	效	开	一	平	豪	见
C3631	羔	k	au	1	古	劳	效	开	一	平	豪	见
C3632	糕	k	au	1	古	劳	效	开	一	平	豪	见
C3633	槔	k	au	1	古	劳	效	开	一	平	豪	见
C3634	稿	k	au	3	古	老	效	开	一	上	皓	见
C3635	稾	k	au	3	古	老	效	开	一	上	皓	见
C3636	藳	k	au	3	古	老	效	开	一	上	皓	见
C3637	缟	k	au	3	古	老	效	开	一	上	皓	见
C3638	杲	k	au	3	古	老	效	开	一	上	皓	见
C3639	搞	k	au	3	古	巧	效	开	二	上	巧	见
C3640	搅	k	au	3	古	巧	效	开	二	上	巧	见
C3641	告	k	au	4	古	到	效	开	一	去	号	见
C3642	诰	k	au	4	古	到	效	开	一	去	号	见
C3643	膏	k	au	4	古	到	效	开	一	去	号	见
C3644	尻	kh	au	1	苦	刀	效	开	一	平	豪	溪
C3645	考	kh	au	3	苦	浩	效	开	一	上	皓	溪
C3646	考	kh	au	3	苦	浩	效	开	一	上	皓	溪
C3647	烤	kh	au	3	苦	浩	效	开	一	上	皓	溪
C3648	燺	kh	au	3	苦	浩	效	开	一	上	皓	溪
C3649	拷	kh	au	3	苦	浩	效	开	一	上	皓	溪
C3650	栲	kh	au	3	苦	浩	效	开	一	上	皓	溪
C3651	靠	kh	au	4	苦	到	效	开	一	去	号	溪
C3652	犒	kh	au	4	苦	到	效	开	一	去	号	溪
C3653	蒿	x	au	1	呼	毛	效	开	一	平	豪	晓
C3654	薅	x	au	1	呼	毛	效	开	一	平	豪	晓
C3655	薧	x	au	1	呼	毛	效	开	一	平	豪	晓
C3656	豪	x	au	2	胡	刀	效	开	一	平	豪	匣
C3657	毫	x	au	2	胡	刀	效	开	一	平	豪	匣
C3658	號	x	au	2	胡	刀	效	开	一	平	豪	匣
C3659	壕	x	au	2	胡	刀	效	开	一	平	豪	匣
C3660	濠	x	au	2	胡	刀	效	开	一	平	豪	匣
C3661	鹤	x	au	2	下	各	宕	开	一	入	铎	匣
C3662	貉	x	au	2	下	各	宕	开	一	入	铎	匣
C3663	好	x	au	3	呼	皓	效	开	一	上	皓	晓
C3664	郝	x	au	3	呵	各	宕	开	一	入	铎	晓
C3665	好	x	au	4	呼	到	效	开	一	去	号	晓
C3666	耗	x	au	4	呼	到	效	开	一	去	号	晓
C3667	浩	x	au	4	胡	老	效	开	一	上	皓	匣
C3668	皓	x	au	4	胡	老	效	开	一	上	皓	匣
C3669	颢	x	au	4	胡	老	效	开	一	上	皓	匣
C3670	灏	x	au	4	胡	老	效	开	一	上	皓	匣
C3671	昊	x	au	4	胡	老	效	开	一	上	皓	匣
C3672	镐	x	au	4	胡	老	效	开	一	上	皓	匣
C3673	号	x	au	4	胡	到	效	开	一	去	号	匣
C3674	熬	Ʒ	au	1	於	刀	效	开	一	平	豪	影
C3675	坳	Ʒ	au	1	於	交	效	开	二	平	肴	影
C3676	凹	Ʒ	au	1	於	交	效	开	二	平	肴	影
C3677	敖	Ʒ	au	2	五	劳	效	开	一	平	豪	疑
C3678	熬	Ʒ	au	2	五	劳	效	开	一	平	豪	疑
C3679	嗷	Ʒ	au	2	五	劳	效	开	一	平	豪	疑
C3680	螯	Ʒ	au	2	五	劳	效	开	一	平	豪	疑
C3681	獒	Ʒ	au	2	五	劳	效	开	一	平	豪	疑
C3682	聱	Ʒ	au	2	五	劳	效	开	一	平	豪	疑
C3683	骜	Ʒ	au	2	五	劳	效	开	一	平	豪	疑
C3684	鳌	Ʒ	au	2	五	劳	效	开	一	平	豪	疑
C3685	翱	Ʒ	au	2	五	劳	效	开	一	平	豪	疑
C3686	袄	Ʒ	au	3	乌	皓	效	开	一	上	皓	影
C3687	媪	Ʒ	au	3	乌	皓	效	开	一	上	皓	影
C3688	傲	Ʒ	au	4	五	到	效	开	一	去	号	疑
C3689	鏊	Ʒ	au	4	五	到	效	开	一	去	号	疑
C3690	奡	Ʒ	au	4	五	到	效	开	一	去	号	疑
C3691	奥	Ʒ	au	4	乌	到	效	开	一	去	号	影
C3692	懊	Ʒ	au	4	乌	到	效	开	一	去	号	影
C3693	墺	Ʒ	au	4	乌	到	效	开	一	去	号	影
C3694	澳	Ʒ	au	4	乌	到	效	开	一	去	号	影
C3695	隩	Ʒ	au	4	乌	到	效	开	一	去	号	影
C3696	坳	Ʒ	au	4	於	教	效	开	二	去	效	影
C3697	膘	p	iau	1	甫	娇	效	开	三	平	宵	帮
C3698	臕	p	iau	1	甫	娇	效	开	三	平	宵	帮
C3699	镳	p	iau	1	甫	娇	效	开	三	平	宵	帮
C3700	标	p	iau	1	甫	遥	效	开	三	平	宵	帮
C3701	飙	p	iau	1	甫	遥	效	开	三	平	宵	帮
C3702	镖	p	iau	1	卑	遥	效	开	三	平	宵	帮
C3703	彪	p	iau	1	甫	烋	流	开	三	平	幽	帮
C3704	表	p	iau	3	陂	矫	效	开	三	上	小	帮
C3705	裱	p	iau	3	彼	小	效	开	三	上	小	帮
C3706	鳔	p	iau	4	符	少	效	开	三	上	小	並
C3707	飘	ph	iau	1	抚	招	效	开	三	平	宵	滂
C3708	漂	ph	iau	1	抚	招	效	开	三	平	宵	滂
C3709	瓢	ph	iau	2	符	霄	效	开	三	平	宵	並
C3710	缥	ph	iau	3	敷	沼	效	开	三	上	小	滂
C3711	殍	ph	iau	3	平	表	效	开	三	上	小	並
C3712	剽	ph	iau	4	匹	妙	效	开	三	去	笑	滂
C3713	苗	m	iau	2	武	瀌	效	开	三	平	宵	明
C3714	描	m	iau	2	武	瀌	效	开	三	平	宵	明
C3715	藐	m	iau	3	亡	沼	效	开	三	上	小	明
C3716	渺	m	iau	3	亡	沼	效	开	三	上	小	明
C3717	秒	m	iau	3	亡	沼	效	开	三	上	小	明
C3718	眇	m	iau	3	亡	沼	效	开	三	上	小	明
C3719	庙	m	iau	4	眉	召	效	开	三	去	笑	明
C3720	妙	m	iau	4	弥	笑	效	开	三	去	笑	明
C3721	缪	m	iau	4	靡	幼	流	开	三	去	幼	明
C3722	刁	t	iau	1	都	聊	效	开	四	平	萧	端
C3723		t	iau	1	都	聊	效	开	四	平	萧	端
C3724	貂	t	iau	1	都	聊	效	开	四	平	萧	端
C3725	雕	t	iau	1	都	聊	效	开	四	平	萧	端
C3726	鵰	t	iau	1	都	聊	效	开	四	平	萧	端
C3727	凋	t	iau	1	都	聊	效	开	四	平	萧	端
C3728	琱	t	iau	1	都	聊	效	开	四	平	萧	端
C3729	鸟	t	iau	3	都	了	效	开	四	上	篠	端
C3730	钓	t	iau	4	多	啸	效	开	四	去	啸	端
C3731	吊	t	iau	4	多	啸	效	开	四	去	啸	端
C3732	掉	t	iau	4	徒	弔	效	开	四	去	啸	定
C3733	调	t	iau	4	徒	弔	效	开	四	去	啸	定
C3734	藋	t	iau	4	徒	弔	效	开	四	去	啸	定
C3735	佻	th	iau	1	吐	彫	效	开	四	平	萧	透
C3736	挑	th	iau	1	吐	彫	效	开	四	平	萧	透
C3737	祧	th	iau	1	吐	彫	效	开	四	平	萧	透
C3738	条	th	iau	2	徒	聊	效	开	四	平	萧	定
C3739	调	th	iau	2	徒	聊	效	开	四	平	萧	定
C3740	迢	th	iau	2	徒	聊	效	开	四	平	萧	定
C3741	苕	th	iau	2	徒	聊	效	开	四	平	萧	定
C3742	挑	th	iau	3	徒	了	效	开	四	上	篠	定
C3743	窕	th	iau	3	徒	了	效	开	四	上	篠	定
C3744	跳	th	iau	4	他	弔	效	开	四	去	啸	透
C3745	趒	th	iau	4	他	弔	效	开	四	去	啸	透
C3746	眺	th	iau	4	他	弔	效	开	四	去	啸	透
C3747	粜	th	iau	4	他	弔	效	开	四	去	啸	透
C3748	鸟	n	iau	3	都	了	效	开	四	上	篠	端
C3749	茑	n	iau	3	都	了	效	开	四	上	篠	端
C3750	袅	n	iau	3	奴	鸟	效	开	四	上	篠	泥
C3751	嬲	n	iau	3	奴	鸟	效	开	四	上	篠	泥
C3752	尿	n	iau	4	奴	弔	效	开	四	去	啸	泥
C3753	燎	l	iau	2	力	昭	效	开	三	平	宵	来
C3754	聊	l	iau	2	落	萧	效	开	四	平	萧	来
C3755	僚	l	iau	2	落	萧	效	开	四	平	萧	来
C3756	嘹	l	iau	2	落	萧	效	开	四	平	萧	来
C3757	辽	l	iau	2	落	萧	效	开	四	平	萧	来
C3758	撩	l	iau	2	落	萧	效	开	四	平	萧	来
C3759	寥	l	iau	2	落	萧	效	开	四	平	萧	来
C3760	缭	l	iau	2	落	萧	效	开	四	平	萧	来
C3761	鹩	l	iau	2	落	萧	效	开	四	平	萧	来
C3762	疗	l	iau	2	力	照	效	开	三	去	笑	来
C3763	燎	l	iau	3	力	小	效	开	三	上	小	来
C3764	了	l	iau	3	卢	鸟	效	开	四	上	篠	来
C3765	瞭	l	iau	3	卢	鸟	效	开	四	上	篠	来
C3766	蓼	l	iau	3	卢	鸟	效	开	四	上	篠	来
C3767	料	l	iau	4	力	弔	效	开	四	去	啸	来
C3768	镣	l	iau	4	力	弔	效	开	四	去	啸	来
C3769	尥	l	iau	4	力	弔	效	开	四	去	啸	来
C3770	廖	l	iau	4	力	弔	效	开	四	去	啸	来
C3771	廖	l	iau	4	力	救	流	开	三	去	宥	来
C3772	交	tþ	iau	1	古	肴	效	开	二	平	肴	见
C3773	郊	tþ	iau	1	古	肴	效	开	二	平	肴	见
C3774	茭	tþ	iau	1	古	肴	效	开	二	平	肴	见
C3775	蛟	tþ	iau	1	古	肴	效	开	二	平	肴	见
C3776	鲛	tþ	iau	1	古	肴	效	开	二	平	肴	见
C3777	胶	tþ	iau	1	古	肴	效	开	二	平	肴	见
C3778	教	tþ	iau	1	古	肴	效	开	二	平	肴	见
C3779	焦	tþ	iau	1	即	消	效	开	三	平	宵	精
C3780	蕉	tþ	iau	1	即	消	效	开	三	平	宵	精
C3781	膲	tþ	iau	1	即	消	效	开	三	平	宵	精
C3782	椒	tþ	iau	1	即	消	效	开	三	平	宵	精
C3783	鹪	tþ	iau	1	即	消	效	开	三	平	宵	精
C3784	僬	tþ	iau	1	即	消	效	开	三	平	宵	精
C3785	噍	tþ	iau	1	即	消	效	开	三	平	宵	精
C3786	骄	tþ	iau	1	举	乔	效	开	三	平	宵	见
C3787	娇	tþ	iau	1	举	乔	效	开	三	平	宵	见
C3788	浇	tþ	iau	1	古	尧	效	开	四	平	萧	见
C3789	嚼	tþ	iau	2	在	爵	宕	开	三	入	药	从
C3790	绞	tþ	iau	3	古	巧	效	开	二	上	巧	见
C3791	狡	tþ	iau	3	古	巧	效	开	二	上	巧	见
C3792	铰	tþ	iau	3	古	巧	效	开	二	上	巧	见
C3793	佼	tþ	iau	3	古	巧	效	开	二	上	巧	见
C3794	姣	tþ	iau	3	古	巧	效	开	二	上	巧	见
C3795		tþ	iau	3	古	巧	效	开	二	上	巧	见
C3796	搅	tþ	iau	3	古	巧	效	开	二	上	巧	见
C3797	剿	tþ	iau	3	子	小	效	开	三	上	小	精
C3798	矫	tþ	iau	3	居	夭	效	开	三	上	小	见
C3799	皎	tþ	iau	3	古	了	效	开	四	上	篠	见
C3800	缴	tþ	iau	3	古	了	效	开	四	上	篠	见
C3801	曒	tþ	iau	3	古	了	效	开	四	上	篠	见
C3802	侥	tþ	iau	3	吉	了	效	开	四	上	篠	见
C3803	脚	tþ	iau	3	居	勺	宕	开	三	入	药	见
C3804	角	tþ	iau	3	古	岳	江	开	二	入	觉	见
C3805	饺	tþ	iau	3	古	岳	江	开	二	入	觉	见
C3806	教	tþ	iau	4	古	孝	效	开	二	去	效	见
C3807	酵	tþ	iau	4	古	孝	效	开	二	去	效	见
C3808	校	tþ	iau	4	古	孝	效	开	二	去	效	见
C3809	较	tþ	iau	4	古	孝	效	开	二	去	效	见
C3810	觉	tþ	iau	4	古	孝	效	开	二	去	效	见
C3811	窖	tþ	iau	4	古	孝	效	开	二	去	效	见
C3812	醮	tþ	iau	4	子	肖	效	开	三	去	笑	精
C3813	皭	tþ	iau	4	子	肖	效	开	三	去	笑	精
C3814	釂	tþ	iau	4	子	肖	效	开	三	去	笑	精
C3815	噍	tþ	iau	4	才	笑	效	开	三	去	笑	从
C3816	轿	tþ	iau	4	渠	庙	效	开	三	去	笑	群
C3817	叫	tþ	iau	4	古	弔	效	开	四	去	啸	见
C3818	徼	tþ	iau	4	古	弔	效	开	四	去	啸	见
C3819	敲	tþh	iau	1	口	交	效	开	二	平	肴	溪
C3820	锹	tþh	iau	1	七	遥	效	开	三	平	宵	清
C3821	缲	tþh	iau	1	千	遥	效	开	三	平	宵	清
C3822	蹻	tþh	iau	1	去	遥	效	开	三	平	宵	溪
C3823	樵	tþh	iau	2	昨	焦	效	开	三	平	宵	从
C3824	谯	tþh	iau	2	昨	焦	效	开	三	平	宵	从
C3825	憔	tþh	iau	2	昨	焦	效	开	三	平	宵	从
C3826	乔	tþh	iau	2	巨	娇	效	开	三	平	宵	群
C3827	桥	tþh	iau	2	巨	娇	效	开	三	平	宵	群
C3828	侨	tþh	iau	2	巨	娇	效	开	三	平	宵	群
C3829	荞	tþh	iau	2	巨	娇	效	开	三	平	宵	群
C3830	翘	tþh	iau	2	渠	遥	效	开	三	平	宵	群
C3831	巧	tþh	iau	3	苦	绞	效	开	二	上	巧	溪
C3832	悄	tþh	iau	3	亲	小	效	开	三	上	小	清
C3833	愀	tþh	iau	3	亲	小	效	开	三	上	小	清
C3834	雀	tþh	iau	3	即	略	宕	开	三	入	药	精
C3835	鹊	tþh	iau	3	七	雀	宕	开	三	入	药	清
C3836	俏	tþh	iau	4	七	肖	效	开	三	去	笑	清
C3837	峭	tþh	iau	4	七	肖	效	开	三	去	笑	清
C3838	诮	tþh	iau	4	才	笑	效	开	三	去	笑	从
C3839	鞘	tþh	iau	4	私	妙	效	开	三	去	笑	心
C3840		tþh	iau	4	丘	召	效	开	三	去	笑	溪
C3841	顤	tþh	iau	4	丘	召	效	开	三	去	笑	溪
C3842	窍	tþh	iau	4	苦	弔	效	开	四	去	啸	溪
C3843	壳	tþh	iau	4	苦	角	江	开	二	入	觉	溪
C3844		tþh	iau	4	苦	角	江	开	二	入	觉	溪
C3845	消	þ	iau	1	相	邀	效	开	三	平	宵	心
C3846	宵	þ	iau	1	相	邀	效	开	三	平	宵	心
C3847	霄	þ	iau	1	相	邀	效	开	三	平	宵	心
C3848	硝	þ	iau	1	相	邀	效	开	三	平	宵	心
C3849	销	þ	iau	1	相	邀	效	开	三	平	宵	心
C3850	逍	þ	iau	1	相	邀	效	开	三	平	宵	心
C3851	枵	þ	iau	1	许	娇	效	开	三	平	宵	晓
C3852	嚣	þ	iau	1	许	娇	效	开	三	平	宵	晓
C3853	萧	þ	iau	1	苏	彫	效	开	四	平	萧	心
C3854	箫	þ	iau	1	苏	彫	效	开	四	平	萧	心
C3855	潇	þ	iau	1	苏	彫	效	开	四	平	萧	心
C3856	枭	þ	iau	1	古	尧	效	开	四	平	萧	见
C3857	骁	þ	iau	1	古	尧	效	开	四	平	萧	见
C3858	削	þ	iau	1	息	约	宕	开	三	入	药	心
C3859	肴	þ	iau	2	胡	茅	效	开	二	平	肴	匣
C3860	淆	þ	iau	2	胡	茅	效	开	二	平	肴	匣
C3861	洨	þ	iau	2	胡	茅	效	开	二	平	肴	匣
C3862	小	þ	iau	3	私	兆	效	开	三	上	小	心
C3863	筱	þ	iau	3	先	鸟	效	开	四	上	篠	心
C3864	筱	þ	iau	3	先	鸟	效	开	四	上	篠	心
C3865	謏	þ	iau	3	先	鸟	效	开	四	上	篠	心
C3866	晓	þ	iau	3	馨	皛	效	开	四	上	篠	晓
C3867	孝	þ	iau	4	呼	教	效	开	二	去	效	晓
C3868	效	þ	iau	4	胡	教	效	开	二	去	效	匣
C3869	効	þ	iau	4	胡	教	效	开	二	去	效	匣
C3870	效	þ	iau	4	胡	教	效	开	二	去	效	匣
C3871	校	þ	iau	4	胡	教	效	开	二	去	效	匣
C3872	笑	þ	iau	4	私	妙	效	开	三	去	笑	心
C3873	肖	þ	iau	4	私	妙	效	开	三	去	笑	心
C3874	啸	þ	iau	4	苏	弔	效	开	四	去	啸	心
C3875	妖	Ʒ	iau	1	於	乔	效	开	三	平	宵	影
C3876	夭	Ʒ	iau	1	於	乔	效	开	三	平	宵	影
C3877	邀	Ʒ	iau	1	於	霄	效	开	三	平	宵	影
C3878	腰	Ʒ	iau	1	於	霄	效	开	三	平	宵	影
C3879	要	Ʒ	iau	1	於	霄	效	开	三	平	宵	影
C3880	么	Ʒ	iau	1	於	尧	效	开	四	平	萧	影
C3881	幺	Ʒ	iau	1	於	尧	效	开	四	平	萧	影
C3882	吆	Ʒ	iau	1	伊	尧	效	开	四	平	萧	影
C3883	约	Ʒ	iau	1	於	略	宕	开	三	入	药	影
C3884	肴	Ʒ	iau	2	胡	茅	效	开	二	平	肴	匣
C3885	淆	Ʒ	iau	2	胡	茅	效	开	二	平	肴	匣
C3886	摇	Ʒ	iau	2	馀	昭	效	开	三	平	宵	以
C3887	谣	Ʒ	iau	2	馀	昭	效	开	三	平	宵	以
C3888	窑	Ʒ	iau	2	馀	昭	效	开	三	平	宵	以
C3889	遥	Ʒ	iau	2	馀	昭	效	开	三	平	宵	以
C3890	瑶	Ʒ	iau	2	馀	昭	效	开	三	平	宵	以
C3891	姚	Ʒ	iau	2	馀	昭	效	开	三	平	宵	以
C3892	遥	Ʒ	iau	2	馀	招 	效	开	三	平	宵	以
C3893	尧	Ʒ	iau	2	五	聊	效	开	四	平	萧	疑
C3894	侥	Ʒ	iau	2	五	聊	效	开	四	平	萧	疑
C3895	咬	Ʒ	iau	3	五	巧	效	开	二	上	巧	疑
C3896	齩	Ʒ	iau	3	五	巧	效	开	二	上	巧	疑
C3897	夭	Ʒ	iau	3	於	兆	效	开	三	上	小	影
C3898	舀	Ʒ	iau	3	以	沼	效	开	三	上	小	以
C3899	杳	Ʒ	iau	3	乌	皎	效	开	四	上	篠	影
C3900	窈	Ʒ	iau	3	乌	皎	效	开	四	上	篠	影
C3901	窅	Ʒ	iau	3	乌	皎	效	开	四	上	篠	影
C3902	靿	Ʒ	iau	4	於	教	效	开	二	去	效	影
C3903	要	Ʒ	iau	4	於	笑	效	开	三	去	笑	影
C3904	鹞	Ʒ	iau	4	弋	照	效	开	三	去	笑	以
C3905	耀	Ʒ	iau	4	弋	照	效	开	三	去	笑	以
C3906	疟	Ʒ	iau	4	鱼	约	宕	开	三	入	药	疑
C3907	药	Ʒ	iau	4	以	灼	宕	开	三	入	药	以
C3908	钥	Ʒ	iau	4	以	灼	宕	开	三	入	药	以
C3909	剖	p	ou	1	普	后	流	开	一	上	厚	滂
C3910	抔	p	ou	2	薄	侯	流	开	一	平	侯	並
C3911	裒	p	ou	2	薄	侯	流	开	一	平	侯	並
C3912	剖	ph	ou	3	普	后	流	开	一	上	厚	滂
C3913	谋	m	ou	2	莫	浮	流	开	三	平	尤	明
C3914	眸	m	ou	2	莫	浮	流	开	三	平	尤	明
C3915	侔	m	ou	2	莫	浮	流	开	三	平	尤	明
C3916	牟	m	ou	2	莫	浮	流	开	三	平	尤	明
