ID	CHARACTER	PINYIN	DOCULECT	READING	PAGE
1	愛	ài	Middle_Chinese	ʔậi-	361
2	愛	ài	Common_Chinese	*oi5	361
3	安	ān	Middle_Chinese	ʔân	362
4	安	ān	Common_Chinese	*on1	362
5	岸	àn	Middle_Chinese	ngân-	362
6	岸	àn	Common_Chinese	*ngon6	362
7	傲	aò	Middle_Chinese	ngâu-	362
8	傲	aò	Common_Chinese	*ngou6	362
9	巴	bā	Middle_Chinese	pa	363
10	巴	bā	Common_Chinese	*pa1	363
11	把	bǎ	Middle_Chinese	pa:	363
12	把	bǎ	Common_Chinese	*pa3	363
13	罷	bà	Middle_Chinese	baï-	363
14	罷	bà	Common_Chinese	*ba6	363
15	百	bǎi	Middle_Chinese	pɒk	363
16	百	bǎi	Common_Chinese	*pak7	363
17	班	bān	Middle_Chinese	pwan	364
18	班	bān	Common_Chinese	*pan1	364
19	搬	bān	Middle_Chinese	puân	364
20	搬	bān	Common_Chinese	*pon1	364
21	辦	bàn	Middle_Chinese	bǎn-	364
22	辦	bàn	Common_Chinese	*ban6	364
23	半	bàn	Middle_Chinese	puân-	365
24	半	bàn	Common_Chinese	*pon5	365
25	邦	bāng	Middle_Chinese	pång	365
26	邦	bāng	Common_Chinese	*pong1	365
27	幫	bāng	Middle_Chinese	pâng	365
28	幫	bāng	Common_Chinese	*pong1	365
29	蚌	bàng	Middle_Chinese	bång:	365
30	蚌	bàng	Common_Chinese	*bong4	365
31	包	bāo	Middle_Chinese	pau	365
32	包	bāo	Common_Chinese	*pau1	365
33	保	bǎo	Middle_Chinese	pâu:	366
34	保	bǎo	Common_Chinese	*pou3	366
35	寶	bǎo	Middle_Chinese	pâu:	366
36	寶	bǎo	Common_Chinese	*pou3	366
37	飽	bǎo	Middle_Chinese	pau:	366
38	飽	bǎo	Common_Chinese	*pau3	366
39	抱	bào	Middle_Chinese	bâu:	366
40	抱	bào	Common_Chinese	*bou4	366
41	悲	bēi	Middle_Chinese	pji3	366
42	悲	bēi	Common_Chinese	*pi1	366
43	北	běi	Middle_Chinese	pək	367
44	北	běi	Common_Chinese	*pek7	367
45	貝	bèi	Middle_Chinese	pwâi-	367
46	貝	bèi	Common_Chinese	*puoi5	367
47	背	bèi	Middle_Chinese	puậi-	367
48	背	bèi	Common_Chinese	*puoi5	367
49	備	bèi	Middle_Chinese	bi-3	367
50	備	bèi	Common_Chinese	*bi6	367
51	筆	bǐ	Middle_Chinese	pjet3	368
52	筆	bǐ	Common_Chinese	*pit7	368
53	比	bǐ	Middle_Chinese	pi:4	369
54	比	bǐ	Common_Chinese	*pi3	369
55	彼	bǐ	Middle_Chinese	pje:3	369
56	彼	bǐ	Common_Chinese	*pi3	369
57	敝	bì	Middle_Chinese	bjiäi-4	369
58	敝	bì	Common_Chinese	*bi6	369
59	避	bì	Middle_Chinese	bjie-4	369
60	避	bì	Common_Chinese	*bi6	369
61	幣	bì	Middle_Chinese	bjiäi-4	369
62	幣	bì	Common_Chinese	*bi6	369
63	畢	bì	Middle_Chinese	pjet3	370
64	畢	bì	Common_Chinese	*pit7	370
65	必	bì	Middle_Chinese	pjiet4	370
66	必	bì	Common_Chinese	*pit7	370
67	邊	biān	Middle_Chinese	pien	370
68	邊	biān	Common_Chinese	*pian1	370
69	辯	biàn	Middle_Chinese	bjän:3	370
70	辯	biàn	Common_Chinese	*bian4	370
71	便	biàn	Middle_Chinese	bjiän-4	371
72	便	biàn	Common_Chinese	*bian6	371
73	變	biàn	Middle_Chinese	pjän-3	371
74	變	biàn	Common_Chinese	*pian5	371
75	賓	bīn	Middle_Chinese	pjien4	371
76	賓	bīn	Common_Chinese	*pin1	371
77	兵	bīng	Middle_Chinese	pjwɒng	371
78	兵	bīng	Common_Chinese	*piang1	371
79	冰	bīng	Middle_Chinese	pjəng	372
80	冰	bīng	Common_Chinese	*ping1	372
81	稟	bǐng	Middle_Chinese	pjəm:	372
82	稟	bǐng	Common_Chinese	*pim3	372
83	餅	bǐng	Middle_Chinese	pjäng:	372
84	餅	bǐng	Common_Chinese	*piang3	372
85	並/并	bìng	Middle_Chinese	bieng:/pjäng-	372
86	並/并	bìng	Common_Chinese	*biang4/*piang5	372
87	波	bō	Middle_Chinese	puâ	373
88	波	bō	Common_Chinese	*po1	373
89	博	bó	Middle_Chinese	pâk	373
90	博	bó	Common_Chinese	*pok7	373
91	薄	bó	Middle_Chinese	bâk	373
92	薄	bó	Common_Chinese	*bok8	373
93	伯	bó	Middle_Chinese	pɒk	373
94	伯	bó	Common_Chinese	*pak7	373
95	布	bù	Middle_Chinese	puo-	374
96	布	bù	Common_Chinese	*pu5	374
97	步	bù	Middle_Chinese	buo-	374
98	步	bù	Common_Chinese	*bu6	374
99	簿	bù	Middle_Chinese	buo:	374
100	簿	bù	Common_Chinese	*bu4	374
101	餐	cān	Middle_Chinese	tshân	375
102	餐	cān	Common_Chinese	*tshan1	375
103	參	cān	Middle_Chinese	tshậm	376
104	參	cān	Common_Chinese	*tshom1	376
105	蠶	cán	Middle_Chinese	dzậm	376
106	蠶	cán	Common_Chinese	*dzom2	376
107	慘	cǎn	Middle_Chinese	tshậm:	376
108	慘	cǎn	Common_Chinese	*tshom3	376
109	倉	cāng	Middle_Chinese	tshâng	376
110	倉	cāng	Common_Chinese	*tshong1	376
111	藏	cáng	Middle_Chinese	dzâng	376
112	藏	cáng	Common_Chinese	*dzong2	376
113	曹	cáo	Middle_Chinese	dzâu	377
114	曹	cáo	Common_Chinese	*dzou2	377
115	草	cǎo	Middle_Chinese	tshâu:	377
116	草	cǎo	Common_Chinese	*tshou3	377
117	曾	céng	Middle_Chinese	dzəng	378
118	曾	céng	Common_Chinese	*dzeng2	378
119	層	céng	Middle_Chinese	dzəng	378
120	層	céng	Common_Chinese	*dzeng2	378
121	差	chā	Middle_Chinese	tṣha	378
122	差	chā	Common_Chinese	*cha1	378
123	叉	chā	Middle_Chinese	tṣha	378
124	叉	chā	Common_Chinese	*cha1	378
125	插	chā	Middle_Chinese	tṣhǎp	378
126	插	chā	Common_Chinese	*chap7	378
127	茶	chá	Middle_Chinese	ḍa	379
128	茶	chá	Common_Chinese	*ja2	379
129	查	chá	Middle_Chinese	dẓa	379
130	查	chá	Common_Chinese	*ja2	379
131	察	chá	Middle_Chinese	tṣhǎt	379
132	察	chá	Common_Chinese	*chat7	379
133	拆	chāi	Middle_Chinese	ṭhɒk	379
134	拆	chāi	Common_Chinese	*chak7	379
135	柴	chái	Middle_Chinese	dẓaï	379
136	柴	chái	Common_Chinese	*jai2	379
137	嘗	cháng	Middle_Chinese	źjang	380
138	嘗	cháng	Common_Chinese	*zhiong2	380
139	抄	chāo	Middle_Chinese	tṣhau	381
140	抄	chāo	Common_Chinese	*chau1	381
141	巢	cháo	Middle_Chinese	dẓau	381
142	巢	cháo	Common_Chinese	*jau2	381
143	車	chē	Middle_Chinese	tśhja	381
144	車	chē	Common_Chinese	*chia1	381
145	沈	chén	Middle_Chinese	ḍjəm	381
146	沈	chén	Common_Chinese	*jim2	381
147	辰	chén	Middle_Chinese	źjen	381
148	辰	chén	Common_Chinese	*zhin2	381
149	臣	chén	Middle_Chinese	źjen	382
150	臣	chén	Common_Chinese	*jin2	382
151	程	chéng	Middle_Chinese	ḍjäng	383
152	程	chéng	Common_Chinese	*jiang2	383
153	QYS	喫	Middle_Chinese	khiek	383
154	QYS	喫	Common_Chinese	*khiak7	383
155	遲	chí	Middle_Chinese	ḍi	383
156	遲	chí	Common_Chinese	*ji2	383
157	持	chí	Middle_Chinese	ḍï	384
158	持	chí	Common_Chinese	*ji2	384
159	齒	chǐ	Middle_Chinese	tśhï:	384
160	齒	chǐ	Common_Chinese	*chi3	384
161	尺	chǐ	Middle_Chinese	tśhjäk	384
162	尺	chǐ	Common_Chinese	*chiak7	384
163	翅	chì	Middle_Chinese	śje-	384
164	翅	chì	Common_Chinese	*chi5	384
165	充	chōng	Middle_Chinese	tśhjung	384
166	充	chōng	Common_Chinese	*chiung1	384
167	重	chóng	Middle_Chinese	ḍjwong	385
168	重	chóng	Common_Chinese	*jiung2	385
169	蟲	chóng	Middle_Chinese	ḍjung	385
170	蟲	chóng	Common_Chinese	*jiung2	385
171	崇	chóng	Middle_Chinese	dẓjung	385
172	崇	chóng	Common_Chinese	*jung2	385
173	寵	chǒng	Middle_Chinese	ṭhjwong:	385
174	寵	chǒng	Common_Chinese	*chiung3	385
175	抽	chōu	Middle_Chinese	ṭhjəu	386
176	抽	chōu	Common_Chinese	*chieu1	386
177	綢	chóu	Middle_Chinese	ḍjəu	386
178	綢	chóu	Common_Chinese	*jieu2	386
179	愁	chóu	Middle_Chinese	dẓjəu	386
180	愁	chóu	Common_Chinese	*jeu2	386
181	臭	chòu	Middle_Chinese	tśhjəu-	386
182	臭	chòu	Common_Chinese	*chieu5	386
183	出	chū	Middle_Chinese	tśhjwet	387
184	出	chū	Common_Chinese	*chiut7	387
185	初	chū	Middle_Chinese	tṣhjwo	387
186	初	chū	Common_Chinese	*chu1	387
187	廚	chú	Middle_Chinese	ḍju	387
188	廚	chú	Common_Chinese	*jiu2	387
189	穿	chuān	Middle_Chinese	tśhjwän	388
190	穿	chuān	Common_Chinese	*chion1	388
191	傳	chuán	Middle_Chinese	ḍjwän	388
192	傳	chuán	Common_Chinese	*jion2	388
193	船	chuán	Middle_Chinese	dźjwän	389
194	船	chuán	Common_Chinese	*jion2	389
195	窗	chuāng	Middle_Chinese	tṣhång	389
196	窗	chuāng	Common_Chinese	*chong1	389
197	瘡	chuāng	Middle_Chinese	tṣhjang	389
198	瘡	chuāng	Common_Chinese	*chong1	389
199	吹	chuī	Middle_Chinese	tśhjwe	389
200	吹	chuī	Common_Chinese	*chui1	389
201	錘	chuí	Middle_Chinese	ḍjwi	389
202	錘	chuí	Common_Chinese	*jui2	389
203	春	chūn	Middle_Chinese	tśhjuen	390
204	春	chūn	Common_Chinese	*chiun1	390
205	辭	cí	Middle_Chinese	zï	390
206	辭	cí	Common_Chinese	*zi2	390
207	詞	cí	Middle_Chinese	zï	391
208	詞	cí	Common_Chinese	*zi2	391
209	磁	cí	Middle_Chinese	dzï	391
210	磁	cí	Common_Chinese	*dzi2	391
211	此	cǐ	Middle_Chinese	tshje:	391
212	此	cǐ	Common_Chinese	*tshi3	391
213	次	cì	Middle_Chinese	tshi-	391
214	次	cì	Common_Chinese	*tshi5	391
215	刺	cì	Middle_Chinese	tshje-	392
216	刺	cì	Common_Chinese	*tshi5	392
217	從	cóng	Middle_Chinese	dzjwong	392
218	從	cóng	Common_Chinese	*dziung2	392
219	粗	cū	Middle_Chinese	tshuo	392
220	粗	cū	Common_Chinese	*tshu1	392
221	村	cūn	Middle_Chinese	tshuən	392
222	村	cūn	Common_Chinese	*tshun1	392
223	寸	cùn	Middle_Chinese	tshuən-	393
224	寸	cùn	Common_Chinese	*tshun5	393
225	錯	cuò	Middle_Chinese	tshâk	393
226	錯	cuò	Common_Chinese	*tshok7	393
227	達	dá	Middle_Chinese	dât	393
228	達	dá	Common_Chinese	*dat8	393
229	打	dǎ	Middle_Chinese	(ṭɒng:)	394
230	打	dǎ	Common_Chinese	*ta3	394
231	帶	dài	Middle_Chinese	tâi-	394
232	帶	dài	Common_Chinese	*tai5	394
233	待	dài	Middle_Chinese	dậi:	394
234	待	dài	Common_Chinese	*doi4	394
235	代	dài	Middle_Chinese	dậi-	394
236	代	dài	Common_Chinese	*doi6	394
237	怠	dài	Middle_Chinese	dậi:	395
238	怠	dài	Common_Chinese	*doi4	395
239	單	dān	Middle_Chinese	tân	395
240	單	dān	Common_Chinese	*tan1	395
241	當	dāng	Middle_Chinese	tâng	395
242	當	dāng	Common_Chinese	*tong1	395
243	蕩	dàng	Middle_Chinese	dâng:	396
244	蕩	dàng	Common_Chinese	*dong4	396
245	倒	dǎo	Middle_Chinese	tâu:	396
246	倒	dǎo	Common_Chinese	*tou3	396
247	到	dào	Middle_Chinese	tâu-	396
248	到	dào	Common_Chinese	*tou5	396
249	得	dé	Middle_Chinese	tək	397
250	得	dé	Common_Chinese	*tek7	397
251	燈	dēng	Middle_Chinese	təng	397
252	燈	dēng	Common_Chinese	*teng1	397
253	等	děng	Middle_Chinese	təng:	397
254	等	děng	Common_Chinese	*teng3	397
255	低	dī	Middle_Chinese	tiei	397
256	低	dī	Common_Chinese	*tiai1	397
257	笛	dí	Middle_Chinese	diek	397
258	笛	dí	Common_Chinese	*diak8	397
259	地	dì	Middle_Chinese	di-	398
260	地	dì	Common_Chinese	*di6	398
261	弟	dì	Middle_Chinese	diei:	398
262	弟	dì	Common_Chinese	*diai4	398
263	帝	dì	Middle_Chinese	tiei-	398
264	帝	dì	Common_Chinese	*tiai5	398
265	點	diǎn	Middle_Chinese	tiem:	398
266	點	diǎn	Common_Chinese	*tiam3	398
267	掉	diào	Middle_Chinese	dieu-	399
268	掉	diào	Common_Chinese	*diau6	399
269	鼎	dǐng	Middle_Chinese	tieng:	399
270	鼎	dǐng	Common_Chinese	*tiang3	399
271	定	dìng	Middle_Chinese	dieng-	399
272	定	dìng	Common_Chinese	*diang4	399
273	東	dōng	Middle_Chinese	tung	399
274	東	dōng	Common_Chinese	*tung1	399
275	動	dòng	Middle_Chinese	dung:	400
276	動	dòng	Common_Chinese	*dung4	400
277	豆	dòu	Middle_Chinese	dəu-	400
278	豆	dòu	Common_Chinese	*deu6	400
279	都	dū	Middle_Chinese	tuo	400
280	都	dū	Common_Chinese	*tu1	400
281	毒	dú	Middle_Chinese	duok	401
282	毒	dú	Common_Chinese	*duk8	401
283	篤	dǔ	Middle_Chinese	tuok	401
284	篤	dǔ	Common_Chinese	*tuk7	401
285	杜	dù	Middle_Chinese	duo:	401
286	杜	dù	Common_Chinese	*du4	401
287	端	duān	Middle_Chinese	tuân	401
288	端	duān	Common_Chinese	*ton1	401
289	短	duǎn	Middle_Chinese	tuân:	401
290	短	duǎn	Common_Chinese	*ton3	401
291	對	duì	Middle_Chinese	tuậi-	402
292	對	duì	Common_Chinese	*tuoi5	402
293	頓	dùn	Middle_Chinese	tuən-	402
294	頓	dùn	Common_Chinese	*tun5	402
295	多	duō	Middle_Chinese	tâ	402
296	多	duō	Common_Chinese	*to1	402
297	奪	duó	Middle_Chinese	duât	402
298	奪	duó	Common_Chinese	*dot8	402
299	朵	duǒ	Middle_Chinese	tuâ:	403
300	朵	duǒ	Common_Chinese	*to5	403
301	QYS	惰	Middle_Chinese	duâ-	403
302	QYS	惰	Common_Chinese	*do4	403
303	額	é	Middle_Chinese	ngɒk	403
304	額	é	Common_Chinese	*ngak8	403
305	鵝	é	Middle_Chinese	ngâ	403
306	鵝	é	Common_Chinese	*ngo2	403
307	惡	è	Middle_Chinese	ʔâk	404
308	惡	è	Common_Chinese	*ok7	404
309	恩	ēn	Middle_Chinese	ʔən	404
310	恩	ēn	Common_Chinese	*en1	404
311	而	ér	Middle_Chinese	ńźï	404
312	而	ér	Common_Chinese	*nhi2	404
313	爾	ěr	Middle_Chinese	ńźje:	405
314	爾	ěr	Common_Chinese	*nhi4	405
315	二	èr	Middle_Chinese	ńźi-	405
316	二	èr	Common_Chinese	*nhi6	405
317	發	fā	Middle_Chinese	pjwɒt	405
318	發	fā	Common_Chinese	*fat7	405
319	法	fǎ	Middle_Chinese	pjwɒp	405
320	法	fǎ	Common_Chinese	*fap7	405
321	凡	fán	Middle_Chinese	bjwɒm	406
322	凡	fán	Common_Chinese	*vam2	406
323	反	fǎn	Middle_Chinese	pjwɒn:	406
324	反	fǎn	Common_Chinese	*fan3	406
325	方	fāng	Middle_Chinese	pjwang	406
326	方	fāng	Common_Chinese	*fong1	406
327	房	fáng	Middle_Chinese	bjwang	406
328	房	fáng	Common_Chinese	*vong2	406
329	放	fàng	Middle_Chinese	pjwang-	407
330	放	fàng	Common_Chinese	*fong5	407
331	非	fēi	Middle_Chinese	pjwei	407
332	非	fēi	Common_Chinese	*fui1	407
333	肥	féi	Middle_Chinese	bjwei	407
334	肥	féi	Common_Chinese	*vui2	407
335	費	fèi	Middle_Chinese	phjwei-	407
336	費	fèi	Common_Chinese	*fui5	407
337	分	fēn	Middle_Chinese	pjuən	407
338	分	fēn	Common_Chinese	*fun1	407
339	墳	fén	Middle_Chinese	bjuən	408
340	墳	fén	Common_Chinese	*vun2	408
341	焚	fén	Middle_Chinese	bjuən	408
342	焚	fén	Common_Chinese	*vun2	408
343	糞	fèn	Middle_Chinese	pjuən-	408
344	糞	fèn	Common_Chinese	*fun5	408
345	憤	fèn	Middle_Chinese	bjuən:	408
346	憤	fèn	Common_Chinese	*vun4	408
347	風	fēng	Middle_Chinese	pjung	408
348	風	fēng	Common_Chinese	*fung1	408
349	蜂	fēng	Middle_Chinese	phjwong	409
350	蜂	fēng	Common_Chinese	*fung1	409
351	縫	féng	Middle_Chinese	bjwong	409
352	縫	féng	Common_Chinese	*vung2	409
353	奉	fèng	Middle_Chinese	bjwong:	409
354	奉	fèng	Common_Chinese	*vung4	409
355	佛	fó	Middle_Chinese	bjuət	409
356	佛	fó	Common_Chinese	*vut8	409
357	否	fǒu	Middle_Chinese	pjəu:	409
358	否	fǒu	Common_Chinese	*feu3	409
359	夫	fū	Middle_Chinese	pju	410
360	夫	fū	Common_Chinese	*fu1	410
361	扶	fú	Middle_Chinese	bju	410
362	扶	fú	Common_Chinese	*vu2	410
363	伏	fú	Middle_Chinese	bjuk	410
364	伏	fú	Common_Chinese	*vuk8	410
365	服	fú	Middle_Chinese	bjuk	410
366	服	fú	Common_Chinese	*vuk8	410
367	福	fú	Middle_Chinese	pjuk	411
368	福	fú	Common_Chinese	*fuk7	411
369	斧	fǔ	Middle_Chinese	pju:	411
370	斧	fǔ	Common_Chinese	*fu3	411
371	府	fǔ	Middle_Chinese	pju:	411
372	府	fǔ	Common_Chinese	*fu3	411
373	父	fù	Middle_Chinese	bju:	412
374	父	fù	Common_Chinese	*vu4	412
375	婦	fù	Middle_Chinese	bjəu:	412
376	婦	fù	Common_Chinese	*vu4	412
377	復	fù	Middle_Chinese	bjuk	412
378	復	fù	Common_Chinese	*vuk8	412
379	該	gāi	Middle_Chinese	kậi	412
380	該	gāi	Common_Chinese	*koi1	412
381	改	gǎi	Middle_Chinese	kậi:	412
382	改	gǎi	Common_Chinese	*koi3	412
383	蓋	gài	Middle_Chinese	kâi-	413
384	蓋	gài	Common_Chinese	*koi5	413
385	甘	gān	Middle_Chinese	kâm	413
386	甘	gān	Common_Chinese	*kam1	413
387	肝	gān	Middle_Chinese	kân	413
388	肝	gān	Common_Chinese	*kon1	413
389	乾	gān	Middle_Chinese	kân	413
390	乾	gān	Common_Chinese	*kon1	413
391	感	gǎn	Middle_Chinese	kậm:	413
392	感	gǎn	Common_Chinese	*kom3	413
393	敢	gǎn	Middle_Chinese	kâm:	414
394	敢	gǎn	Common_Chinese	*kom3	414
395	幹	gàn	Middle_Chinese	kân-	414
396	幹	gàn	Common_Chinese	*kon5	414
397	缸	gāng	Middle_Chinese	(kâng)	414
398	缸	gāng	Common_Chinese	*kong1	414
399	綱	gāng	Middle_Chinese	kâng	414
400	綱	gāng	Common_Chinese	*kong1	414
401	鋼	gāng	Middle_Chinese	kâng	415
402	鋼	gāng	Common_Chinese	*kong1	415
403	港	gǎng	Middle_Chinese	kång:	415
404	港	gǎng	Common_Chinese	*kong3	415
405	高	gāo	Middle_Chinese	kâu	415
406	高	gāo	Common_Chinese	*kou1	415
407	割	gē	Middle_Chinese	kât	415
408	割	gē	Common_Chinese	*kot7	415
409	鴿	gē	Middle_Chinese	kập	415
410	鴿	gē	Common_Chinese	*kop7	415
411	哥	gē	Middle_Chinese	kâ	416
412	哥	gē	Common_Chinese	*ko1	416
413	歌	gē	Middle_Chinese	kâ	416
414	歌	gē	Common_Chinese	*ko1	416
415	格	gé	Middle_Chinese	kɒk	416
416	格	gé	Common_Chinese	*kak7	416
417	各	gè	Middle_Chinese	kâk	417
418	各	gè	Common_Chinese	*kok7	417
419	根	gēn	Middle_Chinese	kən	417
420	根	gēn	Common_Chinese	*ken1	417
421	跟	gēn	Middle_Chinese	kən	417
422	跟	gēn	Common_Chinese	*ken1	417
423	耕	gēng	Middle_Chinese	kɛng	417
424	耕	gēng	Common_Chinese	*kang1	417
425	工	gōng	Middle_Chinese	kung	418
426	工	gōng	Common_Chinese	*kung1	418
427	功	gōng	Middle_Chinese	kung	418
428	功	gōng	Common_Chinese	*kung1	418
429	公	gōng	Middle_Chinese	kung	418
430	公	gōng	Common_Chinese	*kung1	418
431	供	gōng	Middle_Chinese	kjwong	418
432	供	gōng	Common_Chinese	*kiung1	418
433	狗	gǒu	Middle_Chinese	kəu:	418
434	狗	gǒu	Common_Chinese	*keu3	418
435	古	gǔ	Middle_Chinese	kuo:	419
436	古	gǔ	Common_Chinese	*ku3	419
437	骨	gǔ	Middle_Chinese	kuət	419
438	骨	gǔ	Common_Chinese	*kut7	419
439	固	gù	Middle_Chinese	kuo-	419
440	固	gù	Common_Chinese	*ku5	419
441	故	gù	Middle_Chinese	kuo-	419
442	故	gù	Common_Chinese	*ku5	419
443	雇	gù	Middle_Chinese	kuo-	419
444	雇	gù	Common_Chinese	*ku5	419
445	顧	gù	Middle_Chinese	kuo-	420
446	顧	gù	Common_Chinese	*ku5	420
447	瓜	guā	Middle_Chinese	kwa	420
448	瓜	guā	Common_Chinese	*kua1	420
449	刮	guā	Middle_Chinese	kwat	420
450	刮	guā	Common_Chinese	*kuat7	420
451	乖	guāi	Middle_Chinese	kwǎi	420
452	乖	guāi	Common_Chinese	*kuai1	420
453	官	guān	Middle_Chinese	kuân	420
454	官	guān	Common_Chinese	*kuon1	420
455	觀	guān	Middle_Chinese	kuân	421
456	觀	guān	Common_Chinese	*kuon1	421
457	關	guān	Middle_Chinese	kwan	421
458	關	guān	Common_Chinese	*kuan1	421
459	光	guāng	Middle_Chinese	kuâng	421
460	光	guāng	Common_Chinese	*kuong1	421
461	廣	guǎng	Middle_Chinese	kuâng:	421
462	廣	guǎng	Common_Chinese	*kuong3	421
463	規	guī	Middle_Chinese	kjwie4	421
464	規	guī	Common_Chinese	*kui1	421
465	鬼	guǐ	Middle_Chinese	kjwei:	422
466	鬼	guǐ	Common_Chinese	*kui3	422
467	貴	guì	Middle_Chinese	kjwei-	422
468	貴	guì	Common_Chinese	*kui5	422
469	滾	gǔn	Middle_Chinese	---	422
470	滾	gǔn	Common_Chinese	*kun3	422
471	國	guó	Middle_Chinese	kwək	423
472	國	guó	Common_Chinese	*kuek7	423
473	果	guǒ	Middle_Chinese	kuâ:	423
474	果	guǒ	Common_Chinese	*kuo3	423
475	過	guò	Middle_Chinese	kuâ-	423
476	過	guò	Common_Chinese	*kuo5	423
477	海	hǎi	Middle_Chinese	xậi:	423
478	海	hǎi	Common_Chinese	*xoi3	423
479	罕	hǎn	Middle_Chinese	xân:	423
480	罕	hǎn	Common_Chinese	*xon3	423
481	汗	hàn	Middle_Chinese	ɣân-	424
482	汗	hàn	Common_Chinese	*hon6	424
483	好	hǎo	Middle_Chinese	xâu:	424
484	好	hǎo	Common_Chinese	*xou3	424
485	號	hào	Middle_Chinese	ɣâu-	424
486	號	hào	Common_Chinese	*hou6	424
487	何	hé	Middle_Chinese	ɣâ	424
488	何	hé	Common_Chinese	*ho2	424
489	河	hé	Middle_Chinese	ɣâ	424
490	河	hé	Common_Chinese	*ho2	424
491	盒	hé	Middle_Chinese	ɣập	425
492	盒	hé	Common_Chinese	*hop8	425
493	黑	hēi	Middle_Chinese	xək	425
494	黑	hēi	Common_Chinese	*xek7	425
495	很	hěn	Middle_Chinese	ɣən:	425
496	很	hěn	Common_Chinese	*xen4	425
497	恨	hèn	Middle_Chinese	ɣən-	426
498	恨	hèn	Common_Chinese	*xen6	426
499	亨	hēng	Middle_Chinese	xɒng	426
500	亨	hēng	Common_Chinese	*xang1	426
501	恆	héng	Middle_Chinese	ɣəng	426
502	恆	héng	Common_Chinese	*heng2	426
503	QYS	橫	Middle_Chinese	“horizontal”	426
504	QYS	橫	Common_Chinese	*huang2	426
505	紅	hóng	Middle_Chinese	ɣung	427
506	紅	hóng	Common_Chinese	*hung2	427
507	猴	hóu	Middle_Chinese	ɣəu	427
508	猴	hóu	Common_Chinese	*heu2	427
509	後	hòu	Middle_Chinese	ɣəu:	427
510	後	hòu	Common_Chinese	*heu4	427
511	厚	hòu	Middle_Chinese	ɣəu:	427
512	厚	hòu	Common_Chinese	*heu4	427
513	忽	hū	Middle_Chinese	xuət	428
514	忽	hū	Common_Chinese	*xut7	428
515	湖	hú	Middle_Chinese	ɣuo	428
516	湖	hú	Common_Chinese	*hu2	428
517	戶	hù	Middle_Chinese	ɣuo:	428
518	戶	hù	Common_Chinese	*hu4	428
519	花	huā	Middle_Chinese	xwa	428
520	花	huā	Common_Chinese	*xua1	428
521	滑	huá	Middle_Chinese	ɣwǎt	429
522	滑	huá	Common_Chinese	*huat8	429
523	化	huà	Middle_Chinese	xwa-	429
524	化	huà	Common_Chinese	*xua5	429
525	話	huà	Middle_Chinese	ɣwai-	429
526	話	huà	Common_Chinese	*hua6	429
527	畫	huà	Middle_Chinese	ɣwaï-	429
528	畫	huà	Common_Chinese	*hua6	429
529	淮	huái	Middle_Chinese	ɣwǎi	429
530	淮	huái	Common_Chinese	*huai2	429
531	歡	huān	Middle_Chinese	xuân	430
532	歡	huān	Common_Chinese	*xuon1	430
533	還	huán	Middle_Chinese	ɣwan	430
534	還	huán	Common_Chinese	*huan2	430
535	換	huàn	Middle_Chinese	ɣuân-	430
536	換	huàn	Common_Chinese	*huon6	430
537	荒	huāng	Middle_Chinese	xwâng	430
538	荒	huāng	Common_Chinese	*xuong1	430
539	黃	huáng	Middle_Chinese	ɣwâng	430
540	黃	huáng	Common_Chinese	*huong2	430
541	皇	huáng	Middle_Chinese	ɣwâng	431
542	皇	huáng	Common_Chinese	*huong2	431
543	活	huó	Middle_Chinese	ɣuât	432
544	活	huó	Common_Chinese	*huot8	432
545	火	huǒ	Middle_Chinese	xuâ:	432
546	火	huǒ	Common_Chinese	*xuo3	432
547	禍	huò	Middle_Chinese	ɣuâ:	432
548	禍	huò	Common_Chinese	*huo4	432
549	或	huò	Middle_Chinese	ɣwək	432
550	或	huò	Common_Chinese	*huek8	432
551	雞	jī	Middle_Chinese	kiei	433
552	雞	jī	Common_Chinese	*kiai1	433
553	基	jī	Middle_Chinese	kjï	433
554	基	jī	Common_Chinese	*ki1	433
555	疾	jí	Middle_Chinese	dzjet	433
556	疾	jí	Common_Chinese	*dzit8	433
557	極	jí	Middle_Chinese	gjək	433
558	極	jí	Common_Chinese	*gik8	433
559	急	jí	Middle_Chinese	kjəp	433
560	急	jí	Common_Chinese	*kip7	433
561	及	jí	Middle_Chinese	gjəp	434
562	及	jí	Common_Chinese	*gip8	434
563	即	jí	Middle_Chinese	tsjək	434
564	即	jí	Common_Chinese	*tsik7	434
565	幾	jǐ	Middle_Chinese	kjei:	434
566	幾	jǐ	Common_Chinese	*ki3	434
567	己	jǐ	Middle_Chinese	kjï:	434
568	己	jǐ	Common_Chinese	*ki3	434
569	際	jì	Middle_Chinese	tsjäi-	434
570	際	jì	Common_Chinese	*tsiai5	434
571	既	jì	Middle_Chinese	kjei-	435
572	既	jì	Common_Chinese	*ki5	435
573	技	jì	Middle_Chinese	gje:3	435
574	技	jì	Common_Chinese	*gi4	435
575	家	jiā	Middle_Chinese	ka	435
576	家	jiā	Common_Chinese	*ka1	435
577	甲	jiǎ	Middle_Chinese	kap	435
578	甲	jiǎ	Common_Chinese	*kap7	435
579	假	jiǎ	Middle_Chinese	ka:	436
580	假	jiǎ	Common_Chinese	*ka3	436
581	價	jià	Middle_Chinese	ka-	436
582	價	jià	Common_Chinese	*ka5	436
