ID,Language_name,Language_ID,Language_iso,Parameter_ID,Parameter_name,Source,Comment,Parameter_Chinese,Parameter_Pinyin,Value,Form,Segments,Cognate_Set,Cognate_Sets,Alignments,Order,Beida_ID,Page,Benzi,Benzi_in_source
18611,Wenzhou,ouji1238,(wuu),1449,"wipe, rub (cā 擦)",BeijingDaxue1964,,擦,cā,tsʰa²³,tsʰa²³,tsʰ a ²³,622,443,tsʰ a - ²³,1,524,262,擦,擦
18612,Changsha,chan1326,hsn,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,,擦,cā,tsʰa²⁴,tsʰa²⁴,tsʰ a ²⁴,622,443,tsʰ a - ²⁴,1,524,262,擦,擦
18614,Meixian,yuet1238,hak,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,,擦,cā,tsʰut⁴,tsʰut⁴,tsʰ u t ⁴,5806,486,tsʰ u t ⁴,1,524,262,囗,!
18615,Guangzhou,guan1279,yue,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,,擦,cā,tʃʰat³³,tʃʰat³³,tʃʰ a t ³³,622,443,tʃʰ a t ³³,1,524,262,擦,擦
18616,Yangjiang,yang1307,yue,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,,擦,cā,tʃʰat²¹,tʃʰat²¹,tʃʰ a t ²¹,622,443,tʃʰ a t ²¹,1,524,262,擦,擦
18617,Yangjiang,yang1307,yue,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,[2],擦,cā,ʃʰɪk²⁴,ʃʰɪk²⁴,tʃʰ ɪ k ²⁴,5807,487,tʃʰ ɪ - k ²⁴,2,524,262,拭,拭
18618,Xiamen,xiam1236,nan,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,,擦,cā,tsʰit³²,tsʰit³²,tsʰ i t ³²,5807,487,tsʰ i - t ³²,1,524,262,拭,拭
18619,Chaozhou,chao1238,nan,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,,擦,cā,tsʰik²¹,tsʰik²¹,tsʰ i k ²¹,5807,487,tsʰ i - k ²¹,1,524,262,拭,拭
18620,Chaozhou,chao1238,nan,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,[2][*],擦,cā,zๅ⁵⁵,zๅ⁵⁵,z ɿ ⁵⁵,5808,488,z ɿ ⁵⁵,2,524,262,而,而
18621,Chaozhou,chao1238,nan,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,[3],擦,cā,tsʰi@²¹³,tsʰi@²¹³,tsʰ i ²¹³,5809,489,tsʰ i ²¹³,3,524,262,囗,
18622,Fuzhou,fuzh1239,cdo,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,,擦,cā,tsʰeiʔ²³,tsʰeiʔ²³,tsʰ e i ʔ ²³,5807,487,tsʰ e i ʔ ²³,1,524,262,拭,拭
18623,Fuzhou,fuzh1239,cdo,1449,"wipe, rub (cā 擦)",BeijingDaxue1964,[2],擦,cā,kaŋ³¹,kaŋ³¹,k a ŋ ³¹,5810,490,k a ŋ ³¹,2,524,262,囗,
24597,Beijing,beij1234,cmn,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,laŋ³⁵,laŋ³⁵,l a ŋ ³⁵,5811,1623,l a - ŋ ³⁵,1,66,33,狼,狼
24598,Jinan,jina1245,cmn,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,laŋ⁴²,laŋ⁴²,l a ŋ ⁴²,5811,1623,l a - ŋ ⁴²,1,66,33,狼,狼
24599,Shenyang,shen1252,cmn,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,laŋ³⁵,laŋ³⁵,l a ŋ ³⁵,5811,1623,l a - ŋ ³⁵,1,66,33,狼,狼
24600,Shenyang,shen1252,cmn,522,wolf (láng 狼),BeijingDaxue1964,[2],狼,láng,tsaŋ³³sanr³³,tsaŋ³³sanr³³,ts a ŋ ³³ s */a n ³³,5812,787 392,ts - a ŋ ³³ + s */a n ³³,2,66,33,張 三,張三兒
24601,Xi_an,xian1253,cmn,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,lɑŋ²⁴,lɑŋ²⁴,l ɑ ŋ ²⁴,5811,1623,l ɑ - ŋ ²⁴,1,66,33,狼,狼
24602,Chengdu,chen1267,cmn,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,naŋ³¹,naŋ³¹,n a ŋ ³¹,5811,1623,n a - ŋ ³¹,1,66,33,狼,狼
24603,Kunming,kunm1234,cmn,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,lã³¹,lã³¹,l ã ∼ ³¹,5811,1623,l ã - ∼ ³¹,1,66,33,狼,狼
24604,Hefei,hefe1234,cmn,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,nɑ̃⁵⁵,nɑ̃⁵⁵,n ɑ̃ ∼ ⁵⁵,5811,1623,n ɑ̃ - ∼ ⁵⁵,1,66,33,狼,狼
24605,Yangzhou,yang1306,cmn,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,lɑŋ³⁴,lɑŋ³⁴,l ɑ ŋ ³⁴,5811,1623,l ɑ - ŋ ³⁴,1,66,33,狼,狼
24606,Suzhou,suzh1234,wuu,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,lɒŋ²⁴,lɒŋ²⁴,l ɒ ŋ ²⁴,5811,1623,l ɒ - ŋ ²⁴,1,66,33,狼,狼
24607,Wenzhou,ouji1238,(wuu),522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,luɔ³¹kau⁴⁵,luɔ³¹kau⁴⁵,l u ɔ ³¹ k a u ⁴⁵,5813,1623 1137,l u ɔ - ³¹ + k a - u - ⁴⁵,1,66,33,狼 狗,狼狗
24608,Changsha,chan1326,hsn,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,lan¹³,lan¹³,l a n ¹³,5811,1623,l a - n ¹³,1,66,33,狼,狼
24609,Nanchang,nanc1254,gan,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,lɔŋ⁵⁵,lɔŋ⁵⁵,l ɔ ŋ ⁵⁵,5811,1623,l ɔ - ŋ ⁵⁵,1,66,33,狼,狼
24610,Meixian,yuet1238,hak,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,sai¹²lɔŋ¹²,sai¹²lɔŋ¹²,s a i ¹² l ɔ ŋ ¹²,5814,1624 1623,s a i ¹² + l ɔ - ŋ ¹²,1,66,33,豺 狼,豺狼
24611,Guangzhou,guan1279,yue,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,lɔŋ²¹,lɔŋ²¹,l ɔ ŋ ²¹,5811,1623,l ɔ - ŋ ²¹,1,66,33,狼,狼
24612,Yangjiang,yang1307,yue,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,lɔŋ⁴⁴³,lɔŋ⁴⁴³,l ɔ ŋ ⁴⁴³,5811,1623,l ɔ - ŋ ⁴⁴³,1,66,33,狼,狼
24613,Xiamen,xiam1236,nan,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,lɔŋ²⁴,lɔŋ²⁴,l ɔ ŋ ²⁴,5811,1623,l ɔ - ŋ ²⁴,1,66,33,狼,狼
24614,Chaozhou,chao1238,nan,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,laŋ⁵⁵₂₁₃kau⁵³,laŋ⁵⁵₂₁₃kau⁵³,l a ŋ ²¹³/⁵⁵ k a u ⁵³,5813,1623 1137,l a - ŋ ²¹³/⁵⁵ + k a - u - ⁵³,1,66,33,狼 狗,狼狗
24615,Chaozhou,chao1238,nan,522,wolf (láng 狼),BeijingDaxue1964,[2],狼,láng,sai⁵⁵₂₁₃kau⁵³,sai⁵⁵₂₁₃kau⁵³,s a i ²¹³/⁵⁵ k a u ⁵³,5815,1624 1137,s a i ²¹³/⁵⁵ + k a - u - ⁵³,2,66,33,豺 狗,豺狗
24616,Fuzhou,fuzh1239,cdo,522,wolf (láng 狼),BeijingDaxue1964,,狼,láng,louŋ⁵².,louŋ⁵².,l o u ŋ ⁵²,5811,1623,l o u ŋ ⁵²,1,66,33,狼,狼
13065,Beijing,beij1234,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ny²¹⁴₂₁ʐən⁰,ny²¹⁴₂₁ʐən⁰,n y ²¹/²¹⁴ ʐ ə n ⁰,5760,1841 325,n y - - ²¹/²¹⁴ + ʐ ə - n ⁰,1,402,201,女 人,女人
13066,Beijing,beij1234,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,[2],女人,nǚ rén,ny²¹⁴₂₁tə⁰,ny²¹⁴₂₁tə⁰,n y ²¹/²¹⁴ t ə ⁰,5816,1841 33,n y - - ²¹/²¹⁴ + t ə - - ⁰,2,402,201,女 的,女的
13067,Beijing,beij1234,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,[3],女人,nǚ rén,niaŋr³⁵mən⁰,niaŋr³⁵mən⁰,n i */a ŋ ³⁵ m ə n ⁰,5817,181 1976,n i */a ŋ ³⁵ + m ə n ⁰,3,402,201,娘 們,娘兒們
13068,Jinan,jina1245,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ȵy⁵⁵ʐẽ⁰,ȵy⁵⁵ʐẽ⁰,ȵ y ⁵⁵ ʐ ẽ ∼ ⁰,5760,1841 325,ȵ y - - ⁵⁵ + ʐ ẽ - ∼ ⁰,1,402,201,女 人,女人
13069,Jinan,jina1245,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,[2],女人,nǚ rén,ȵy⁵⁵ti⁰,ȵy⁵⁵ti⁰,ȵ y ⁵⁵ t i ⁰,5816,1841 33,ȵ y - - ⁵⁵ + t i - - ⁰,2,402,201,女 的,女的
13070,Jinan,jina1245,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,[3],女人,nǚ rén,ȵiaŋ⁴²mẽr⁰,ȵiaŋ⁴²mẽr⁰,ȵ i a ŋ ⁴² m */ẽ ∼ ⁰,5817,181 1976,ȵ i a ŋ ⁴² + m */ẽ ∼ ⁰,3,402,201,娘 們,娘們兒
13071,Shenyang,shen1252,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ȵy²¹³₂₁in⁰,ȵy²¹³₂₁in⁰,ȵ y ²¹/²¹³ i n ⁰,5760,1841 325,ȵ y - - ²¹/²¹³ + - i - n ⁰,1,402,201,女 人,女人
13072,Xi_an,xian1253,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ȵy⁵³ʐẽ⁰,ȵy⁵³ʐẽ⁰,ȵ y ⁵³ ʐ ẽ ∼ ⁰,5760,1841 325,ȵ y - - ⁵³ + ʐ ẽ - ∼ ⁰,1,402,201,女 人,女人
13073,Chengdu,chen1267,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ȵy⁵³ni⁴⁴,ȵy⁵³ni⁴⁴,ȵ y ⁵³ n i ⁴⁴,5816,1841 33,ȵ y - - ⁵³ + n i - - ⁴⁴,1,402,201,女 的,女的
13074,Kunming,kunm1234,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ni⁵³ʐẽ¹,ni⁵³ʐẽ¹,n i ⁵³ ʐ ẽ ∼ ³¹,5760,1841 325,n i - - ⁵³ + ʐ ẽ - ∼ ³¹,1,402,201,女 人,女人
13075,Hefei,hefe1234,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ny²⁴tə⁰,ny²⁴tə⁰,n y ²⁴ t ə ⁰,5816,1841 33,n y - - ²⁴ + t ə - - ⁰,1,402,201,女 的,女的
13076,Yangzhou,yang1306,cmn,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ly⁴²ləŋ³⁴tɕiɑ⁰,ly⁴²ləŋ³⁴tɕiɑ⁰,l y ⁴² l ə ŋ ³⁴ tɕ i ɑ ⁰,5818,1841 325 90,l y - - ⁴² + l ə - ŋ ³⁴ + tɕ i ɑ ⁰,1,402,201,女 人 家,女人家
13077,Suzhou,suzh1234,wuu,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ȵy³¹₂₂ȵin²⁴₃₃,ȵy³¹₂₂ȵin²⁴₃₃,ȵ y ²²/³¹ ȵ i n ³³/²⁴,5760,1841 325,ȵ y - - ²²/³¹ + ȵ i - n ³³/²⁴,1,402,201,女 人,女人
13078,Wenzhou,ouji1238,(wuu),962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ȵy²⁴gei⁰,ȵy²⁴gei⁰,ȵ y ²⁴ g e i ⁰,5819,1841 2036,ȵ y - - ²⁴ + g e i ⁰,1,402,201,女 囗,! 女□
13079,Wenzhou,ouji1238,(wuu),962,woman (nǚ rén 女人),BeijingDaxue1964,[2][*],女人,nǚ rén,lɜ²⁴ȵiaŋ³¹kʰa²³,lɜ²⁴ȵiaŋ³¹kʰa²³,l ɜ ²⁴ ȵ i a ŋ ³¹ kʰ a ²³,5820,48 1014 1275,l ɜ - - ²⁴ + ȵ i a ŋ ³¹ + kʰ a - - ²³,2,402,201,老 迎 客,老迎 客
13080,Changsha,chan1326,hsn,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ȵy⁴¹zən¹³,ȵy⁴¹zən¹³,ȵ y ⁴¹ z ə n ¹³,5760,1841 325,ȵ y - - ⁴¹ + z ə - n ¹³,1,402,201,女 人,女人
13081,Changsha,chan1326,hsn,962,woman (nǚ rén 女人),BeijingDaxue1964,[2],女人,nǚ rén,tan¹³kʰə²⁴mən⁰,tan¹³kʰə²⁴mən⁰,t a n ¹³ kʰ ə ²⁴ m ə n ⁰,5821,2037 1275 1976,t a - n ¹³ + kʰ ə - - ²⁴ + m ə n ⁰,2,402,201,堂 客 們,堂客們
13082,Nanchang,nanc1254,gan,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,ȵy²¹³ȵyin⁵⁵,ȵy²¹³ȵyin⁵⁵,ȵ y ²¹³ ȵ y i n ⁵⁵,5760,1841 325,ȵ y - - ²¹³ + ȵ y i n ⁵⁵,1,402,201,女 人,女人
13083,Meixian,yuet1238,hak,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,fu⁴²ȵin¹²ka⁴⁴,fu⁴²ȵin¹²ka⁴⁴,f u ⁴² ȵ i n ¹² k a ⁴⁴,5822,1008 325 90,f u - ⁴² + ȵ i - n ¹² + k a - ⁴⁴,1,402,201,婦 人 家,婦人家
13084,Guangzhou,guan1279,yue,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,nøy²³jɐn²¹₃₅,nøy²³jɐn²¹₃₅,n ø y ²³ j ɐ n ³⁵/²¹,5760,1841 325,n ø - y ²³ + j ɐ - n ³⁵/²¹,1,402,201,女 人,女人
13085,Guangzhou,guan1279,yue,962,woman (nǚ rén 女人),BeijingDaxue1964,[2],女人,nǚ rén,pʰɔ²¹₃₅na³⁵,pʰɔ²¹₃₅na³⁵,pʰ ɔ ³⁵/²¹ n a ³⁵,5823,1015 1834,pʰ ɔ - ³⁵/²¹ + n a ³⁵,2,402,201,婆 乸,婆乸
13086,Yangjiang,yang1307,yue,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,fu³³niɛŋ⁴⁴³pʰɔ⁴⁴³,fu³³niɛŋ⁴⁴³pʰɔ⁴⁴³,f u ³³ n i ɛ ŋ ⁴⁴³ pʰ ɔ ⁴⁴³,5824,585 181 1015,f u - ³³ + n i ɛ ŋ ⁴⁴³ + pʰ ɔ - ⁴⁴³,1,402,201,夫 娘 婆,夫娘婆
13088,Chaozhou,chao1238,nan,962,woman (nǚ rén 女人),BeijingDaxue1964,[*],女人,nǚ rén,tsๅ³³₂₃nie⁵⁵,tsๅ³³₂₃nie⁵⁵,ts ɿ ²³/³³ n i e ⁵⁵,5825,2032 181,ts ɿ ²³/³³ + n i e - ⁵⁵,1,402,201,姿 娘,姿 娘
13089,Fuzhou,fuzh1239,cdo,962,woman (nǚ rén 女人),BeijingDaxue1964,[*],女人,nǚ rén,tsy⁴⁴nøyŋ⁵²₄₄nøyŋ⁵²,tsy⁴⁴nøyŋ⁵²₄₄nøyŋ⁵²,ts y ⁴⁴ n ø y ŋ ⁴⁴/⁵² n ø y ŋ ⁵²,5826,2033 181 325,ts y ⁴⁴ + n ø y ŋ ⁴⁴/⁵² + n ø y ŋ ⁵²,1,402,201,諸 娘 人,諸 娘人
13090,Fuzhou,fuzh1239,cdo,962,woman (nǚ rén 女人),BeijingDaxue1964,[2][*],女人,nǚ rén,ny³¹₄₄ai²¹³,ny³¹₄₄ai²¹³,n y ⁴⁴/³¹ a i ²¹³,5827,1841 1034,n y - - ⁴⁴/³¹ + - a i ²¹³,2,402,201,女 界,女界
13087,Xiamen,xiam1236,nan,962,woman (nǚ rén 女人),BeijingDaxue1964,,女人,nǚ rén,@@tsa⁵⁵₃₃bɔ⁵¹₅₅laŋ²⁴,@@tsa⁵⁵₃₃bɔ⁵¹₅₅laŋ²⁴,ts a ³³/⁵⁵ b ɔ ⁵⁵/⁵¹ l a ŋ ²⁴,5828,2030 2031 325,ts a ³³/⁵⁵ + b ɔ ⁵⁵/⁵¹ + l a - ŋ ²⁴,1,402,201,13 14 人,人
10157,Beijing,beij1234,cmn,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mu⁵¹tʰou⁰,mu⁵¹tʰou⁰,m u ⁵¹ tʰ o u ⁰,5829,365 93,m u - - ⁵¹ + tʰ o u - ⁰,1,336,168,木 頭,木頭
10158,Jinan,jina1245,cmn,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mu²¹tʰou⁰,mu²¹tʰou⁰,m u ²¹ tʰ o u ⁰,5829,365 93,m u - - ²¹ + tʰ o u - ⁰,1,336,168,木 頭,木頭
10159,Shenyang,shen1252,cmn,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mu⁴¹tʰou⁰,mu⁴¹tʰou⁰,m u ⁴¹ tʰ o u ⁰,5829,365 93,m u - - ⁴¹ + tʰ o u - ⁰,1,336,168,木 頭,木頭
10160,Xi_an,xian1253,cmn,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mu²¹tʰou⁰,mu²¹tʰou⁰,m u ²¹ tʰ o u ⁰,5829,365 93,m u - - ²¹ + tʰ o u - ⁰,1,336,168,木 頭,木頭
10161,Chengdu,chen1267,cmn,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mu³¹tʰəu³¹₄₄,mu³¹tʰəu³¹₄₄,m u ³¹ tʰ ə u ⁴⁴/³¹,5829,365 93,m u - - ³¹ + tʰ ə u - ⁴⁴/³¹,1,336,168,木 頭,木頭
10162,Kunming,kunm1234,cmn,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mu³¹tʰəu³¹₄₄,mu³¹tʰəu³¹₄₄,m u ³¹ tʰ ə u ⁴⁴/³¹,5829,365 93,m u - - ³¹ + tʰ ə u - ⁴⁴/³¹,1,336,168,木 頭,木頭
10163,Hefei,hefe1234,cmn,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,məʔ⁴tʰɯ⁰,məʔ⁴tʰɯ⁰,m ə ʔ ⁴ tʰ ɯ ⁰,5829,365 93,m ə - ʔ ⁴ + tʰ ɯ - - ⁰,1,336,168,木 頭,木頭
10164,Yangzhou,yang1306,cmn,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mɔʔ⁴tʰɤɯ⁰,mɔʔ⁴tʰɤɯ⁰,m ɔ ʔ ⁴ tʰ ɤ ɯ ⁰,5829,365 93,m ɔ - ʔ ⁴ + tʰ ɤ ɯ - ⁰,1,336,168,木 頭,木頭
10165,Suzhou,suzh1234,wuu,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,moʔ²³dʏ²⁴₂₁,moʔ²³dʏ²⁴₂₁,m o ʔ ²³ d ʏ ²¹/²⁴,5829,365 93,m o - ʔ ²³ + d ʏ - - ²¹/²⁴,1,336,168,木 頭,木頭
10166,Wenzhou,ouji1238,(wuu),1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mo²³diu³¹,mo²³diu³¹,m o ²³ d i u ³¹,5829,365 93,m o - - ²³ + d i u - ³¹,1,336,168,木 頭,木頭
10167,Changsha,chan1326,hsn,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mo²⁴təu⁰,mo²⁴təu⁰,m o ²⁴ t ə u ⁰,5829,365 93,m o - - ²⁴ + t ə u - ⁰,1,336,168,木 頭,木頭
10168,Nanchang,nanc1254,gan,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,muk⁵tʰɛu²⁴,muk⁵tʰɛu²⁴,m u k ⁵ tʰ ɛ u ²⁴,5829,365 93,m u - k ⁵ + tʰ ɛ u - ²⁴,1,336,168,木 頭,木頭
10169,Meixian,yuet1238,hak,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,muk²¹tʰɛu¹²,muk²¹tʰɛu¹²,m u k ²¹ tʰ ɛ u ¹²,5829,365 93,m u - k ²¹ + tʰ ɛ u - ¹²,1,336,168,木 頭,木頭
10170,Guangzhou,guan1279,yue,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mʊk²,mʊk²,m ʊ k ²,5830,365,m ʊ - k ²,1,336,168,木,木
10171,Yangjiang,yang1307,yue,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,mʊk⁴⁵⁴tʰɐu⁴⁴³,mʊk⁴⁵⁴tʰɐu⁴⁴³,m ʊ k ⁴⁵⁴ tʰ ɐ u ⁴⁴³,5829,365 93,m ʊ - k ⁴⁵⁴ + tʰ ɐ u - ⁴⁴³,1,336,168,木 頭,木頭
10172,Xiamen,xiam1236,nan,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,tsʰa²⁴₃₃tʰau²⁴,tsʰa²⁴₃₃tʰau²⁴,tsʰ a ³³/²⁴ tʰ a u ²⁴,5831,997 93,tsʰ a - ³³/²⁴ + tʰ a u - ²⁴,1,336,168,柴 頭,柴頭
10173,Chaozhou,chao1238,nan,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,tsʰa⁵⁵,tsʰa⁵⁵,tsʰ a ⁵⁵,1834,997,tsʰ a - ⁵⁵,1,336,168,柴,柴
10174,Fuzhou,fuzh1239,cdo,1803,wood (mù tóu 木頭),BeijingDaxue1964,,木頭,mù tóu,tsʰia⁵²₃₁lau⁵²,tsʰia⁵²₃₁lau⁵²,tsʰ i a ³¹/⁵² l a u ⁵²,5831,997 93,tsʰ i a ³¹/⁵² + l a u - ⁵²,1,336,168,柴 頭,柴頭
8129,Beijing,beij1234,cmn,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,tʰan⁵¹,tʰan⁵¹,tʰ a n ⁵¹,1038,1763,tʰ a - n ⁵¹,1,289,145,炭,炭
8130,Jinan,jina1245,cmn,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,mu²¹tʰæ̃²¹,mu²¹tʰæ̃²¹,m u ²¹ tʰ æ̃ ∼ ²¹,5832,365 1763,m u - - ²¹ + tʰ æ̃ - ∼ ²¹,1,289,145,木 炭,木炭
8131,Shenyang,shen1252,cmn,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,tʰan⁴¹,tʰan⁴¹,tʰ a n ⁴¹,1038,1763,tʰ a - n ⁴¹,1,289,145,炭,炭
8132,Xi_an,xian1253,cmn,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,mu²¹tʰæ̃⁴⁵,mu²¹tʰæ̃⁴⁵,m u ²¹ tʰ æ̃ ∼ ⁴⁵,5832,365 1763,m u - - ²¹ + tʰ æ̃ - ∼ ⁴⁵,1,289,145,木 炭,木炭
8133,Chengdu,chen1267,cmn,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,"**sic**: source does not identify first character as běnzì for hǔo, but it seems rather obvious, probably reflecting a borrowing (?)",木炭,mù tàn,fu⁴⁴tsar⁴⁴,fu⁴⁴tsar⁴⁴,f u ⁴⁴ ts */a ⁴⁴,5833,210 1800,- f - u ⁴⁴ + ts */a ⁴⁴,1,289,145,火 囗,!  兒
8134,Kunming,kunm1234,cmn,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,tʰã¹³,tʰã¹³,tʰ ã ∼ ¹³,1038,1763,tʰ ã - ∼ ¹³,1,289,145,炭,炭
8135,Hefei,hefe1234,cmn,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,tʰæ̃⁵³,tʰæ̃⁵³,tʰ æ̃ ∼ ⁵³,1038,1763,tʰ æ̃ - ∼ ⁵³,1,289,145,炭,炭
8136,Yangzhou,yang1306,cmn,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,tʰɛ̃⁵⁵,tʰɛ̃⁵⁵,tʰ ɛ̃ ∼ ⁵⁵,1038,1763,tʰ ɛ̃ - ∼ ⁵⁵,1,289,145,炭,炭
8137,Suzhou,suzh1234,wuu,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,tʰɛ⁵¹³,tʰɛ⁵¹³,tʰ ᴇ ⁵¹³,1038,1763,tʰ ᴇ - - ⁵¹³,1,289,145,炭,炭
8138,Wenzhou,ouji1238,(wuu),1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,tʰa⁴²,tʰa⁴²,tʰ a ⁴²,1038,1763,tʰ a - - ⁴²,1,289,145,炭,炭
8139,Changsha,chan1326,hsn,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,tʰan⁵⁵,tʰan⁵⁵,tʰ a n ⁵⁵,1038,1763,tʰ a - n ⁵⁵,1,289,145,炭,炭
8140,Nanchang,nanc1254,gan,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,muk⁵tʰan²¹³,muk⁵tʰan²¹³,m u k ⁵ tʰ a n ²¹³,5832,365 1763,m u - k ⁵ + tʰ a - n ²¹³,1,289,145,木 炭,木炭
8141,Meixian,yuet1238,hak,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,fɔ³¹tʰan⁴²,fɔ³¹tʰan⁴²,f ɔ ³¹ tʰ a n ⁴²,5834,210 1763,- f - ɔ ³¹ + tʰ a - n ⁴²,1,289,145,火 炭,火炭
8142,Guangzhou,guan1279,yue,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,tʰan³³,tʰan³³,tʰ a n ³³,1038,1763,tʰ a - n ³³,1,289,145,炭,炭
8144,Xiamen,xiam1236,nan,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,[*],木炭,mù tàn,he⁵¹₅₅hu⁵⁵,he⁵¹₅₅hu⁵⁵,h e ⁵⁵/⁵¹ h u ⁵⁵,5835,210 585,- h - e ⁵⁵/⁵¹ + h u - ⁵⁵,1,289,145,火 夫,火夫
8145,Chaozhou,chao1238,nan,1188,wood charcoal (mù tàn 木炭),BeijingDaxue1964,,木炭,mù tàn,hue⁵³₂₄tʰũã²¹³,hue⁵³₂₄tʰũã²¹³,h u e ²⁴/⁵³ tʰ ũ ã ∼ ²¹³,5834,210 1763,- h u e ²⁴/⁵³ + tʰ ũ ã ∼ ²¹³,1,289,145,火 炭,火炭
