ID	CHARACTER	PINYIN	DOCULECT	READING	CONTEXT
8937	扁	biǎn	Middle_Chinese	p e n /²	i n c t
8938	扁	biǎn	Beijing	p i a n ²¹⁴	i m n c t
8939	匾	biǎn	Middle_Chinese	p e n /²	i n c t
8940	匾	biǎn	Beijing	p i a n ²¹⁴	i m n c t
8941	变	biàn	Middle_Chinese	p j e n /³	i m n c t
8942	变	biàn	Beijing	p i a n ⁵¹	i m n c t
8943	弁	biàn	Middle_Chinese	b j e n /³	i m n c t
8944	弁	biàn	Beijing	p i a n ⁵¹	i m n c t
8945	昪	biàn	Middle_Chinese	b j e n /³	i m n c t
8946	昪	biàn	Beijing	p i a n ⁵¹	i m n c t
8947	卞	biàn	Middle_Chinese	b j e n /³	i m n c t
8948	卞	biàn	Beijing	p i a n ⁵¹	i m n c t
8949	汴	biàn	Middle_Chinese	b j e n /³	i m n c t
8950	汴	biàn	Beijing	p i a n ⁵¹	i m n c t
8951	忭	biàn	Middle_Chinese	b j e n /³	i m n c t
8952	忭	biàn	Beijing	p i a n ⁵¹	i m n c t
8953	抃	biàn	Middle_Chinese	b j e n /³	i m n c t
8954	抃	biàn	Beijing	p i a n ⁵¹	i m n c t
8955	便	biàn	Middle_Chinese	b j e n /³	i m n c t
8956	便	biàn	Beijing	p i a n ⁵¹	i m n c t
8957	辫	biàn	Middle_Chinese	b e n /²	i n c t
8958	辫	biàn	Beijing	p i a n ⁵¹	i m n c t
8959	徧	biàn	Middle_Chinese	p e n /³	i n c t
8960	徧	biàn	Beijing	p i a n ⁵¹	i m n c t
8961	遍	biàn	Middle_Chinese	p e n /³	i n c t
8962	遍	biàn	Beijing	p i a n ⁵¹	i m n c t
8963	篇	piān	Middle_Chinese	pʰ j e n /¹	i m n c t t
8964	篇	piān	Beijing	pʰ i a n ⁵⁵	i m n c t
8965	偏	piān	Middle_Chinese	pʰ j e n /¹	i m n c t t
8966	偏	piān	Beijing	pʰ i a n ⁵⁵	i m n c t
8967	翩	piān	Middle_Chinese	pʰ j e n /¹	i m n c t t
8968	翩	piān	Beijing	pʰ i a n ⁵⁵	i m n c t
8969	便	biàn	Middle_Chinese	b j e n /¹	i m n c t t
8970	便	biàn	Beijing	pʰ i a n ³⁵	i m n c t
8971	缏	biàn	Middle_Chinese	b j e n /¹	i m n c t t
8972	缏	biàn	Beijing	pʰ i a n ³⁵	i m n c t
8973	楩	pián	Middle_Chinese	b j e n /¹	i m n c t t
8974	楩	pián	Beijing	pʰ i a n ³⁵	i m n c t
8975	谝	piǎn	Middle_Chinese	b j e n /¹	i m n c t t
8976	谝	piǎn	Beijing	pʰ i a n ³⁵	i m n c t
8977	骈	pián	Middle_Chinese	b e n /¹	i n c t t
8978	骈	pián	Beijing	pʰ i a n ³⁵	i m n c t
8979	胼	pián	Middle_Chinese	b e n /¹	i n c t t
8980	胼	pián	Beijing	pʰ i a n ³⁵	i m n c t
8981	蹁	pián	Middle_Chinese	b e n /¹	i n c t t
8982	蹁	pián	Beijing	pʰ i a n ³⁵	i m n c t
8983	骗	piàn	Middle_Chinese	pʰ j e n /³	i m n c t
8984	骗	piàn	Beijing	pʰ i a n ⁵¹	i m n c t
8985	骗	piàn	Middle_Chinese	pʰ j e n /³	i m n c t
8986	骗	piàn	Beijing	pʰ i a n ⁵¹	i m n c t
8987	徧	biàn	Middle_Chinese	p e n /³	i n c t
8988	徧	biàn	Beijing	pʰ i a n ⁵¹	i m n c t
8989	片	piàn	Middle_Chinese	pʰ e n /³	i n c t
8990	片	piàn	Beijing	pʰ i a n ⁵¹	i m n c t
8991	绵	mián	Middle_Chinese	m j e n /¹	i m n c t t
8992	绵	mián	Beijing	m i a n ³⁵	i m n c t
8993	棉	mián	Middle_Chinese	m j e n /¹	i m n c t t
8994	棉	mián	Beijing	m i a n ³⁵	i m n c t
8995	眠	mián	Middle_Chinese	m e n /¹	i n c t t
8996	眠	mián	Beijing	m i a n ³⁵	i m n c t
8997	丏	miǎn	Middle_Chinese	m e n /²	i n c t
8998	丏	miǎn	Beijing	m i a n ²¹⁴	i m n c t
8999	眄	miǎn	Middle_Chinese	m e n /²	i n c t
9000	眄	miǎn	Beijing	m i a n ²¹⁴	i m n c t
9001	面	miàn	Middle_Chinese	m j e n /³	i m n c t
9002	面	miàn	Beijing	m i a n ⁵¹	i m n c t
9003	麵	miàn	Middle_Chinese	m e n /³	i n c t
9004	麵	miàn	Beijing	m i a n ⁵¹	i m n c t
9005	掂	diān	Middle_Chinese	t e m /¹	i n c t t
9006	掂	diān	Beijing	t i a n ⁵⁵	i m n c t
9007	敁	diān	Middle_Chinese	t e m /¹	i n c t t
9008	敁	diān	Beijing	t i a n ⁵⁵	i m n c t
9009	颠	diān	Middle_Chinese	t e n /¹	i n c t t
9010	颠	diān	Beijing	t i a n ⁵⁵	i m n c t
9011	巅	diān	Middle_Chinese	t e n /¹	i n c t t
9012	巅	diān	Beijing	t i a n ⁵⁵	i m n c t
9013	癫	diān	Middle_Chinese	t e n /¹	i n c t t
9014	癫	diān	Beijing	t i a n ⁵⁵	i m n c t
9015	滇	diān	Middle_Chinese	t e n /¹	i n c t t
9016	滇	diān	Beijing	t i a n ⁵⁵	i m n c t
9017	傎	diān	Middle_Chinese	t e n /¹	i n c t t
9018	傎	diān	Beijing	t i a n ⁵⁵	i m n c t
9019	点	diǎn	Middle_Chinese	t e m /²	i n c t
9020	点	diǎn	Beijing	t i a n ²¹⁴	i m n c t
9021	玷	diàn	Middle_Chinese	t e m /²	i n c t
9022	玷	diàn	Beijing	t i a n ²¹⁴	i m n c t
9023	典	diǎn	Middle_Chinese	t e n /²	i n c t
9024	典	diǎn	Beijing	t i a n ²¹⁴	i m n c t
9025	簟	diàn	Middle_Chinese	d e m /²	i n c t
9026	簟	diàn	Beijing	t i a n ⁵¹	i m n c t
9027	殿	diàn	Middle_Chinese	t e n /³	i n c t
9028	殿	diàn	Beijing	t i a n ⁵¹	i m n c t
9029	垫	diàn	Middle_Chinese	d e n /³	i n c t
9030	垫	diàn	Beijing	t i a n ⁵¹	i m n c t
9031	电	diàn	Middle_Chinese	d e n /³	i n c t
9032	电	diàn	Beijing	t i a n ⁵¹	i m n c t
9033	奠	diàn	Middle_Chinese	d e n /³	i n c t
9034	奠	diàn	Beijing	t i a n ⁵¹	i m n c t
9035	殿	diàn	Middle_Chinese	d e n /³	i n c t
9036	殿	diàn	Beijing	t i a n ⁵¹	i m n c t
9037	淀	diàn	Middle_Chinese	d e n /³	i n c t
9038	淀	diàn	Beijing	t i a n ⁵¹	i m n c t
9039	甸	diān	Middle_Chinese	d e n /³	i n c t
9040	甸	diān	Beijing	t i a n ⁵¹	i m n c t
9041	佃	diàn	Middle_Chinese	d e n /³	i n c t
9042	佃	diàn	Beijing	t i a n ⁵¹	i m n c t
9043	畋	tián	Middle_Chinese	d e n /³	i n c t
9044	畋	tián	Beijing	t i a n ⁵¹	i m n c t
9045	钿	tián	Middle_Chinese	d e n /³	i n c t
9046	钿	tián	Beijing	t i a n ⁵¹	i m n c t
9047	淀	diàn	Middle_Chinese	d e n /³	i n c t
9048	淀	diàn	Beijing	t i a n ⁵¹	i m n c t
9049	靛	diàn	Middle_Chinese	d e n /³	i n c t
9050	靛	diàn	Beijing	t i a n ⁵¹	i m n c t
9051	添	tiān	Middle_Chinese	tʰ e m /¹	i n c t t
9052	添	tiān	Beijing	tʰ i a n ⁵⁵	i m n c t
9053	天	tiān	Middle_Chinese	tʰ e n /¹	i n c t t
9054	天	tiān	Beijing	tʰ i a n ⁵⁵	i m n c t
9055	甜	tián	Middle_Chinese	d e m /¹	i n c t t
9056	甜	tián	Beijing	tʰ i a n ³⁵	i m n c t
9057	恬	tián	Middle_Chinese	d e m /¹	i n c t t
9058	恬	tián	Beijing	tʰ i a n ³⁵	i m n c t
9059	湉	tián	Middle_Chinese	d e m /¹	i n c t t
9060	湉	tián	Beijing	tʰ i a n ³⁵	i m n c t
9061	菾	tián	Middle_Chinese	d e m /¹	i n c t t
9062	菾	tián	Beijing	tʰ i a n ³⁵	i m n c t
9063	田	tián	Middle_Chinese	d e n /¹	i n c t t
9064	田	tián	Beijing	tʰ i a n ³⁵	i m n c t
9065	填	tián	Middle_Chinese	d e n /¹	i n c t t
9066	填	tián	Beijing	tʰ i a n ³⁵	i m n c t
9067	阗	tián	Middle_Chinese	d e n /¹	i n c t t
9068	阗	tián	Beijing	tʰ i a n ³⁵	i m n c t
9069	忝	tiǎn	Middle_Chinese	tʰ e m /²	i n c t
9070	忝	tiǎn	Beijing	tʰ i a n ²¹⁴	i m n c t
9071	舔	tiǎn	Middle_Chinese	tʰ e m /²	i n c t
9072	舔	tiǎn	Beijing	tʰ i a n ²¹⁴	i m n c t
9073	餂	tiǎn	Middle_Chinese	tʰ e m /²	i n c t
9074	餂	tiǎn	Beijing	tʰ i a n ²¹⁴	i m n c t
9075	腆	tiǎn	Middle_Chinese	tʰ e n /²	i n c t
9076	腆	tiǎn	Beijing	tʰ i a n ²¹⁴	i m n c t
9077	淟	tiǎn	Middle_Chinese	tʰ e n /²	i n c t
9078	淟	tiǎn	Beijing	tʰ i a n ²¹⁴	i m n c t
9079	腼	tiǎn	Middle_Chinese	tʰ e n /²	i n c t
9080	腼	tiǎn	Beijing	tʰ i a n ²¹⁴	i m n c t
9081	殄	tiǎn	Middle_Chinese	d e n /²	i n c t
9082	殄	tiǎn	Beijing	tʰ i a n ²¹⁴	i m n c t
9083	瑱	zhèn	Middle_Chinese	tʰ e n /³	i n c t
9084	瑱	zhèn	Beijing	tʰ i a n ⁵¹	i m n c t
9085	蔫	niān	Middle_Chinese	ʔ j o n /¹	i m n c t t
9086	蔫	niān	Beijing	n i a n ⁵⁵	i m n c t
9087	黏	nián	Middle_Chinese	n j e m /¹	i m n c t t
9088	黏	nián	Beijing	n i a n ³⁵	i m n c t
9089	鲇	nián	Middle_Chinese	n e m /¹	i n c t t
9090	鲇	nián	Beijing	n i a n ³⁵	i m n c t
9091	拈	niān	Middle_Chinese	n e m /¹	i n c t t
9092	拈	niān	Beijing	n i a n ³⁵	i m n c t
9093	年	nián	Middle_Chinese	n e n /¹	i n c t t
9094	年	nián	Beijing	n i a n ³⁵	i m n c t
9095	捻	niǎn	Middle_Chinese	n e n /²	i n c t
9096	捻	niǎn	Beijing	n i a n ²¹⁴	i m n c t
9097	撵	niǎn	Middle_Chinese	n e n /²	i n c t
9098	撵	niǎn	Beijing	n i a n ²¹⁴	i m n c t
9099	蹨	niǎn	Middle_Chinese	n e n /²	i n c t
9100	蹨	niǎn	Beijing	n i a n ²¹⁴	i m n c t
9101	涊	niǎn	Middle_Chinese	n e n /²	i n c t
9102	涊	niǎn	Beijing	n i a n ²¹⁴	i m n c t
9103	廿	niàn	Middle_Chinese	ɲ i p /⁴	i n c t t
9104	廿	niàn	Beijing	n i a n ⁵¹	i m n c t
9105	碾	niǎn	Middle_Chinese	n j e n /³	i m n c t
9106	碾	niǎn	Beijing	n i a n ⁵¹	i m n c t
9107	廉	lián	Middle_Chinese	l j e m /¹	i m n c t t
9108	廉	lián	Beijing	l i a n ³⁵	i m n c t
9109	镰	lián	Middle_Chinese	l j e m /¹	i m n c t t
9110	镰	lián	Beijing	l i a n ³⁵	i m n c t
9111	簾	lián	Middle_Chinese	l j e m /¹	i m n c t t
9112	簾	lián	Beijing	l i a n ³⁵	i m n c t
9113	奁	lián	Middle_Chinese	l j e m /¹	i m n c t t
9114	奁	lián	Beijing	l i a n ³⁵	i m n c t
9115	帘	lián	Middle_Chinese	l j e m /¹	i m n c t t
9116	帘	lián	Beijing	l i a n ³⁵	i m n c t
9117	鬑	lián	Middle_Chinese	l e m /¹	i n c t t
9118	鬑	lián	Beijing	l i a n ³⁵	i m n c t
9119	濂	lián	Middle_Chinese	l e m /¹	i n c t t
9120	濂	lián	Beijing	l i a n ³⁵	i m n c t
9121	连	lián	Middle_Chinese	l j e n /¹	i m n c t t
9122	连	lián	Beijing	l i a n ³⁵	i m n c t
9123	涟	lián	Middle_Chinese	l j e n /¹	i m n c t t
9124	涟	lián	Beijing	l i a n ³⁵	i m n c t
9125	鲢	lián	Middle_Chinese	l j e n /¹	i m n c t t
9126	鲢	lián	Beijing	l i a n ³⁵	i m n c t
9127	联	lián	Middle_Chinese	l j e n /¹	i m n c t t
9128	联	lián	Beijing	l i a n ³⁵	i m n c t
9129	怜	lián	Middle_Chinese	l e n /¹	i n c t t
9130	怜	lián	Beijing	l i a n ³⁵	i m n c t
9131	莲	lián	Middle_Chinese	l e n /¹	i n c t t
9132	莲	lián	Beijing	l i a n ³⁵	i m n c t
9133	敛	liǎn	Middle_Chinese	l j e m /²	i m n c t
9134	敛	liǎn	Beijing	l i a n ²¹⁴	i m n c t
9135	蔹	liǎn	Middle_Chinese	l j e m /²	i m n c t
9136	蔹	liǎn	Beijing	l i a n ²¹⁴	i m n c t
9137	脸	liǎn	Middle_Chinese	k j e m /²	i m n c t
9138	脸	liǎn	Beijing	l i a n ²¹⁴	i m n c t
9139	敛	liǎn	Middle_Chinese	l j e m /³	i m n c t
9140	敛	liǎn	Beijing	l i a n ⁵¹	i m n c t
9141	殓	liàn	Middle_Chinese	l j e m /³	i m n c t
9142	殓	liàn	Beijing	l i a n ⁵¹	i m n c t
9143	潋	liàn	Middle_Chinese	l j e m /³	i m n c t
9144	潋	liàn	Beijing	l i a n ⁵¹	i m n c t
9145	练	liàn	Middle_Chinese	l e n /³	i n c t
9146	练	liàn	Beijing	l i a n ⁵¹	i m n c t
9147	鍊	liàn	Middle_Chinese	l e n /³	i n c t
9148	鍊	liàn	Beijing	l i a n ⁵¹	i m n c t
9149	炼	liàn	Middle_Chinese	l e n /³	i n c t
9150	炼	liàn	Beijing	l i a n ⁵¹	i m n c t
9151	楝	liàn	Middle_Chinese	l e n /³	i n c t
9152	楝	liàn	Beijing	l i a n ⁵¹	i m n c t
9153	恋	liàn	Middle_Chinese	l ɥ e n /³	i m n c t
9154	恋	liàn	Beijing	l i a n ⁵¹	i m n c t
9155	监	jiān	Middle_Chinese	k æ m /¹	i n c t t
9156	监	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9157	尖	jiān	Middle_Chinese	ts j e m /¹	i m n c t t
9158	尖	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9159	歼	jiān	Middle_Chinese	ts j e m /¹	i m n c t t
9160	歼	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9161	渐	jiàn	Middle_Chinese	ts j e m /¹	i m n c t t
9162	渐	jiàn	Beijing	tɕ i a n ⁵⁵	i m n c t
9163	熸	jiān	Middle_Chinese	ts j e m /¹	i m n c t t
9164	熸	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9165	兼	jiān	Middle_Chinese	k e m /¹	i n c t t
9166	兼	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9167	搛	jiān	Middle_Chinese	k e m /¹	i n c t t
9168	搛	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9169	缣	jiān	Middle_Chinese	k e m /¹	i n c t t
9170	缣	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9171	鳒	jiān	Middle_Chinese	k e m /¹	i n c t t
9172	鳒	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9173	鹣	jiān	Middle_Chinese	k e m /¹	i n c t t
9174	鹣	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9175	蒹	jiān	Middle_Chinese	k e m /¹	i n c t t
9176	蒹	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9177	艰	jiān	Middle_Chinese	k ɛ n /¹	i n c t t
9178	艰	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9179	间	jiān	Middle_Chinese	k ɛ n /¹	i n c t t
9180	间	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9181	姦	jiān	Middle_Chinese	k æ n /¹	i n c t t
9182	姦	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9183	菅	jiān	Middle_Chinese	k æ n /¹	i n c t t
9184	菅	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9185	奸	jiān	Middle_Chinese	k æ n /¹	i n c t t
9186	奸	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9187	煎	jiān	Middle_Chinese	ts j e n /¹	i m n c t t
9188	煎	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9189	湔	jiān	Middle_Chinese	ts j e n /¹	i m n c t t
9190	湔	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9191	犍	jiān	Middle_Chinese	k j o n /¹	i m n c t t
9192	犍	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9193	鞬	jiān	Middle_Chinese	k j o n /¹	i m n c t t
9194	鞬	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9195	笺	jiān	Middle_Chinese	ts e n /¹	i n c t t
9196	笺	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9197	鞯	jiān	Middle_Chinese	ts e n /¹	i n c t t
9198	鞯	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9199	籛	jiǎn	Middle_Chinese	ts e n /¹	i n c t t
9200	籛	jiǎn	Beijing	tɕ i a n ⁵⁵	i m n c t
9201	肩	jiān	Middle_Chinese	k e n /¹	i n c t t
9202	肩	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9203	坚	jiān	Middle_Chinese	k e n /¹	i n c t t
9204	坚	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9205	豣	jiān	Middle_Chinese	k e n /¹	i n c t t
9206	豣	jiān	Beijing	tɕ i a n ⁵⁵	i m n c t
9207	减	jiǎn	Middle_Chinese	k ɛ m /²	i n c t
9208	减	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9209	碱	jiǎn	Middle_Chinese	k ɛ m /²	i n c t
9210	碱	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9211	碱	jiǎn	Middle_Chinese	k ɛ m /²	i n c t
9212	碱	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9213	鹻	jiǎn	Middle_Chinese	k ɛ m /²	i n c t
9214	鹻	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9215	检	jiǎn	Middle_Chinese	k j e m /²	i m n c t
9216	检	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9217	睑	jiǎn	Middle_Chinese	k j e m /²	i m n c t
9218	睑	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9219	俭	jiǎn	Middle_Chinese	g j e m /²	i m n c t
9220	俭	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9221	简	jiǎn	Middle_Chinese	k ɛ n /²	i n c t
9222	简	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9223	裥	jiǎn	Middle_Chinese	k ɛ n /²	i n c t
9224	裥	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9225	柬	jiǎn	Middle_Chinese	k ɛ n /²	i n c t
9226	柬	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9227	拣	jiǎn	Middle_Chinese	k ɛ n /²	i n c t
9228	拣	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9229	茧	jiǎn	Middle_Chinese	k e n /²	i n c t
9230	茧	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9231	笕	jiǎn	Middle_Chinese	k e n /²	i n c t
9232	笕	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9233	趼	jiǎn	Middle_Chinese	k e n /²	i n c t
9234	趼	jiǎn	Beijing	tɕ i a n ²¹⁴	i m n c t
9235	鑑	jiàn	Middle_Chinese	k æ m /³	i n c t
9236	鑑	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9237	鉴	jiàn	Middle_Chinese	k æ m /³	i n c t
9238	鉴	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9239	监	jiān	Middle_Chinese	k æ m /³	i n c t
9240	监	jiān	Beijing	tɕ i a n ⁵¹	i m n c t
9241	舰	jiàn	Middle_Chinese	ɣ æ m /²	i n c t
9242	舰	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9243	槛	kǎn	Middle_Chinese	ɣ æ m /²	i n c t
9244	槛	kǎn	Beijing	tɕ i a n ⁵¹	i m n c t
9245	渐	jiàn	Middle_Chinese	dz j e m /²	i m n c t
9246	渐	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9247	剑	jiàn	Middle_Chinese	k j æ m /³	i m n c t
9248	剑	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9249	谏	jiàn	Middle_Chinese	k æ n /³	i n c t
9250	谏	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9251	涧	jiàn	Middle_Chinese	k æ n /³	i n c t
9252	涧	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9253	锏	jiān	Middle_Chinese	k æ n /³	i n c t
9254	锏	jiān	Beijing	tɕ i a n ⁵¹	i m n c t
9255	箭	jiàn	Middle_Chinese	ts j e n /³	i m n c t
9256	箭	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9257	溅	jiàn	Middle_Chinese	ts j e n /³	i m n c t
9258	溅	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9259	贱	jiàn	Middle_Chinese	dz j e n /³	i m n c t
9260	贱	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9261	饯	jiàn	Middle_Chinese	dz j e n /³	i m n c t
9262	饯	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9263	建	jiàn	Middle_Chinese	k j o n /³	i m n c t
9264	建	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9265	键	jiàn	Middle_Chinese	g j o n /²	i m n c t
9266	键	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9267	健	jiàn	Middle_Chinese	g j o n /³	i m n c t
9268	健	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9269	腱	jiàn	Middle_Chinese	g j o n /³	i m n c t
9270	腱	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9271	荐	jiàn	Middle_Chinese	ts e n /³	i n c t
9272	荐	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9273	荐	jiàn	Middle_Chinese	dz e n /³	i n c t
9274	荐	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9275	臶	jiàn	Middle_Chinese	dz e n /³	i n c t
9276	臶	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9277	洊	jiàn	Middle_Chinese	dz e n /³	i n c t
9278	洊	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9279	栫	jiàn	Middle_Chinese	dz e n /³	i n c t
9280	栫	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9281	见	jiàn	Middle_Chinese	k e n /³	i n c t
9282	见	jiàn	Beijing	tɕ i a n ⁵¹	i m n c t
9283	籖	qian	Middle_Chinese	tsʰ j e m /¹	i m n c t t
9284	籖	qian	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9285	签	qiān	Middle_Chinese	tsʰ j e m /¹	i m n c t t
9286	签	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9287	佥	qiān	Middle_Chinese	tsʰ j e m /¹	i m n c t t
9288	佥	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9289	锓	qǐn	Middle_Chinese	tsʰ j e m /¹	i m n c t t
9290	锓	qǐn	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9291	谦	qiān	Middle_Chinese	kʰ e m /¹	i n c t t
9292	谦	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9293	悭	qiān	Middle_Chinese	kʰ ɛ n /¹	i n c t t
9294	悭	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9295	鬝	qiān	Middle_Chinese	kʰ ɛ n /¹	i n c t t
9296	鬝	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9297	迁	qiān	Middle_Chinese	tsʰ j e n /¹	i m n c t t
9298	迁	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9299	千	qiān	Middle_Chinese	tsʰ j e n /¹	i m n c t t
9300	千	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9301	愆	qiān	Middle_Chinese	kʰ j e n /¹	i m n c t t
9302	愆	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9303	骞	qiān	Middle_Chinese	kʰ j e n /¹	i m n c t t
9304	骞	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9305	褰	qiān	Middle_Chinese	kʰ j e n /¹	i m n c t t
9306	褰	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9307	搴	qiān	Middle_Chinese	kʰ j e n /¹	i m n c t t
9308	搴	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9309	千	qiān	Middle_Chinese	tsʰ e n /¹	i n c t t
9310	千	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9311	仟	qiān	Middle_Chinese	tsʰ e n /¹	i n c t t
9312	仟	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9313	芊	qiān	Middle_Chinese	tsʰ e n /¹	i n c t t
9314	芊	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9315	阡	qiān	Middle_Chinese	tsʰ e n /¹	i n c t t
9316	阡	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9317	牵	qiān	Middle_Chinese	kʰ e n /¹	i n c t t
9318	牵	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9319	汧	qiān	Middle_Chinese	kʰ e n /¹	i n c t t
9320	汧	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9321	岍	qiān	Middle_Chinese	kʰ e n /¹	i n c t t
9322	岍	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9323	铅	qiān	Middle_Chinese	j w e n /¹	i m n c t t
9324	铅	qiān	Beijing	tɕʰ i a n ⁵⁵	i m n c t
9325	潜	qián	Middle_Chinese	dz j e m /¹	i m n c t t
9326	潜	qián	Beijing	tɕʰ i a n ³⁵	i m n c t
9327	箝	qián	Middle_Chinese	g j e m /¹	i m n c t t
9328	箝	qián	Beijing	tɕʰ i a n ³⁵	i m n c t
9329	钳	qián	Middle_Chinese	g j e m /¹	i m n c t t
9330	钳	qián	Beijing	tɕʰ i a n ³⁵	i m n c t
9331	黚	qián	Middle_Chinese	g j e m /¹	i m n c t t
9332	黚	qián	Beijing	tɕʰ i a n ³⁵	i m n c t
9333	黔	qián	Middle_Chinese	g j e m /¹	i m n c t t
9334	黔	qián	Beijing	tɕʰ i a n ³⁵	i m n c t
9335	钤	qián	Middle_Chinese	g j e m /¹	i m n c t t
9336	钤	qián	Beijing	tɕʰ i a n ³⁵	i m n c t
9337	钱	qián	Middle_Chinese	dz j e n /¹	i m n c t t
9338	钱	qián	Beijing	tɕʰ i a n ³⁵	i m n c t
9339	前	qián	Middle_Chinese	dz e n /¹	i n c t t
9340	前	qián	Beijing	tɕʰ i a n ³⁵	i m n c t
9341	乾	gān	Middle_Chinese	g j e n /¹	i m n c t t
9342	乾	gān	Beijing	tɕʰ i a n ³⁵	i m n c t
9343	虔	qián	Middle_Chinese	g j e n /¹	i m n c t t
9344	虔	qián	Beijing	tɕʰ i a n ³⁵	i m n c t
9345	掮	qián	Middle_Chinese	g j e n /¹	i m n c t t
9346	掮	qián	Beijing	tɕʰ i a n ³⁵	i m n c t
9347	犍	jiān	Middle_Chinese	g j e n /¹	i m n c t t
9348	犍	jiān	Beijing	tɕʰ i a n ³⁵	i m n c t
9349	嗛	qiǎn	Middle_Chinese	kʰ e m /²	i n c t
9350	嗛	qiǎn	Beijing	tɕʰ i a n ²¹⁴	i m n c t
