ID	DOCULECT	GLOTTOLOG	ISO	CONCEPT	CONCEPTICON_ID	CHINESE	PINYIN	BENZI	BENZI_IN_SOURCE	VALUE	FORM	SEGMENTS	COGID	COGIDS	NOTE	SOURCE	BEIDA_ID	PAGE	ORDER	ALIGNMENTS
26483	Guangzhou	guan1279	yue	narrow (zhǎi 窄)	1267	窄	zhǎi	窄	窄	tʃak³³	tʃak³³	tʃ a k ³³	3346	3047		BeijingDaxue1964	701	351	1	tʃ a - k ³³
26484	Yangjiang	yang1307	yue	narrow (zhǎi 窄)	1267	窄	zhǎi	窄	窄	tʃak²¹	tʃak²¹	tʃ a k ²¹	3346	3047		BeijingDaxue1964	701	351	1	tʃ a - k ²¹
26485	Xiamen	xiam1236	nan	narrow (zhǎi 窄)	1267	窄	zhǎi	狹	狹	ueʔ⁵	ueʔ⁵	u e ʔ ⁵	3348	3048		BeijingDaxue1964	701	351	1	u - e ʔ ⁵
26486	Chaozhou	chao1238	nan	narrow (zhǎi 窄)	1267	窄	zhǎi	狹	狹	oiʔ⁴	oiʔ⁴	o i ʔ ⁴	3348	3048		BeijingDaxue1964	701	351	1	o - i ʔ ⁴
26487	Fuzhou	fuzh1239	cdo	narrow (zhǎi 窄)	1267	窄	zhǎi	窄	窄	tsaʔ²³	tsaʔ²³	ts a ʔ ²³	3346	3047		BeijingDaxue1964	701	351	1	ts a - ʔ ²³
26488	Fuzhou	fuzh1239	cdo	narrow (zhǎi 窄)	1267	窄	zhǎi	囗		tøyʔ⁴	tøyʔ⁴	t ø y ʔ ⁴	3349	3049	[2]	BeijingDaxue1964	701	351	2	t ø y ʔ ⁴
30550	Hefei	hefe1234	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	調 皮	調皮	tʰiɔ⁵⁵pʰๅ⁵⁵	tʰiɔ⁵⁵pʰๅ⁵⁵	tʰ i ɔ ⁵⁵ pʰ ɿ ⁵⁵	3350	61 270		BeijingDaxue1964	792	396	1	tʰ i - ɔ ⁵⁵ + pʰ ɿ - ⁵⁵
30539	Beijing	beij1234	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	皮	皮	pʰi³⁵	pʰi³⁵	pʰ i ³⁵	3351	270		BeijingDaxue1964	792	396	1	pʰ i - ³⁵
30540	Beijing	beij1234	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	淘 氣	淘氣	tʰau³⁵tɕʰi⁰	tʰau³⁵tɕʰi⁰	tʰ a u ³⁵ tɕʰ i ⁰	3352	2592 263	[2]	BeijingDaxue1964	792	396	2	tʰ a u ³⁵ + tɕʰ i - ⁰
30541	Jinan	jina1245	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	皮	〔調〕皮	pʰi⁴²	pʰi⁴²	pʰ i ⁴²	3351	270		BeijingDaxue1964	792	396	1	pʰ i - ⁴²
30542	Jinan	jina1245	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	囗	! □	suə⁴²	suə⁴²	s u ə ⁴²	3353	2593	[2]	BeijingDaxue1964	792	396	2	s u ə ⁴²
30543	Shenyang	shen1252	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	調 皮	調皮	tʰiau²¹³₂₁pʰi³⁵	tʰiau²¹³₂₁pʰi³⁵	tʰ i a u ²¹/²¹³ pʰ i ³⁵	3350	61 270		BeijingDaxue1964	792	396	1	tʰ i a u ²¹/²¹³ + pʰ i - ³⁵
30544	Xi_an	xian1253	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	淘 氣	淘氣	tʰɑu²⁴tɕʰi⁴⁵	tʰɑu²⁴tɕʰi⁴⁵	tʰ ɑ u ²⁴ tɕʰ i ⁴⁵	3352	2592 263		BeijingDaxue1964	792	396	1	tʰ ɑ u ²⁴ + tɕʰ i - ⁴⁵
30545	Chengdu	chen1267	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	頑 皮	頑皮	uan³¹pʰi³¹	uan³¹pʰi³¹	u a n ³¹ pʰ i ³¹	3354	2594 270		BeijingDaxue1964	792	396	1	- u a n ³¹ + pʰ i - ³¹
30546	Chengdu	chen1267	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	囗	! □	fei¹³	fei¹³	f e i ¹³	3355	2595	[2]	BeijingDaxue1964	792	396	2	f e i ¹³
30547	Chengdu	chen1267	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	手 方	手方兒	tɕʰian⁴⁴fər⁴⁴	tɕʰian⁴⁴fər⁴⁴	tɕʰ i a n ⁴⁴ f */ə ⁴⁴	3356	534 638	[3]	BeijingDaxue1964	792	396	3	tɕʰ i a n ⁴⁴ + f */ə - - ⁴⁴
30548	Kunming	kunm1234	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	調 皮	調皮	tʰiau³¹₁₃pʰi³¹	tʰiau³¹₁₃pʰi³¹	tʰ i a u ¹³/³¹ pʰ i ³¹	3350	61 270		BeijingDaxue1964	792	396	1	tʰ i a u ¹³/³¹ + pʰ i - ³¹
30549	Kunming	kunm1234	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	閙	閙	nau¹³	nau¹³	n a u ¹³	168	429	[2]	BeijingDaxue1964	792	396	2	n a u ¹³
30551	Hefei	hefe1234	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	皮	皮	pʰๅ²⁴	pʰๅ²⁴	pʰ ɿ ²⁴	3351	270	[2]	BeijingDaxue1964	792	396	2	pʰ ɿ - ²⁴
30552	Yangzhou	yang1306	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	調 皮	調皮	tʰiɔ³⁴pʰi³⁴	tʰiɔ³⁴pʰi³⁴	tʰ i ɔ ³⁴ pʰ i ³⁴	3350	61 270		BeijingDaxue1964	792	396	1	tʰ i - ɔ ³⁴ + pʰ i - ³⁴
30553	Yangzhou	yang1306	cmn	naughty (wán pí 頑皮)		頑皮	wán pí	頑 皮	頑皮	uɛ̃³⁴pʰi³⁴	uɛ̃³⁴pʰi³⁴	u ɛ̃ ∼ ³⁴ pʰ i ³⁴	3354	2594 270	[2]	BeijingDaxue1964	792	396	2	- u ɛ̃ ∼ ³⁴ + pʰ i - ³⁴
30554	Suzhou	suzh1234	wuu	naughty (wán pí 頑皮)		頑皮	wán pí	皮	皮	bi²⁴	bi²⁴	b i ²⁴	3351	270		BeijingDaxue1964	792	396	1	b i - ²⁴
30555	Suzhou	suzh1234	wuu	naughty (wán pí 頑皮)		頑皮	wán pí	調 皮	調皮	diæ²⁴₂₂bi²⁴₃₃	diæ²⁴₂₂bi²⁴₃₃	d i æ ²²/²⁴ b i ³³/²⁴	3350	61 270	[2]	BeijingDaxue1964	792	396	2	d i - æ ²²/²⁴ + b i - ³³/²⁴
30556	Wenzhou	ouji1238	(wuu)	naughty (wán pí 頑皮)		頑皮	wán pí	調 皮	調皮	diɛ³¹bei³¹	diɛ³¹bei³¹	d i ɛ ³¹ b e i ³¹	3350	61 270		BeijingDaxue1964	792	396	1	d i - ɛ ³¹ + b e i ³¹
30557	Changsha	chan1326	hsn	naughty (wán pí 頑皮)		頑皮	wán pí	跳 皮	跳 皮	tʰiau⁵⁵pi¹³	tʰiau⁵⁵pi¹³	tʰ i a u ⁵⁵ p i ¹³	3357	2448 270	[*]	BeijingDaxue1964	792	396	1	tʰ i a u ⁵⁵ + p i - ¹³
30558	Nanchang	nanc1254	gan	naughty (wán pí 頑皮)		頑皮	wán pí	調 皮	調皮	tʰiau²⁴pʰi²⁴	tʰiau²⁴pʰi²⁴	tʰ i a u ²⁴ pʰ i ²⁴	3350	61 270		BeijingDaxue1964	792	396	1	tʰ i a u ²⁴ + pʰ i - ²⁴
30559	Nanchang	nanc1254	gan	naughty (wán pí 頑皮)		頑皮	wán pí	憨	憨	han⁴²	han⁴²	h a n ⁴²	3358	2243	[2]	BeijingDaxue1964	792	396	2	h a n ⁴²
30560	Meixian	yuet1238	hak	naughty (wán pí 頑皮)		頑皮	wán pí	蠻	蠻	man¹²	man¹²	m a n ¹²	3359	1351		BeijingDaxue1964	792	396	1	- m a n ¹²
30561	Meixian	yuet1238	hak	naughty (wán pí 頑皮)		頑皮	wán pí	翻 綻	翻綻	fan⁴⁴tsʰan⁴²	fan⁴⁴tsʰan⁴²	f a n ⁴⁴ tsʰ a n ⁴²	3360	985 2596	[2][*]	BeijingDaxue1964	792	396	2	f a n ⁴⁴ + tsʰ a n ⁴²
30562	Guangzhou	guan1279	yue	naughty (wán pí 頑皮)		頑皮	wán pí	跳 皮	跳 皮	tʰiu³³pʰei²¹	tʰiu³³pʰei²¹	tʰ i u ³³ pʰ e i ²¹	3357	2448 270	[*]	BeijingDaxue1964	792	396	1	tʰ i u - ³³ + pʰ e i ²¹
30563	Guangzhou	guan1279	yue	naughty (wán pí 頑皮)		頑皮	wán pí	食 厭	食厭	pak³³jim³³	pak³³jim³³	p a k ³³ j i m ³³	3361	407 2563	[2]	BeijingDaxue1964	792	396	2	p a - k ³³ + j i m ³³
30564	Yangjiang	yang1307	yue	naughty (wán pí 頑皮)		頑皮	wán pí	跳 皮	跳 皮	tʰiu²⁴pʰei⁴⁴³	tʰiu²⁴pʰei⁴⁴³	tʰ i u ²⁴ pʰ e i ⁴⁴³	3357	2448 270	[*]	BeijingDaxue1964	792	396	1	tʰ i u - ²⁴ + pʰ e i ⁴⁴³
30565	Xiamen	xiam1236	nan	naughty (wán pí 頑皮)		頑皮	wán pí	刁 皮	刁皮	tʰiau⁵⁵₃₃pʰi²⁴	tʰiau⁵⁵₃₃pʰi²⁴	tʰ i a u ³³/⁵⁵ pʰ i ²⁴	3362	1449 270		BeijingDaxue1964	792	396	1	tʰ i a u ³³/⁵⁵ + pʰ i - ²⁴
30566	Xiamen	xiam1236	nan	naughty (wán pí 頑皮)		頑皮	wán pí	跳 鬼	跳 鬼	tʰiau¹¹₅₁kui⁵¹	tʰiau¹¹₅₁kui⁵¹	tʰ i a u ⁵¹/¹¹ k u i ⁵¹	3363	2448 897	[2][*]	BeijingDaxue1964	792	396	2	tʰ i a u ⁵¹/¹¹ + k u - i ⁵¹
30567	Chaozhou	chao1238	nan	naughty (wán pí 頑皮)		頑皮	wán pí	燦 頭	燦 頭	tsʰaŋ²¹³₅₃tʰau⁵⁵	tsʰaŋ²¹³₅₃tʰau⁵⁵	tsʰ a ŋ ⁵³/²¹³ tʰ a u ⁵⁵	3364	2597 93	[*]	BeijingDaxue1964	792	396	1	tsʰ a ŋ ⁵³/²¹³ + tʰ a u - ⁵⁵
30568	Fuzhou	fuzh1239	cdo	naughty (wán pí 頑皮)		頑皮	wán pí	刁 皮	刁皮	tiu⁴⁴pʰi⁵²	tiu⁴⁴pʰi⁵²	t i u ⁴⁴ pʰ i ⁵²	3362	1449 270		BeijingDaxue1964	792	396	1	t i - u ⁴⁴ + pʰ i - ⁵²
30569	Fuzhou	fuzh1239	cdo	naughty (wán pí 頑皮)		頑皮	wán pí	頑	頑	ŋuaŋ⁵²	ŋuaŋ⁵²	ŋ u a ŋ ⁵²	3365	2594	[2]	BeijingDaxue1964	792	396	2	ŋ u a ŋ ⁵²
12425	Beijing	beij1234	cmn	neck (bó zi 脖子)	1333	脖子	bó zi	脖 子	脖子	po³⁵tsɿ⁰	po³⁵tsɿ⁰	p o ³⁵ ts ɿ ⁰	3366	186 67		BeijingDaxue1964	389	195	1	p o ³⁵ + ts ɿ - - ⁰
12426	Jinan	jina1245	cmn	neck (bó zi 脖子)	1333	脖子	bó zi	脖 子	脖子	pə⁴²tsɿ⁰	pə⁴²tsɿ⁰	p ə ⁴² ts ɿ ⁰	3366	186 67		BeijingDaxue1964	389	195	1	p ə ⁴² + ts ɿ - - ⁰
12427	Jinan	jina1245	cmn	neck (bó zi 脖子)	1333	脖子	bó zi	脖 梗	脖兒梗	pər⁴²kəŋ⁵⁵	pər⁴²kəŋ⁵⁵	p */ə ⁴² k ə ŋ ⁵⁵	3367	186 187	[2]	BeijingDaxue1964	389	195	2	p */ə ⁴² + k ə ŋ ⁵⁵
12428	Shenyang	shen1252	cmn	neck (bó zi 脖子)	1333	脖子	bó zi	膀 子	膀子	pə³⁵tsɿ⁰	pə³⁵tsɿ⁰	p ə ³⁵ ts ɿ ⁰	171	188 67		BeijingDaxue1964	389	195	1	p ə - ³⁵ + ts ɿ - - ⁰
12429	Xi_an	xian1253	cmn	neck (bó zi 脖子)	1333	脖子	bó zi	脖	脖〔子〕	pʰo²⁴	pʰo²⁴	pʰ o ²⁴	3368	186		BeijingDaxue1964	389	195	1	pʰ o ²⁴
12430	Chengdu	chen1267	cmn	neck (bó zi 脖子)	1333	脖子	bó zi	頸 項	頸項	tɕin⁵³xaŋ¹³	tɕin⁵³xaŋ¹³	tɕ i n ⁵³ x a ŋ ¹³	3369	189 39		BeijingDaxue1964	389	195	1	tɕ i - n ⁵³ + x a ŋ ¹³
12431	Kunming	kunm1234	cmn	neck (bó zi 脖子)	1333	脖子	bó zi	脖 子	脖子	po³¹tsɿ⁵³	po³¹tsɿ⁵³	p o ³¹ ts ɿ ⁵³	3366	186 67		BeijingDaxue1964	389	195	1	p o ³¹ + ts ɿ - - ⁵³
12432	Hefei	hefe1234	cmn	neck (bó zi 脖子)	1333	脖子	bó zi	腦 頸 把 子	腦頸把子	nɔ²⁴tɕin²⁴pa⁵³tsə⁰	nɔ²⁴tɕin²⁴pa⁵³tsə⁰	n ɔ ²⁴ tɕ i n ²⁴ p a ⁵³ ts ə ⁰	3370	190 189 191 67		BeijingDaxue1964	389	195	1	n ɔ - - ²⁴ + tɕ i - n ²⁴ + p a ⁵³ + ts ə - - ⁰
12433	Yangzhou	yang1306	cmn	neck (bó zi 脖子)	1333	脖子	bó zi	頸 項	頸項	tɕiŋ⁴²xɑŋ⁵⁵	tɕiŋ⁴²xɑŋ⁵⁵	tɕ i ŋ ⁴² x ɑ ŋ ⁵⁵	3369	189 39		BeijingDaxue1964	389	195	1	tɕ i - ŋ ⁴² + x ɑ ŋ ⁵⁵
12434	Suzhou	suzh1234	wuu	neck (bó zi 脖子)	1333	脖子	bó zi	頭 頸	頭頸	dʏ²⁴₂₂tɕin⁴¹₄₄	dʏ²⁴₂₂tɕin⁴¹₄₄	d ʏ ²²/²⁴ tɕ i n ⁴⁴/⁴¹	3371	93 189		BeijingDaxue1964	389	195	1	d ʏ - - ²²/²⁴ + tɕ i - n ⁴⁴/⁴¹
12435	Suzhou	suzh1234	wuu	neck (bó zi 脖子)	1333	脖子	bó zi	頸 根	頸根	tɕin⁴¹kən⁴⁴₃₅	tɕin⁴¹kən⁴⁴₃₅	tɕ i n ⁴¹ k ə n ³⁵/⁴⁴	3372	189 192	[2]	BeijingDaxue1964	389	195	2	tɕ i - n ⁴¹ + k ə - n ³⁵/⁴⁴
12436	Wenzhou	ouji1238	(wuu)	neck (bó zi 脖子)	1333	脖子	bó zi	頭 頸	頭頸	diu³¹tɕiaŋ⁴⁵	diu³¹tɕiaŋ⁴⁵	d i u ³¹ tɕ i a ŋ ⁴⁵	3371	93 189		BeijingDaxue1964	389	195	1	d i u - ³¹ + tɕ i a ŋ ⁴⁵
12437	Changsha	chan1326	hsn	neck (bó zi 脖子)	1333	脖子	bó zi	頸 根	頸根	tɕin⁴¹kən³³	tɕin⁴¹kən³³	tɕ i n ⁴¹ k ə n ³³	3372	189 192		BeijingDaxue1964	389	195	1	tɕ i - n ⁴¹ + k ə - n ³³
12438	Nanchang	nanc1254	gan	neck (bó zi 脖子)	1333	脖子	bó zi	頸	頸	tɕiaŋ²¹¹³	tɕiaŋ²¹¹³	tɕ i a ŋ ²¹³	3373	189		BeijingDaxue1964	389	195	1	tɕ i a ŋ ²¹³
12439	Meixian	yuet1238	hak	neck (bó zi 脖子)	1333	脖子	bó zi	頸 筋	頸筋	kiaŋ³¹kiun⁴⁴	kiaŋ³¹kiun⁴⁴	k i a ŋ ³¹ k i u n ⁴⁴	3374	189 193		BeijingDaxue1964	389	195	1	k i a ŋ ³¹ + k i u n ⁴⁴
12440	Guangzhou	guan1279	yue	neck (bó zi 脖子)	1333	脖子	bó zi	頸	頸	kɛŋ³⁵	kɛŋ³⁵	k ɛ ŋ ³⁵	3373	189		BeijingDaxue1964	389	195	1	k ɛ - ŋ ³⁵
12441	Yangjiang	yang1307	yue	neck (bó zi 脖子)	1333	脖子	bó zi	頸	頸	kɪɕ²¹	kɪɕ²¹	k ɪ ŋ ²¹	3373	189		BeijingDaxue1964	389	195	1	k ɪ - ŋ ²¹
12442	Xiamen	xiam1236	nan	neck (bó zi 脖子)	1333	脖子	bó zi	頷 管	頷管	am³³₁₁kun⁵¹	am³³₁₁kun⁵¹	a m ¹¹/³³ k u n ⁵¹	3375	194 195		BeijingDaxue1964	389	195	1	- a m ¹¹/³³ + k u - n ⁵¹
12443	Chaozhou	chao1238	nan	neck (bó zi 脖子)	1333	脖子	bó zi	頷	頷	am³⁵	am³⁵	a m ³⁵	3376	194		BeijingDaxue1964	389	195	1	- a m ³⁵
12444	Fuzhou	fuzh1239	cdo	neck (bó zi 脖子)	1333	脖子	bó zi	脰 脗	脰脗	ta⁵²auʔ²³	ta⁵²auʔ²³	t a ⁵² a u ʔ ²³	3377	196 197		BeijingDaxue1964	389	195	1	t a ⁵² + a u ʔ ²³
35250	Beijing	beij1234	cmn	need not (bù yòng 不用)		不用	bù yòng	甭	甭	pəŋ³⁵	pəŋ³⁵	p ə ŋ ³⁵	3378	944	[2]	BeijingDaxue1964	896	449	2	p ə ŋ ³⁵
35252	Jinan	jina1245	cmn	need not (bù yòng 不用)		不用	bù yòng	甭	甭	pəŋ⁵⁵	pəŋ⁵⁵	p ə ŋ ⁵⁵	3378	944	[2]	BeijingDaxue1964	896	449	2	p ə ŋ ⁵⁵
35253	Shenyang	shen1252	cmn	need not (bù yòng 不用)		不用	bù yòng	不 用	不用	pu³⁵yŋ⁴¹	pu³⁵yŋ⁴¹	p u ³⁵ y ŋ ⁴¹	3379	21 945		BeijingDaxue1964	896	449	1	p u - ³⁵ + - - y ŋ ⁴¹
35256	Kunming	kunm1234	cmn	need not (bù yòng 不用)		不用	bù yòng	不 用	不用	pu³¹₁₃ioŋ¹³	pu³¹₁₃ioŋ¹³	p u ¹³/³¹ i o ŋ ¹³	3379	21 945		BeijingDaxue1964	896	449	1	p u - ¹³/³¹ + - i o ŋ ¹³
35257	Hefei	hefe1234	cmn	need not (bù yòng 不用)		不用	bù yòng	不 用	不用	pəʔ⁴iŋ⁵³	pəʔ⁴iŋ⁵³	p ə ʔ ⁴ i ŋ ⁵³	3379	21 945		BeijingDaxue1964	896	449	1	p ə ʔ ⁴ + - - i ŋ ⁵³
35258	Yangzhou	yang1306	cmn	need not (bù yòng 不用)		不用	bù yòng	不 用	不用	pəʔ⁴ioŋ⁵⁵	pəʔ⁴ioŋ⁵⁵	p ə ʔ ⁴ i o ŋ ⁵⁵	3379	21 945		BeijingDaxue1964	896	449	1	p ə ʔ ⁴ + - i o ŋ ⁵⁵
35259	Suzhou	suzh1234	wuu	need not (bù yòng 不用)		不用	bù yòng	用 勿 著	用勿著	ioŋ³¹₂₂fɤʔ⁴zɒʔ²³₂₁	ioŋ³¹₂₂fɤʔ⁴zɒʔ²³₂₁	i o ŋ ²²/³¹ f ɤ ʔ ⁴ z ɒ ʔ ²¹/²³	3380	945 23 104		BeijingDaxue1964	896	449	1	- i o ŋ ²²/³¹ + f ɤ - ʔ ⁴ + z ɒ - ʔ ²¹/²³
35260	Wenzhou	ouji1238	(wuu)	need not (bù yòng 不用)		不用	bù yòng	火 用	火 用	fu⁴⁵ɦyɔ¹¹	fu⁴⁵ɦyɔ¹¹	f u ⁴⁵ ɦ y ɔ ¹¹	3381	210 945	[*]	BeijingDaxue1964	896	449	1	- f - u ⁴⁵ + ɦ y ɔ - ¹¹
35263	Meixian	yuet1238	hak	need not (bù yòng 不用)		不用	bù yòng	唔 使	唔使	ṃ¹²sๅ³¹	ṃ¹²sๅ³¹	m̩ ¹² s ɿ ³¹	3382	25 891		BeijingDaxue1964	896	449	1	m̩ ¹² + s ɿ - ³¹
35264	Guangzhou	guan1279	yue	need not (bù yòng 不用)		不用	bù yòng	唔 使	唔使	ṃ²¹ʃɐi³⁵	ṃ²¹ʃɐi³⁵	m̩ ²¹ ʃ ɐ i ³⁵	3382	25 891		BeijingDaxue1964	896	449	1	m̩ ²¹ + ʃ ɐ i ³⁵
35265	Yangjiang	yang1307	yue	need not (bù yòng 不用)		不用	bù yòng	無 使	無使	mou⁴⁴³ʃɐi²¹	mou⁴⁴³ʃɐi²¹	m o u ⁴⁴³ ʃ ɐ i ²¹	3383	27 891		BeijingDaxue1964	896	449	1	m o u ⁴⁴³ + ʃ ɐ i ²¹
35266	Xiamen	xiam1236	nan	need not (bù yòng 不用)		不用	bù yòng	免	〔伓〕免	bian⁵¹	bian⁵¹	b i a n ⁵¹	3384	946		BeijingDaxue1964	896	449	1	b i a n ⁵¹
35267	Chaozhou	chao1238	nan	need not (bù yòng 不用)		不用	bù yòng	免 用	免用	miŋ⁵³₂₄eŋ¹¹	miŋ⁵³₂₄eŋ¹¹	m i ŋ ²⁴/⁵³ e ŋ ¹¹	3385	946 945		BeijingDaxue1964	896	449	1	m i - ŋ ²⁴/⁵³ + - - e ŋ ¹¹
35268	Fuzhou	fuzh1239	cdo	need not (bù yòng 不用)		不用	bù yòng	伓 使	伓使	ῃ⁴⁴₅₂nai³¹	ῃ⁴⁴₅₂nai³¹	ŋ̍ ⁵²/⁴⁴ n a i ³¹	3386	28 891		BeijingDaxue1964	896	449	1	ŋ̍ ⁵²/⁴⁴ + n a i ³¹
35249	Beijing	beij1234	cmn	need not (bù yòng 不用)		不用	bù yòng	不 用	不用	pu³⁵yŋ⁵¹	pu³⁵yŋ⁵¹	p u ³⁵ y ŋ ⁵¹	3379	21 945		BeijingDaxue1964	896	449	1	p u - ³⁵ + - - y ŋ ⁵¹
35251	Jinan	jina1245	cmn	need not (bù yòng 不用)		不用	bù yòng	囗	! □	piŋ³⁵	piŋ³⁵	p i ŋ ⁵⁵	3387	947		BeijingDaxue1964	896	449	1	p i ŋ ⁵⁵
35254	Xi_an	xian1253	cmn	need not (bù yòng 不用)		不用	bù yòng	不 用	不用	pu²¹yoŋ⁴⁵	pu²¹yoŋ⁴⁵	p u ²¹ y o ŋ ⁴⁵	3379	21 945		BeijingDaxue1964	896	449	1	p u - ²¹ + - y o ŋ ⁴⁵
35255	Chengdu	chen1267	cmn	need not (bù yòng 不用)		不用	bù yòng	不 必	不必	pu³¹pi³¹	pu³¹pi³¹	p u ³¹ p i ³¹	3388	21 948		BeijingDaxue1964	896	449	1	p u - ³¹ + p i - ³¹
35261	Changsha	chan1326	hsn	need not (bù yòng 不用)		不用	bù yòng	不 限 定	不限定	pu²⁴xan²¹tin²¹	pu²⁴xan²¹tin²¹	p u ²⁴ x a n ²¹ t i n ²¹	3389	21 949 950		BeijingDaxue1964	896	449	1	p u - ²⁴ + x a n ²¹ + t i - n ²¹
35262	Nanchang	nanc1254	gan	need not (bù yòng 不用)		不用	bù yòng	用 不 著	用不著	iuŋ³¹pət⁵tsʰɔk⁵	iuŋ³¹pət⁵tsʰɔk⁵	i u ŋ ³¹ p ə t ⁵ tsʰ ɔ k ⁵	3390	945 21 104		BeijingDaxue1964	896	449	1	- i u ŋ ³¹ + p ə t ⁵ + tsʰ ɔ - k ⁵
8323	Beijing	beij1234	cmn	needle (zhēn 針)	1382	針	zhēn	針	針	tʂən⁵⁵	tʂən⁵⁵	ʈʂ ə n ⁵⁵	3391	845		BeijingDaxue1964	293	147	1	ʈʂ ə - - n ⁵⁵
8324	Jinan	jina1245	cmn	needle (zhēn 針)	1382	針	zhēn	針	針	tʂẽ²¹³	tʂẽ²¹³	ʈʂ ẽ ∼ ²¹³	3391	845		BeijingDaxue1964	293	147	1	ʈʂ ẽ - - ∼ ²¹³
8325	Shenyang	shen1252	cmn	needle (zhēn 針)	1382	針	zhēn	針	針	tsən³³	tsən³³	ts ə n ³³	3391	845		BeijingDaxue1964	293	147	1	ts ə - - n ³³
8326	Xi_an	xian1253	cmn	needle (zhēn 針)	1382	針	zhēn	針	針	tʂẽ²¹	tʂẽ²¹	ʈʂ ẽ ∼ ²¹	3391	845		BeijingDaxue1964	293	147	1	ʈʂ ẽ - - ∼ ²¹
8327	Chengdu	chen1267	cmn	needle (zhēn 針)	1382	針	zhēn	針	針	tsən⁴⁴	tsən⁴⁴	ts ə n ⁴⁴	3391	845		BeijingDaxue1964	293	147	1	ts ə - - n ⁴⁴
8328	Kunming	kunm1234	cmn	needle (zhēn 針)	1382	針	zhēn	針	針	tʂə̃⁴⁴	tʂə̃⁴⁴	ʈʂ ə̃ ∼ ⁴⁴	3391	845		BeijingDaxue1964	293	147	1	ʈʂ ə̃ - - ∼ ⁴⁴
8329	Hefei	hefe1234	cmn	needle (zhēn 針)	1382	針	zhēn	針	針	tʂən²¹²	tʂən²¹²	ʈʂ ə n ²¹²	3391	845		BeijingDaxue1964	293	147	1	ʈʂ ə - - n ²¹²
8330	Yangzhou	yang1306	cmn	needle (zhēn 針)	1382	針	zhēn	針	針	tsəŋ³¹	tsəŋ³¹	ts ə ŋ ³¹	3391	845		BeijingDaxue1964	293	147	1	ts ə - - ŋ ³¹
8331	Suzhou	suzh1234	wuu	needle (zhēn 針)	1382	針	zhēn	針	針	tsən⁴⁴	tsən⁴⁴	ts ə n ⁴⁴	3391	845		BeijingDaxue1964	293	147	1	ts ə - - n ⁴⁴
8332	Suzhou	suzh1234	wuu	needle (zhēn 針)	1382	針	zhēn	引 綫	引綫	in³¹₂₂siɪ⁵¹³₄₄	in³¹₂₂siɪ⁵¹³₄₄	i n ²²/³¹ s i ɪ ⁴⁴/⁵¹³	3392	1252 922	[2]	BeijingDaxue1964	293	147	2	- i n ²²/³¹ + s i - ɪ - ⁴⁴/⁵¹³
8333	Wenzhou	ouji1238	(wuu)	needle (zhēn 針)	1382	針	zhēn	針	針	tsaŋ⁴⁴	tsaŋ⁴⁴	ts a ŋ ⁴⁴	3391	845		BeijingDaxue1964	293	147	1	ts a - - ŋ ⁴⁴
8334	Changsha	chan1326	hsn	needle (zhēn 針)	1382	針	zhēn	針	針	tsən³³	tsən³³	ts ə n ³³	3391	845		BeijingDaxue1964	293	147	1	ts ə - - n ³³
8335	Nanchang	nanc1254	gan	needle (zhēn 針)	1382	針	zhēn	針	針	tsən⁴²	tsən⁴²	ts ə n ⁴²	3391	845		BeijingDaxue1964	293	147	1	ts ə - - n ⁴²
8336	Meixian	yuet1238	hak	needle (zhēn 針)	1382	針	zhēn	針	針	tsəm⁴⁴	tsəm⁴⁴	ts ə m ⁴⁴	3391	845		BeijingDaxue1964	293	147	1	ts ə - - m ⁴⁴
8337	Guangzhou	guan1279	yue	needle (zhēn 針)	1382	針	zhēn	針	針	tʃɐm⁵³	tʃɐm⁵³	tʃ ɐ m ⁵³	3391	845		BeijingDaxue1964	293	147	1	tʃ ɐ - - m ⁵³
8338	Yangjiang	yang1307	yue	needle (zhēn 針)	1382	針	zhēn	針	針	tʃɐm³³	tʃɐm³³	tʃ ɐ m ³³	3391	845		BeijingDaxue1964	293	147	1	tʃ ɐ - - m ³³
8339	Xiamen	xiam1236	nan	needle (zhēn 針)	1382	針	zhēn	針	針	tsiam⁵⁵	tsiam⁵⁵	ts i a m ⁵⁵	3391	845		BeijingDaxue1964	293	147	1	ts i - a m ⁵⁵
8340	Chaozhou	chao1238	nan	needle (zhēn 針)	1382	針	zhēn	針	針	tsam³³	tsam³³	ts a m ³³	3391	845		BeijingDaxue1964	293	147	1	ts a - - m ³³
