ID	DOCULECT	CONCEPT	HANZI	ENTRY_IN_SOURCE	BEIDA_ID	IPA	TOKENS_OLD	SEGMENTS	NOTE	BENZI	COGIDS
23748	Jinan	shī-zǐ 64	獅子	ʂʅ²¹³tsʅ⁰	64	ʂʅ²¹³tsʅ⁰	ʂ ʅ ²¹³ ts ʅ ⁰	ʂ ʅ ²¹³ ts ʅ ⁰		獅子	2666 70
23749	Shenyang	shī-zǐ 64	獅子	sɿ³³tsɿ⁰	64	sɿ³³tsɿ⁰	s ɿ ³³ ts ɿ ⁰	s ɿ ³³ ts ɿ ⁰		獅子	2666 70
23750	Xi_an	shī-zǐ 64	獅子	sɿ²¹tsɿ⁰	64	sɿ²¹tsɿ⁰	s ɿ ²¹ ts ɿ ⁰	s ɿ ²¹ ts ɿ ⁰		獅子	2666 70
23751	Chengdu	shī-zǐ 64	獅子	sɿ⁴⁴tsɿ⁵³	64	sɿ⁴⁴tsɿ⁵³	s ɿ ⁴⁴ ts ɿ ⁵³	s ɿ ⁴⁴ ts ɿ ⁵³		獅子	2666 70
23753	Hefei	shī-zǐ 64	獅子	sɿ²¹²tsə⁰	64	sɿ²¹²tsə⁰	s ɿ ²¹² ts ə ⁰	s ɿ ²¹² ts ə ⁰		獅子	2666 70
23754	Yangzhou	shī-zǐ 64	獅子	sɿ³¹tsɛ⁰	64	sɿ³¹tsɛ⁰	s ɿ ³¹ ts ɛ ⁰	s ɿ ³¹ ts ɛ ⁰		獅子	2666 70
23755	Suzhou	shī-zǐ 64	獅子	sɿ⁴⁴tsɿ⁴¹₂₁	64	sɿ⁴⁴tsɿ⁴¹₂₁	s ɿ ⁴⁴ ts ɿ ⁴¹₂₁	s ɿ ⁴⁴ ts ɿ ²¹/⁴¹		獅子	2666 70
23756	Wenzhou	shī-zǐ 64	摔 子	*sai²³tsɿ⁴⁵	64	sai²³tsɿ⁴⁵	s a i ²³ ts ɿ ⁴⁵	s a i ²³ ts ɿ ⁴⁵	[*]	摔子	2475 70
23757	Changsha	shī-zǐ 64	獅子	sɿ³³tsɿ⁰	64	sɿ³³tsɿ⁰	s ɿ ³³ ts ɿ ⁰	s ɿ ³³ ts ɿ ⁰		獅子	2666 70
23758	Nanchang	shī-zǐ 64	獅子	sɿ⁴²tsɿ⁰	64	sɿ⁴²tsɿ⁰	s ɿ ⁴² ts ɿ ⁰	s ɿ ⁴² ts ɿ ⁰		獅子	2666 70
23759	Meixian	shī-zǐ 64	獅□	sɿ⁴⁴ɛ⁰	64	sɿ⁴⁴ɛ⁰	s ɿ ⁴⁴ ɛ ⁰	s ɿ ⁴⁴ ɛ ⁰		獅囗	2666 2667
23760	Guangzhou	shī-zǐ 64	獅子	ʃi⁵³tʃi³⁵	64	ʃi⁵³tʃi³⁵	ʃ i ⁵³ tʃ i ³⁵	ʃ i ⁵³ tʃ i ³⁵		獅子	2666 70
23761	Yangjiang	shī-zǐ 64	獅子	ʃi³³tʃei²¹	64	ʃi³³tʃei²¹	ʃ i ³³ tʃ e i ²¹	ʃ i ³³ tʃ e i ²¹		獅子	2666 70
23762	Xiamen	shī-zǐ 64	獅	sai⁵⁵	64	sai⁵⁵	s a i ⁵⁵	s a i ⁵⁵		獅	2666
23763	Chaozhou	shī-zǐ 64	獅	sai³³	64	sai³³	s a i ³³	s a i ³³		獅	2666
23764	Fuzhou	shī-zǐ 64	獅	sai⁴⁴	64	sai⁴⁴	s a i ⁴⁴	s a i ⁴⁴		獅	2666
22119	Beijing	shōu-shí 605	拾掇	ʂʅ³⁵kuo⁰	605	ʂʅ³⁵kuo⁰	ʂ ʅ ³⁵ k u o ⁰	ʂ ʅ ³⁵ k u o ⁰		拾掇	1338 608
22120	Beijing	shōu-shí 605	歸置	[2] kuei⁵⁵tʂʅ⁰	605	kuei⁵⁵tʂʅ⁰	k u e i ⁵⁵ tʂ ʅ ⁰	k u e i ⁵⁵ ʈʂ ʅ ⁰	[2]	歸置	1014 2668
22121	Jinan	shōu-shí 605	拾掇	ʂʅ⁴²tuə⁰	605	ʂʅ⁴²tuə⁰	ʂ ʅ ⁴² t u ə ⁰	ʂ ʅ ⁴² t u ə ⁰		拾掇	1338 608
22122	Jinan	shōu-shí 605	紮裹	[2] tʂa²¹³kuə⁰	605	tʂa²¹³kuə⁰	tʂ a ²¹³ k u ə ⁰	ʈʂ a ²¹³ k u ə ⁰	[2]	紮裹	1143 939
22123	Shenyang	shōu-shí 605	拾掇	sๅ³⁵tuə⁰	605	sๅ³⁵tuə⁰	s ๅ ³⁵ t u ə ⁰	s ɿ ³⁵ t u ə ⁰		拾掇	1338 608
22124	Shenyang	shōu-shí 605	收拾	[2] sou³³sๅ⁰	605	sou³³sๅ⁰	s o u ³³ s ๅ ⁰	s o u ³³ s ɿ ⁰	[2]	收拾	1417 1338
22125	Xi_an	shōu-shí 605	收拾	ʂou²¹ʂʅ⁰	605	ʂou²¹ʂʅ⁰	ʂ o u ²¹ ʂ ʅ ⁰	ʂ o u ²¹ ʂ ʅ ⁰		收拾	1417 1338
22126	Xi_an	shōu-shí 605	拾掇	[2] ʂʅ²⁴tuo⁰❷	605	ʂʅ²⁴tuo⁰❷	ʂ ʅ ²⁴ t u o ⁰ ❷	ʂ ʅ ²⁴ t u o ⁰	[2]	拾掇	1338 608
22127	Chengdu	shōu-shí 605	收拾	səu⁵¹sๅ³¹	605	səu⁵¹sๅ³¹	s ə u ⁵¹ s ๅ ³¹	s ə u ⁴⁴ s ɿ ³¹		收拾	1417 1338
22128	Chengdu	shōu-shí 605	修	[2] ɕiəu⁴⁴	605	ɕiəu⁴⁴	ɕ i ə u ⁴⁴	ɕ i ə u ⁴⁴	[2]	修	2669
22129	Chengdu	shōu-shí 605	整	[3] tsən⁵³	605	tsən⁵³	ts ə n ⁵³	ts ə n ⁵³	[3]	整	2670
22130	Kunming	shōu-shí 605	收檢	ʂəu⁴⁴tɕiɛ⁵³	605	ʂəu⁴⁴tɕiɛ⁵³	ʂ ə u ⁴⁴ tɕ i ɛ ⁵³	ʂ ə u ⁴⁴ tɕ i ɛ ⁵³		收檢	1417 2671
22131	Kunming	shōu-shí 605	整	[2] tʂə̃⁵³❷	605	tʂə̃⁵³❷	tʂ ə̃ ∼ ⁵³ ❷	ʈʂ ə̃ ∼ ⁵³	[2]	整	2670
22132	Hefei	shōu-shí 605	拾掇	ʂəʔ⁴tʊ⁰	605	ʂəʔ⁴tʊ⁰	ʂ ə ʔ ⁴ t ʊ ⁰	ʂ ə ʔ ⁴ t ʊ ⁰		拾掇	1338 608
22133	Yangzhou	shōu-shí 605	收拾	sɤɯ³¹səʔ⁴	605	sɤɯ³¹səʔ⁴	s ɤ ɯ ³¹ s ə ʔ ⁴	s ɤ ɯ ³¹ s ə ʔ ⁴		收拾	1417 1338
22134	Yangzhou	shōu-shí 605	順	[2] suəŋ³⁴	605	suəŋ³⁴	s u ə ŋ ³⁴	s u ə ŋ ³⁴	[2]	順	2607
22135	Yangzhou	shōu-shí 605	修	[3] ɕiɤɯ³¹➍	605	ɕiɤɯ³¹➍	ɕ i ɤ ɯ ³¹ ➍	ɕ i ɤ ɯ ³¹	[3]	修	2669
22136	Suzhou	shōu-shí 605	收作	sʏ⁴⁴tsoʔ⁴₂₁	605	sʏ⁴⁴tsoʔ⁴₂₁	s ʏ ⁴⁴ ts o ʔ ⁴₂₁	s ʏ ⁴⁴ ts o ʔ ²¹/⁴		收作	1417 1113
22137	Wenzhou	shōu-shí 605	經理	tɕiaŋ⁴⁴lei²⁴	605	tɕiaŋ⁴⁴lei²⁴	tɕ i a ŋ ⁴⁴ l e i ²⁴	tɕ i a ŋ ⁴⁴ l e i ²⁴		經理	1512 1869
22138	Wenzhou	shōu-shí 605	修	[2] ɕiu⁴⁴❷	605	ɕiu⁴⁴❷	ɕ i u ⁴⁴ ❷	ɕ i u ⁴⁴	[2]	修	2669
22139	Changsha	shōu-shí 605	收拾	səu³³sๅ²⁴	605	səu³³sๅ²⁴	s ə u ³³ s ๅ ²⁴	s ə u ³³ s ɿ ²⁴		收拾	1417 1338
22140	Changsha	shōu-shí 605	修理	[2] ɕiəu³³li⁴¹❷	605	ɕiəu³³li⁴¹❷	ɕ i ə u ³³ l i ⁴¹ ❷	ɕ i ə u ³³ l i ⁴¹	[2]	修理	2669 1869
22141	Nanchang	shōu-shí 605	收檢	səu⁴²tɕiɛn²¹³	605	səu⁴²tɕiɛn²¹³	s ə u ⁴² tɕ i ɛ n ²¹³	s ə u ⁴² tɕ i ɛ n ²¹³		收檢	1417 2671
22142	Nanchang	shōu-shí 605	收整	[2] səu⁴²tsaŋ²¹³❷	605	səu⁴²tsaŋ²¹³❷	s ə u ⁴² ts a ŋ ²¹³ ❷	s ə u ⁴² ts a ŋ ²¹³	[2]	收整	1417 2670
22143	Meixian	shōu-shí 605	檢秋	*kiam³¹tsʰiu⁴⁴	605	kiam³¹tsʰiu⁴⁴	k i a m ³¹ tsʰ i u ⁴⁴	k i a m ³¹ tsʰ i u ⁴⁴	[*]	檢秋	2671 2407
22144	Meixian	shōu-shí 605	收拾	[2] su⁴⁴səp⁴	605	su⁴⁴səp⁴	s u ⁴⁴ s ə p ⁴	s u ⁴⁴ s ə p ⁴	[2]	收拾	1417 1338
22145	Meixian	shōu-shí 605	整	[3] tsaŋ³¹❺	605	tsaŋ³¹❺	ts a ŋ ³¹ ❺	ts a ŋ ³¹	[3]	整	2670
22146	Guangzhou	shōu-shí 605	執拾	tʃɐp⁵ʃɐp²	605	tʃɐp⁵ʃɐp²	tʃ ɐ p ⁵ ʃ ɐ p ²	tʃ ɐ p ⁵ ʃ ɐ p ²		執拾	2000 1338
22147	Guangzhou	shōu-shí 605	整	[2] tʃɪŋ³⁵❷	605	tʃɪŋ³⁵❷	tʃ ɪ ŋ ³⁵ ❷	tʃ ɪ ŋ ³⁵	[2]	整	2670
22148	Yangjiang	shōu-shí 605	執	tʃɐp²⁴	605	tʃɐp²⁴	tʃ ɐ p ²⁴	tʃ ɐ p ²⁴		執	2000
22149	Yangjiang	shōu-shí 605	整	[2] tʃɪŋ²¹❷	605	tʃɪŋ²¹❷	tʃ ɪ ŋ ²¹ ❷	tʃ ɪ ŋ ²¹	[2]	整	2670
22150	Xiamen	shōu-shí 605	收拾	siu⁵⁵₃₃sip⁵	605	siu⁵⁵₃₃sip⁵	s i u ⁵⁵₃₃ s i p ⁵	s i u ³³/⁵⁵ s i p ⁵		收拾	1417 1338
22151	Xiamen	shōu-shí 605	款	[2] *kʰuan⁵¹	605	kʰuan⁵¹	kʰ u a n ⁵¹	kʰ u a n ⁵¹	[2][*]	款	41
22152	Xiamen	shōu-shí 605	打疊	[3] tã⁵¹₅₅tiap⁵❺	605	tã⁵¹₅₅tiap⁵❺	t ã ∼ ⁵¹₅₅ t i a p ⁵ ❺	t ã ∼ ⁵⁵/⁵¹ t i a p ⁵	[3]	打疊	446 584
22153	Chaozhou	shōu-shí 605	收拾	siu³³₂₃sip⁴	605	siu³³₂₃sip⁴	s i u ³³₂₃ s i p ⁴	s i u ²³/³³ s i p ⁴		收拾	1417 1338
22154	Chaozhou	shōu-shí 605	打揲	[2] ta⁵³₂₄tiap⁴	605	ta⁵³₂₄tiap⁴	t a ⁵³₂₄ t i a p ⁴	t a ²⁴/⁵³ t i a p ⁴	[2]	打揲	446 2672
22155	Chaozhou	shōu-shí 605	事理	[3] sๅ¹¹₁₂li⁵³➍	605	sๅ¹¹₁₂li⁵³➍	s ๅ ¹¹₁₂ l i ⁵³ ➍	s ɿ ¹²/¹¹ l i ⁵³	[3]	事理	792 1869
22156	Fuzhou	shōu-shí 605	!	kʰa⁴⁴(kʰaʔ²³)sauʔ²³	605	kʰa⁴⁴sauʔ²³	kʰ a ⁴⁴ s a u ʔ ²³	kʰ a ⁴⁴ s a u ʔ ²³		囗囗	2673 2674
11237	Beijing	shū 361	書	ʂu⁵⁵	361	ʂu⁵⁵	ʂ u ⁵⁵	ʂ u ⁵⁵		書	2675
11238	Jinan	shū 361	書	ʂu²¹³	361	ʂu²¹³	ʂ u ²¹³	ʂ u ²¹³		書	2675
11239	Shenyang	shū 361	書	su³³	361	su³³	s u ³³	s u ³³		書	2675
11240	Xi_an	shū 361	書	fu²¹	361	fu²¹	f u ²¹	f u ²¹		書	2675
11241	Chengdu	shū 361	書	su⁴⁴	361	su⁴⁴	s u ⁴⁴	s u ⁴⁴		書	2675
11242	Kunming	shū 361	書	ʂu⁴⁴	361	ʂu⁴⁴	ʂ u ⁴⁴	ʂ u ⁴⁴		書	2675
11243	Hefei	shū 361	書	ʂu²¹²	361	ʂu²¹²	ʂ u ²¹²	ʂ u ²¹²		書	2675
11244	Yangzhou	shū 361	書	su³¹	361	su³¹	s u ³¹	s u ³¹		書	2675
11245	Suzhou	shū 361	書	sʮ⁴⁴	361	sʮ⁴⁴	s ʮ ⁴⁴	s ʮ ⁴⁴		書	2675
11246	Wenzhou	shū 361	書	sɿ⁴⁴	361	sɿ⁴⁴	s ɿ ⁴⁴	s ɿ ⁴⁴		書	2675
11247	Changsha	shū 361	書	ɕy³³	361	ɕy³³	ɕ y ³³	ɕ y ³³		書	2675
11248	Nanchang	shū 361	書	ɕy⁴²	361	ɕy⁴²	ɕ y ⁴²	ɕ y ⁴²		書	2675
11249	Meixian	shū 361	書	su⁴⁴	361	su⁴⁴	s u ⁴⁴	s u ⁴⁴		書	2675
11250	Guangzhou	shū 361	書	ʃy⁵³	361	ʃy⁵³	ʃ y ⁵³	ʃ y ⁵³		書	2675
11251	Yangjiang	shū 361	書	ʃi³³	361	ʃi³³	ʃ i ³³	ʃ i ³³		書	2675
11252	Xiamen	shū 361	冊	tsʰeʔ³²	361	tsʰeʔ³²	tsʰ e ʔ ³²	tsʰ e ʔ ³²		冊	2676
11253	Chaozhou	shū 361	書	tsɿ³³	361	tsɿ³³	ts ɿ ³³	ts ɿ ³³		書	2675
11254	Fuzhou	shū 361	書	tsy⁴⁴	361	tsy⁴⁴	ts y ⁴⁴	ts y ⁴⁴		書	2675
24111	Chaozhou	shū 648	輸	su³³	648	su³³	s u ³³	s u ³³		輸	1827
24095	Beijing	shū 648	輸	ʂu⁵⁵	648	ʂu⁵⁵	ʂ u ⁵⁵	ʂ u ⁵⁵		輸	1827
24096	Jinan	shū 648	輸	ʂu²¹³	648	ʂu²¹³	ʂ u ²¹³	ʂ u ²¹³		輸	1827
24097	Shenyang	shū 648	輸	su³³	648	su³³	s u ³³	s u ³³		輸	1827
24098	Xi_an	shū 648	輸	fu²¹	648	fu²¹	f u ²¹	f u ²¹		輸	1827
24099	Chengdu	shū 648	輸	su⁴⁴	648	su⁴⁴	s u ⁴⁴	s u ⁴⁴		輸	1827
24100	Kunming	shū 648	輸	ʂu⁴⁴	648	ʂu⁴⁴	ʂ u ⁴⁴	ʂ u ⁴⁴		輸	1827
24101	Hefei	shū 648	輸	ʂu²¹²	648	ʂu²¹²	ʂ u ²¹²	ʂ u ²¹²		輸	1827
24102	Yangzhou	shū 648	輸	su³¹	648	su³¹	s u ³¹	s u ³¹		輸	1827
24103	Suzhou	shū 648	輸	sʮ⁴⁴	648	sʮ⁴⁴	s ʮ ⁴⁴	s ʮ ⁴⁴		輸	1827
24104	Wenzhou	shū 648	輸	sๅ⁴⁴	648	sๅ⁴⁴	s ๅ ⁴⁴	s ɿ ⁴⁴		輸	1827
24105	Changsha	shū 648	輸	ɕy³³	648	ɕy³³	ɕ y ³³	ɕ y ³³		輸	1827
24106	Nanchang	shū 648	輸	ɕy⁴²	648	ɕy⁴²	ɕ y ⁴²	ɕ y ⁴²		輸	1827
24107	Meixian	shū 648	輸	su⁴⁴	648	su⁴⁴	s u ⁴⁴	s u ⁴⁴		輸	1827
24108	Guangzhou	shū 648	輸	ʃy⁵³	648	ʃy⁵³	ʃ y ⁵³	ʃ y ⁵³		輸	1827
24109	Yangjiang	shū 648	輸	ʃi³³	648	ʃi³³	ʃ i ³³	ʃ i ³³		輸	1827
24110	Xiamen	shū 648	輸	su⁵⁵	648	su⁵⁵	s u ⁵⁵	s u ⁵⁵		輸	1827
24112	Fuzhou	shū 648	輸	suɔ⁴⁴	648	suɔ⁴⁴	s u ɔ ⁴⁴	s u ɔ ⁴⁴		輸	1827
2351	Beijing	shū-cài 153	靑菜	tɕʰiŋ⁵⁵tsʰai⁵¹	153	tɕʰiŋ⁵⁵tsʰai⁵¹	tɕʰ i ŋ ⁵⁵ tsʰ a i ⁵¹	tɕʰ i ŋ ⁵⁵ tsʰ a i ⁵¹		靑菜	523 474
2352	Jinan	shū-cài 153	靑菜	tɕʰiŋ²¹³tsʰɛ²¹	153	tɕʰiŋ²¹³tsʰɛ²¹	tɕʰ i ŋ ²¹³ tsʰ ɛ ²¹	tɕʰ i ŋ ²¹³ tsʰ ɛ ²¹		靑菜	523 474
2353	Shenyang	shū-cài 153	靑菜	tɕʰiŋ³³tsʰai⁴¹	153	tɕʰiŋ³³tsʰai⁴¹	tɕʰ i ŋ ³³ tsʰ a i ⁴¹	tɕʰ i ŋ ³³ tsʰ a i ⁴¹		靑菜	523 474
2354	Xi_an	shū-cài 153	菜	tsʰæ⁴⁵	153	tsʰæ⁴⁵	tsʰ æ ⁴⁵	tsʰ æ ⁴⁵		菜	474
2355	Chengdu	shū-cài 153	小菜	ɕiau⁵³tsʰai¹³	153	ɕiau⁵³tsʰai¹³	ɕ i a u ⁵³ tsʰ a i ¹³	ɕ i a u ⁵³ tsʰ a i ¹³		小菜	475 474
2356	Kunming	shū-cài 153	小菜	ɕiau⁵³tsʰɛ¹³	153	ɕiau⁵³tsʰɛ¹³	ɕ i a u ⁵³ tsʰ ɛ ¹³	ɕ i a u ⁵³ tsʰ ɛ ¹³		小菜	475 474
2357	Hefei	shū-cài 153	靑菜	tɕʰin²¹²tsʰɛ⁵³	153	tɕʰin²¹²tsʰɛ⁵³	tɕʰ i n ²¹² tsʰ ɛ ⁵³	tɕʰ i n ²¹² tsʰ ᴇ ⁵³		靑菜	523 474
2358	Yangzhou	shū-cài 153	菜蔬	tsʰɛ⁵⁵su⁵⁵	153	tsʰɛ⁵⁵su⁵⁵	tsʰ ɛ ⁵⁵ s u ⁵⁵	tsʰ ɛ ⁵⁵ s u ⁵⁵		菜蔬	474 2677
2359	Suzhou	shū-cài 153	蔬菜	səu⁵¹³₄₄tsʰɛ⁵¹³₂₁	153	səu⁵¹³₄₄tsʰɛ⁵¹³₂₁	s ə u ⁵¹³₄₄ tsʰ ɛ ⁵¹³₂₁	s ə u ⁴⁴/⁵¹³ tsʰ ᴇ ²¹/⁵¹³		蔬菜	2677 474
2360	Wenzhou	shū-cài 153	菜	tsʰɛ⁴²	153	tsʰɛ⁴²	tsʰ ɛ ⁴²	tsʰ ɛ ⁴²		菜	474
2361	Changsha	shū-cài 153	菜	tsʰai⁵⁵	153	tsʰai⁵⁵	tsʰ a i ⁵⁵	tsʰ a i ⁵⁵		菜	474
2362	Nanchang	shū-cài 153	靑菜	tɕʰiaŋ⁴²tsʰai²¹³	153	tɕʰiaŋ⁴²tsʰai²¹³	tɕʰ i a ŋ ⁴² tsʰ a i ²¹³	tɕʰ i a ŋ ⁴² tsʰ a i ²¹³		靑菜	523 474
2363	Meixian	shū-cài 153	靑菜	tsʰiaŋ⁴⁴tsʰɔi⁴²	153	tsʰiaŋ⁴⁴tsʰɔi⁴²	tsʰ i a ŋ ⁴⁴ tsʰ ɔ i ⁴²	tsʰ i a ŋ ⁴⁴ tsʰ ɔ i ⁴²		靑菜	523 474
2364	Guangzhou	shū-cài 153	菜	tʃʰɔi³³	153	tʃʰɔi³³	tʃʰ ɔ i ³³	tʃʰ ɔ i ³³		菜	474
2365	Yangjiang	shū-cài 153	菜	tʃʰɔi²⁴	153	tʃʰɔi²⁴	tʃʰ ɔ i ²⁴	tʃʰ ɔ i ²⁴		菜	474
2366	Xiamen	shū-cài 153	菜	tsʰai¹¹	153	tsʰai¹¹	tsʰ a i ¹¹	tsʰ a i ¹¹		菜	474
2368	Chaozhou	shū-cài 153	靑菜	tsʰẽ³³₂₃tsʰai²¹³	153	tsʰẽ³³₂₃tsʰai²¹³	tsʰ ẽ ∼ ³³₂₃ tsʰ a i ²¹³	tsʰ ẽ ∼ ²³/³³ tsʰ a i ²¹³		靑菜	523 474
2369	Fuzhou	shū-cài 153	菜	tsʰai²¹³	153	tsʰai²¹³	tsʰ a i ²¹³	tsʰ a i ²¹³		菜	474
2367	Xiamen	shū-cài 153	菜蔬	[2] tsʰai¹¹₅₁sue⁵⁵	153	tsʰai¹¹₅₁sue⁵⁵	tsʰ a i ¹¹₅₁ s u e ⁵⁵	tsʰ a i ⁵¹/¹¹ s u e ⁵⁵	[2]	菜蔬	474 2677
29569	Fuzhou	shū-fú 772	舒暢	tsʰy⁴⁴₅₂luɔŋ²¹³(tʰ-)	772	tsʰy⁴⁴₅₂luɔŋ²¹³	tsʰ y ⁴⁴₅₂ l u ɔ ŋ ²¹³	tsʰ y ⁵²/⁴⁴ l u ɔ ŋ ²¹³		舒暢	2678 2679
29548	Shenyang	shū-fú 772	如 作	[2] **y³³tsuə⁰	772	y³³tsuə⁰	y ³³ ts u ə ⁰	y ³³ ts u ə ⁰	[2][*]	如作	2390 1113
29563	Guangzhou	shū-fú 772	自在	[2] tʃi²²tʃɔi²²	772	tʃi²²tʃɔi²²	tʃ i ²² tʃ ɔ i ²²	tʃ i ²² tʃ ɔ i ²²	[2]	自在	342 2204
29545	Beijing	shū-fú 772	舒坦	ʂu⁵⁵tʰan⁰	772	ʂu⁵⁵tʰan⁰	ʂ u ⁵⁵ tʰ a n ⁰	ʂ u ⁵⁵ tʰ a n ⁰		舒坦	2678 2680
29546	Jinan	shū-fú 772	舒坦	ʂu²¹³tʰæ̃⁰	772	ʂu²¹³tʰæ̃⁰	ʂ u ²¹³ tʰ æ̃ ∼ ⁰	ʂ u ²¹³ tʰ æ̃ ∼ ⁰		舒坦	2678 2680
29547	Shenyang	shū-fú 772	舒坦	su³³tʰan⁰	772	su³³tʰan⁰	s u ³³ tʰ a n ⁰	s u ³³ tʰ a n ⁰		舒坦	2678 2680
29549	Xi_an	shū-fú 772	舒服	sou²¹fu⁰	772	sou²¹fu⁰	s o u ²¹ f u ⁰	s o u ²¹ f u ⁰		舒服	2678 2681
29550	Chengdu	shū-fú 772	舒服	su⁴⁴fu³¹	772	su⁴⁴fu³¹	s u ⁴⁴ f u ³¹	s u ⁴⁴ f u ³¹		舒服	2678 2681
29551	Chengdu	shū-fú 772	安逸	[2] ŋan⁴⁴i³¹	772	ŋan⁴⁴i³¹	ŋ a n ⁴⁴ i ³¹	ŋ a n ⁴⁴ i ³¹	[2]	安逸	2682 2683
29552	Kunming	shū-fú 772	舒服	ʂu⁴⁴fu³¹	772	ʂu⁴⁴fu³¹	ʂ u ⁴⁴ f u ³¹	ʂ u ⁴⁴ f u ³¹		舒服	2678 2681
29553	Hefei	shū-fú 772	伸坦	ʂən²¹²tʰæ̃⁰	772	ʂən²¹²tʰæ̃⁰	ʂ ə n ²¹² tʰ æ̃ ∼ ⁰	ʂ ə n ²¹² tʰ æ̃ ∼ ⁰		伸坦	2684 2680
29554	Yangzhou	shū-fú 772	好過	xɔ⁴²ko⁵⁵	772	xɔ⁴²ko⁵⁵	x ɔ ⁴² k o ⁵⁵	x ɔ ⁴² k o ⁵⁵		好過	27 229
29555	Suzhou	shū-fú 772	適意	sɤʔ⁴i⁵¹³	772	sɤʔ⁴i⁵¹³	s ɤ ʔ ⁴ i ⁵¹³	s ɤ ʔ ⁴ i ⁵¹³		適意	2685 1202
29556	Wenzhou	shū-fú 772	好過	hɜ⁴⁵ku⁴²	772	hɜ⁴⁵ku⁴²	h ɜ ⁴⁵ k u ⁴²	h ɜ ⁴⁵ k u ⁴²		好過	27 229
29557	Wenzhou	shū-fú 772	爽	[2] suɔ⁴⁵	772	suɔ⁴⁵	s u ɔ ⁴⁵	s u ɔ ⁴⁵	[2]	爽	1118
29558	Changsha	shū-fú 772	好過	xau⁴¹ko⁵⁵	772	xau⁴¹ko⁵⁵	x a u ⁴¹ k o ⁵⁵	x a u ⁴¹ k o ⁵⁵		好過	27 229
29559	Nanchang	shū-fú 772	舒服	ɕy⁴²fuk⁵	772	ɕy⁴²fuk⁵	ɕ y ⁴² f u k ⁵	ɕ y ⁴² f u k ⁵		舒服	2678 2681
29560	Meixian	shū-fú 772	舒服	su⁴⁴fuk⁴	772	su⁴⁴fuk⁴	s u ⁴⁴ f u k ⁴	s u ⁴⁴ f u k ⁴		舒服	2678 2681
29561	Meixian	shū-fú 772	快活	[2] kʰuai⁴²fat⁴	772	kʰuai⁴²fat⁴	kʰ u a i ⁴² f a t ⁴	kʰ u a i ⁴² f a t ⁴	[2]	快活	1199 1076
29562	Guangzhou	shū-fú 772	舒服	ʃy⁵³fʊk²	772	ʃy⁵³fʊk²	ʃ y ⁵³ f ʊ k ²	ʃ y ⁵³ f ʊ k ²		舒服	2678 2681
29564	Yangjiang	shū-fú 772	自在	tʃei⁴⁵⁴tʃɔi⁴⁵⁴	772	tʃei⁴⁵⁴tʃɔi⁴⁵⁴	tʃ e i ⁴⁵⁴ tʃ ɔ i ⁴⁵⁴	tʃ e i ⁴⁵⁴ tʃ ɔ i ⁴⁵⁴		自在	342 2204
29565	Xiamen	shū-fú 772	舒服	su⁵⁵₃₃hɔk⁵	772	su⁵⁵₃₃hɔk⁵	s u ⁵⁵₃₃ h ɔ k ⁵	s u ³³/⁵⁵ h ɔ k ⁵		舒服	2678 2681
29566	Xiamen	shū-fú 772	暢	[2] tʰiɔŋ⁵¹	772	tʰiɔŋ⁵¹	tʰ i ɔ ŋ ⁵¹	tʰ i ɔ ŋ ⁵¹	[2]	暢	2679
29567	Chaozhou	shū-fú 772	舒服	su³³₂₃huk⁴	772	su³³₂₃huk⁴	s u ³³₂₃ h u k ⁴	s u ²³/³³ h u k ⁴		舒服	2678 2681
29568	Chaozhou	shū-fú 772	快活	[2] kʰũã²¹³₅₃uaʔ⁴	772	kʰũã²¹³₅₃uaʔ⁴	kʰ ũ ã ∼ ²¹³₅₃ u a ʔ ⁴	kʰ ũ ã ∼ ⁵³/²¹³ u a ʔ ⁴	[2]	快活	1199 1076
29570	Fuzhou	shū-fú 772	透骹	[2] tʰau²¹³₄₄kʰa⁴⁴	772	tʰau²¹³₄₄kʰa⁴⁴	tʰ a u ²¹³₄₄ kʰ a ⁴⁴	tʰ a u ⁴⁴/²¹³ kʰ a ⁴⁴	[2]	透骹	1061 265
14385	Beijing	shū-fǔ 430	叔叔	ʂu⁵⁵ʂu⁰	430	ʂu⁵⁵ʂu⁰	ʂ u ⁵⁵ ʂ u ⁰	ʂ u ⁵⁵ ʂ u ⁰		叔叔	2658 2658
14386	Jinan	shū-fǔ 430	叔叔	ʂu²¹³ʂu⁰	430	ʂu²¹³ʂu⁰	ʂ u ²¹³ ʂ u ⁰	ʂ u ²¹³ ʂ u ⁰		叔叔	2658 2658
14387	Shenyang	shū-fǔ 430	叔叔	su³⁵su⁰	430	su³⁵su⁰	s u ³⁵ s u ⁰	s u ³⁵ s u ⁰		叔叔	2658 2658
14388	Xi_an	shū-fǔ 430	叔叔	fu²¹fu⁰	430	fu²¹fu⁰	f u ²¹ f u ⁰	f u ²¹ f u ⁰		叔叔	2658 2658
14389	Chengdu	shū-fǔ 430	伯兒	pər³¹	430	pər³¹	p ə r ³¹	p */ə ³¹		伯兒	45
14390	Kunming	shū-fǔ 430	叔叔	ʂu³¹ʂu³¹₄₄	430	ʂu³¹ʂu³¹₄₄	ʂ u ³¹ ʂ u ³¹₄₄	ʂ u ³¹ ʂ u ⁴⁴/³¹		叔叔	2658 2658
