ID	CHARACTER_ID	CHARACTER	DOCULECT	PINYIN	READING	FANQIE	RHYME_ID	RHYME_NUMBER	VOLUME	NOTE	SOURCE
13127	w340b1005	菵	Middle_Chinese	wǎng	mĭwaŋ˥	文兩切	s36	三十六	v3	菵草	Zhou1938
13128	w340b1006	誷	Middle_Chinese	wǎng	mĭwaŋ˥	文兩切	s36	三十六	v3	誷誣	Zhou1938
13129	w340b1007	𤣴	Middle_Chinese	wǎng	mĭwaŋ˥	文兩切	s36	三十六	v3	上同	Zhou1938
13130	w340b1008	𦖉	Middle_Chinese	wǎng	mĭwaŋ˥	文兩切	s36	三十六	v3	耳疾	Zhou1938
13131	w340b1009	蛧	Middle_Chinese	wǎng	mĭwaŋ˥	文兩切	s36	三十六	v3	蛧蜽	Zhou1938
13132	w341a0101	魍	Middle_Chinese	wǎng	mĭwaŋ˥	文兩切	s36	三十六	v3	魍魎上同	Zhou1938
13133	w341a0102	昉	Middle_Chinese	fǎng	pĭwaŋ˥	分网切	s36	三十六	v3	明也<fanqie>分网切</fanqie>四	Zhou1938
13134	w341a0103	倣	Middle_Chinese	fǎng	pĭwaŋ˥	分网切	s36	三十六	v3	學也	Zhou1938
13135	w341a0104	放	Middle_Chinese	fǎng	pĭwaŋ˥	分网切	s36	三十六	v3	上同	Zhou1938
13136	w341a0105	瓬	Middle_Chinese	fǎng	pĭwaŋ˥	分网切	s36	三十六	v3	周禮有瓬人爲簋者蓋摶埴之工又音甫	Zhou1938
13137	w341a0106	枉	Middle_Chinese	wǎng	ʔĭwaŋ˥	紆往切	s36	三十六	v3	邪曲也亦姓今虢州有<added_text>之</added_text><fanqie>紆往切</fanqie>四	Zhou1938
13138	w341a0201	𢼟	Middle_Chinese	wǎng	ʔĭwaŋ˥	紆往切	s36	三十六	v3	曲侵	Zhou1938
13139	w341a0202	𣢫	Middle_Chinese	wǎng	ʔĭwaŋ˥	紆往切	s36	三十六	v3	佞人	Zhou1938
13140	w341a0203	汪	Middle_Chinese	wǎng	ʔĭwaŋ˥	紆往切	s36	三十六	v3	汪陶縣在鴈門又烏光切	Zhou1938
13141	w341a0204	往	Middle_Chinese	wǎng	ĭwaŋ˥	于兩切	s36	三十六	v3	之也去也行也至也<fanqie>于兩切</fanqie>二	Zhou1938
13142	w341a0205	暀	Middle_Chinese	wǎng	ĭwaŋ˥	于兩切	s36	三十六	v3	德也是也光也爾雅曰暀暀皇皇美也	Zhou1938
13143	w341a0301	怳	Middle_Chinese	huǎng	xĭwaŋ˥	許昉切	s36	三十六	v3	𢠵怳<fanqie>許昉切</fanqie>二	Zhou1938
13144	w341a0302	𧧢	Middle_Chinese	huǎng	xĭwaŋ˥	許昉切	s36	三十六	v3	夢中言也又火光切	Zhou1938
13145	w341a0303	搶	Middle_Chinese	qiǎng	tsʰĭaŋ˥	七兩切	s36	三十六	v3	<fanqie>七兩切</fanqie>又初兩七羊二切二	Zhou1938
13146	w341a0304	摤	Middle_Chinese	qiǎng	tsʰĭaŋ˥	七兩切	s36	三十六	v3	上同	Zhou1938
13147	w341a0401	長	Middle_Chinese	zhǎng	ţĭaŋ˥	知丈切	s36	三十六	v3	大也又漢複姓晉有長兒魯少事智伯智伯絕之三年其後死智伯之難<fanqie>知丈切</fanqie>又直張切一	Zhou1938
13148	w341a0402	上	Middle_Chinese	shàng	ʑĭaŋ˥	時掌切	s36	三十六	v3	登也升也<fanqie>時掌切</fanqie>又音尚二	Zhou1938
13149	w341a0501	丄	Middle_Chinese	shàng	ʑĭaŋ˥	時掌切	s36	三十六	v3	古文	Zhou1938
13150	w341a0502	俇	Middle_Chinese	guàng	gʰĭwaŋ˥	求往切	s36	三十六	v3	楚詞注云俇俇遑遽皃<fanqie>求往切</fanqie>一	Zhou1938
13151	w341a0503	臩	Middle_Chinese	guǎng	kĭwaŋ˥	俱往切	s36	三十六	v3	說文曰驚走也一曰往來皃<fanqie>俱往切</fanqie>四	Zhou1938
13152	w341a0504	迋	Middle_Chinese	guǎng	kĭwaŋ˥	俱往切	s36	三十六	v3	欺怨	Zhou1938
13153	w341a0601	𠏤	Middle_Chinese	guǎng	kĭwaŋ˥	俱往切	s36	三十六	v3	載器也出埤蒼	Zhou1938
13154	w341a0602	逛	Middle_Chinese	guǎng	kĭwaŋ˥	俱往切	s36	三十六	v3	走皃	Zhou1938
13155	w341a0603	𩦠	Middle_Chinese		bʰĭwaŋ˥	毗養切	s36	三十六	v3	姓也<fanqie>毗養切</fanqie>一	Zhou1938
13156	w341a0604	䫪	Middle_Chinese	shuǎng	ʧʰĭaŋ˥	初丈切	s36	三十六	v3	醜也<fanqie>初丈切</fanqie>二	Zhou1938
13157	w341a0605	傸	Middle_Chinese	shuǎng	ʧʰĭaŋ˥	初丈切	s36	三十六	v3	惡也	Zhou1938
13158	w341a0701	蕩	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	大也又水名出湯隂又姓宋之公族也<fanqie>徒朗切</fanqie>十二	Zhou1938
13159	w341a0702	崵	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	山名漢髙帝隱處	Zhou1938
13160	w341a0703	婸	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	<original_text>滛<rewrite_text>淫</rewrite_text> </original_text>戲皃	Zhou1938
13161	w341a0704	𥯕	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	大竹筩	Zhou1938
13162	w341a0801	潒	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	水大之皃又<original_text>洗<rewrite_text>洸</rewrite_text> </original_text>潒也	Zhou1938
13163	w341a0802	𢠽	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	放？或作婸	Zhou1938
13164	w341a0803	愓	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	不憂	Zhou1938
13165	w341a0804	璗	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	玉名說文曰金之美與玉同色者也	Zhou1938
13166	w341a0805	盪	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	滌盪搖動皃說文曰滌器也又吐浪切	Zhou1938
13167	w341a0901	䑗	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	舂也<original_text>持<rewrite_text>冶</rewrite_text> </original_text>米精也	Zhou1938
13168	w341a0902	簜	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	大竹	Zhou1938
13169	w341a0903	嵣	Middle_Chinese	dàng	dʰɑŋ˥	徒朗切	s37	三十七	v3	嵣㟐山皃	Zhou1938
13170	w341a0904	顙	Middle_Chinese	sǎng	sɑŋ˥	蘇朗切	s37	三十七	v3	頟也<fanqie>蘇朗切</fanqie>四	Zhou1938
13171	w341a0905	𣞙	Middle_Chinese	sǎng	sɑŋ˥	蘇朗切	s37	三十七	v3	鼓？木也	Zhou1938
13172	w341a0906	𣡆	Middle_Chinese	sǎng	sɑŋ˥	蘇朗切	s37	三十七	v3	上同	Zhou1938
13173	w341a1001	磉	Middle_Chinese	sǎng	sɑŋ˥	蘇朗切	s37	三十七	v3	柱下石也	Zhou1938
13174	w341a1002	廣	Middle_Chinese	guǎng	kuɑŋ˥	古晃切	s37	三十七	v3	大也闊也<fanqie>古晃切</fanqie>二	Zhou1938
13175	w341a1003	鄺	Middle_Chinese	guǎng	kuɑŋ˥	古晃切	s37	三十七	v3	姓出廬江	Zhou1938
13176	w341a1004	榜	Middle_Chinese	bǎng	pɑŋ˥	北朗切	s37	三十七	v3	木片<fanqie>北朗切</fanqie>六	Zhou1938
13177	w341a1005	牓	Middle_Chinese	bǎng	pɑŋ˥	北朗切	s37	三十七	v3	題牓	Zhou1938
13178	w341a1006	𣮧	Middle_Chinese	bǎng	pɑŋ˥	北朗切	s37	三十七	v3	毛？罽文	Zhou1938
13179	w341a1007	螃	Middle_Chinese	bǎng	pɑŋ˥	北朗切	s37	三十七	v3	陸居蝦蟆	Zhou1938
13180	w341b0101	蒡	Middle_Chinese	bǎng	pɑŋ˥	北朗切	s37	三十七	v3	牛蒡菜	Zhou1938
13181	w341b0102	䰃	Middle_Chinese	bǎng	pɑŋ˥	北朗切	s37	三十七	v3	䰃？亂毛	Zhou1938
13182	w341b0103	駔	Middle_Chinese	zǎng	tsɑŋ˥	子朗切	s37	三十七	v3	會馬市人又牡馬也<fanqie>子朗切</fanqie>三	Zhou1938
13183	w341b0104	驡	Middle_Chinese	zǎng	tsɑŋ˥	子朗切	s37	三十七	v3	駚驡馬容	Zhou1938
13184	w341b0105	髒	Middle_Chinese	zǎng	tsɑŋ˥	子朗切	s37	三十七	v3	骯髒體盤	Zhou1938
13185	w341b0106	曩	Middle_Chinese	nǎng	nɑŋ˥	奴朗切	s37	三十七	v3	久也<fanqie>奴朗切</fanqie>二	Zhou1938
13186	w341b0201	灢	Middle_Chinese	nǎng	nɑŋ˥	奴朗切	s37	三十七	v3	泱灢水不淨見海賦	Zhou1938
13187	w341b0202	沆	Middle_Chinese	hàng	ɣɑŋ˥	胡朗切	s37	三十七	v3	沆瀣氣也<fanqie>胡朗切</fanqie>六	Zhou1938
13188	w341b0203	骯	Middle_Chinese	hàng	ɣɑŋ˥	胡朗切	s37	三十七	v3	骯髒體盤	Zhou1938
13189	w341b0204	䟘	Middle_Chinese	hàng	ɣɑŋ˥	胡朗切	s37	三十七	v3	伸脛也	Zhou1938
13190	w341b0205	𡕬	Middle_Chinese	hàng	ɣɑŋ˥	胡朗切	s37	三十七	v3	直項之皃	Zhou1938
13191	w341b0206	蚢	Middle_Chinese	hàng	ɣɑŋ˥	胡朗切	s37	三十七	v3	貝大者如車輞爾雅作魧	Zhou1938
13192	w341b0301	吭	Middle_Chinese	hàng	ɣɑŋ˥	胡朗切	s37	三十七	v3	聲也	Zhou1938
13193	w341b0302	曭	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	日不明<fanqie>他朗切</fanqie>十二	Zhou1938
13194	w341b0303	儻	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	倜儻不羈又他浪切	Zhou1938
13195	w341b0304	偒	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	長皃	Zhou1938
13196	w341b0305	戃	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	戃慌失意皃	Zhou1938
13197	w341b0401	矘	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	矘䁳目無精	Zhou1938
13198	w341b0402	𥯕	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	說文曰大竹筩也	Zhou1938
13199	w341b0403	帑	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	金帛舎又音奴	Zhou1938
13200	w341b0404	爣	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	爣朗火光寬明	Zhou1938
13201	w341b0405	𣎲	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	𣎲<original_text>？<rewrite_text>㬻</rewrite_text> </original_text>月不明也	Zhou1938
13202	w341b0406	㼒	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	大𤓰名又㼒㼒長皃	Zhou1938
13203	w341b0501	㿩	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	白㿩	Zhou1938
13204	w341b0502	攩	Middle_Chinese	tǎng	tʰɑŋ˥	他朗切	s37	三十七	v3	攩㨪搥打	Zhou1938
13205	w341b0503	莽	Middle_Chinese	mǎng	mɑŋ˥	模朗切	s37	三十七	v3	草莽說文曰南昌謂犬善逐兔於艸中爲莽又姓前漢反者馬何羅後漢明德馬后恥與同宗改爲莽氏<fanqie>模朗切</fanqie>又莫古切十	Zhou1938
13206	w341b0601	茻	Middle_Chinese	mǎng	mɑŋ˥	模朗切	s37	三十七	v3	說文曰衆艸也	Zhou1938
13207	w341b0602	壾	Middle_Chinese	mǎng	mɑŋ˥	模朗切	s37	三十七	v3	吳<original_text>王<rewrite_text>主</rewrite_text> </original_text>孫休子名見吳志	Zhou1938
13208	w341b0603	䁳	Middle_Chinese	mǎng	mɑŋ˥	模朗切	s37	三十七	v3	無一睛	Zhou1938
13209	w341b0604	䒎	Middle_Chinese	mǎng	mɑŋ˥	模朗切	s37	三十七	v3	䒍䒎無色狀	Zhou1938
13210	w341b0701	㬒	Middle_Chinese	mǎng	mɑŋ˥	模朗切	s37	三十七	v3	日無光	Zhou1938
13211	w341b0702	䥈	Middle_Chinese	mǎng	mɑŋ˥	模朗切	s37	三十七	v3	鈷䥈又莫古切	Zhou1938
13212	w341b0703	蟒	Middle_Chinese	mǎng	mɑŋ˥	模朗切	s37	三十七	v3	蛇最大者	Zhou1938
13213	w341b0704	漭	Middle_Chinese	mǎng	mɑŋ˥	模朗切	s37	三十七	v3	漭沆水大	Zhou1938
13214	w341b0705	㟐	Middle_Chinese	mǎng	mɑŋ˥	模朗切	s37	三十七	v3	嵣㟐山皃	Zhou1938
13215	w341b0706	黨	Middle_Chinese	dǎng	tɑŋ˥	多朗切	s37	三十七	v3	釋名曰五百家爲黨黨長也一聚所尊長也又輩也美也累也說文曰不鮮也<fanqie>多朗切</fanqie>五	Zhou1938
13216	w341b0801	讜	Middle_Chinese	dǎng	tɑŋ˥	多朗切	s37	三十七	v3	直言	Zhou1938
13217	w341b0802	欓	Middle_Chinese	dǎng	tɑŋ˥	多朗切	s37	三十七	v3	木名	Zhou1938
13218	w341b0803	䣣	Middle_Chinese	dǎng	tɑŋ˥	多朗切	s37	三十七	v3	地名說文作䣊	Zhou1938
13219	w341b0804	𧅗	Middle_Chinese	dǎng	tɑŋ˥	多朗切	s37	三十七	v3	草名	Zhou1938
13220	w341b0901	朗	Middle_Chinese	lǎng	lɑŋ˥	盧黨切	s37	三十七	v3	明也亦姓出姓苑<fanqie>盧黨切</fanqie>七	Zhou1938
13221	w341b0902	朖	Middle_Chinese	lǎng	lɑŋ˥	盧黨切	s37	三十七	v3		Zhou1938
13222	w341b0903	誏	Middle_Chinese	lǎng	lɑŋ˥	盧黨切	s37	三十七	v3	並上同	Zhou1938
13223	w341b0904	俍	Middle_Chinese	lǎng	lɑŋ˥	盧黨切	s37	三十七	v3	俍偒長皃	Zhou1938
13224	w341b0905	崀	Middle_Chinese	lǎng	lɑŋ˥	盧黨切	s37	三十七	v3	嵻崀山空	Zhou1938
13225	w341b0906	榔	Middle_Chinese	lǎng	lɑŋ˥	盧黨切	s37	三十七	v3	木名	Zhou1938
13226	w341b0907	㝗	Middle_Chinese	lǎng	lɑŋ˥	盧黨切	s37	三十七	v3	㝩㝗空虚	Zhou1938
13227	w341b1001	坱	Middle_Chinese	yǎng	ʔɑŋ˥	烏朗切	s37	三十七	v3	塵埃也<fanqie>烏朗切</fanqie>十	Zhou1938
13228	w341b1002	姎	Middle_Chinese	yǎng	ʔɑŋ˥	烏朗切	s37	三十七	v3	女人自稱姎我又烏郎切	Zhou1938
13229	w341b1003	映	Middle_Chinese	yǎng	ʔɑŋ˥	烏朗切	s37	三十七	v3	映㬒不明	Zhou1938
13230	w341b1004	泱	Middle_Chinese	yǎng	ʔɑŋ˥	烏朗切	s37	三十七	v3	滃泱水皃	Zhou1938
13231	w341b1005	咉	Middle_Chinese	yǎng	ʔɑŋ˥	烏朗切	s37	三十七	v3	咉咉咽悲也	Zhou1938
13232	w341b1006	醠	Middle_Chinese	yǎng	ʔɑŋ˥	烏朗切	s37	三十七	v3	濁酒	Zhou1938
13233	w342a0101	䇦	Middle_Chinese	yǎng	ʔɑŋ˥	烏朗切	s37	三十七	v3	竹名玉篇云䇦無色也	Zhou1938
13234	w342a0102	盎	Middle_Chinese	yǎng	ʔɑŋ˥	烏朗切	s37	三十七	v3	盆也又烏浪切	Zhou1938
13235	w342a0103	駚	Middle_Chinese	yǎng	ʔɑŋ˥	烏朗切	s37	三十七	v3	駚驡馬容	Zhou1938
13236	w342a0104	軮	Middle_Chinese	yǎng	ʔɑŋ˥	烏朗切	s37	三十七	v3	軮軋聲也	Zhou1938
13237	w342a0105	慷	Middle_Chinese	kāng	kʰɑŋ˥	苦朗切	s37	三十七	v3	慷慨竭誠也<fanqie>苦朗切</fanqie>七	Zhou1938
13238	w342a0106	忼	Middle_Chinese	kāng	kʰɑŋ˥	苦朗切	s37	三十七	v3	上同	Zhou1938
13239	w342a0201	𡻚	Middle_Chinese	kāng	kʰɑŋ˥	苦朗切	s37	三十七	v3	？崀山空	Zhou1938
13240	w342a0202	骯	Middle_Chinese	kāng	kʰɑŋ˥	苦朗切	s37	三十七	v3	骯髒體盤	Zhou1938
13241	w342a0203	䡉	Middle_Chinese	kāng	kʰɑŋ˥	苦朗切	s37	三十七	v3	車䡉之名	Zhou1938
13242	w342a0204	㝩	Middle_Chinese	kāng	kʰɑŋ˥	苦朗切	s37	三十七	v3	㝩㝗空虛	Zhou1938
13243	w342a0205	懬	Middle_Chinese	kāng	kʰɑŋ˥	苦朗切	s37	三十七	v3	大也又丘廣切說文又口謗切	Zhou1938
13244	w342a0206	㳹	Middle_Chinese	wǎng	ʔuɑŋ˥	烏晃切	s37	三十七	v3	大水<fanqie>烏晃切</fanqie>二	Zhou1938
13245	w342a0301	瀇	Middle_Chinese	wǎng	ʔuɑŋ˥	烏晃切	s37	三十七	v3	水深廣皃	Zhou1938
13246	w342a0302	晃	Middle_Chinese	huǎng	ɣuɑŋ˥	胡廣切	s37	三十七	v3	明也暉也光也亦作晄<fanqie>胡廣切</fanqie>七	Zhou1938
13247	w342a0303	幌	Middle_Chinese	huǎng	ɣuɑŋ˥	胡廣切	s37	三十七	v3	帷幔也晉惠起居注云有雲母幌	Zhou1938
13248	w342a0304	櫎	Middle_Chinese	huǎng	ɣuɑŋ˥	胡廣切	s37	三十七	v3	兵欄	Zhou1938
13249	w342a0401	榥	Middle_Chinese	huǎng	ɣuɑŋ˥	胡廣切	s37	三十七	v3	讀書牀也	Zhou1938
13250	w342a0402	滉	Middle_Chinese	huǎng	ɣuɑŋ˥	胡廣切	s37	三十七	v3	滉瀁水皃	Zhou1938
13251	w342a0403	攩	Middle_Chinese	huǎng	ɣuɑŋ˥	胡廣切	s37	三十七	v3	搥打又吐朗切	Zhou1938
13252	w342a0404	皝	Middle_Chinese	huǎng	ɣuɑŋ˥	胡廣切	s37	三十七	v3	人名前燕慕容皝也	Zhou1938
13253	w342a0405	髈	Middle_Chinese	bǎng	pʰɑŋ˥	匹朗切	s37	三十七	v3	髀吳人云髈<fanqie>匹朗切</fanqie>二	Zhou1938
13254	w342a0406	䒍	Middle_Chinese	bǎng	pʰɑŋ˥	匹朗切	s37	三十七	v3	䒍䒎無色	Zhou1938
13255	w342a0501	慌	Middle_Chinese	huāng	xuɑŋ˥	呼晃切	s37	三十七	v3	戃慌<fanqie>呼晃切</fanqie>七	Zhou1938
13256	w342a0502	爌	Middle_Chinese	huāng	xuɑŋ˥	呼晃切	s37	三十七	v3	爌朗寬明也又苦晃切	Zhou1938
13257	w342a0503	𡧽	Middle_Chinese	huāng	xuɑŋ˥	呼晃切	s37	三十七	v3	？㝗也	Zhou1938
13258	w342a0504	䁜	Middle_Chinese	huāng	xuɑŋ˥	呼晃切	s37	三十七	v3	䁳䁜目疾出新字林	Zhou1938
13259	w342a0505	㬻	Middle_Chinese	huāng	xuɑŋ˥	呼晃切	s37	三十七	v3	𣎲㬻月不明皃	Zhou1938
13260	w342a0601	𣆖	Middle_Chinese	huāng	xuɑŋ˥	呼晃切	s37	三十七	v3	日旱熱也	Zhou1938
13261	w342a0602	𧧢	Middle_Chinese	huāng	xuɑŋ˥	呼晃切	s37	三十七	v3	萝言也	Zhou1938
13262	w342a0603	䴚	Middle_Chinese	gǎng	kɑŋ˥	各朗切	s37	三十七	v3	鹽澤也<fanqie>各朗切</fanqie>四	Zhou1938
13263	w342a0604	𨟼	Middle_Chinese	gǎng	kɑŋ˥	各朗切	s37	三十七	v3		Zhou1938
13264	w342a0605	㽘	Middle_Chinese	gǎng	kɑŋ˥	各朗切	s37	三十七	v3	並上同	Zhou1938
13265	w342a0606	䟘	Middle_Chinese	gǎng	kɑŋ˥	各朗切	s37	三十七	v3	伸脛也	Zhou1938
13266	w342a0607	䭹	Middle_Chinese	áng	ŋɑŋ˥	五朗切	s37	三十七	v3	馬怒驚驡䭹也<fanqie>五朗切</fanqie>一	Zhou1938
13267	w342a0701	奘	Middle_Chinese	zàng	dzʰɑŋ˥	徂朗切	s37	三十七	v3	大也<fanqie>徂朗切</fanqie>一	Zhou1938
13268	w342a0702	蒼	Middle_Chinese	cāng	tsʰɑŋ˥	麁朗切	s37	三十七	v3	莽蒼<fanqie>麁朗切</fanqie>一	Zhou1938
13269	w342a0703	汻	Middle_Chinese	hǔ	xɑŋ˥	呼朗切	s37	三十七	v3	姓今涇州有之<fanqie>呼朗切</fanqie>三	Zhou1938
13270	w342a0704	酐	Middle_Chinese	hǔ	xɑŋ˥	呼朗切	s37	三十七	v3	苦酒	Zhou1938
13271	w342a0705	𤰟	Middle_Chinese	hǔ	xɑŋ˥	呼朗切	s37	三十七	v3	鹵？	Zhou1938
13272	w342a0802	䡉	Middle_Chinese	      	kʰuɑŋ˥	丘晃切	s37	三十七	v3	䡉䡉？也	Zhou1938
13273	w342a0803	爌	Middle_Chinese	      	kʰuɑŋ˥	丘晃切	s37	三十七	v3	爌朗寬明也又火光	Zhou1938
13274	w342a0901	梗	Middle_Chinese	gěng	kɐŋ˥	古杏切	s38	三十八	v3	梗直也又桔梗藥名<fanqie>古杏切</fanqie>九	Zhou1938
13275	w342a0902	挭	Middle_Chinese	gěng	kɐŋ˥	古杏切	s38	三十八	v3	挭槩大略	Zhou1938
13276	w342a0903	哽	Middle_Chinese	gěng	kɐŋ˥	古杏切	s38	三十八	v3	哽咽	Zhou1938
13277	w342a0904	郠	Middle_Chinese	gěng	kɐŋ˥	古杏切	s38	三十八	v3	邑名在莒	Zhou1938
13278	w342a0905	綆	Middle_Chinese	gěng	kɐŋ˥	古杏切	s38	三十八	v3	井索	Zhou1938
13279	w342a0906	鯁	Middle_Chinese	gěng	kɐŋ˥	古杏切	s38	三十八	v3	刺在喉又骨鯁謇諤之臣	Zhou1938
13280	w342a1001	埂	Middle_Chinese	gěng	kɐŋ˥	古杏切	s38	三十八	v3	堤封吳人云也	Zhou1938
13281	w342a1002	骾	Middle_Chinese	gěng	kɐŋ˥	古杏切	s38	三十八	v3	骨骾	Zhou1938
13282	w342a1003	𧋑	Middle_Chinese	gěng	kɐŋ˥	古杏切	s38	三十八	v3	蟲名	Zhou1938
13283	w342a1004	丙	Middle_Chinese	bǐng	pĭɐŋ˥	兵永切	s38	三十八	v3	辰名爾雅云太𡻕在丙曰柔兆又光也明也又姓風俗通云齊有大夫丙歜<fanqie>兵永切</fanqie>九	Zhou1938
13284	w342b0101	昞	Middle_Chinese	bǐng	pĭɐŋ˥	兵永切	s38	三十八	v3	亮也亦作昺	Zhou1938
13285	w342b0102	怲	Middle_Chinese	bǐng	pĭɐŋ˥	兵永切	s38	三十八	v3	憂也	Zhou1938
13286	w342b0103	邴	Middle_Chinese	bǐng	pĭɐŋ˥	兵永切	s38	三十八	v3	邑名在泰山又姓左傳晉有大夫邴預又音柄	Zhou1938
13287	w342b0104	炳	Middle_Chinese	bǐng	pĭɐŋ˥	兵永切	s38	三十八	v3	炳煥明也	Zhou1938
13288	w342b0201	秉	Middle_Chinese	bǐng	pĭɐŋ˥	兵永切	s38	三十八	v3	執持又十六斗曰藪十藪曰秉又姓漢書有秉漢	Zhou1938
13289	w342b0202	窉	Middle_Chinese	bǐng	pĭɐŋ˥	兵永切	s38	三十八	v3	爾雅云三月爲窉本亦作寎又兄病孚命區詠三切	Zhou1938
13290	w342b0203	苪	Middle_Chinese	bǐng	pĭɐŋ˥	兵永切	s38	三十八	v3	著也	Zhou1938
13291	w342b0301	蛃	Middle_Chinese	bǐng	pĭɐŋ˥	兵永切	s38	三十八	v3	蛃蟲名	Zhou1938
13292	w342b0302	警	Middle_Chinese	jǐng	kĭɐŋ˥	居影切	s38	三十八	v3	寤也戒也<fanqie>居影切</fanqie>八	Zhou1938
13293	w342b0303	儆	Middle_Chinese	jǐng	kĭɐŋ˥	居影切	s38	三十八	v3	上同	Zhou1938
13294	w342b0304	景	Middle_Chinese	jǐng	kĭɐŋ˥	居影切	s38	三十八	v3	大也明也像也光也炤也又姓齊景公之後後漢有景丹	Zhou1938
13295	w342b0305	境	Middle_Chinese	jǐng	kĭɐŋ˥	居影切	s38	三十八	v3	界也	Zhou1938
13296	w342b0401	璥	Middle_Chinese	jǐng	kĭɐŋ˥	居影切	s38	三十八	v3	玉名	Zhou1938
13297	w342b0402	蟼	Middle_Chinese	jǐng	kĭɐŋ˥	居影切	s38	三十八	v3	蛙屬	Zhou1938
13298	w342b0403	㯳	Middle_Chinese	jǐng	kĭɐŋ˥	居影切	s38	三十八	v3	所以正弓出周禮亦作檠	Zhou1938
13299	w342b0404	憼	Middle_Chinese	jǐng	kĭɐŋ˥	居影切	s38	三十八	v3	敬也	Zhou1938
13300	w342b0405	影	Middle_Chinese	yǐng	ʔĭɐŋ˥	於丙切	s38	三十八	v3	形影<fanqie>於丙切</fanqie>八	Zhou1938
13301	w342b0406	璟	Middle_Chinese	yǐng	ʔĭɐŋ˥	於丙切	s38	三十八	v3	玉光彩出埤蒼	Zhou1938
13302	w342b0407	璄	Middle_Chinese	yǐng	ʔĭɐŋ˥	於丙切	s38	三十八	v3	上同	Zhou1938
13303	w342b0501	䭘	Middle_Chinese	yǐng	ʔĭɐŋ˥	於丙切	s38	三十八	v3	飽亦作䭊	Zhou1938
13304	w342b0502	摬	Middle_Chinese	yǐng	ʔĭɐŋ˥	於丙切	s38	三十八	v3	中擊	Zhou1938
13305	w342b0503	㲟	Middle_Chinese	yǐng	ʔĭɐŋ˥	於丙切	s38	三十八	v3	毛車	Zhou1938
13306	w342b0504	𠝟	Middle_Chinese	yǐng	ʔĭɐŋ˥	於丙切	s38	三十八	v3	玉篇云刺也	Zhou1938
13307	w342b0505	𩘑	Middle_Chinese	yǐng	ʔĭɐŋ˥	於丙切	s38	三十八	v3	髙風	Zhou1938
13308	w342b0506	省	Middle_Chinese	shěng	ʃĭɐŋ˥	所景切	s38	三十八	v3	省署漢書曰舊名禁中避元后諱改爲省中又姓左傳宋大夫省臧<fanqie>所景切</fanqie>又息井切九	Zhou1938
13309	w342b0601	眚	Middle_Chinese	shěng	ʃĭɐŋ˥	所景切	s38	三十八	v3	過也災也	Zhou1938
13310	w342b0602	㾪	Middle_Chinese	shěng	ʃĭɐŋ˥	所景切	s38	三十八	v3	瘦㾪	Zhou1938
13311	w342b0603	𡞞	Middle_Chinese	shěng	ʃĭɐŋ˥	所景切	s38	三十八	v3	減也	Zhou1938
13312	w342b0604	䚇	Middle_Chinese	shěng	ʃĭɐŋ˥	所景切	s38	三十八	v3	䚇腳露也	Zhou1938
13313	w342b0605	𨵥	Middle_Chinese	shěng	ʃĭɐŋ˥	所景切	s38	三十八	v3	？府今爲省字	Zhou1938
13314	w342b0701	㼳	Middle_Chinese	shěng	ʃĭɐŋ˥	所景切	s38	三十八	v3	㼬㼳耳瓶	Zhou1938
13315	w342b0702	渻	Middle_Chinese	shěng	ʃĭɐŋ˥	所景切	s38	三十八	v3	水名亦丘名	Zhou1938
13316	w342b0703	𨜜	Middle_Chinese	shěng	ʃĭɐŋ˥	所景切	s38	三十八	v3	上同	Zhou1938
