ID	DOCULECT	CONCEPT	CONCEPTICON_ID	VALUE	SEGMENTS	STRUCTURE	COGIDS
1653	Yunlong	spit	1440	tsɿ³⁵	ts ɿ ³⁵	i n t	424
1654	Xiangyun	spit	1440	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t	424
1655	Luobenzhuo	spit	1440	fe⁵⁵tʰao³¹	f e ⁵⁵ + tʰ a o ³¹	i n t + i n c t	426 428
1656	Zhoucheng	spit	1440	tsɿ⁵⁵	ts ɿ ⁵⁵	i n t	424
2854	Jianchuan	sprout (vb)	2076	tʰɤ³¹	tʰ ɤ ³¹	i n t	1348
2855	Eryuan	sprout (vb)	2076	tʰɤ⁴²	tʰ ɤ ⁴²	i n t	1348
2856	Heqing	sprout (vb)	2076	fɛ⁴⁴	f ɛ ⁴⁴	i n t	1349
2857	Lanping	sprout (vb)	2076	ŋɛ²¹	ŋ ɛ ²¹	i n t	1350
2858	Qiliqiao	sprout (vb)	2076	tʰɤ³¹	tʰ ɤ ³¹	i n t	1348
2859	Yunlong	sprout (vb)	2076	fɛ⁴⁴	f ɛ ⁴⁴	i n t	1349
2860	Xiangyun	sprout (vb)	2076	fɛ⁴⁴	f ɛ ⁴⁴	i n t	1349
2861	Luobenzhuo	sprout (vb)	2076	pæ⁵⁵	p æ ⁵⁵	i n t	1349
2862	Zhoucheng	sprout (vb)	2076	tʰɤ³¹	tʰ ɤ ³¹	i n t	1348
1279	Jianchuan	stairs	34	nɯ²¹kou²¹	n ɯ ²¹ + k o u ²¹	i n t + i n c t	1048 1049
1280	Eryuan	stairs	34	lɯ²¹ku²¹tʰi⁵⁵ka³⁵	l ɯ ²¹ + k u ²¹ + tʰ i ⁵⁵ + k a ³⁵	i n t + i n t + i n t + i n t	1050 1049 1051 1613
1281	Heqing	stairs	34	le²¹ku²¹	l e ²¹ + k u ²¹	i n t + i n t	1050 1049
1282	Lanping	stairs	34	ni²¹ku³³ti⁵⁵pa³¹	n i ²¹ + k u ³³ + t i ⁵⁵ + p a ³¹	i n t + i n t + i n t + i n t	1048 1049 1051 1052
1283	Qiliqiao	stairs	34	nɯ²¹tsɿ²¹tʰi⁵⁵	n ɯ ²¹ + ts ɿ ²¹ + tʰ i ⁵⁵	i n t + i n t + i n t	1048 1051 1053
1284	Yunlong	stairs	34	kɛ³⁵tʰi⁵⁵	k ɛ ³⁵ + tʰ i ⁵⁵	i n t + i n t	1054 1053
1285	Xiangyun	stairs	34	nou²¹tʰe⁵⁵	n o u ²¹ + tʰ e ⁵⁵	i n c t + i n t	1048 1053
1286	Luobenzhuo	stairs	34	qu⁵⁵tʰã⁵⁵	q u ⁵⁵ + tʰ ã ∼ ⁵⁵	i n t + i n c t	1054 1055
1287	Zhoucheng	stairs	34	nɯ²¹ka³⁵	n ɯ ²¹ + k a ³⁵	i n t + i n t	1048 1613
766	Jianchuan	stall	851	u³¹	u ³¹	n t	913
767	Eryuan	stall	851	u³¹	u ³¹	n t	913
768	Heqing	stall	851	u³¹	u ³¹	n t	913
769	Lanping	stall	851	wu³³(kɛ⁵⁵)	w u ³³ + k ɛ ⁵⁵	i n t + i n t	913 914
770	Qiliqiao	stall	851	u³¹	u ³¹	n t	913
771	Yunlong	stall	851	wu³¹	w u ³¹	i n t	913
772	Xiangyun	stall	851	u³¹	u ³¹	n t	913
773	Luobenzhuo	stall	851	vʊ⁴⁴	v ʊ ⁴⁴	i n t	913
774	Zhoucheng	stall	851	tso³¹	ts o ³¹	i n t	1614
2998	Jianchuan	star	1430	ɕɛ̃⁵⁵kʰo³³	ɕ ɛ̃ ∼ ⁵⁵ + kʰ o ³³	i n c t + i n t	429 430
2999	Eryuan	star	1430	ɕɛ⁵⁵ɣɔ³³	ɕ ɛ ⁵⁵ + ɣ ɔ ³³	i n t + i n t	429 431
3000	Heqing	star	1430	ɕʰɛ̃⁵⁵kʰɔ³³	ɕʰ ɛ̃ ∼ ⁵⁵ + kʰ ɔ ³³	i n c t + i n t	429 430
3001	Lanping	star	1430	ɕĩɛ̃⁵⁵kʰu⁴⁴	ɕ i ɛ̃ ∼ ⁵⁵ + kʰ u ⁴⁴	i m n c t + i n t	429 430
3002	Qiliqiao	star	1430	ɕɛ⁵⁵o³³	ɕ ɛ ⁵⁵ + o ³³	i n t + n t	429 432
3003	Yunlong	star	1430	ɕɛ⁵⁵kʰɔ³³	ɕ ɛ ⁵⁵ + kʰ ɔ ³³	i n t + i n t	429 430
3004	Xiangyun	star	1430	ɕɛ̃⁵⁵kʰɔ³³	ɕ ɛ̃ ∼ ⁵⁵ + kʰ ɔ ³³	i n c t + i n t	429 430
3005	Luobenzhuo	star	1430	ɕã³³tɕi³¹	ɕ ã ∼ ³³ + tɕ i ³¹	i n c t + i n t	429 433
3006	Zhoucheng	star	1430	ɕɛ⁵⁵kʰɔ³³	ɕ ɛ ⁵⁵ + kʰ ɔ ³³	i n t + i n t	429 430
2440	Jianchuan	steal	713	ta²¹	t a ²¹	i n t	1243
2441	Eryuan	steal	713	ta³¹	t a ³¹	i n t	1243
2442	Heqing	steal	713	ta³¹	t a ³¹	i n t	1243
2443	Lanping	steal	713	ta²¹	t a ²¹	i n t	1243
2444	Qiliqiao	steal	713	ta³¹	t a ³¹	i n t	1243
2445	Yunlong	steal	713	ta³¹	t a ³¹	i n t	1243
2446	Xiangyun	steal	713	ta³¹	t a ³¹	i n t	1243
2447	Luobenzhuo	steal	713	diɛ⁴²	d i ɛ ⁴²	i m n t	1244
2448	Zhoucheng	steal	713	ta²¹	t a ²¹	i n t	1243
2080	Jianchuan	steam (yams)	2067	tsɤ³³	ts ɤ ³³	i n t	434
2081	Eryuan	steam (yams)	2067	tʂɤ³³	tʂ ɤ ³³	i n t	434
2082	Heqing	steam (yams)	2067	tsuɔ³³	ts u ɔ ³³	i m n t	434
2083	Lanping	steam (yams)	2067	tsu³³	ts u ³³	i n t	434
2084	Qiliqiao	steam (yams)	2067	tsɤ³³	ts ɤ ³³	i n t	434
2085	Yunlong	steam (yams)	2067	dzɤ⁴⁴	dz ɤ ⁴⁴	i n t	434
2086	Xiangyun	steam (yams)	2067	kou⁴²	k o u ⁴²	i n c t	435
2087	Luobenzhuo	steam (yams)	2067	tɕʊ³³	tɕ ʊ ³³	i n t	434
2088	Zhoucheng	steam (yams)	2067	tsɤ³³	ts ɤ ³³	i n t	434
1792	Jianchuan	step on	2065	ta⁴²	t a ⁴²	i n t	436
1793	Eryuan	step on	2065	ta⁴²	t a ⁴²	i n t	436
1794	Heqing	step on	2065	ta⁴²	t a ⁴²	i n t	436
1795	Lanping	step on	2065	ta⁴²	t a ⁴²	i n t	436
1796	Qiliqiao	step on	2065	ta⁴²	t a ⁴²	i n t	436
1797	Yunlong	step on	2065	ta⁴²	t a ⁴²	i n t	436
1798	Xiangyun	step on	2065	ta⁴²	t a ⁴²	i n t	436
1799	Luobenzhuo	step on	2065	ta⁴⁴	t a ⁴⁴	i n t	436
1800	Zhoucheng	step on	2065	ta⁴²	t a ⁴²	i n t	436
2071	Jianchuan	stick,glue	254	tɕʰa⁴⁴	tɕʰ a ⁴⁴	i n t	1170
2072	Eryuan	stick,glue	254	tɕʰa⁴⁴	tɕʰ a ⁴⁴	i n t	1170
2073	Heqing	stick,glue	254	tɕʰa⁴⁴	tɕʰ a ⁴⁴	i n t	1170
2074	Lanping	stick,glue	254	tɕʰa⁴⁴	tɕʰ a ⁴⁴	i n t	1170
2075	Qiliqiao	stick,glue	254	ŋa³⁵/tɕʰa⁴⁴	ŋ a ³⁵	i n t	1171
2076	Yunlong	stick,glue	254	ɲa⁴⁴	ɲ a ⁴⁴	i n t	1171
2077	Xiangyun	stick,glue	254	nia⁴²	n i a ⁴²	i m n t	1171
2078	Luobenzhuo	stick,glue	254	pʰæ⁴²	pʰ æ ⁴²	i n t	1173
2079	Zhoucheng	stick,glue	254	ɲa⁴⁴	ɲ a ⁴⁴	i n t	1171
2089	Jianchuan	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437
2090	Eryuan	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437
2091	Heqing	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437
2092	Lanping	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437
2093	Qiliqiao	stir-fry	991	ʧʰu³³	ʧʰ u ³³	i n t	437
2094	Yunlong	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437
2095	Xiangyun	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437
2096	Luobenzhuo	stir-fry	991	ɴ̣³¹	ɴ ɴ̣ ∼ ³¹	i n c t	438
2097	Zhoucheng	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437
487	Jianchuan	stomach	819	vɤ⁴²	v ɤ ⁴²	i n t	439
488	Eryuan	stomach	819	zɿ⁴²kʰɔ³³	z ɿ ⁴² + kʰ ɔ ³³	i n t + i n t	440 441
489	Heqing	stomach	819	vɤ⁴²	v ɤ ⁴²	i n t	439
490	Lanping	stomach	819	ʐɛ⁴²	ʐ ɛ ⁴²	i n t	440
491	Qiliqiao	stomach	819	fɤ⁴²	f ɤ ⁴²	i n t	442
492	Yunlong	stomach	819	we⁵⁵	w e ⁵⁵	i n t	439
493	Xiangyun	stomach	819	ɤ⁴²	ɤ ⁴²	n t	439
494	Luobenzhuo	stomach	819	sæ̃³³ʐa³³	s æ̃ ∼ ³³ + ʐ a ³³	i n c t + i n t	443 440
495	Zhoucheng	stomach	819	vɤ⁴²	v ɤ ⁴²	i n t	439
1306	Jianchuan	stone	857	tɕo⁴²kʰue⁵⁵	tɕ o ⁴² + kʰ u e ⁵⁵	i n t + i m n t	444 445
1307	Eryuan	stone	857	tʂo⁴²kʰue⁵⁵	tʂ o ⁴² + kʰ u e ⁵⁵	i n t + i m n t	444 445
1308	Heqing	stone	857	tsou⁴²kʰue⁵⁵	ts o u ⁴² + kʰ u e ⁵⁵	i n c t + i m n t	444 445
1309	Lanping	stone	857	tsu³¹kʰue⁵⁵	ts u ³¹ + kʰ u e ⁵⁵	i n t + i m n t	444 445
1310	Qiliqiao	stone	857	tso⁴²kʰue⁵⁵	ts o ⁴² + kʰ u e ⁵⁵	i n t + i m n t	444 445
1311	Yunlong	stone	857	tso⁴²kʰue⁵⁵	ts o ⁴² + kʰ u e ⁵⁵	i n t + i m n t	444 445
1312	Xiangyun	stone	857	tso⁴²kʰue⁵⁵	ts o ⁴² + kʰ u e ⁵⁵	i n t + i m n t	444 445
1313	Luobenzhuo	stone	857	tu⁴²qʰɛ̃⁵⁵	t u ⁴² + qʰ ɛ̃ ∼ ⁵⁵	i n t + i n c t	444 445
1314	Zhoucheng	stone	857	tso⁴²kʰue³⁵	ts o ⁴² + kʰ u e ³⁵	i n t + i m n t	444 445
1261	Jianchuan	stool,low chair	2058	pa⁴²tɯ⁵⁵	p a ⁴² + t ɯ ⁵⁵	i n t + i n t	1043 1044
1262	Eryuan	stool,low chair	2058	pa⁴²tɯ³⁵	p a ⁴² + t ɯ ³⁵	i n t + i n t	1043 1044
1263	Heqing	stool,low chair	2058	pã⁴²tɯ̃⁵⁵	p ã ∼ ⁴² + t ɯ̃ ∼ ⁵⁵	i n c t + i n c t	1043 1044
1264	Lanping	stool,low chair	2058	pa⁴⁴tɯ̃⁵⁵	p a ⁴⁴ + t ɯ̃ ∼ ⁵⁵	i n t + i n c t	1043 1044
1265	Qiliqiao	stool,low chair	2058	pa³²tɯ³⁵tɯ²¹	p a ³² + t ɯ ³⁵ + t ɯ ²¹	i n t + i n t + i n t	1043 1044 1045
1266	Yunlong	stool,low chair	2058	pa⁴²tɯ³⁵	p a ⁴² + t ɯ ³⁵	i n t + i n t	1043 1044
1267	Xiangyun	stool,low chair	2058	pã⁴²tɯ³⁵	p ã ∼ ⁴² + t ɯ ³⁵	i n c t + i n t	1043 1044
1268	Luobenzhuo	stool,low chair	2058	tɯ⁵⁵tɕi³³	t ɯ ⁵⁵ + tɕ i ³³	i n t + i n t	1044 1047
1269	Zhoucheng	stool,low chair	2058	pa⁴²tɯ³⁵	p a ⁴² + t ɯ ³⁵	i n t + i n t	1043 1044
1396	Jianchuan	story	2060	ku³¹xua⁴⁴	k u ³¹ + x u a ⁴⁴	i n t + i m n t	1087 1088
1397	Eryuan	story	2060	ku³¹pɯ³¹	k u ³¹ + p ɯ ³¹	i n t + i n t	1087 1089
1398	Heqing	story	2060	ku³¹	k u ³¹	i n t	1087
1399	Lanping	story	2060	ka⁴²tsɿ³³ɕi⁵⁵wɔ̃⁴²	k a ⁴² + ts ɿ ³³ + ɕ i ⁵⁵ + w ɔ̃ ∼ ⁴²	i n t + i n t + i n t + i n c t	1087 1090 1091 1092
1400	Qiliqiao	story	2060	ku³¹pɯ³¹	k u ³¹ + p ɯ ³¹	i n t + i n t	1087 1089
1401	Yunlong	story	2060	gu³¹dzɿ³¹	g u ³¹ + dz ɿ ³¹	i n t + i n t	1087 1090
1402	Xiangyun	story	2060	ku²¹	k u ²¹	i n t	1087
1403	Luobenzhuo	story	2060	ca³¹kɯ³³tõ³¹	c a ³¹ + k ɯ ³³ + t õ ∼ ³¹	i n t + i n t + i n c t	1093 1094 1095
1404	Zhoucheng	story	2060	ku³¹jy³¹	k u ³¹ + j y ³¹	i n t + i n t	1087 1046
1225	Jianchuan	stove	859	tsou⁴²	ts o u ⁴²	i n c t	446
1226	Eryuan	stove	859	tsɔ⁴²	ts ɔ ⁴²	i n t	446
1227	Heqing	stove	859	tsɔu⁴²	ts ɔ u ⁴²	i n c t	446
1228	Lanping	stove	859	tsu³¹kʰo⁵⁵	ts u ³¹ + kʰ o ⁵⁵	i n t + i n t	446 447
1229	Qiliqiao	stove	859	tsɔ³²	ts ɔ ³²	i n t	446
1230	Yunlong	stove	859	tsɔ⁴²	ts ɔ ⁴²	i n t	446
1231	Xiangyun	stove	859	tso⁴²	ts o ⁴²	i n t	446
1232	Luobenzhuo	stove	859	lu³¹tsʊ³³	l u ³¹ + ts ʊ ³³	i n t + i n t	448 446
1233	Zhoucheng	stove	859	tsɔ⁴²	ts ɔ ⁴²	i n t	446
3016	Jianchuan	straight	1404	tũẽ⁵⁵	t u ẽ ∼ ⁵⁵	i m n c t	449
3017	Eryuan	straight	1404	miɔ⁴²	m i ɔ ⁴²	i m n t	450
3018	Heqing	straight	1404	tsɿ⁵⁵	ts ɿ ⁵⁵	i n t	451
3019	Lanping	straight	1404	tũẽ⁴⁴	t u ẽ ∼ ⁴⁴	i m n c t	449
3020	Qiliqiao	straight	1404	miɔ³²	m i ɔ ³²	i m n t	450
3021	Yunlong	straight	1404	miɔ⁴²	m i ɔ ⁴²	i m n t	450
3022	Xiangyun	straight	1404	tsɿ³⁵	ts ɿ ³⁵	i n t	451
3023	Luobenzhuo	straight	1404	dy⁵⁵	d y ⁵⁵	i n t	451
3024	Zhoucheng	straight	1404	tsɿ³⁵	ts ɿ ³⁵	i n t	451
883	Jianchuan	straw mat	195	pʰu³¹	pʰ u ³¹	i n t	959
884	Eryuan	straw mat	195	pʰu³¹ʂe⁴⁴	pʰ u ³¹ + ʂ e ⁴⁴	i n t + i n t	959 960
885	Heqing	straw mat	195	pʰu³¹	pʰ u ³¹	i n t	959
886	Lanping	straw mat	195	pʰu³¹se³³	pʰ u ³¹ + s e ³³	i n t + i n t	959 960
887	Qiliqiao	straw mat	195	pʰɔ³¹se⁴⁴	pʰ ɔ ³¹ + s e ⁴⁴	i n t + i n t	959 960
888	Yunlong	straw mat	195	pʰu³¹sɛ⁴⁴	pʰ u ³¹ + s ɛ ⁴⁴	i n t + i n t	959 960
889	Xiangyun	straw mat	195	pʰu³¹	pʰ u ³¹	i n t	959
890	Luobenzhuo	straw mat	195	qɛ⁵⁵tɕʰo³³ʈɯ̃⁵⁵	q ɛ ⁵⁵ + tɕʰ o ³³ + ʈ ɯ̃ ∼ ⁵⁵	i n t + i n t + i n c t	961 962 963
891	Zhoucheng	straw mat	195	pʰu³¹	pʰ u ³¹	i n t	959
874	Jianchuan	straw sandal	2047	kɛ⁴²	k ɛ ⁴²	i n t	1172
875	Eryuan	straw sandal	2047	kʲɛ⁴²	kʲ ɛ ⁴²	i n t	1172
876	Heqing	straw sandal	2047	kɛ⁴²	k ɛ ⁴²	i n t	1172
877	Lanping	straw sandal	2047	kɛ⁴⁴(tɕĩ⁴⁴)	k ɛ ⁴⁴ + tɕ ĩ ∼ ⁴⁴	i n t + i n c t	1172 1617
878	Zhoucheng	straw sandal	2047	kʲɛ³²	kʲ ɛ ³²	i n t	1172
879	Qiliqiao	straw sandal	2047	kiɛ⁴²tɕi³³	k i ɛ ⁴² + tɕ i ³³	i m n t + i n t	1172 1616
880	Yunlong	straw sandal	2047	kɛ⁴²	k ɛ ⁴²	i n t	1172
881	Xiangyun	straw sandal	2047	kʲɛ⁴²pa⁴²	kʲ ɛ ⁴² + p a ⁴²	i n t + i n t	1172 1615
882	Luobenzhuo	straw sandal	2047	ka⁴²	k a ⁴²	i n t	1172
1495	Jianchuan	strength	202	tɕʰi⁴⁴ɣɯ⁴²	tɕʰ i ⁴⁴ + ɣ ɯ ⁴²	i n t + i n t	1111 1112
1496	Eryuan	strength	202	kʲʰi⁴⁴ɣɯ⁴²	kʲʰ i ⁴⁴ + ɣ ɯ ⁴²	i n t + i n t	1111 1112
1497	Heqing	strength	202	tɕʰi⁴⁴ɣɯ⁴²	tɕʰ i ⁴⁴ + ɣ ɯ ⁴²	i n t + i n t	1111 1112
1498	Lanping	strength	202	tɕʰi⁵⁵ɣɯ⁴²	tɕʰ i ⁵⁵ + ɣ ɯ ⁴²	i n t + i n t	1111 1112
1499	Qiliqiao	strength	202	tɕʰi⁴⁴xo⁴⁴	tɕʰ i ⁴⁴ + x o ⁴⁴	i n t + i n t	1111 1112
1500	Yunlong	strength	202	tɕʰi⁴⁴	tɕʰ i ⁴⁴	i n t	1111
1501	Xiangyun	strength	202	tɕʰi⁴⁴	tɕʰ i ⁴⁴	i n t	1111
1502	Luobenzhuo	strength	202	ɣɯ⁴⁴	ɣ ɯ ⁴⁴	i n t	1112
1503	Zhoucheng	strength	202	tsʰɛ⁵⁵kʲʰi⁴⁴	tsʰ ɛ ⁵⁵ + kʲʰ i ⁴⁴	i n t + i n t	1111 1618
1000	Jianchuan	sun	1343	jĩ⁴⁴pʰĩ³¹	j ĩ ∼ ⁴⁴ + pʰ ĩ ∼ ³¹	i n c t + i n c t	452 453
1001	Eryuan	sun	1343	ɲi⁴⁴pʰi³¹	ɲ i ⁴⁴ + pʰ i ³¹	i n t + i n t	452 453
1002	Heqing	sun	1343	jĩ⁴⁴pʰĩ³¹	j ĩ ∼ ⁴⁴ + pʰ ĩ ∼ ³¹	i n c t + i n c t	452 453
1003	Lanping	sun	1343	jĩ⁵⁵pʰĩ³¹	j ĩ ∼ ⁵⁵ + pʰ ĩ ∼ ³¹	i n c t + i n c t	452 453
1004	Qiliqiao	sun	1343	mi⁴⁴pʰi³¹	m i ⁴⁴ + pʰ i ³¹	i n t + i n t	452 453
1005	Yunlong	sun	1343	ɲi⁴⁴pʰi³¹	ɲ i ⁴⁴ + pʰ i ³¹	i n t + i n t	452 453
1006	Xiangyun	sun	1343	ni⁴⁴tsʰou⁴⁴tsɿ³³	n i ⁴⁴ + tsʰ o u ⁴⁴ + ts ɿ ³³	i n t + i n c t + i n t	452 454 455
1007	Luobenzhuo	sun	1343	ɲi⁵⁵	ɲ i ⁵⁵	i n t	452
1008	Zhoucheng	sun	1343	mi⁴⁴pʰi³¹	m i ⁴⁴ + pʰ i ³¹	i n t + i n t	452 453
4159	Jianchuan	swallow	897	xẽ⁵⁵ŋɛ³³tsɿ³³	x ẽ ∼ ⁵⁵ + ŋ ɛ ³³ + ts ɿ ³³	i n c t + i n t + i n t	687 688 689
4160	Eryuan	swallow	897	xe⁵⁵le⁵⁵ɣɛ³³	x e ⁵⁵ + l e ⁵⁵ + ɣ ɛ ³³	i n t + i n t + i n t	687 690 691
4161	Heqing	swallow	897	ti⁵⁵kɛ⁴²lɛ³⁵tsɿ³³	t i ⁵⁵ + k ɛ ⁴² + l ɛ ³⁵ + ts ɿ ³³	i n t + i n t + i n t + i n t	692 693 690 689
4162	Lanping	swallow	897	xẽ⁵⁵jɛ̃⁴⁴tsɿ⁴⁴	x ẽ ∼ ⁵⁵ + j ɛ̃ ∼ ⁴⁴ + ts ɿ ⁴⁴	i n c t + i n c t + i n t	687 688 689
4163	Qiliqiao	swallow	897	ke⁵⁵jɛ³¹tsɿ³³	k e ⁵⁵ + j ɛ ³¹ + ts ɿ ³³	i n t + i n t + i n t	693 688 689
4164	Yunlong	swallow	897	xe⁵⁵a³³tsɿ³³	x e ⁵⁵ + a ³³ + ts ɿ ³³	i n t + n t + i n t	687 694 689
4165	Xiangyun	swallow	897	tɕi³⁵li³⁵kʲɛ⁴²tsɿ³³	tɕ i ³⁵ + l i ³⁵ + kʲ ɛ ⁴² + ts ɿ ³³	i n t + i n t + i n t + i n t	695 690 693 689
4166	Luobenzhuo	swallow	897	pa⁵⁵pɯ⁵⁵tɕi³¹	p a ⁵⁵ + p ɯ ⁵⁵ + tɕ i ³¹	i n t + i n t + i n t	696 697 689
4167	Zhoucheng	swallow	897	li⁵⁵ja⁴²tsɿ³³	l i ⁵⁵ + j a ⁴² + ts ɿ ³³	i n t + i n t + i n t	690 688 689
532	Jianchuan	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456
533	Eryuan	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456
534	Heqing	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456
535	Lanping	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456
536	Qiliqiao	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456
537	Yunlong	sweat	2458	ɣa²¹	ɣ a ²¹	i n t	456
538	Xiangyun	sweat	2458	ɣã²¹	ɣ ã ∼ ²¹	i n c t	456
539	Luobenzhuo	sweat	2458	ɴa²¹	ɴ a ²¹	i n t	456
540	Zhoucheng	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456
2242	Jianchuan	sweep	230	tsʰou⁴⁴	tsʰ o u ⁴⁴	i n c t	1185
2243	Eryuan	sweep	230	sɔ⁴⁴	s ɔ ⁴⁴	i n t	1186
2244	Heqing	sweep	230	tsʰou⁴⁴	tsʰ o u ⁴⁴	i n c t	1185
2245	Lanping	sweep	230	tsʰu⁴⁴	tsʰ u ⁴⁴	i n t	1185
2246	Qiliqiao	sweep	230	ɕu³³	ɕ u ³³	i n t	1186
2247	Yunlong	sweep	230	suɔ³³	s u ɔ ³³	i m n t	1186
2248	Xiangyun	sweep	230	su³³	s u ³³	i n t	1186
2249	Luobenzhuo	sweep	230	ʈʰu⁵⁵	ʈʰ u ⁵⁵	i n t	1185
2250	Zhoucheng	sweep	230	sɔ³³	s ɔ ³³	i n t	1186
3376	Jianchuan	sweet	717	kã⁵⁵ɤ̃³³	k ã ∼ ⁵⁵ + ɤ̃ ∼ ³³	i n c t + n c t	1393 1394
3377	Eryuan	sweet	717	ka³⁵mi⁴⁴	k a ³⁵ + m i ⁴⁴	i n t + i n t	1393 1395
3378	Heqing	sweet	717	kã⁵⁵vɤ³³	k ã ∼ ⁵⁵ + v ɤ ³³	i n c t + i n t	1393 1394
3379	Lanping	sweet	717	ɕõ⁵⁵	ɕ õ ∼ ⁵⁵	i n c t	1396
3380	Qiliqiao	sweet	717	ka³⁵mi⁴⁴	k a ³⁵ + m i ⁴⁴	i n t + i n t	1393 1395
3381	Yunlong	sweet	717	ka³⁵mi⁴⁴	k a ³⁵ + m i ⁴⁴	i n t + i n t	1393 1395
3382	Xiangyun	sweet	717	kã³⁵mi⁴⁴	k ã ∼ ³⁵ + m i ⁴⁴	i n c t + i n t	1393 1395
3383	Luobenzhuo	sweet	717	ɕõ⁵⁵	ɕ õ ∼ ⁵⁵	i n c t	1396
3384	Zhoucheng	sweet	717	ka³⁵mi⁴⁴	k a ³⁵ + m i ⁴⁴	i n t + i n t	1393 1395
2809	Jianchuan	swell	1573	tsʰɛ̃⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	i n c t	457
2810	Eryuan	swell	1573	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t	457
2811	Heqing	swell	1573	tsʰɿ̃⁵⁵	tsʰ ɿ̃ ∼ ⁵⁵	i n c t	457
2812	Lanping	swell	1573	tsʰɛ̃⁴⁴	tsʰ ɛ̃ ∼ ⁴⁴	i n c t	457
2813	Qiliqiao	swell	1573	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t	457
2814	Yunlong	swell	1573	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t	457
2815	Xiangyun	swell	1573	tsʰɛ̃⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	i n c t	457
2816	Luobenzhuo	swell	1573	tʂʰɛ̃⁵⁵	tʂʰ ɛ̃ ∼ ⁵⁵	i n c t	457
2817	Zhoucheng	swell	1573	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t	457
1252	Jianchuan	table	1775	tsɿ⁵⁵tsɿ³³	ts ɿ ⁵⁵ + ts ɿ ³³	i n t + i n t	1038 1039
1253	Eryuan	table	1775	tʂɛ³⁵tsɿ³³	tʂ ɛ ³⁵ + ts ɿ ³³	i n t + i n t	1038 1039
1254	Heqing	table	1775	tsɛ⁵⁵tsɿ³³	ts ɛ ⁵⁵ + ts ɿ ³³	i n t + i n t	1038 1039
1255	Lanping	table	1775	tsɿ⁴⁴tsɿ³³tsɔ̃⁵⁵	ts ɿ ⁴⁴ + ts ɿ ³³ + ts ɔ̃ ∼ ⁵⁵	i n t + i n t + i n c t	1038 1039 1040
1256	Qiliqiao	table	1775	tsɛ³⁵tsɿ³³tso³⁵	ts ɛ ³⁵ + ts ɿ ³³ + ts o ³⁵	i n t + i n t + i n t	1038 1039 1040
1257	Yunlong	table	1775	tsao³⁵tsɿ³³	ts a o ³⁵ + ts ɿ ³³	i n c t + i n t	1038 1039
1258	Xiangyun	table	1775	tsɛ³⁵tso³³	ts ɛ ³⁵ + ts o ³³	i n t + i n t	1038 1040
1259	Luobenzhuo	table	1775	pa⁴²tɯ⁵⁵	p a ⁴² + t ɯ ⁵⁵	i n t + i n t	1041 1042
1260	Zhoucheng	table	1775	tse³⁵tsɿ³³	ts e ³⁵ + ts ɿ ³³	i n t + i n t	1038 1039
4384	Jianchuan	tail	1220	ɤ̃³³tɤ̃⁵⁵	ɤ̃ ∼ ³³ + t ɤ̃ ∼ ⁵⁵	n c t + i n c t	751 752
4385	Eryuan	tail	1220	ŋɤ⁴⁴tɤ³⁵	ŋ ɤ ⁴⁴ + t ɤ ³⁵	i n t + i n t	751 752
4386	Heqing	tail	1220	ṽ³³tuɔ⁵⁵luɔ⁵⁵	ṽ̩ ∼ ³³ + t u ɔ ⁵⁵ + l u ɔ ⁵⁵	n c t + i m n t + i m n t	751 752 753
4387	Lanping	tail	1220	wẽ³³tu⁵⁵	w ẽ ∼ ³³ + t u ⁵⁵	i n c t + i n t	751 752
4388	Qiliqiao	tail	1220	mi⁴⁴tu³⁵	m i ⁴⁴ + t u ³⁵	i n t + i n t	751 752
4389	Yunlong	tail	1220	ŋɤ⁴⁴tɤ³⁵	ŋ ɤ ⁴⁴ + t ɤ ³⁵	i n t + i n t	751 752
4390	Xiangyun	tail	1220	mi³³tɯ³⁵	m i ³³ + t ɯ ³⁵	i n t + i n t	751 752
4391	Luobenzhuo	tail	1220	mæ̃³¹qua⁵⁵	m æ̃ ∼ ³¹ + q u a ⁵⁵	i n c t + i m n t	751 753
