ID	CHARACTER	SIMPLIFIED_CHARACTER	PINYIN	DOCULECT	DOCULECT_IN_SOURCE	READING	SEGMENTS	CONTEXT	CONCEPT	COGNATE_CLASS
4572	取	取	qǔ	Middle_Chinese	MC	tshjuX	tsʰ j u /²	i m n t	take	2287
4573	取	取	qǔ	Old_Chinese	OC	*tsʰoʔ	tsʰ o ʔ	i n C	take	2287
4578	取	取	qù	Middle_Chinese	MC	tshjuH	tsʰ j u /³	i m n t	take (a wife)	2290
4579	取	取	qù	Old_Chinese	OC	*tsʰoʔ-s	tsʰ o ʔ s	i n C S	take (a wife)	2290
4582	娶	娶	qù	Middle_Chinese	MC	tshjuH	tsʰ j u /³	i m n t	take a wife	2292
4583	娶	娶	qù	Old_Chinese	OC	*tsʰoʔ-s {*[ts]ʰoʔ-s}	tsʰ o ʔ s	i n C S	take a wife	2292
673	抽	抽	chōu	Middle_Chinese	MC	trhjuw	ʈʰ j u w /¹	i m n c t	take out, pull out	337
674	抽	抽	chōu	Old_Chinese	OC	*l̥ru	l̥ r u	i m n	take out, pull out	337
941	耽	耽	dān	Middle_Chinese	MC	tom	t o m /¹	i n c t	take pleasure	471
942	耽	耽	dān	Old_Chinese	OC	*t-qˁəm {*[t-q]ˁ[ə]m}	t ← qˤ ə m	t ← i n c	take pleasure	471
6852	㠯	㠯	yǐ	Middle_Chinese	MC	yiX	j i /²	i n t	take, use	3428
6853	㠯	㠯	yǐ	Old_Chinese	OC	*ləʔ	l ə ʔ	i n C	take, use	3428
6854	以	以	yǐ	Middle_Chinese	MC	yiX	j i /²	i n t	take, use	3429
6855	以	以	yǐ	Old_Chinese	OC	*ləʔ	l ə ʔ	i n C	take, use	3429
375	才	才	cái	Middle_Chinese	MC	dzoj	dz o j /¹	i n c t	talent, ability	188
376	才	才	cái	Old_Chinese	OC	*dzˁə {*(Cə.)[dz]ˁə}	dzˤ ə	i n	talent, ability	188
4794	槮	槮	sēn	Middle_Chinese	MC	tsrhim	ʈʂʰ i m /¹	i n c t	tall (tree)	2398
4795	槮	槮	sēn	Old_Chinese	OC	*s.r̥əm {*s.r̥[ə]m}	s r̥ ə m	P i n c	tall (tree)	2398
2781	卪	卪	jié	Middle_Chinese	MC	tset	ts e t /⁴	i n c t	tally (n.)	1391
2782	卪	卪	jié	Old_Chinese	OC	*tsˁik	tsˤ i k	i n c	tally (n.)	1391
1707	个	个	gè	Middle_Chinese	MC	kaH	k a /³	i n t	tally, piece, item	854
1708	个	个	gè	Old_Chinese	OC	*kˁar-s {*kˁa[r]-s}	kˤ a r s	i n c S	tally, piece, item	854
7218	芋	芋	yù	Middle_Chinese	MC	hjuH	ɣ j u /³	i m n t	taro (Colocasia antiquorum?)	3611
7219	芋	芋	yù	Old_Chinese	OC	*ɢʷa-s {*[ɢ]ʷ(r)a-s}	ɢʷ a s	i n S	taro (Colocasia antiquorum?)	3611
4734	緌	緌	ruí	Middle_Chinese	MC	nywij	ɲ w i j /¹	i m n c t	tassel	2368
4735	緌	緌	ruí	Old_Chinese	OC	*nuj	n u j	i n c	tassel	2368
5838	味	味	wèi	Middle_Chinese	MC	mjɨjH	m j ɨ j /³	i m n c t	taste (n.)	2921
5839	味	味	wèi	Old_Chinese	OC	*mət-s {*m[ə]t-s}	m ə t s	i n c S	taste (n.)	2921
497	嘗	尝	cháng	Middle_Chinese	MC	dzyang	dʑ a ŋ /¹	i n c t	taste (v.)	249
498	嘗	尝	cháng	Old_Chinese	OC	*Cə.daŋ	/C ə d a ŋ	P N i n c	taste (v.)	249
867	啐	啐	cuì	Middle_Chinese	MC	tshwojH	tsʰ w o j /³	i m n c t	taste (v.)	434
868	啐	啐	cuì	Old_Chinese	OC	*tsʰˁut-s {*[tsʰ]ˁu[t]-s}	tsʰˤ u t s	i n c S	taste (v.)	434
809	啜	啜	chuò	Middle_Chinese	MC	tsyhwet	tɕʰ ɥ e /¹ t	i m n t i	taste, eat, drink (v.)	405
810	啜	啜	chuò	Old_Chinese	OC	*tʰot	tʰ o t	i n c	taste, eat, drink (v.)	405
1599	賦	赋	fù	Middle_Chinese	MC	pjuH	p j u /³	i m n t	tax	800
1600	賦	赋	fù	Old_Chinese	OC	*pa-s {*p(r)a-s}	p a s	i n S	tax	800
5244	稅	税	shuì	Middle_Chinese	MC	sywejH	ɕ w e j /³	i m n c t	tax	2624
5245	稅	税	shuì	Old_Chinese	OC	*l̥ot-s	l̥ o t s	i n c S	tax	2624
2691	教	教	jiāo	Middle_Chinese	MC	kæw	k æ w /¹	i n c t	teach	1346
2692	教	教	jiāo	Old_Chinese	OC	*kˁraw {*[k]ˁraw}	kˤ r a w	i m n c	teach	1346
1597	傅	傅	fù	Middle_Chinese	MC	pjuH	p j u /³	i m n t	teacher	799
1598	傅	傅	fù	Old_Chinese	OC	*pa-s {*p(r)a(ʔ)-s}	p a s	i n S	teacher	799
4972	乘	乘	shèng	Middle_Chinese	MC	zyingH	ʑ i ŋ /³	i n c t	team of four horses	2488
4973	乘	乘	shèng	Old_Chinese	OC	*Cə.ləŋ-s	/C ə l ə ŋ s	P N i n c S	team of four horses	2488
5288	駟	驷	sì	Middle_Chinese	MC	sijH	s i j /³	i n c t	team of four horses	2646
5289	駟	驷	sì	Old_Chinese	OC	*s.lij-s {*s.li[j]-s}	s l i j s	P i n c S	team of four horses	2646
393	驂	骖	cān	Middle_Chinese	MC	tshom	tsʰ o m /¹	i n c t	team of three horses	197
394	驂	骖	cān	Old_Chinese	OC	*m-sˁrəm {*m-sˁr[ə]m}	m sˤ r ə m	p i m n c	team of three horses	197
3464	列	列	liè	Middle_Chinese	MC	ljet	l j e t /⁴	i m n c t	tear apart; rank	1733
3465	列	列	liè	Old_Chinese	OC	*ret {*[r][e]t}	r e t	i n c	tear apart; rank	1733
5540	涕	涕	tì	Middle_Chinese	MC	thejH	tʰ e j /³	i n c t	tears (n.)	2772
5541	涕	涕	tì	Old_Chinese	OC	*l̥ˁəjʔ-s {*[l̥]ˁ[ə]jʔ-s}	l̥ˤ ə j ʔ s	i n c C S	tears (n.)	2772
5544	涕	涕	tì	Middle_Chinese	MC	thejX	tʰ e j /²	i n c t	tears (n.)	2774
5545	涕	涕	tì	Old_Chinese	OC	*l̥ˁəjʔ {*[l̥]ˁ[ə]jʔ}	l̥ˤ ə j ʔ	i n c C	tears (n.)	2774
5218	術	术	shù	Middle_Chinese	MC	zywit	ʑ w i t /⁴	i m n c t	technique	2611
5219	術	术	shù	Old_Chinese	OC	*Cə-lut	/C ə l u t	P N i n c	technique	2611
7228	語	语	yù	Middle_Chinese	MC	ngjoH	ŋ j o /³	i m n t	tell	3616
7229	語	语	yù	Old_Chinese	OC	*ŋaʔ-s {*ŋ(r)aʔ-s}	ŋ a ʔ s	i n c S	tell	3616
7610	詔	诏	zhào	Middle_Chinese	MC	tsyewH	tɕ e w /³	i n c t	tell, announce	3807
7611	詔	诏	zhào	Old_Chinese	OC	*taw-s	t a w s	i n c S	tell, announce	3807
153	祊	祊	bēng	Middle_Chinese	MC	pæng	p æ ŋ /¹	i n c t	temple gate	77
154	祊	祊	bēng	Old_Chinese	OC	*pˁraŋ	pˤ r a ŋ	i m n c	temple gate	77
6610	檐	檐	yán	Middle_Chinese	MC	yem	j e m /¹	i n c t	temple gate	3307
6611	檐	檐	yán	Old_Chinese	OC	*Cə.ɢam {*Cə.[ɢ]am}	/C ə ɢ a m	P N i n c	temple gate	3307
5006	十	十	shí	Middle_Chinese	MC	dzyip	dʑ i p /⁴	i n c t	ten	2505
5007	十	十	shí	Old_Chinese	OC	*t.ɡəp {*t.[ɡ]əp}	t + g ə p	t + i n c	ten	2505
7586	丈	丈	zhàng	Middle_Chinese	MC	drjangX	ɖ j a ŋ /²	i m n c t	ten feet	3795
7587	丈	丈	zhàng	Old_Chinese	OC	*draŋʔ {*[d]raŋʔ}	d r a ŋ ʔ	i m n c C	ten feet	3795
6520	旬	旬	xún	Middle_Chinese	MC	zwin	z w i n /¹	i m n c t	ten-day cycle	3262
6521	旬	旬	xún	Old_Chinese	OC	*s-ɢʷin {*s-[ɢ]ʷi[n]}	s ɢʷ i n	p i n c	ten-day cycle	3262
7222	或	或	yù	Middle_Chinese	MC	hwik	ɣ w i k /⁴	i m n c t	territory	3613
7223	或	或	yù	Old_Chinese	OC	*ɢʷrək {*[ɢ]ʷrək}	ɢʷ r ə k	i m n c	territory	3613
7224	域	域	yù	Middle_Chinese	MC	hwik	ɣ w i k /⁴	i m n c t	territory	3614
7225	域	域	yù	Old_Chinese	OC	*ɢʷrək {*[ɢ]ʷrək}	ɢʷ r ə k	i m n c	territory	3614
5130	守	守	shòu	Middle_Chinese	MC	syuwH	ɕ u w /³	i n c t	territory in somebody's guard, fief	2567
5131	守	守	shòu	Old_Chinese	OC	*s.tuʔ-s	s t u ʔ s	P i n C S	territory in somebody's guard, fief	2567
5084	試	试	shì	Middle_Chinese	MC	syiH	ɕ i /³	i n t	test, try	2544
5085	試	试	shì	Old_Chinese	OC	*l̥ək-s	l̥ ə k s	i n c S	test, try	2544
7734	證	证	zhèng	Middle_Chinese	MC	tsyingH	tɕ i ŋ /³	i n c t	testify, prove	3869
7735	證	证	zhèng	Old_Chinese	OC	*təŋ-s	t ə ŋ s	i n c S	testify, prove	3869
171	彼	彼	bǐ	Middle_Chinese	MC	pjeX	p j e /²	i m n t	that	86
172	彼	彼	bǐ	Old_Chinese	OC	*pajʔ	p a j ʔ	i n c C	that	86
4806	苫	苫	shān	Middle_Chinese	MC	syem	ɕ e m /¹	i n c t	thatch	2404
4807	苫	苫	shān	Old_Chinese	OC	*s.tem	s t e m	P i n c	thatch	2404
4824	苫	苫	shàn	Middle_Chinese	MC	syemH	ɕ e m /³	i n c t	thatch	2413
4825	苫	苫	shàn	Old_Chinese	OC	*s-tem-s	s t e m s	p i n c S	thatch	2413
2067	盍	盍	hé	Middle_Chinese	MC	hap	ɣ a p /⁴	i n c t	thatch, cover (v.)	1034
2068	盍	盍	hé	Old_Chinese	OC	*m-kˁap {*m-[k]ˁap}	m kˤ a p	p i n c	thatch, cover (v.)	1034
1649	贛	赣	gàn	Middle_Chinese	MC	komX	k o m /²	i n c t	the Gàn river	825
1650	贛	赣	gàn	Old_Chinese	OC	*komʔ {*k[o]mʔ}	k o m ʔ	i n c C	the Gàn river	825
1647	贛	赣	gàn	Middle_Chinese	MC	komH	k o m /³	i n c t	the Gàn river in Jiangxi	824
1648	贛	赣	gàn	Old_Chinese	OC	*komʔ-s {*k[o]mʔ-s}	k o m ʔ s	i n c C S	the Gàn river in Jiangxi	824
147	背	背	bèi	Middle_Chinese	MC	pwojH	p w o j /³	i m n c t	the back	74
148	背	背	bèi	Old_Chinese	OC	*pˁək-s	pˤ ə k s	i n c S	the back	74
3856	杪	杪	miǎo	Middle_Chinese	MC	mjiewX	m j/ji e w /²	i m n c t	the utmost end	1929
3857	杪	杪	miǎo	Old_Chinese	OC	*mewʔ	m e w ʔ	i n c C	the utmost end	1929
7480	則	则	zé	Middle_Chinese	MC	tsok	ts o k /⁴	i n c t	then	3742
7481	則	则	zé	Old_Chinese	OC	*tsˁək {*[ts]ˁək}	tsˤ ə k	i n c	then	3742
5590	町	町	tǐng	Middle_Chinese	MC	thengX	tʰ e ŋ /²	i n c t	then(g)X.thwanX 'trampled (field)	2797
5591	町	町	tǐng	Old_Chinese	OC	*tʰˁeŋʔ	tʰˤ e ŋ ʔ	i n c C	then(g)X.thwanX 'trampled (field)	2797
5646	畽	畽	tuǎn	Middle_Chinese	MC	thwanX	tʰ w a n /²	i m n c t	then(g)X.thwanX 'trampled (field)	2825
5647	畽	畽	tuǎn	Old_Chinese	OC	*tʰˁonʔ	tʰˤ o n ʔ	i n c C	then(g)X.thwanX 'trampled (field)	2825
3916	莫	莫	mò	Middle_Chinese	MC	mak	m a k /⁴	i n c t	there is no X such that X …	1959
3917	莫	莫	mò	Old_Chinese	OC	*mˁak	mˤ a k	i n c	there is no X such that X …	1959
2455	即	即	jí	Middle_Chinese	MC	tsik	ts i k /⁴	i n c t	thereupon	1228
2456	即	即	jí	Old_Chinese	OC	*tsik {*[ts]ik}	ts i k	i n c	thereupon	1228
7296	爰	爰	yuán	Middle_Chinese	MC	hjwon	ɣ ɥ o n /¹	i m n c t	thereupon	3650
7297	爰	爰	yuán	Old_Chinese	OC	*ɢʷan {*ɢʷa[n]}	ɢʷ a n	i n c	thereupon	3650
2139	厚	厚	hòu	Middle_Chinese	MC	huwX	ɣ u w /²	i n c t	thick	1070
2140	厚	厚	hòu	Old_Chinese	OC	*Cə.ɡˁoʔ {*Cə.ɡˁ(r)oʔ}	/C ə gˤ o ʔ	P N i n C	thick	1070
7552	饘	𫗴	zhān	Middle_Chinese	MC	tsyenX	tɕ e n /²	i n c t	thick gruel	3778
7553	饘	𫗴	zhān	Old_Chinese	OC	*t-qanʔ {*t-qa[n]ʔ}	t ← q a n ʔ	t ← i n c C	thick gruel	3778
7530	飦	飦	zhān	Middle_Chinese	MC	kan	k a n /¹	i n c t	thick gruel of rice	3767
7531	飦	飦	zhān	Old_Chinese	OC	*C.qˁan {*C.qˁa[n]}	/C qˤ a n	P i n c	thick gruel of rice	3767
7678	㐱	㐱	zhěn	Middle_Chinese	MC	tsyinX	tɕ i n /²	i n c t	thick hair	3841
7679	㐱	㐱	zhěn	Old_Chinese	OC	*tənʔ {*t[ə][n]ʔ}	t ə n ʔ	i n c i	thick hair	3841
5564	腆	腆	tiǎn	Middle_Chinese	MC	thenX	tʰ e n /²	i n c t	thick, ample	2784
5565	腆	腆	tiǎn	Old_Chinese	OC	*tʰˁənʔ {*tʰˁə[n]ʔ}	tʰˤ ə n ʔ	i n c i	thick, ample	2784
1813	股	股	gǔ	Middle_Chinese	MC	kuX	k u /²	i n t	thigh	907
1814	股	股	gǔ	Old_Chinese	OC	*kʷˁaʔ	kʷˤ a ʔ	i n c	thigh	907
335	薄	薄	bó	Middle_Chinese	MC	bak	b a k /⁴	i n c t	thin	168
336	薄	薄	bó	Old_Chinese	OC	*bˁak {*(Cə.)[b]ˁak}	bˤ a k	i n c	thin	168
5984	希	希	xī	Middle_Chinese	MC	xjɨj	x j ɨ j /¹	i m n c t	thin, sparse	2994
5985	希	希	xī	Old_Chinese	OC	*qʰəj	qʰ ə j	i n c	thin, sparse	2994
5918	物	物	wù	Middle_Chinese	MC	mjut	m j u t /⁴	i m n c t	thing	2961
5919	物	物	wù	Old_Chinese	OC	*C.mut	/C m u t	P i n c	thing	2961
4670	恁	恁	rèn	Middle_Chinese	MC	nyimX	ɲ i m /²	i n c t	think	2336
4671	恁	恁	rèn	Old_Chinese	OC	*nəmʔ {*n[ə]mʔ}	n ə m ʔ	i n c C	think	2336
5272	思	思	sī	Middle_Chinese	MC	si	s i /¹	i n t	think	2638
5273	思	思	sī	Old_Chinese	OC	*sə {*[s]ə}	s ə	i n	think	2638
6190	想	想	xiǎng	Middle_Chinese	MC	sjangX	s j a ŋ /²	i m n c t	think	3097
6191	想	想	xiǎng	Old_Chinese	OC	*saŋʔ {*[s]aŋʔ}	s a ŋ ʔ	i n c C	think	3097
4056	念	念	niàn	Middle_Chinese	MC	nemH	n e m /³	i n c t	think of	2029
4057	念	念	niàn	Old_Chinese	OC	*nˁim-s	nˤ i m s	i n c S	think of	2029
3652	慮	虑	lǜ	Middle_Chinese	MC	ljoH	l j o /³	i m n t	think, consider	1827
3653	慮	虑	lǜ	Old_Chinese	OC	*ra-s {*[r]a-s}	r a s	i n S	think, consider	1827
3128	渴	渴	kě	Middle_Chinese	MC	khat	kʰ a t /⁴	i n c t	thirsty	1565
3129	渴	渴	kě	Old_Chinese	OC	*Nə-kʰˁat	/N ə kʰˤ a t	P N i n c	thirsty	1565
821	此	此	cǐ	Middle_Chinese	MC	tshjeX	tsʰ j e /²	i m n t	this	411
822	此	此	cǐ	Old_Chinese	OC	*tsʰeʔ {*[tsʰ]e(j)ʔ}	tsʰ e ʔ	i n C	this	411
5038	是	是	shì	Middle_Chinese	MC	dzyeX	dʑ e /²	i n t	this	2521
5039	是	是	shì	Old_Chinese	OC	*deʔ {*[d]eʔ}	d e ʔ	i n C	this	2521
5280	斯	斯	sī	Middle_Chinese	MC	sje	s j e /¹	i m n t	this	2642
5281	斯	斯	sī	Old_Chinese	OC	*se {*[s]e}	s e	i n	this	2642
6794	伊	伊	yī	Middle_Chinese	MC	ʔjij	ʔ j i j /¹	i m n c t	this	3399
6795	伊	伊	yī	Old_Chinese	OC	*ʔij	ʔ i j	i n c	this	3399
1479	夫	夫	fú	Middle_Chinese	MC	bju	b j u /¹	i m n t	this, that	740
1480	夫	夫	fú	Old_Chinese	OC	*ba {*[b](r)a}	b a	i n	this, that	740
717	楚	楚	chǔ	Middle_Chinese	MC	tsrhjoX	ʈʂʰ j o /²	i m n t	thorns	359
718	楚	楚	chǔ	Old_Chinese	OC	*s.r̥aʔ	s r̥ a ʔ	P i n c	thorns	359
2447	棘	棘	jí	Middle_Chinese	MC	kik	k i k /⁴	i n c t	thorns	1224
2448	棘	棘	jí	Old_Chinese	OC	*krək	k r ə k	i m n c	thorns	1224
4668	飪	饪	rèn	Middle_Chinese	MC	nyimX	ɲ i m /²	i n c t	thoroughly cooked	2335
4669	飪	饪	rèn	Old_Chinese	OC	*nəmʔ {*n[ə]mʔ}	n ə m ʔ	i n c C	thoroughly cooked	2335
6860	意	意	yì	Middle_Chinese	MC	ʔiH	ʔ i /³	i n t	thought (n.)	3432
6861	意	意	yì	Old_Chinese	OC	*ʔək-s {*ʔ(r)ək-s}	ʔ ə k s	i n c S	thought (n.)	3432
4392	千	千	qiān	Middle_Chinese	MC	tshen	tsʰ e n /¹	i n c t	thousand	2197
4393	千	千	qiān	Old_Chinese	OC	*s.n̥ˁiŋ	s n̥ˤ i ŋ	P i n c	thousand	2197
3650	縷	缕	lǚ	Middle_Chinese	MC	ljuX	l j u /²	i m n t	thread	1826
3651	縷	缕	lǚ	Old_Chinese	OC	*roʔ {*[r]oʔ}	r o ʔ	i n C	thread	1826
391	參	参	cān	Middle_Chinese	MC	tshom	tsʰ o m /¹	i n c t	three	196
392	參	参	cān	Old_Chinese	OC	*N-sˁrum {*N-sˁr[u]m}	/N sˤ r u m	p i m n i	three	196
4760	三	三	sān	Middle_Chinese	MC	sam	s a m /¹	i n c t	three	2381
4761	三	三	sān	Old_Chinese	OC	*srum {*sr[u]m} (*sr- › *s-; infl. by 四 *s-?)	s r u m	i m n i	three	2381
4762	三	三	sān	Middle_Chinese	MC	samH	s a m /³	i n c t	thrice	2382
4763	三	三	sān	Old_Chinese	OC	*s.rəm-s {*[s.r][ə]m-s} (*s.r- › *s-, infl. by 四 *s-)	s r ə m s	P i n c S	thrice	2382
2125	喉	喉	hóu	Middle_Chinese	MC	huw	ɣ u w /¹	i n c t	throat	1063
2126	喉	喉	hóu	Old_Chinese	OC	*ɡˁo {*[ɡ]ˁ(r)o}	gˤ o	i n	throat	1063
6880	膉	膉	yì	Middle_Chinese	MC	ʔjiek	ʔ j/ji e k /⁴	i m n c t	throat	3442
6881	膉	膉	yì	Old_Chinese	OC	*qek {*q[e]k}	q e k	i n c	throat	3442
6884	嗌	嗌	yì	Middle_Chinese	MC	ʔjiek	ʔ j/ji e k /⁴	i m n c t	throat	3444
6885	嗌	嗌	yì	Old_Chinese	OC	*qik {*q[i]k} (*-ik › *-ek)	q i k	i n c	throat	3444
5610	投	投	tóu	Middle_Chinese	MC	duw	d u w /¹	i n c t	throw	2807
5611	投	投	tóu	Old_Chinese	OC	*dˁo {*[d]ˁo}	dˤ o	i n	throw	2807
4374	棄	弃	qì	Middle_Chinese	MC	khjijH	kʰ j i j /³	i m n c t	throw away, abandon	2188
4375	棄	弃	qì	Old_Chinese	OC	*kʰit-s {*[kʰ]i[t]-s}	kʰ i t s	i n c S	throw away, abandon	2188
979	蕩	荡	dàng	Middle_Chinese	MC	dangH	d a ŋ /³	i n c t	throw out, purify from	490
980	蕩	荡	dàng	Old_Chinese	OC	*lˁaŋ-s	lˤ a ŋ s	i n c S	throw out, purify from	490
881	寸	寸	cùn	Middle_Chinese	MC	tshwonH	tsʰ w o n /³	i m n c t	thumb; inch	441
882	寸	寸	cùn	Old_Chinese	OC	*tsʰˁun-s {*[tsʰ]ˁu[n]-s}	tsʰˤ u n s	i n c S	thumb; inch	441
3308	靁	靁	léi	Middle_Chinese	MC	lwoj	l w o j /¹	i m n c t	thunder	1655
3309	靁	靁	léi	Old_Chinese	OC	*C.rˁuj	/C rˤ u j	P i n c	thunder	1655
3310	雷	雷	léi	Middle_Chinese	MC	lwoj	l w o j /¹	i m n c t	thunder	1656
3311	雷	雷	léi	Old_Chinese	OC	*C.rˁuj	/C rˤ u j	P i n c	thunder	1656
2495	繫	系	jì	Middle_Chinese	MC	kejH	k e j /³	i n c t	tie (v.)	1248
2496	繫	系	jì	Old_Chinese	OC	*Cə.kˁe-s	/C ə kˤ e s	P N i n S	tie (v.)	1248
6024	係	系	xì	Middle_Chinese	MC	kejH	k e j /³	i n c t	tie (v.)	3014
6025	係	系	xì	Old_Chinese	OC	*kˁek-s	kˤ e k s	i n c S	tie (v.)	3014
2928	摎	摎	jiū	Middle_Chinese	MC	kjiw	k j i w /¹	i m n c t	tie around, strangle	1465
2929	摎	摎	jiū	Old_Chinese	OC	*k-riw (dial. › kriw)	k r i w	p i n c	tie around, strangle	1465
3508	摎	摎	liú	Middle_Chinese	MC	ljuw	l j u w /¹	i m n c t	tie around, strangle	1755
3509	摎	摎	liú	Old_Chinese	OC	*k-riw	k r i w	p i n c	tie around, strangle	1755
2769	結	结	jié	Middle_Chinese	MC	ket	k e t /⁴	i n c t	tie, knot	1385
2770	結	结	jié	Old_Chinese	OC	*kˁit {*kˁi[t]}	kˤ i t	i n c	tie, knot	1385
2153	虍	虍	hū	Middle_Chinese	MC	xu	x u /¹	i n t	tiger	1077
2154	虍	虍	hū	Old_Chinese	OC	*qʰˁra (dial. *qˁʰr- ›ŋ̊ˁ- › x-)	qʰˤ r a	i m n	tiger	1077
2175	虎	虎	hǔ	Middle_Chinese	MC	xuX	x u /²	i n t	tiger	1088
2176	虎	虎	hǔ	Old_Chinese	OC	*qʰˁraʔ (W dial.)	qʰˤ r a ʔ	i m n c	tiger	1088
4182	貔	貔	pí	Middle_Chinese	MC	bjij	b j i j /¹	i m n c t	tiger-like animal	2092
4183	貔	貔	pí	Old_Chinese	OC	*bij {*[b]ij}	b i j	i n c	tiger-like animal	2092
373	材	材	cái	Middle_Chinese	MC	dzoj	dz o j /¹	i n c t	timber	187
374	材	材	cái	Old_Chinese	OC	*Cə.dzˁə {*[Cə.dz]ˁə}	/C ə dzˤ ə	P N i n	timber	187
5000	時	时	shí	Middle_Chinese	MC	dzyi	dʑ i /¹	i n t	time	2502
5001	時	时	shí	Old_Chinese	OC	*də {*[d]ə} ~ *[d]əʔ	d ə	i n	time	2502
2828	堇	堇	jǐn	Middle_Chinese	MC	gin	g i n /¹	i n c t	time, season	1415
2829	堇	堇	jǐn	Old_Chinese	OC	*ɡrər {*[ɡ]rə[r]}	g r ə r	i m n c	time, season	1415
5956	錫	锡	xī	Middle_Chinese	MC	sek	s e k /⁴	i n c t	tin	2980
5957	錫	锡	xī	Old_Chinese	OC	*s-lˁek	s lˤ e k	p i n c	tin	2980
1173	耑	耑	duān	Middle_Chinese	MC	twan	t w a n /¹	i m n c t	tip (n.)	587
1174	耑	耑	duān	Old_Chinese	OC	*tˁor	tˤ o r	i n c	tip (n.)	587
1175	端	端	duān	Middle_Chinese	MC	twan	t w a n /¹	i m n c t	tip (n.)	588
1176	端	端	duān	Old_Chinese	OC	*tˁor	tˤ o r	i n c	tip (n.)	588
1103	釣	钓	diào	Middle_Chinese	MC	tewH	t e w /³	i n c t	to angle	552
1104	釣	钓	diào	Old_Chinese	OC	*tˁewk-s {*[t]ˁewk-s}	tˤ e kʷ s	i n c S	to angle	552
7570	襢	襢	zhàn	Middle_Chinese	MC	trjenX	ʈ j e n /²	i m n c t	to bare	3787
7571	襢	襢	zhàn	Old_Chinese	OC	*tranʔ {*tra[n]ʔ}	t r a n ʔ	i m n c C	to bare	3787
6146	俔	伣	xiàn	Middle_Chinese	MC	henX	ɣ e n /²	i n c t	to be like	3075
6147	俔	伣	xiàn	Old_Chinese	OC	*N-kˁenʔ {*N-[k]ˁenʔ}	/N kˤ e n ʔ	p i n c C	to be like	3075
5606	痛	痛	tòng	Middle_Chinese	MC	thuwngH	tʰ u ŋʷ /³	i n c t	to be pained	2805
5607	痛	痛	tòng	Old_Chinese	OC	*l̥ˁoŋ-s	l̥ˤ o ŋ s	i n c S	to be pained	2805
5172	紓	纾	shū	Middle_Chinese	MC	zyoX	ʑ o /²	i n t	to be remiss	2588
5173	紓	纾	shū	Old_Chinese	OC	*Cə.laʔ	/C ə l a ʔ	P N i n c	to be remiss	2588
781	捶	捶	chuí	Middle_Chinese	MC	tsyweX	tɕ ɥ e /²	i m n t	to beat	391
782	捶	捶	chuí	Old_Chinese	OC	*tojʔ	t o j ʔ	i n c C	to beat	391
583	成	成	chéng	Middle_Chinese	MC	dzyeng	dʑ e ŋ /¹	i n c t	to become (v.i.)	292
584	成	成	chéng	Old_Chinese	OC	*deŋ {*[d]eŋ}	d e ŋ	i n c	to become (v.i.)	292
4556	曲	曲	qū	Middle_Chinese	MC	khjowk	kʰ j o kʷ /⁴	i m n c t	to bend, bent	2279
4557	曲	曲	qū	Old_Chinese	OC	*kʰok {*kʰ(r)ok}	kʰ o k	i n c	to bend, bent	2279
6886	挹	挹	yì	Middle_Chinese	MC	ʔjip	ʔ j i p /⁴	i m n c t	to bow; suppress	3445
6887	挹	挹	yì	Old_Chinese	OC	*qip	q i p	i n c	to bow; suppress	3445
1523	拂	拂	fú	Middle_Chinese	MC	phjut	pʰ j u t /⁴	i m n c t	to brush, shake	762
1524	拂	拂	fú	Old_Chinese	OC	*pʰut	pʰ u t	i n c	to brush, shake	762
4746	爇	爇	ruò	Middle_Chinese	MC	nywet	ɲ w e t /⁴	i m n c t	to burn	2374
4747	爇	爇	ruò	Old_Chinese	OC	*not	n o t	i n c	to burn	2374
7988	鑄	铸	zhù	Middle_Chinese	MC	tsyuH	tɕ u /³	i n t	to cast (a bronze vessel)	3996
7989	鑄	铸	zhù	Old_Chinese	OC	*tu-s F!	t u s	i n S	to cast (a bronze vessel)	3996
3802	彌	弥	mí	Middle_Chinese	MC	mjie	m j/ji e /¹	i m n t	to complete	1902
3803	彌	弥	mí	Old_Chinese	OC	*m-nər {*m-nə[r]}	m n ə r	p i n c	to complete	1902
585	成	成	chéng	Middle_Chinese	MC	dzyeng	dʑ e ŋ /¹	i n c t	to complete (tr. v)	293
586	成	成	chéng	Old_Chinese	OC	*m-deŋ {*m-[d]eŋ}	m d e ŋ	p i n c	to complete (tr. v)	293
7984	注	注	zhù	Middle_Chinese	MC	trjuH	ʈ j u /³	i m n t	to conduct water	3994
7985	注	注	zhù	Old_Chinese	OC	*tro-s {*tro(ʔ)-s}	t r o s	i m n S	to conduct water	3994
7712	征	征	zhēng	Middle_Chinese	MC	tsyeng	tɕ e ŋ /¹	i n c t	to correct; to attack	3858
7713	征	征	zhēng	Old_Chinese	OC	*teŋ	t e ŋ	i n c	to correct; to attack	3858
7614	遮	遮	zhē	Middle_Chinese	MC	tsyæ	tɕ æ /¹	i n t	to cover	3809
7615	遮	遮	zhē	Old_Chinese	OC	*ta {*tA}	t a	i n	to cover	3809
5462	貪	贪	tān	Middle_Chinese	MC	thom	tʰ o m /¹	i n c t	to covet	2733
5463	貪	贪	tān	Old_Chinese	OC	*r̥ˁəm {*r̥ˁ[ə]m}	r̥ˤ ə m	i n c	to covet	2733
