ID	TAXA	TAXA_WITH_TONES	CHINESE_TAXA	GLOSS	PINYIN	NUMBER	READING	IPA	TOKENS	ALIGNMENT	PROTO	PROTO_TOKENS	BAXTER	ZGYY	COGID
15644	Tunxi	Tūnxī	屯溪	辨	biàn	503	piɛ²⁴	piɛ²⁴	p i ɛ ²⁴	p i ɛ - ²⁴	bjen²	b j e n ²	bjenX	山开三上狝並	503
15645	Pingyao	Píngyáo	平遥	辨	biàn	503	piE³⁵	piᴇ³⁵	p i ᴇ ³⁵	p i ᴇ - ³⁵	bjen²	b j e n ²	bjenX	山开三上狝並	503
15646	Guangzhou	Guǎngzhōu	广州	辨	biàn	503	pin²²	pin²²	p i n ²²	p - i n ²²	bjen²	b j e n ²	bjenX	山开三上狝並	503
15647	Jianou	Jiànōu	建瓯	辨	biàn	503	piŋ⁴²	piŋ⁴²	p i ŋ ⁴²	p - i ŋ ⁴²	bjen²	b j e n ²	bjenX	山开三上狝並	503
15648	Chengdu	Chéngdū	成都	辨	biàn	503	pian¹³	pian¹³	p i a n ¹³	p i a n ¹³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15649	Kunming	Kūnmíng	昆明	辨	biàn	503	piɛ̃²¹²	piɛ̃²¹²	p i ɛ̃ ²¹²	p i ɛ̃ - ²¹²	bjen²	b j e n ²	bjenX	山开三上狝並	503
15650	Hangzhou	Hángzhōu	杭州	辨	biàn	503	biɛ̃¹³	biɛ̃¹³	b i ɛ̃ ¹³	b i ɛ̃ - ¹³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15651	Taoyuan	Táoyuán	桃园	辨	biàn	503	p'ien⁵⁵	pʰien⁵⁵	pʰ i e n ⁵⁵	pʰ i e n ⁵⁵	bjen²	b j e n ²	bjenX	山开三上狝並	503
15652	Meixian	Méixiàn	梅县	辨	biàn	503	p'ien⁵³	pʰien⁵³	pʰ i e n ⁵³	pʰ i e n ⁵³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15653	Shexian	Shèxiàn	歙县	辨	biàn	503	p'e²²	pʰe²²	pʰ e ²²	pʰ - e - ²²	bjen²	b j e n ²	bjenX	山开三上狝並	503
15654	Wuhan	Wǔhàn	武汉	辨	biàn	503	piɛn³⁵	piɛn³⁵	p i ɛ n ³⁵	p i ɛ n ³⁵	bjen²	b j e n ²	bjenX	山开三上狝並	503
15655	Shantou	Shàntóu	汕头	辨	biàn	503	piaŋ³⁵	piaŋ³⁵	p i a ŋ ³⁵	p i a ŋ ³⁵	bjen²	b j e n ²	bjenX	山开三上狝並	503
15656	Jinan	Jìnán	济南	辨	biàn	503	piã²¹	piã²¹	p i ã ²¹	p i ã - ²¹	bjen²	b j e n ²	bjenX	山开三上狝並	503
15657	Haikou	Hǎikǒu	海口	辨	biàn	503	？bin³³	ˀbin³³	ˀb i n ³³	ˀb - i n ³³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15658	Wenzhou	Wēnzhōu	温州	辨	biàn	503	bi³⁵	bi³⁵	b i ³⁵	b - i - ³⁵	bjen²	b j e n ²	bjenX	山开三上狝並	503
15659	Xiangtan	Xiāngtán	湘潭	辨	biàn	503	piẽ⁵⁵	piẽ⁵⁵	p i ẽ ⁵⁵	p i ẽ - ⁵⁵	bjen²	b j e n ²	bjenX	山开三上狝並	503
15660	Fuzhou	Fúzhōu	福州	辨	biàn	503	piɛŋ²⁴²	piɛŋ²⁴²	p i ɛ ŋ ²⁴²	p i ɛ ŋ ²⁴²	bjen²	b j e n ²	bjenX	山开三上狝並	503
15661	Xining	Xīníng	西宁	辨	biàn	503	piã²¹³	piã²¹³	p i ã ²¹³	p i ã - ²¹³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15662	Xian	Xīān	西安	辨	biàn	503	piã⁴⁴	piã⁴⁴	p i ã ⁴⁴	p i ã - ⁴⁴	bjen²	b j e n ²	bjenX	山开三上狝並	503
15663	Guiyang	Guìyáng	贵阳	辨	biàn	503	pian²¹³	pian²¹³	p i a n ²¹³	p i a n ²¹³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15664	Zhengzhou	Zhèngzhōu	郑州	辨	biàn	503	pian³¹²	pian³¹²	p i a n ³¹²	p i a n ³¹²	bjen²	b j e n ²	bjenX	山开三上狝並	503
15665	Yinchuan	Yínchuān	银川	辨	biàn	503	pian¹³	pian¹³	p i a n ¹³	p i a n ¹³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15666	Changsha	Chángshā	长沙	辨	biàn	503	piẽ⁵⁵	piẽ⁵⁵	p i ẽ ⁵⁵	p i ẽ - ⁵⁵	bjen²	b j e n ²	bjenX	山开三上狝並	503
15667	Qingdao	Qīngdǎo	青岛	辨	biàn	503	piã⁴²	piã⁴²	p i ã ⁴²	p i ã - ⁴²	bjen²	b j e n ²	bjenX	山开三上狝並	503
15668	Xianggang	Xiānggǎng	香港	辨	biàn	503	pin²²	pin²²	p i n ²²	p - i n ²²	bjen²	b j e n ²	bjenX	山开三上狝並	503
15669	Shanghai	Shànghǎi	上海	片	piàn	504	p'i³⁵	pʰi³⁵	pʰ i ³⁵	pʰ - i - ³⁵	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15670	Wulumuqi	Wūlǔmùqí	乌鲁木齐	片	piàn	504	p'ian²¹³	pʰian²¹³	pʰ i a n ²¹³	pʰ i a n ²¹³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15671	Lanzhou	Lánzhōu	兰州	片	piàn	504	p'iɛ̃n¹³	pʰiɛ̃n¹³	pʰ i ɛ̃ n ¹³	pʰ i ɛ̃ n ¹³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15672	Beijing	Běijīng	北京	片	piàn	504	p'ian⁵¹	pʰian⁵¹	pʰ i a n ⁵¹	pʰ i a n ⁵¹	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15673	Nanjing	Nánjīng	南京	片	piàn	504	p'ien⁴⁴	pʰien⁴⁴	pʰ i e n ⁴⁴	pʰ i e n ⁴⁴	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15674	Nanning	Nánníng	南宁	片	piàn	504	p'in³³	pʰin³³	pʰ i n ³³	pʰ - i n ³³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15675	Nanchang	Nánchāng	南昌	片	piàn	504	p'iɛn²¹³	pʰiɛn²¹³	pʰ i ɛ n ²¹³	pʰ i ɛ n ²¹³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15676	Xiamen	Xiàmén	厦门	片	piàn	504	p'ian²¹p'ĩ²¹	pʰian²¹	pʰ i a n ²¹	pʰ i a n ²¹	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15677	Taibei	Táiběi	台北	片	piàn	504	p'ian¹¹p'ĩ¹¹	pʰian¹¹	pʰ i a n ¹¹	pʰ i a n ¹¹	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15678	Huhehaote	Hūhèhàotè	呼和浩特	片	piàn	504	p‘ie⁵³药〜子p‘ie⁵⁵~面	pʰie⁵³	pʰ i e ⁵³	pʰ i e - ⁵³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15679	Haerbin	Hāěrbīn	哈尔滨	片	piàn	504	p‘ian⁵³胶~p‘ian⁴⁴相~儿	pʰian⁵³	pʰ i a n ⁵³	pʰ i a n ⁵³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15680	Tianjin	Tiānjīn	天津	片	piàn	504	p‘ian²¹影~p‘ian⁵³量词	pʰian²¹	pʰ i a n ²¹	pʰ i a n ²¹	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15681	Taiyuan	Tàiyuán	太原	片	piàn	504	p‘ie⁵³字~~p'ie⁴⁵—~	pʰie⁵³	pʰ i e ⁵³	pʰ i e - ⁵³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15682	Tunxi	Tūnxī	屯溪	片	piàn	504	p'iɛ⁴²	pʰiɛ⁴²	pʰ i ɛ ⁴²	pʰ i ɛ - ⁴²	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15683	Pingyao	Píngyáo	平遥	片	piàn	504	p'iE⁵³~子：名片p‘iE³⁵女阴	pʰiᴇ⁵³	pʰ i ᴇ ⁵³	pʰ i ᴇ - ⁵³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15684	Guangzhou	Guǎngzhōu	广州	片	piàn	504	p'in³³	pʰin³³	pʰ i n ³³	pʰ - i n ³³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15685	Jianou	Jiànōu	建瓯	片	piàn	504	p'iŋ³³	pʰiŋ³³	pʰ i ŋ ³³	pʰ - i ŋ ³³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15686	Chengdu	Chéngdū	成都	片	piàn	504	p'ian¹³	pʰian¹³	pʰ i a n ¹³	pʰ i a n ¹³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15687	Kunming	Kūnmíng	昆明	片	piàn	504	p'iɛ̃²¹²	pʰiɛ̃²¹²	pʰ i ɛ̃ ²¹²	pʰ i ɛ̃ - ²¹²	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15688	Hangzhou	Hángzhōu	杭州	片	piàn	504	p'iɛ̃⁴⁴⁵	pʰiɛ̃⁴⁴⁵	pʰ i ɛ̃ ⁴⁴⁵	pʰ i ɛ̃ - ⁴⁴⁵	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15689	Taoyuan	Táoyuán	桃园	片	piàn	504	p'ien³¹	pʰien³¹	pʰ i e n ³¹	pʰ i e n ³¹	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15690	Meixian	Méixiàn	梅县	片	piàn	504	p'ien³¹	pʰien³¹	pʰ i e n ³¹	pʰ i e n ³¹	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15691	Shexian	Shèxiàn	歙县	片	piàn	504	p'e³²⁴	pʰe³²⁴	pʰ e ³²⁴	pʰ - e - ³²⁴	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15692	Wuhan	Wǔhàn	武汉	片	piàn	504	p'iɛn³⁵	pʰiɛn³⁵	pʰ i ɛ n ³⁵	pʰ i ɛ n ³⁵	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15693	Shantou	Shàntóu	汕头	片	piàn	504	p'iaŋ²¹³p'ĩ²¹³	pʰiaŋ²¹³	pʰ i a ŋ ²¹³	pʰ i a ŋ ²¹³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15694	Jinan	Jìnán	济南	片	piàn	504	p'iã²¹	pʰiã²¹	pʰ i ã ²¹	pʰ i ã - ²¹	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15695	Haikou	Hǎikǒu	海口	片	piàn	504	fin³⁵fi³⁵	fin³⁵	f i n ³⁵	f - i n ³⁵	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15696	Wenzhou	Wēnzhōu	温州	片	piàn	504	p'i⁴²	pʰi⁴²	pʰ i ⁴²	pʰ - i - ⁴²	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15697	Xiangtan	Xiāngtán	湘潭	片	piàn	504	p'iẽ⁵⁵	pʰiẽ⁵⁵	pʰ i ẽ ⁵⁵	pʰ i ẽ - ⁵⁵	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15698	Fuzhou	Fúzhōu	福州	片	piàn	504	p'iɛŋ²¹²	pʰiɛŋ²¹²	pʰ i ɛ ŋ ²¹²	pʰ i ɛ ŋ ²¹²	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15699	Xining	Xīníng	西宁	片	piàn	504	p'iã⁵³	pʰiã⁵³	pʰ i ã ⁵³	pʰ i ã - ⁵³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15700	Xian	Xīān	西安	片	piàn	504	p'iã⁵³	pʰiã⁵³	pʰ i ã ⁵³	pʰ i ã - ⁵³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15701	Guiyang	Guìyáng	贵阳	片	piàn	504	p'ian²¹³	pʰian²¹³	pʰ i a n ²¹³	pʰ i a n ²¹³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15702	Zhengzhou	Zhèngzhōu	郑州	片	piàn	504	p'ian³¹²	pʰian³¹²	pʰ i a n ³¹²	pʰ i a n ³¹²	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15703	Yinchuan	Yínchuān	银川	片	piàn	504	p'ian⁵³	pʰian⁵³	pʰ i a n ⁵³	pʰ i a n ⁵³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15704	Changsha	Chángshā	长沙	片	piàn	504	p'iẽ⁵⁵	pʰiẽ⁵⁵	pʰ i ẽ ⁵⁵	pʰ i ẽ - ⁵⁵	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15705	Qingdao	Qīngdǎo	青岛	片	piàn	504	p'iã⁴²	pʰiã⁴²	pʰ i ã ⁴²	pʰ i ã - ⁴²	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15706	Xianggang	Xiānggǎng	香港	片	piàn	504	p'in³³	pʰin³³	pʰ i n ³³	pʰ - i n ³³	pʰen³	pʰ - e n ³	phenH	山开四去霰滂	504
15707	Shanghai	Shànghǎi	上海	棉	mián	505	mi¹³	mi¹³	m i ¹³	m - i - ¹³	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15708	Wulumuqi	Wūlǔmùqí	乌鲁木齐	棉	mián	505	mian⁵¹	mian⁵¹	m i a n ⁵¹	m i a n ⁵¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15709	Lanzhou	Lánzhōu	兰州	棉	mián	505	miɛ̃n⁵³	miɛ̃n⁵³	m i ɛ̃ n ⁵³	m i ɛ̃ n ⁵³	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15710	Beijing	Běijīng	北京	棉	mián	505	mian³⁵	mian³⁵	m i a n ³⁵	m i a n ³⁵	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15711	Nanjing	Nánjīng	南京	棉	mián	505	mien²⁴	mien²⁴	m i e n ²⁴	m i e n ²⁴	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15712	Nanning	Nánníng	南宁	棉	mián	505	min²¹	min²¹	m i n ²¹	m - i n ²¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15713	Nanchang	Nánchāng	南昌	棉	mián	505	miɛn⁴⁵	miɛn⁴⁵	m i ɛ n ⁴⁵	m i ɛ n ⁴⁵	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15714	Xiamen	Xiàmén	厦门	棉	mián	505	bian³⁵mi³⁵	bian³⁵	b i a n ³⁵	b i a n ³⁵	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15715	Taibei	Táiběi	台北	棉	mián	505	bian²⁴bĩ²⁴	bian²⁴	b i a n ²⁴	b i a n ²⁴	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15716	Huhehaote	Hūhèhàotè	呼和浩特	棉	mián	505	mie³¹	mie³¹	m i e ³¹	m i e - ³¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15717	Haerbin	Hāěrbīn	哈尔滨	棉	mián	505	mian²⁴	mian²⁴	m i a n ²⁴	m i a n ²⁴	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15718	Tianjin	Tiānjīn	天津	棉	mián	505	mian⁴⁵	mian⁴⁵	m i a n ⁴⁵	m i a n ⁴⁵	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15719	Taiyuan	Tàiyuán	太原	棉	mián	505	mie¹¹	mie¹¹	m i e ¹¹	m i e - ¹¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15720	Tunxi	Tūnxī	屯溪	棉	mián	505	miɛ⁴⁴	miɛ⁴⁴	m i ɛ ⁴⁴	m i ɛ - ⁴⁴	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15721	Pingyao	Píngyáo	平遥	棉	mián	505	miE¹³	miᴇ¹³	m i ᴇ ¹³	m i ᴇ - ¹³	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15722	Guangzhou	Guǎngzhōu	广州	棉	mián	505	min²¹	min²¹	m i n ²¹	m - i n ²¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15723	Jianou	Jiànōu	建瓯	棉	mián	505	miŋ³³	miŋ³³	m i ŋ ³³	m - i ŋ ³³	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15724	Chengdu	Chéngdū	成都	棉	mián	505	mian³¹	mian³¹	m i a n ³¹	m i a n ³¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15725	Kunming	Kūnmíng	昆明	棉	mián	505	miɛ̃³¹	miɛ̃³¹	m i ɛ̃ ³¹	m i ɛ̃ - ³¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15726	Hangzhou	Hángzhōu	杭州	棉	mián	505	miɛ̃²¹³	miɛ̃²¹³	m i ɛ̃ ²¹³	m i ɛ̃ - ²¹³	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15727	Taoyuan	Táoyuán	桃园	棉	mián	505	mein¹¹	mein¹¹	m ei n ¹¹	m - ei n ¹¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15728	Meixian	Méixiàn	梅县	棉	mián	505	mien¹¹	mien¹¹	m i e n ¹¹	m i e n ¹¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15729	Shexian	Shèxiàn	歙县	棉	mián	505	me⁴⁴	me⁴⁴	m e ⁴⁴	m - e - ⁴⁴	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15730	Wuhan	Wǔhàn	武汉	棉	mián	505	miɛn²¹³	miɛn²¹³	m i ɛ n ²¹³	m i ɛ n ²¹³	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15731	Shantou	Shàntóu	汕头	棉	mián	505	miaŋ⁵⁵mĩ⁵⁵	miaŋ⁵⁵	m i a ŋ ⁵⁵	m i a ŋ ⁵⁵	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15732	Jinan	Jìnán	济南	棉	mián	505	miã⁴²	miã⁴²	m i ã ⁴²	m i ã - ⁴²	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15733	Haikou	Hǎikǒu	海口	棉	mián	505	min³¹mi³¹	min³¹	m i n ³¹	m - i n ³¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15734	Wenzhou	Wēnzhōu	温州	棉	mián	505	mi³¹	mi³¹	m i ³¹	m - i - ³¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15735	Xiangtan	Xiāngtán	湘潭	棉	mián	505	miẽ¹²	miẽ¹²	m i ẽ ¹²	m i ẽ - ¹²	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15736	Fuzhou	Fúzhōu	福州	棉	mián	505	mieŋ⁵³	mieŋ⁵³	m i e ŋ ⁵³	m i e ŋ ⁵³	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15737	Xining	Xīníng	西宁	棉	mián	505	miã²⁴	miã²⁴	m i ã ²⁴	m i ã - ²⁴	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15738	Xian	Xīān	西安	棉	mián	505	miã²⁴	miã²⁴	m i ã ²⁴	m i ã - ²⁴	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15739	Guiyang	Guìyáng	贵阳	棉	mián	505	mian²¹	mian²¹	m i a n ²¹	m i a n ²¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15740	Zhengzhou	Zhèngzhōu	郑州	棉	mián	505	mian⁴²	mian⁴²	m i a n ⁴²	m i a n ⁴²	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15741	Yinchuan	Yínchuān	银川	棉	mián	505	mian⁵³	mian⁵³	m i a n ⁵³	m i a n ⁵³	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15742	Changsha	Chángshā	长沙	棉	mián	505	miẽ¹³	miẽ¹³	m i ẽ ¹³	m i ẽ - ¹³	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15743	Qingdao	Qīngdǎo	青岛	棉	mián	505	miã⁴²	miã⁴²	m i ã ⁴²	m i ã - ⁴²	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15744	Xianggang	Xiānggǎng	香港	棉	mián	505	min²¹	min²¹	m i n ²¹	m - i n ²¹	mjien¹	m j ie n ¹	mjien	山开三平仙明	505
15745	Shanghai	Shànghǎi	上海	典	diǎn	506	ti³⁵	ti³⁵	t i ³⁵	t - i - ³⁵	ten²	t - e n ²	tenX	山开四上铣端	506
15746	Wulumuqi	Wūlǔmùqí	乌鲁木齐	典	diǎn	506	tian⁵¹	tian⁵¹	t i a n ⁵¹	t i a n ⁵¹	ten²	t - e n ²	tenX	山开四上铣端	506
15747	Lanzhou	Lánzhōu	兰州	典	diǎn	506	tiɛ̃n⁴⁴²	tiɛ̃n⁴⁴²	t i ɛ̃ n ⁴⁴²	t i ɛ̃ n ⁴⁴²	ten²	t - e n ²	tenX	山开四上铣端	506
15748	Beijing	Běijīng	北京	典	diǎn	506	tian²¹⁴	tian²¹⁴	t i a n ²¹⁴	t i a n ²¹⁴	ten²	t - e n ²	tenX	山开四上铣端	506
15749	Nanjing	Nánjīng	南京	典	diǎn	506	tien²¹²	tien²¹²	t i e n ²¹²	t i e n ²¹²	ten²	t - e n ²	tenX	山开四上铣端	506
15750	Nanning	Nánníng	南宁	典	diǎn	506	tim³⁵	tim³⁵	t i m ³⁵	t - i m ³⁵	ten²	t - e n ²	tenX	山开四上铣端	506
15751	Nanchang	Nánchāng	南昌	典	diǎn	506	tiɛn²¹³	tiɛn²¹³	t i ɛ n ²¹³	t i ɛ n ²¹³	ten²	t - e n ²	tenX	山开四上铣端	506
15752	Xiamen	Xiàmén	厦门	典	diǎn	506	tian⁵³	tian⁵³	t i a n ⁵³	t i a n ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15753	Taibei	Táiběi	台北	典	diǎn	506	tian⁵³	tian⁵³	t i a n ⁵³	t i a n ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15754	Huhehaote	Hūhèhàotè	呼和浩特	典	diǎn	506	tie⁵³	tie⁵³	t i e ⁵³	t i e - ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15755	Haerbin	Hāěrbīn	哈尔滨	典	diǎn	506	tian²¹³	tian²¹³	t i a n ²¹³	t i a n ²¹³	ten²	t - e n ²	tenX	山开四上铣端	506
15756	Tianjin	Tiānjīn	天津	典	diǎn	506	tian¹³	tian¹³	t i a n ¹³	t i a n ¹³	ten²	t - e n ²	tenX	山开四上铣端	506
15757	Taiyuan	Tàiyuán	太原	典	diǎn	506	tie⁵³	tie⁵³	t i e ⁵³	t i e - ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15758	Tunxi	Tūnxī	屯溪	典	diǎn	506	tiɛ³¹	tiɛ³¹	t i ɛ ³¹	t i ɛ - ³¹	ten²	t - e n ²	tenX	山开四上铣端	506
15759	Pingyao	Píngyáo	平遥	典	diǎn	506	tiE⁵³	tiᴇ⁵³	t i ᴇ ⁵³	t i ᴇ - ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15760	Guangzhou	Guǎngzhōu	广州	典	diǎn	506	tin³⁵	tin³⁵	t i n ³⁵	t - i n ³⁵	ten²	t - e n ²	tenX	山开四上铣端	506
15761	Jianou	Jiànōu	建瓯	典	diǎn	506	tiŋ²¹	tiŋ²¹	t i ŋ ²¹	t - i ŋ ²¹	ten²	t - e n ²	tenX	山开四上铣端	506
15762	Chengdu	Chéngdū	成都	典	diǎn	506	tian⁵³	tian⁵³	t i a n ⁵³	t i a n ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15763	Kunming	Kūnmíng	昆明	典	diǎn	506	tiɛ̃⁵³	tiɛ̃⁵³	t i ɛ̃ ⁵³	t i ɛ̃ - ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15764	Hangzhou	Hángzhōu	杭州	典	diǎn	506	tiẼ⁵³	tiᴇ̃⁵³	t i ᴇ̃ ⁵³	t i ᴇ̃ - ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15765	Taoyuan	Táoyuán	桃园	典	diǎn	506	tien³¹	tien³¹	t i e n ³¹	t i e n ³¹	ten²	t - e n ²	tenX	山开四上铣端	506
15766	Meixian	Méixiàn	梅县	典	diǎn	506	tien³¹	tien³¹	t i e n ³¹	t i e n ³¹	ten²	t - e n ²	tenX	山开四上铣端	506
15767	Shexian	Shèxiàn	歙县	典	diǎn	506	te³⁵	te³⁵	t e ³⁵	t - e - ³⁵	ten²	t - e n ²	tenX	山开四上铣端	506
15768	Wuhan	Wǔhàn	武汉	典	diǎn	506	tiɛn⁴²	tiɛn⁴²	t i ɛ n ⁴²	t i ɛ n ⁴²	ten²	t - e n ²	tenX	山开四上铣端	506
15769	Shantou	Shàntóu	汕头	典	diǎn	506	tiaŋ⁵³	tiaŋ⁵³	t i a ŋ ⁵³	t i a ŋ ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15770	Jinan	Jìnán	济南	典	diǎn	506	tiã⁵⁵	tiã⁵⁵	t i ã ⁵⁵	t i ã - ⁵⁵	ten²	t - e n ²	tenX	山开四上铣端	506
15771	Haikou	Hǎikǒu	海口	典	diǎn	506	？din²¹³？dai²¹³	ˀdin²¹³ˀ	ˀd i n ²¹³ˀ	ˀd - i n ²¹³ˀ	ten²	t - e n ²	tenX	山开四上铣端	506
15772	Wenzhou	Wēnzhōu	温州	典	diǎn	506	ti³⁵	ti³⁵	t i ³⁵	t - i - ³⁵	ten²	t - e n ²	tenX	山开四上铣端	506
15773	Xiangtan	Xiāngtán	湘潭	典	diǎn	506	tiẽ⁴²	tiẽ⁴²	t i ẽ ⁴²	t i ẽ - ⁴²	ten²	t - e n ²	tenX	山开四上铣端	506
15774	Fuzhou	Fúzhōu	福州	典	diǎn	506	tɛiŋ³²	tɛiŋ³²	t ɛi ŋ ³²	t - ɛi ŋ ³²	ten²	t - e n ²	tenX	山开四上铣端	506
15775	Xining	Xīníng	西宁	典	diǎn	506	tiã⁵³	tiã⁵³	t i ã ⁵³	t i ã - ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15776	Xian	Xīān	西安	典	diǎn	506	tiã⁵³	tiã⁵³	t i ã ⁵³	t i ã - ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15777	Guiyang	Guìyáng	贵阳	典	diǎn	506	tian⁴²家~tian²¹³〜当	tian⁴²	t i a n ⁴²	t i a n ⁴²	ten²	t - e n ²	tenX	山开四上铣端	506
15778	Zhengzhou	Zhèngzhōu	郑州	典	diǎn	506	tian⁵³	tian⁵³	t i a n ⁵³	t i a n ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15779	Yinchuan	Yínchuān	银川	典	diǎn	506	tian⁵³	tian⁵³	t i a n ⁵³	t i a n ⁵³	ten²	t - e n ²	tenX	山开四上铣端	506
15780	Changsha	Chángshā	长沙	典	diǎn	506	tiẽ⁴¹	tiẽ⁴¹	t i ẽ ⁴¹	t i ẽ - ⁴¹	ten²	t - e n ²	tenX	山开四上铣端	506
15781	Qingdao	Qīngdǎo	青岛	典	diǎn	506	tiã⁵⁵	tiã⁵⁵	t i ã ⁵⁵	t i ã - ⁵⁵	ten²	t - e n ²	tenX	山开四上铣端	506
15782	Xianggang	Xiānggǎng	香港	典	diǎn	506	tin³⁵	tin³⁵	t i n ³⁵	t - i n ³⁵	ten²	t - e n ²	tenX	山开四上铣端	506
