ID	TAXA	TAXA_WITH_TONES	CHINESE_TAXA	GLOSS	PINYIN	NUMBER	READING	IPA	TOKENS	ALIGNMENT	PROTO	PROTO_TOKENS	BAXTER	ZGYY	COGID
15505	Haikou	Hǎikǒu	海口	安	ān	499	aŋ²³ua²³	aŋ²³	a ŋ ²³	- - a ŋ ²³	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15506	Wenzhou	Wēnzhōu	温州	安	ān	499	y³³	y³³	y ³³	- - y - ³³	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15507	Fuzhou	Fúzhōu	福州	安	ān	499	aŋ⁴⁴	aŋ⁴⁴	a ŋ ⁴⁴	- - a ŋ ⁴⁴	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15508	Suzhou	Sūzhōu	苏州	安	ān	499	ø⁵⁵	ø⁵⁵	ø ⁵⁵	- - ø - ⁵⁵	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15509	Xining	Xīníng	西宁	安	ān	499	nã⁴⁴	nã⁴⁴	n ã ⁴⁴	n - ã - ⁴⁴	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15510	Xian	Xīān	西安	安	ān	499	ŋã²¹	ŋã²¹	ŋ ã ²¹	ŋ - ã - ²¹	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15511	Guiyang	Guìyáng	贵阳	安	ān	499	ŋan⁵⁵an⁵⁵新	ŋan⁵⁵	ŋ a n ⁵⁵	ŋ - a n ⁵⁵	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15512	Zhengzhou	Zhèngzhōu	郑州	安	ān	499	an²⁴	an²⁴	a n ²⁴	- - a n ²⁴	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15513	Yinchuan	Yínchuān	银川	安	ān	499	an⁴⁴	an⁴⁴	a n ⁴⁴	- - a n ⁴⁴	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15514	Changsha	Chángshā	长沙	安	ān	499	ŋan³³	ŋan³³	ŋ a n ³³	ŋ - a n ³³	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15515	Qingdao	Qīngdǎo	青岛	安	ān	499	ɣã²¹³	ɣã²¹³	ɣ ã ²¹³	ɣ - ã - ²¹³	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15516	Xianggang	Xiānggǎng	香港	安	ān	499	ɔn⁵⁵	ɔn⁵⁵	ɔ n ⁵⁵	- - ɔ n ⁵⁵	ʔan¹	ʔ - a n ¹	'an	山开一平寒影	499
15517	Shanghai	Shànghǎi	上海	庵	(è)	500	ø⁵³	ø⁵³	ø ⁵³	- - ø - ⁵³	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15518	Wulumuqi	Wūlǔmùqí	乌鲁木齐	庵	(è)	500	an⁴⁴	an⁴⁴	a n ⁴⁴	- - a n ⁴⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15519	Lanzhou	Lánzhōu	兰州	庵	(è)	500	ɛ̃n³¹	ɛ̃n³¹	ɛ̃ n ³¹	- - ɛ̃ n ³¹	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15520	Beijing	Běijīng	北京	庵	(è)	500	an⁵⁵	an⁵⁵	a n ⁵⁵	- - a n ⁵⁵	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15521	Nanjing	Nánjīng	南京	庵	(è)	500	aŋ³¹	aŋ³¹	a ŋ ³¹	- - a ŋ ³¹	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15522	Nanning	Nánníng	南宁	庵	(è)	500	ɐm⁵⁵	ɐm⁵⁵	ɐ m ⁵⁵	- - ɐ m ⁵⁵	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15523	Nanchang	Nánchāng	南昌	庵	(è)	500	ŋɵn⁴²	ŋɵn⁴²	ŋ ɵ n ⁴²	ŋ - ɵ n ⁴²	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15524	Xiamen	Xiàmén	厦门	庵	(è)	500	am⁵⁵	am⁵⁵	a m ⁵⁵	- - a m ⁵⁵	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15525	Taibei	Táiběi	台北	庵	(è)	500	am⁴⁴	am⁴⁴	a m ⁴⁴	- - a m ⁴⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15526	Hefei	Héféi	合肥	庵	(è)	500	ʐæ̃²¹	ʐæ̃²¹	ʐ æ̃ ²¹	ʐ - æ̃ - ²¹	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15527	Huhehaote	Hūhèhàotè	呼和浩特	庵	(è)	500	ŋæ̃³¹	ŋæ̃³¹	ŋ æ̃ ³¹	ŋ - æ̃ - ³¹	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15528	Haerbin	Hāěrbīn	哈尔滨	庵	(è)	500	an⁴⁴	an⁴⁴	a n ⁴⁴	- - a n ⁴⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15529	Tianjin	Tiānjīn	天津	庵	(è)	500	nan²¹	nan²¹	n a n ²¹	n - a n ²¹	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15530	Taiyuan	Tàiyuán	太原	庵	(è)	500	Ɣæ̃¹¹	ɣæ̃¹¹	ɣ æ̃ ¹¹	ɣ - æ̃ - ¹¹	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15531	Tunxi	Tūnxī	屯溪	庵	(è)	500	ŋɛ¹¹	ŋɛ¹¹	ŋ ɛ ¹¹	ŋ - ɛ - ¹¹	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15532	Pingyao	Píngyáo	平遥	庵	(è)	500	ŋɑŋ¹³	ŋɑŋ¹³	ŋ ɑ ŋ ¹³	ŋ - ɑ ŋ ¹³	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15533	Guangzhou	Guǎngzhōu	广州	庵	(è)	500	ɐm⁵⁵	ɐm⁵⁵	ɐ m ⁵⁵	- - ɐ m ⁵⁵	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15534	Jianou	Jiànōu	建瓯	庵	(è)	500	ɔŋ⁵⁴	ɔŋ⁵⁴	ɔ ŋ ⁵⁴	- - ɔ ŋ ⁵⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15535	Chengdu	Chéngdū	成都	庵	(è)	500	ŋan⁵⁵	ŋan⁵⁵	ŋ a n ⁵⁵	ŋ - a n ⁵⁵	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15536	Kunming	Kūnmíng	昆明	庵	(è)	500	Ã⁴⁴	ᴀ̃⁴⁴	ᴀ̃ ⁴⁴	- - ᴀ̃ - ⁴⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15537	Hangzhou	Hángzhōu	杭州	庵	(è)	500	？Ẽ³³	ʔᴇ̃³³	ʔ ᴇ̃ ³³	ʔ - ᴇ̃ - ³³	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15538	Taoyuan	Táoyuán	桃园	庵	(è)	500	ɑm²⁴	ɑm²⁴	ɑ m ²⁴	- - ɑ m ²⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15539	Meixian	Méixiàn	梅县	庵	(è)	500	am⁴⁴	am⁴⁴	a m ⁴⁴	- - a m ⁴⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15540	Shexian	Shèxiàn	歙县	庵	(è)	500	ŋɛ³¹	ŋɛ³¹	ŋ ɛ ³¹	ŋ - ɛ - ³¹	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15541	Wuhan	Wǔhàn	武汉	庵	(è)	500	ŋan⁵⁵	ŋan⁵⁵	ŋ a n ⁵⁵	ŋ - a n ⁵⁵	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15542	Shantou	Shàntóu	汕头	庵	(è)	500	am³³	am³³	a m ³³	- - a m ³³	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15543	Jinan	Jìnán	济南	庵	(è)	500	ŋã²¹³	ŋã²¹³	ŋ ã ²¹³	ŋ - ã - ²¹³	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15544	Haikou	Hǎikǒu	海口	庵	(è)	500	am²³	am²³	a m ²³	- - a m ²³	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15545	Wenzhou	Wēnzhōu	温州	庵	(è)	500	ø³³	ø³³	ø ³³	- - ø - ³³	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15546	Fuzhou	Fúzhōu	福州	庵	(è)	500	aŋ⁴⁴	aŋ⁴⁴	a ŋ ⁴⁴	- - a ŋ ⁴⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15547	Suzhou	Sūzhōu	苏州	庵	(è)	500	ø⁵⁵	ø⁵⁵	ø ⁵⁵	- - ø - ⁵⁵	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15548	Xining	Xīníng	西宁	庵	(è)	500	nã⁴⁴	nã⁴⁴	n ã ⁴⁴	n - ã - ⁴⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15549	Xian	Xīān	西安	庵	(è)	500	ŋã²¹	ŋã²¹	ŋ ã ²¹	ŋ - ã - ²¹	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15550	Guiyang	Guìyáng	贵阳	庵	(è)	500	ŋan⁵⁵ian⁵⁵新	ŋan⁵⁵	ŋ a n ⁵⁵	ŋ - a n ⁵⁵	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15551	Zhengzhou	Zhèngzhōu	郑州	庵	(è)	500	an²⁴	an²⁴	a n ²⁴	- - a n ²⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15552	Yinchuan	Yínchuān	银川	庵	(è)	500	an⁴⁴	an⁴⁴	a n ⁴⁴	- - a n ⁴⁴	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15553	Changsha	Chángshā	长沙	庵	(è)	500	ŋan³³	ŋan³³	ŋ a n ³³	ŋ - a n ³³	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15554	Qingdao	Qīngdǎo	青岛	庵	(è)	500	ɣã²¹³	ɣã²¹³	ɣ ã ²¹³	ɣ - ã - ²¹³	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15555	Xianggang	Xiānggǎng	香港	庵	(è)	500	ɐm⁵⁵	ɐm⁵⁵	ɐ m ⁵⁵	- - ɐ m ⁵⁵	ʔop⁴	ʔ - o p ⁴	'op	咸开一平谭影	500
15556	Shanghai	Shànghǎi	上海	边	biān	501	pi⁵³	pi⁵³	p i ⁵³	p - i - ⁵³	pen¹	p - e n ¹	pen	山开四平先帮	501
15557	Wulumuqi	Wūlǔmùqí	乌鲁木齐	边	biān	501	pian⁴⁴	pian⁴⁴	p i a n ⁴⁴	p i a n ⁴⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15558	Lanzhou	Lánzhōu	兰州	边	biān	501	piɛ̃n³¹	piɛ̃n³¹	p i ɛ̃ n ³¹	p i ɛ̃ n ³¹	pen¹	p - e n ¹	pen	山开四平先帮	501
15559	Beijing	Běijīng	北京	边	biān	501	pian⁵⁵	pian⁵⁵	p i a n ⁵⁵	p i a n ⁵⁵	pen¹	p - e n ¹	pen	山开四平先帮	501
15560	Nanjing	Nánjīng	南京	边	biān	501	pien³¹	pien³¹	p i e n ³¹	p i e n ³¹	pen¹	p - e n ¹	pen	山开四平先帮	501
15561	Nanning	Nánníng	南宁	边	biān	501	pin⁵⁵	pin⁵⁵	p i n ⁵⁵	p - i n ⁵⁵	pen¹	p - e n ¹	pen	山开四平先帮	501
15562	Nanchang	Nánchāng	南昌	边	biān	501	piɛn⁴²	piɛn⁴²	p i ɛ n ⁴²	p i ɛ n ⁴²	pen¹	p - e n ¹	pen	山开四平先帮	501
15563	Xiamen	Xiàmén	厦门	边	biān	501	pian⁵⁵pĩ⁵⁵	pian⁵⁵	p i a n ⁵⁵	p i a n ⁵⁵	pen¹	p - e n ¹	pen	山开四平先帮	501
15564	Taibei	Táiběi	台北	边	biān	501	pian⁴⁴pĩ⁴⁴	pian⁴⁴	p i a n ⁴⁴	p i a n ⁴⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15565	Huhehaote	Hūhèhàotè	呼和浩特	边	biān	501	pie³¹	pie³¹	p i e ³¹	p i e - ³¹	pen¹	p - e n ¹	pen	山开四平先帮	501
15566	Haerbin	Hāěrbīn	哈尔滨	边	biān	501	pian⁴⁴	pian⁴⁴	p i a n ⁴⁴	p i a n ⁴⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15567	Tianjin	Tiānjīn	天津	边	biān	501	pian²¹	pian²¹	p i a n ²¹	p i a n ²¹	pen¹	p - e n ¹	pen	山开四平先帮	501
15568	Taiyuan	Tàiyuán	太原	边	biān	501	pie¹¹	pie¹¹	p i e ¹¹	p i e - ¹¹	pen¹	p - e n ¹	pen	山开四平先帮	501
15569	Tunxi	Tūnxī	屯溪	边	biān	501	piɛ¹¹	piɛ¹¹	p i ɛ ¹¹	p i ɛ - ¹¹	pen¹	p - e n ¹	pen	山开四平先帮	501
15570	Pingyao	Píngyáo	平遥	边	biān	501	piE¹³	piᴇ¹³	p i ᴇ ¹³	p i ᴇ - ¹³	pen¹	p - e n ¹	pen	山开四平先帮	501
15571	Guangzhou	Guǎngzhōu	广州	边	biān	501	pin⁵³	pin⁵³	p i n ⁵³	p - i n ⁵³	pen¹	p - e n ¹	pen	山开四平先帮	501
15572	Jianou	Jiànōu	建瓯	边	biān	501	piŋ⁵⁴	piŋ⁵⁴	p i ŋ ⁵⁴	p - i ŋ ⁵⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15573	Chengdu	Chéngdū	成都	边	biān	501	pian⁵⁵	pian⁵⁵	p i a n ⁵⁵	p i a n ⁵⁵	pen¹	p - e n ¹	pen	山开四平先帮	501
15574	Kunming	Kūnmíng	昆明	边	biān	501	piɛ̃⁴⁴	piɛ̃⁴⁴	p i ɛ̃ ⁴⁴	p i ɛ̃ - ⁴⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15575	Hangzhou	Hángzhōu	杭州	边	biān	501	piɛ̃³³	piɛ̃³³	p i ɛ̃ ³³	p i ɛ̃ - ³³	pen¹	p - e n ¹	pen	山开四平先帮	501
15576	Taoyuan	Táoyuán	桃园	边	biān	501	pien²⁴	pien²⁴	p i e n ²⁴	p i e n ²⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15577	Meixian	Méixiàn	梅县	边	biān	501	pien⁴⁴	pien⁴⁴	p i e n ⁴⁴	p i e n ⁴⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15578	Shexian	Shèxiàn	歙县	边	biān	501	pe³¹	pe³¹	p e ³¹	p - e - ³¹	pen¹	p - e n ¹	pen	山开四平先帮	501
15579	Wuhan	Wǔhàn	武汉	边	biān	501	piɛn⁵⁵	piɛn⁵⁵	p i ɛ n ⁵⁵	p i ɛ n ⁵⁵	pen¹	p - e n ¹	pen	山开四平先帮	501
15580	Shantou	Shàntóu	汕头	边	biān	501	piaŋ³³pĩ³³	piaŋ³³	p i a ŋ ³³	p i a ŋ ³³	pen¹	p - e n ¹	pen	山开四平先帮	501
15581	Jinan	Jìnán	济南	边	biān	501	piã²¹³	piã²¹³	p i ã ²¹³	p i ã - ²¹³	pen¹	p - e n ¹	pen	山开四平先帮	501
15582	Haikou	Hǎikǒu	海口	边	biān	501	？bin²³？bi²³	ˀbin²³ˀ	ˀb i n ²³ˀ	ˀb - i n ²³ˀ	pen¹	p - e n ¹	pen	山开四平先帮	501
15583	Wenzhou	Wēnzhōu	温州	边	biān	501	pi³³	pi³³	p i ³³	p - i - ³³	pen¹	p - e n ¹	pen	山开四平先帮	501
15584	Xiangtan	Xiāngtán	湘潭	边	biān	501	piẽ³³	piẽ³³	p i ẽ ³³	p i ẽ - ³³	pen¹	p - e n ¹	pen	山开四平先帮	501
15585	Fuzhou	Fúzhōu	福州	边	biān	501	pieŋ⁴⁴	pieŋ⁴⁴	p i e ŋ ⁴⁴	p i e ŋ ⁴⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15586	Xining	Xīníng	西宁	边	biān	501	piã⁴⁴	piã⁴⁴	p i ã ⁴⁴	p i ã - ⁴⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15587	Xian	Xīān	西安	边	biān	501	piã²¹	piã²¹	p i ã ²¹	p i ã - ²¹	pen¹	p - e n ¹	pen	山开四平先帮	501
15588	Guiyang	Guìyáng	贵阳	边	biān	501	pian⁵⁵	pian⁵⁵	p i a n ⁵⁵	p i a n ⁵⁵	pen¹	p - e n ¹	pen	山开四平先帮	501
15589	Zhengzhou	Zhèngzhōu	郑州	边	biān	501	pian²⁴	pian²⁴	p i a n ²⁴	p i a n ²⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15590	Yinchuan	Yínchuān	银川	边	biān	501	pian⁴⁴	pian⁴⁴	p i a n ⁴⁴	p i a n ⁴⁴	pen¹	p - e n ¹	pen	山开四平先帮	501
15591	Changsha	Chángshā	长沙	边	biān	501	piẽ³³	piẽ³³	p i ẽ ³³	p i ẽ - ³³	pen¹	p - e n ¹	pen	山开四平先帮	501
15592	Qingdao	Qīngdǎo	青岛	边	biān	501	piã²¹³	piã²¹³	p i ã ²¹³	p i ã - ²¹³	pen¹	p - e n ¹	pen	山开四平先帮	501
15593	Xianggang	Xiānggǎng	香港	边	biān	501	pin⁵⁵	pin⁵⁵	p i n ⁵⁵	p - i n ⁵⁵	pen¹	p - e n ¹	pen	山开四平先帮	501
15594	Shanghai	Shànghǎi	上海	贬	biǎn	502	pi³⁵	pi³⁵	p i ³⁵	p - i - ³⁵	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15595	Wulumuqi	Wūlǔmùqí	乌鲁木齐	贬	biǎn	502	pian⁵¹	pian⁵¹	p i a n ⁵¹	p i a n ⁵¹	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15596	Lanzhou	Lánzhōu	兰州	贬	biǎn	502	piɛ̃n⁴⁴²	piɛ̃n⁴⁴²	p i ɛ̃ n ⁴⁴²	p i ɛ̃ n ⁴⁴²	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15597	Beijing	Běijīng	北京	贬	biǎn	502	pian²¹⁴	pian²¹⁴	p i a n ²¹⁴	p i a n ²¹⁴	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15598	Nanjing	Nánjīng	南京	贬	biǎn	502	pien²¹²	pien²¹²	p i e n ²¹²	p i e n ²¹²	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15599	Nanning	Nánníng	南宁	贬	biǎn	502	pin³⁵	pin³⁵	p i n ³⁵	p - i n ³⁵	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15600	Nanchang	Nánchāng	南昌	贬	biǎn	502	piɛn²¹³	piɛn²¹³	p i ɛ n ²¹³	p i ɛ n ²¹³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15601	Xiamen	Xiàmén	厦门	贬	biǎn	502	pian⁵³	pian⁵³	p i a n ⁵³	p i a n ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15602	Taibei	Táiběi	台北	贬	biǎn	502	pian⁵³	pian⁵³	p i a n ⁵³	p i a n ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15603	Huhehaote	Hūhèhàotè	呼和浩特	贬	biǎn	502	pie⁵³	pie⁵³	p i e ⁵³	p i e - ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15604	Haerbin	Hāěrbīn	哈尔滨	贬	biǎn	502	pian²¹³	pian²¹³	p i a n ²¹³	p i a n ²¹³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15605	Tianjin	Tiānjīn	天津	贬	biǎn	502	pian¹³	pian¹³	p i a n ¹³	p i a n ¹³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15606	Taiyuan	Tàiyuán	太原	贬	biǎn	502	pie⁵³	pie⁵³	p i e ⁵³	p i e - ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15607	Tunxi	Tūnxī	屯溪	贬	biǎn	502	piɛ³¹	piɛ³¹	p i ɛ ³¹	p i ɛ - ³¹	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15608	Pingyao	Píngyáo	平遥	贬	biǎn	502	piE⁵³	piᴇ⁵³	p i ᴇ ⁵³	p i ᴇ - ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15609	Guangzhou	Guǎngzhōu	广州	贬	biǎn	502	pin³⁵	pin³⁵	p i n ³⁵	p - i n ³⁵	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15610	Jianou	Jiànōu	建瓯	贬	biǎn	502	piŋ²¹	piŋ²¹	p i ŋ ²¹	p - i ŋ ²¹	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15611	Chengdu	Chéngdū	成都	贬	biǎn	502	pian⁵³	pian⁵³	p i a n ⁵³	p i a n ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15612	Kunming	Kūnmíng	昆明	贬	biǎn	502	piɛ̃⁵³	piɛ̃⁵³	p i ɛ̃ ⁵³	p i ɛ̃ - ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15613	Hangzhou	Hángzhōu	杭州	贬	biǎn	502	piɛ̃⁵³	piɛ̃⁵³	p i ɛ̃ ⁵³	p i ɛ̃ - ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15614	Meixian	Méixiàn	梅县	贬	biǎn	502	pien³¹	pien³¹	p i e n ³¹	p i e n ³¹	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15615	Shexian	Shèxiàn	歙县	贬	biǎn	502	pe³⁵	pe³⁵	p e ³⁵	p - e - ³⁵	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15616	Wuhan	Wǔhàn	武汉	贬	biǎn	502	piɛn⁴²	piɛn⁴²	p i ɛ n ⁴²	p i ɛ n ⁴²	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15617	Shantou	Shàntóu	汕头	贬	biǎn	502	piaŋ⁵³	piaŋ⁵³	p i a ŋ ⁵³	p i a ŋ ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15618	Jinan	Jìnán	济南	贬	biǎn	502	piã⁵⁵	piã⁵⁵	p i ã ⁵⁵	p i ã - ⁵⁵	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15619	Haikou	Hǎikǒu	海口	贬	biǎn	502	？bin²¹³	ˀbin²¹³	ˀb i n ²¹³	ˀb - i n ²¹³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15620	Wenzhou	Wēnzhōu	温州	贬	biǎn	502	pi³⁵	pi³⁵	p i ³⁵	p - i - ³⁵	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15621	Xiangtan	Xiāngtán	湘潭	贬	biǎn	502	piẽ⁴²	piẽ⁴²	p i ẽ ⁴²	p i ẽ - ⁴²	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15622	Fuzhou	Fúzhōu	福州	贬	biǎn	502	pieŋ³²	pieŋ³²	p i e ŋ ³²	p i e ŋ ³²	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15623	Xining	Xīníng	西宁	贬	biǎn	502	piã⁵³	piã⁵³	p i ã ⁵³	p i ã - ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15624	Xian	Xīān	西安	贬	biǎn	502	piã⁵³	piã⁵³	p i ã ⁵³	p i ã - ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15625	Guiyang	Guìyáng	贵阳	贬	biǎn	502	pian⁴²	pian⁴²	p i a n ⁴²	p i a n ⁴²	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15626	Zhengzhou	Zhèngzhōu	郑州	贬	biǎn	502	pian⁵³	pian⁵³	p i a n ⁵³	p i a n ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15627	Yinchuan	Yínchuān	银川	贬	biǎn	502	pian⁵³	pian⁵³	p i a n ⁵³	p i a n ⁵³	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15628	Changsha	Chángshā	长沙	贬	biǎn	502	piẽ⁴¹	piẽ⁴¹	p i ẽ ⁴¹	p i ẽ - ⁴¹	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15629	Qingdao	Qīngdǎo	青岛	贬	biǎn	502	piã⁵⁵	piã⁵⁵	p i ã ⁵⁵	p i ã - ⁵⁵	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15630	Xianggang	Xiānggǎng	香港	贬	biǎn	502	pin³⁵	pin³⁵	p i n ³⁵	p - i n ³⁵	pjem²	p j e m ²	pjemX	咸开三上琰帮	502
15631	Shanghai	Shànghǎi	上海	辨	biàn	503	bi¹³	bi¹³	b i ¹³	b - i - ¹³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15632	Wulumuqi	Wūlǔmùqí	乌鲁木齐	辨	biàn	503	pian²¹³	pian²¹³	p i a n ²¹³	p i a n ²¹³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15633	Lanzhou	Lánzhōu	兰州	辨	biàn	503	piɛ̃n¹³	piɛ̃n¹³	p i ɛ̃ n ¹³	p i ɛ̃ n ¹³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15634	Beijing	Běijīng	北京	辨	biàn	503	pian⁵¹	pian⁵¹	p i a n ⁵¹	p i a n ⁵¹	bjen²	b j e n ²	bjenX	山开三上狝並	503
15635	Nanjing	Nánjīng	南京	辨	biàn	503	pien⁴⁴	pien⁴⁴	p i e n ⁴⁴	p i e n ⁴⁴	bjen²	b j e n ²	bjenX	山开三上狝並	503
15636	Nanning	Nánníng	南宁	辨	biàn	503	pin²²	pin²²	p i n ²²	p - i n ²²	bjen²	b j e n ²	bjenX	山开三上狝並	503
15637	Nanchang	Nánchāng	南昌	辨	biàn	503	p'iɛn²¹	pʰiɛn²¹	pʰ i ɛ n ²¹	pʰ i ɛ n ²¹	bjen²	b j e n ²	bjenX	山开三上狝並	503
15638	Xiamen	Xiàmén	厦门	辨	biàn	503	pian²²	pian²²	p i a n ²²	p i a n ²²	bjen²	b j e n ²	bjenX	山开三上狝並	503
15639	Taibei	Táiběi	台北	辨	biàn	503	pian³³	pian³³	p i a n ³³	p i a n ³³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15640	Huhehaote	Hūhèhàotè	呼和浩特	辨	biàn	503	pie⁵⁵	pie⁵⁵	p i e ⁵⁵	p i e - ⁵⁵	bjen²	b j e n ²	bjenX	山开三上狝並	503
15641	Haerbin	Hāěrbīn	哈尔滨	辨	biàn	503	pian⁵³	pian⁵³	p i a n ⁵³	p i a n ⁵³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15642	Tianjin	Tiānjīn	天津	辨	biàn	503	pian⁵³	pian⁵³	p i a n ⁵³	p i a n ⁵³	bjen²	b j e n ²	bjenX	山开三上狝並	503
15643	Taiyuan	Tàiyuán	太原	辨	biàn	503	pie⁴⁵	pie⁴⁵	p i e ⁴⁵	p i e - ⁴⁵	bjen²	b j e n ²	bjenX	山开三上狝並	503
