# EDICTOR
@modified: 2015-11-25 16:1
@source: Hamed and Wang (2006)
#
ID	DOCULECT	CONCEPT	IPA	WANGID	PARTIAL
688	Shuangfeng	fire	火	0	火
#
689	Guangzhou	fish	鱼	0	鱼
690	Suzhou	fish	鱼	0	鱼
691	Meixian	fish	鱼	0	鱼
692	Nanchang	fish	鱼	0	鱼
693	Fuzhou	fish	鱼	0	鱼
694	Ningxia	fish	鱼	0	鱼
695	Lianchang	fish	鱼	0	鱼
696	Ningbo	fish	鱼	0	鱼
697	Yingshan	fish	鱼	0	鱼
698	Chengdu	fish	鱼	0	鱼
699	Zhanping	fish	鱼	0	鱼
700	Shanghai	fish	鱼	0	鱼
701	Shanghai_B	fish	鱼	0	鱼
702	Xiamen	fish	鱼	0	鱼
703	Anyi	fish	鱼	0	鱼
704	Beijing	fish	鱼	0	鱼
705	Wenzhou	fish	鱼	0	鱼
706	Taibei	fish	hi13魚	0	鱼
707	Wuhan	fish	鱼	0	鱼
708	Taiyuan	fish	鱼	0	鱼
709	Yuci	fish	鱼	0	鱼
710	Changsha	fish	鱼	0	鱼
711	Shuangfeng	fish	鱼	0	鱼
#
3207	Guangzhou	five	五	0	五
3208	Suzhou	five	五	0	五
3209	Meixian	five	五	0	五
3210	Nanchang	five	五	0	五
3211	Fuzhou	five	五	0	五
3212	Ningxia	five	五	0	五
3213	Lianchang	five	五	0	五
3214	Ningbo	five	五	0	五
3215	Yingshan	five	五	0	五
3216	Chengdu	five	五	0	五
3217	Zhanping	five	五	0	五
3218	Shanghai	five	五	0	五
3219	Shanghai_B	five	五	0	五
3220	Xiamen	five	五	0	五
3221	Anyi	five	五	0	五
3222	Beijing	five	五	0	五
3223	Wenzhou	five	五	0	五
3224	Taibei	five	ngoo33五	0	五
3225	Wuhan	five	五	0	五
3226	Taiyuan	five	五	0	五
3227	Yuci	five	五	0	五
3228	Changsha	five	五	0	五
3229	Shuangfeng	five	五	0	五
#
712	Guangzhou	flesh	肉	0	肉
713	Suzhou	flesh	肉	0	肉
714	Meixian	flesh	肉	0	肉
715	Nanchang	flesh	肉	0	肉
716	Fuzhou	flesh	肉	0	肉
717	Ningxia	flesh	肉	0	肉
718	Lianchang	flesh	肉	0	肉
719	Ningbo	flesh	肉	0	肉
720	Yingshan	flesh	肉	0	肉
721	Chengdu	flesh	肉	0	肉
722	Zhanping	flesh	ba7	1	A
723	Shanghai	flesh	肉	0	肉
724	Shanghai_B	flesh	肉	0	肉
725	Xiamen	flesh	[]ba?32	1	A
726	Anyi	flesh	肉	0	肉
727	Beijing	flesh	肉	0	肉
728	Wenzhou	flesh	肉	0	肉
729	Taibei	flesh	bah32?	1	A
730	Wuhan	flesh	肉	0	肉
731	Taiyuan	flesh	猪肉	0	肉
732	Yuci	flesh	猪肉	0	肉
733	Changsha	flesh	肉	0	肉
734	Shuangfeng	flesh	肉	0	肉
#
3230	Guangzhou	float	浮（口语音[phou21]）	1	浮
3231	Suzhou	float	ÜtÁ«n	2	A
3232	Meixian	float	浮	1	浮
3233	Nanchang	float	泡（phau24）	1	浮
3234	Fuzhou	float	浮\漂	0	漂
3235	Ningxia	float	漂、浮	0	漂
3236	Lianchang	float	浮	1	浮
3237	Ningbo	float	漂浮	{01}	漂浮
3238	Yingshan	float	漂	0	漂
3239	Chengdu	float	漂	0	漂
3240	Zhanping	float	浮	1	浮
3241	Shanghai	float	漂	0	漂
3242	Shanghai_B	float	漂	0	漂
3243	Xiamen	float	浮	1	浮
3244	Anyi	float	浮	1	浮
3245	Beijing	float	漂	0	漂
3246	Wenzhou	float	浮[vOy2]	1	浮
3247	Wenzhou	float	推	4	推
3248	Taibei	float	phu13浮	1	浮
3249	Wuhan	float	浮	0	漂
3250	Wuhan	float	漂	1	浮
3251	Taiyuan	float	漂	0	漂
3252	Yuci	float	漂	0	漂
3253	Changsha	float	漂浮	{01}	漂浮
3254	Shuangfeng	float	袍起*	1a	浮起
#
3255	Guangzhou	flow	流	0	流
3256	Suzhou	flow	流	0	流
3257	Meixian	flow	流	0	流
3258	Nanchang	flow	流	0	流
3259	Fuzhou	flow	流	0	流
3260	Ningxia	flow	淌	2	淌
3261	Lianchang	flow	流	0	流
3262	Ningbo	flow	流	0	流
3263	Yingshan	flow	流	0	流
3264	Chengdu	flow	流	0	流
3265	Zhanping	flow	流	0	流
3266	Shanghai	flow	流	0	流
3267	Shanghai_B	flow	流	0	流
3268	Xiamen	flow	流	0	流
3269	Anyi	flow	流	0	流
3270	Beijing	flow	流	0	流
3271	Beijing	flow	嘀嗒（da）	1	A
3272	Wenzhou	flow	流	0	流
3273	Taibei	flow	lau13流	0	流
3274	Wuhan	flow	流	0	流
3275	Taiyuan	flow	流	0	流
3276	Yuci	flow	流	0	流
3277	Changsha	flow	流	0	流
3278	Shuangfeng	flow	流	0	流
#
3279	Guangzhou	flower	花	0	花
3280	Suzhou	flower	花	0	花
3281	Meixian	flower	花	0	花
3282	Nanchang	flower	花	0	花
3283	Fuzhou	flower	花	0	花
3284	Ningxia	flower	花	0	花
3285	Lianchang	flower	花	0	花
3286	Ningbo	flower	花	0	花
3287	Yingshan	flower	花	0	花
3288	Chengdu	flower	花	0	花
3289	Zhanping	flower	花	0	花
3290	Shanghai	flower	花	0	花
3291	Shanghai_B	flower	花	0	花
3292	Xiamen	flower	花	0	花
3293	Anyi	flower	花	0	花
3294	Beijing	flower	花儿	0a	花儿
3295	Wenzhou	flower	花	0	花
3296	Taibei	flower	hue44花	0	花
3297	Wuhan	flower	花	0	花
3298	Taiyuan	flower	花	0	花
3299	Yuci	flower	花儿	0a	花儿
3300	Changsha	flower	花	0	花
3301	Shuangfeng	flower	花	0	花
#
735	Guangzhou	fly	飞	0	飞
736	Suzhou	fly	飞	0	飞
737	Meixian	fly	飞	0	飞
738	Nanchang	fly	飞	0	飞
739	Fuzhou	fly	飞	0	飞
740	Ningxia	fly	飞	0	飞
741	Lianchang	fly	飞	0	飞
742	Ningbo	fly	飞	0	飞
743	Yingshan	fly	飞	0	飞
744	Chengdu	fly	飞	0	飞
745	Zhanping	fly	飞	0	飞
746	Shanghai	fly	飞	0	飞
747	Shanghai_B	fly	飞	0	飞
748	Xiamen	fly	飞	0	飞
749	Anyi	fly	飞	0	飞
750	Beijing	fly	飞	0	飞
751	Wenzhou	fly	飞	0	飞
752	Taibei	fly	pue44飛	0	飞
753	Wuhan	fly	飞	0	飞
754	Taiyuan	fly	飞	0	飞
755	Yuci	fly	飞	0	飞
756	Changsha	fly	飞	0	飞
757	Shuangfeng	fly	飞	0	飞
#
3302	Guangzhou	fog	雾	0	雾
3303	Suzhou	fog	迷露	a2	子露
3304	Meixian	fog	雾	0	雾
3305	Meixian	fog	水-蒙纱	b7	水-蒙纱
3306	Nanchang	fog	雾	0	雾
3307	Fuzhou	fog	雨-矛	3	雨矛
3308	Ningxia	fog	雾	0	雾
3309	Lianchang	fog	露	2	露
3310	Ningbo	fog	雾	0	雾
3311	Yingshan	fog	帐子	6a	帐子
3312	Chengdu	fog	雾	0	雾
3313	Zhanping	fog	雾	0	雾
3314	Shanghai	fog	雾	0	雾
3315	Shanghai_B	fog	雾	0	雾
3316	Xiamen	fog	雾	0	雾
3317	Xiamen	fog	雨-矛	3	雨矛
3318	Anyi	fog	雾露	{02}	雾露
3319	Beijing	fog	雾	0	雾
3320	Wenzhou	fog	幔	5	幔
3321	Wenzhou	fog	雾露[my6 ly6]	{02}	雾露
3322	Taibei	fog	bu33霧	0	雾
3323	Wuhan	fog	雾	0	雾
3324	Taiyuan	fog	雾	0	雾
3325	Yuci	fog	雾	0	雾
3326	Changsha	fog	雾	0	雾
3327	Changsha	fog	罩子	4a	罩子
3328	Shuangfeng	fog	雾[罩[子]]	{0(4)}	雾罩
3329	Shuangfeng	fog	雾[罩[子]]	{04a}	?
#
758	Guangzhou	foot	脚	1	脚
759	Suzhou	foot	脚	1	脚
760	Meixian	foot	脚	1	脚
761	Nanchang	foot	脚	1	脚
762	Fuzhou	foot	骹	2	骹
763	Ningxia	foot	脚	1	脚
764	Lianchang	foot	脚骨	1a	脚骨
765	Ningbo	foot	脚	1	脚
766	Yingshan	foot	脚	1	脚
767	Chengdu	foot	脚	1	脚
768	Zhanping	foot	骹	2	骹
769	Shanghai	foot	脚	1	脚
770	Shanghai_B	foot	脚	1	脚
771	Xiamen	foot	骹	2	骹
772	Anyi	foot	脚	1	脚
773	Beijing	foot	脚	1	脚
774	Beijing	foot	脚[把] 丫儿	1b	脚把]
775	Wenzhou	foot	脚[脚]	1	脚
776	Wenzhou	foot	脚[脚]	1c	脚脚
777	Taibei	foot	kha44[骨交]	2	骹
778	Wuhan	foot	脚	1	脚
779	Taiyuan	foot	脚	1	脚
780	Yuci	foot	脚	1	脚
781	Changsha	foot	脚	1	脚
782	Shuangfeng	foot	脚	1	脚
#
3330	Guangzhou	four	四	0	四
3331	Suzhou	four	四	0	四
3332	Meixian	four	四	0	四
3333	Nanchang	four	四	0	四
3334	Fuzhou	four	四	0	四
3335	Ningxia	four	死	0	四
3336	Lianchang	four	四	0	四
3337	Ningbo	four	四	0	四
3338	Yingshan	four	四	0	四
3339	Chengdu	four	四	0	四
3340	Zhanping	four	四	0	四
3341	Shanghai	four	四	0	四
3342	Shanghai_B	four	四	0	四
3343	Xiamen	four	四	0	四
3344	Anyi	four	四	0	四
3345	Beijing	four	四	0	四
3346	Wenzhou	four	四	0	四
3347	Taibei	four	si31四	0	四
3348	Wuhan	four	四	0	四
3349	Taiyuan	four	四	0	四
3350	Yuci	four	四	0	四
3351	Changsha	four	四	0	四
3352	Shuangfeng	four	四	0	四
#
3353	Guangzhou	freeze	结冰	2	结冰
3354	Suzhou	freeze	结冰	2	结冰
3355	Meixian	freeze	落khen53	3	落
3356	Nanchang	freeze	冻凌	0	冻
3357	Nanchang	freeze	结凌	2	结凌
3358	Fuzhou	freeze	结冰	2	结冰
3359	Ningxia	freeze	冻冰	0	冻
3360	Lianchang	freeze	[]khang11	4	落
3361	Ningbo	freeze	结冰	2	结冰
3362	Yingshan	freeze	结凌冰	2	结凌冰
3363	Chengdu	freeze	冻	0	冻
3364	Zhanping	freeze	结冰	2	结冰
3365	Shanghai	freeze	结冰	2	结冰
3366	Shanghai_B	freeze	结冰	2	结冰
3367	Xiamen	freeze	凝霜	1	凝霜
3368	Xiamen	freeze	结冰	2	结冰
3369	Anyi	freeze	结冰凌哩	2	结冰凌哩
3370	Beijing	freeze	冻冰	0	冻
3371	Wenzhou	freeze	结冰	2	结冰
3372	Taibei	freeze	kiat32 ping44結冰	2	结冰
3373	Wuhan	freeze	下凌	2	下凌
3374	Taiyuan	freeze	冻冰	0	冻
3375	Yuci	freeze	冰冻	0	冻
3376	Changsha	freeze	构凌	5	构凌
3377	Changsha	freeze	结凌冰	2	结凌冰
3378	Shuangfeng	freeze	构起	5	构起
#
3379	Guangzhou	fruit	生果	b0	生果
3380	Suzhou	fruit	水果	a0	水果
3381	Meixian	fruit	果作*	0b	果生
3382	Meixian	fruit	生果	b0	生果
3383	Meixian	fruit	青果	c0	青果
3384	Nanchang	fruit	果子	0a	果水
3385	Fuzhou	fruit	果子	0a	果水
3386	Ningxia	fruit	果子、	0a	果水
3387	Lianchang	fruit	果子[指野果]	0a	果水
3388	Ningbo	fruit	水果	a0	水果
3389	Yingshan	fruit	水果	a0	水果
3390	Chengdu	fruit	水果	a0	水果
3391	Zhanping	fruit	果子	0a	果水
3392	Zhanping	fruit	水果	0a	果水
3393	Shanghai	fruit	水果	a0	水果
3394	Shanghai_B	fruit	水果	a0	水果
3395	Xiamen	fruit	果子	0a	果水
3396	Anyi	fruit	水果	a0	水果
3397	Beijing	fruit	果子	0a	果水
3398	Wenzhou	fruit	水果	a0	水果
3399	Taibei	fruit	kue53 tsi53果子	0a	果水
3400	Wuhan	fruit	水果	a0	水果
3401	Taiyuan	fruit	水果	a0	水果
3402	Yuci	fruit	果	0	果
3403	Changsha	fruit	水果	a0	水果
3404	Shuangfeng	fruit	果子实	a0	水果
3405	Shuangfeng	fruit	水果	a0b	水果生
#
783	Guangzhou	full	满	1	满
784	Suzhou	full	满	1	满
785	Meixian	full	满	1	满
786	Nanchang	full	满	1	满
787	Fuzhou	full	满	1	满
788	Fuzhou	full	滇	2	滇
789	Ningxia	full	满	1	满
790	Lianchang	full	满	1	满
791	Ningbo	full	满	1	满
792	Yingshan	full	满	1	满
793	Chengdu	full	满	1	满
794	Zhanping	full	满	1	满
795	Zhanping	full	tn6	2	滇
796	Shanghai	full	满	1	满
797	Shanghai_B	full	满	1	满
798	Xiamen	full	*滇ti~33	2	滇
799	Anyi	full	满	1	满
800	Beijing	full	满	1	满
801	Wenzhou	full	满	1	满
802	Taibei	full	tiN33 水簟[簟字左邊加三點水]	2	滇
803	Wuhan	full	满	1	满
804	Taiyuan	full	满	1	满
805	Yuci	full	满	1	满
806	Changsha	full	满	1	满
807	Shuangfeng	full	满	1	满
#
808	Guangzhou	give	畀	7	畀
809	Suzhou	give	拨	4	拨
810	Meixian	give	分	5	分
811	Nanchang	give	把	2	把
812	Nanchang	give	给	3	给
813	Fuzhou	give	乞	8	乞
814	Ningxia	give	给	3	给
815	Lianchang	give	拿	6	拿
816	Lianchang	give	分	5	分
817	Ningbo	give	pa~55	9	B
818	Yingshan	give	把	2	把
819	Chengdu	give	给	3	给
820	Zhanping	give	与	0	与
821	Zhanping	give	分	5	分
822	Shanghai	give	拨	4	拨
823	Shanghai_B	give	拨	4	拨
824	Xiamen	give	*互33	10	C
825	Anyi	give	搦得	11a	搦得
826	Beijing	give	给	3	给
827	Wenzhou	give	贝-甘	12	贝甘
828	Taibei	give	hoo33?	13	D
829	Wuhan	give	把	2	把
830	Wuhan	give	给	3	给
831	Taiyuan	give	给	3	给
832	Yuci	give	给	3	给
833	Changsha	give	把	2	把
834	Shuangfeng	give	[]le55 耗*	1	A耗
#
835	Guangzhou	good	好	1	好
836	Guangzhou	good	女-赞	5	女赞
837	Suzhou	good	好，美，赞*	1	好
838	Meixian	good	好，赞*	1	好
839	Nanchang	good	好	1	好
840	Fuzhou	good	好	1	好
841	Ningxia	good	好	1	好
842	Lianchang	good	好	1	好
843	Ningbo	good	好	1	好
844	Yingshan	good	好	1	好
845	Chengdu	good	好	1	好
846	Zhanping	good	好	1	好
847	Shanghai	good	好	1	好
848	Shanghai	good	灵光	4	灵光
849	Shanghai_B	good	好	1	好
850	Shanghai_B	good	灵光	4	灵光
851	Xiamen	good	好	1	好
852	Anyi	good	好	1	好
853	Beijing	good	好	1	好
854	Beijing	good	强	3	强
855	Wenzhou	good	好	1	好
856	Taibei	good	ho53好	1	好
857	Wuhan	good	好	1	好
858	Wuhan	good	傲*	2	傲
859	Taiyuan	good	好	1	好
860	Yuci	good	好	1	好
861	Changsha	good	好	1	好
862	Shuangfeng	good	好	1	好
#
3406	Guangzhou	grass	草	0	草
3407	Suzhou	grass	草	0	草
3408	Meixian	grass	草	0	草
3409	Nanchang	grass	草	0	草
3410	Fuzhou	grass	草	0	草
3411	Ningxia	grass	草	0	草
3412	Lianchang	grass	草	0	草
3413	Ningbo	grass	草	0	草
3414	Yingshan	grass	草	0	草
3415	Chengdu	grass	草	0	草
3416	Zhanping	grass	草	0	草
3417	Shanghai	grass	草	0	草
3418	Shanghai_B	grass	草	0	草
3419	Xiamen	grass	草[zhou:289]	0	草
3420	Anyi	grass	草	0	草
3421	Beijing	grass	草	0	草
3422	Wenzhou	grass	草	0	草
3423	Taibei	grass	tsau53草	0	草
3424	Wuhan	grass	草	0	草
3425	Taiyuan	grass	草	0	草
3426	Yuci	grass	草	0	草
3427	Changsha	grass	草	0	草
3428	Shuangfeng	grass	草	0	草
#
863	Guangzhou	grease	猪油	a1	猪油
864	Guangzhou	grease	猪膏	a4	猪膏
865	Suzhou	grease	油	1	油
866	Meixian	grease	油	1	油
867	Nanchang	grease	油	1	油
868	Fuzhou	grease	猪油	a1	猪油
869	Ningxia	grease	大油	b1	荤油
870	Lianchang	grease	油	1	油
871	Ningbo	grease	油脂	{13}	油脂
872	Yingshan	grease	油	1	油
873	Yingshan	grease	膘	2	膘
874	Chengdu	grease	猪油	a1	猪油
875	Zhanping	grease	油	1	油
876	Shanghai	grease	油	1	油
877	Shanghai_B	grease	油	1	油
878	Xiamen	grease	油	1	油
879	Anyi	grease	猪油	a1	猪油
880	Beijing	grease	大油	a1	大油
881	Beijing	grease	猪油	b1	猪油
882	Beijing	grease	荤油	c1	荤油
883	Wenzhou	grease	猪油	a1	猪油
884	Taibei	grease	ti44 iu13豬油	a1	猪油
885	Wuhan	grease	猪油	a1	猪油
886	Taiyuan	grease	猪油	a1	猪油
887	Taiyuan	grease	荤油	b1	荤油
888	Taiyuan	grease	大油	c1	荤油
889	Yuci	grease	猪油	a1	猪油
890	Changsha	grease	油	1	油
891	Shuangfeng	grease	猪油	a1	猪油
#
892	Guangzhou	green	绿	0	绿
893	Suzhou	green	绿	0	绿
894	Meixian	green	青（“绿”只指“绿豆”）	1	青
895	Nanchang	green	绿	0	绿
896	Fuzhou	green	绿	0	绿
897	Ningxia	green	绿	0	绿
898	Lianchang	green	青	1	青
899	Ningbo	green	绿	0	绿
900	Yingshan	green	绿	0	绿
901	Chengdu	green	绿	0	绿
902	Zhanping	green	青	1	青
903	Shanghai	green	绿	0	绿
904	Shanghai_B	green	绿	0	绿
905	Xiamen	green	青	1	青
906	Anyi	green	绿	0	绿
907	Beijing	green	绿	0	绿
908	Wenzhou	green	绿	0	绿
909	Taibei	green	tshiN44	1	青
910	Wuhan	green	绿	0	绿
911	Taiyuan	green	绿	0	绿
912	Yuci	green	绿	0	绿
913	Changsha	green	绿	0	绿
914	Shuangfeng	green	绿	0	绿
#
3429	Guangzhou	guts	肠	0	肠
3430	Suzhou	guts	肚肠	a0	子肠
3431	Meixian	guts	肠子	0a	肠子
3432	Nanchang	guts	肠子	0a	肠子
3433	Fuzhou	guts	肠	0	肠
3434	Ningxia	guts	肠子	0a	肠子
3435	Lianchang	guts	肠子	0a	肠子
3436	Ningbo	guts	肚肠	c0	肚肠
3437	Yingshan	guts	肠子	0a	肠子
3438	Chengdu	guts	肠子	0a	肠子
3439	Zhanping	guts	肠（仔）	0	肠
3440	Zhanping	guts	肠（仔）	0a	肠子
3441	Shanghai	guts	肚肠	c0	肚肠
3442	Shanghai_B	guts	肚肠	c0	肚肠
3443	Xiamen	guts	肠 a51	0	肠
3444	Anyi	guts	肠哩	0b	肠哩
3445	Beijing	guts	肠子	0a	肠子
3446	Wenzhou	guts	肠	0	肠
3447	Taibei	guts	tng13腸	0	肠
3448	Wuhan	guts	肠子	0a	肠子
3449	Taiyuan	guts	肠	0	肠
3450	Yuci	guts	肚肚肠肠	c0	肚肠
3451	Changsha	guts	肠子	0a	肠子
3452	Shuangfeng	guts	肠子	0a	肠子
#
915	Guangzhou	hair	头发	a0	头发
916	Suzhou	hair	头发	a0	头发
917	Meixian	hair	头颅毛[注]	ab1	头颅毛
918	Nanchang	hair	头发	a0	头发
919	Fuzhou	hair	头发	a0	头发
920	Ningxia	hair	头发	a0	头发
921	Lianchang	hair	头发毛	{a01}	头发毛
922	Ningbo	hair	头发	a0	头发
923	Yingshan	hair	头发	a0	头发
924	Chengdu	hair	头发	a0	头发
925	Zhanping	hair	头毛	a1	头毛
926	Shanghai	hair	头发	a0	头发
927	Shanghai_B	hair	头发	a0	头发
928	Xiamen	hair	头毛	a1	头毛
929	Anyi	hair	头发	a0	头发
930	Beijing	hair	头发	a0	头发
931	Wenzhou	hair	头发	a0	头发
932	Taibei	hair	tau13 bng13頭毛	a1	头毛
933	Wuhan	hair	头发	a0	头发
934	Taiyuan	hair	头发	a0	头发
935	Yuci	hair	头发	a0	头发
936	Changsha	hair	头发	a0	头发
937	Shuangfeng	hair	头发	a0	头发
#
938	Guangzhou	hand	手	0	手
939	Suzhou	hand	手	0	手
940	Meixian	hand	手	0	手
941	Nanchang	hand	手	0	手
942	Fuzhou	hand	手	0	手
943	Ningxia	hand	手	0	手
944	Lianchang	hand	手骨	0b	手骨
945	Ningbo	hand	手	0	手
946	Yingshan	hand	手	0	手
947	Chengdu	hand	手	0	手
948	Zhanping	hand	手	0	手
949	Shanghai	hand	手	0	手
950	Shanghai_B	hand	手	0	手
951	Xiamen	hand	手	0	手
952	Anyi	hand	手	0	手
953	Beijing	hand	手	0	手
954	Wenzhou	hand	手[手]	0	手手
955	Wenzhou	hand	手[手]	0a	手
956	Taibei	hand	tshiu53手	0	手
957	Wuhan	hand	手	0	手
958	Taiyuan	hand	手	0	手
959	Yuci	hand	手	0	手
960	Changsha	hand	手	0	手
961	Shuangfeng	hand	手	0	手
#
3453	Guangzhou	he	佢	5	佢
3454	Suzhou	he	俚[倷]	8	俚倷
3455	Suzhou	he	唔倷	9	唔倷
3456	Meixian	he	佢	5	佢
3457	Nanchang	he	佢	5	佢
3458	Fuzhou	he	伊	3	伊
3459	Ningxia	he	他	2	他
3460	Lianchang	he	佢	5	佢
3461	Ningbo	he	其	7	其
3462	Yingshan	he	他	2	他
3463	Chengdu	he	他	2	他
3464	Zhanping	he	伊	3	伊
3465	Shanghai	he	伊	3	伊
3466	Shanghai_B	he	伊	3	伊
3467	Xiamen	he	伊	3	伊
3468	Anyi	he	渠	6	渠
3469	Anyi	he	渠哩	6b	渠哩
3470	Beijing	he	他	2	他
3471	Beijing	he	怹（尊称）	4	怹
3472	Wenzhou	he	佢	4	佢
3473	Taibei	he	i33伊	3	伊
3474	Wuhan	he	他	2	他
3475	Wuhan	he	他家*	2a	他家
3476	Taiyuan	he	他	2	他
3477	Yuci	he	他	2	他
3478	Changsha	he	他	2	他
3479	Shuangfeng	he	他	2	他
#
962	Guangzhou	head	头[壳]	2	头
963	Guangzhou	head	头[壳]	2a	头壳
964	Suzhou	head	头	2	头
965	Suzhou	head	颏郎*头	ab2	壳郎头
966	Meixian	head	头颅[注]	{23}	头颅
967	Nanchang	head	头	2	头
968	Fuzhou	head	头	2	头
969	Ningxia	head	头	2	头
970	Lianchang	head	头颅壳[严：2000]	{23}a	头颅壳
971	Ningbo	head	头	2	头
972	Yingshan	head	脑壳	1a	脑壳
973	Chengdu	head	脑壳	1a	脑壳
974	Zhanping	head	头壳	2a	头壳
975	Shanghai	head	头	2	头
976	Shanghai_B	head	头	2	头
977	Xiamen	head	头壳	2a	头壳
978	Anyi	head	头	2	头
979	Beijing	head	脑袋[瓜儿	1b	脑袋
980	Beijing	head	子]	1a	脑壳
981	Wenzhou	head	头	2	头
982	Taibei	head	thau13頭	2	头
983	Wuhan	head	头	2	头
984	Wuhan	head	脑壳	1a	脑壳
985	Taiyuan	head	头	2	头
986	Taiyuan	head	[]老*	4	B
987	Yuci	head	de脑	{21}	A脑
988	Changsha	head	脑壳	1a	脑壳
989	Shuangfeng	head	脑壳	1a	脑壳
#
990	Guangzhou	hear	听	1	听
991	Suzhou	hear	听	1	听
992	Meixian	hear	听	1	听
993	Nanchang	hear	听	1	听
994	Fuzhou	hear	听	1	听
995	Ningxia	hear	听	1	听
996	Lianchang	hear	听	1	听
997	Ningbo	hear	听	1	听
998	Yingshan	hear	听	1	听
999	Chengdu	hear	听	1	听
1000	Zhanping	hear	听	1	听
1001	Shanghai	hear	听	1	听
1002	Shanghai_B	hear	听	1	听
1003	Xiamen	hear	听	1	听
1004	Anyi	hear	听	1	听
1005	Beijing	hear	听	1	听
1006	Wenzhou	hear	听	1	听
1007	Taibei	hear	thiaN44聽	1	听
1008	Wuhan	hear	听	1	听
1009	Taiyuan	hear	听	1	听
1010	Yuci	hear	听	1	听
1011	Changsha	hear	听	1	听
1012	Shuangfeng	hear	听	1	听
#
1013	Guangzhou	heart	心	0	心
1014	Suzhou	heart	心	0	心
1015	Meixian	heart	心	0	心
1016	Nanchang	heart	心	0	心
1017	Fuzhou	heart	心肝	0b	心肝
1018	Ningxia	heart	心	0	心
1019	Lianchang	heart	心	0	心
1020	Ningbo	heart	心	0	心
1021	Yingshan	heart	心	0	心
1022	Chengdu	heart	心	0	心
1023	Zhanping	heart	心	0	心
1024	Shanghai	heart	心脏	0a	心脏
1025	Shanghai_B	heart	心	0	心
1026	Xiamen	heart	心	0	心
1027	Anyi	heart	心	0	心
1028	Beijing	heart	心	0	心
1029	Wenzhou	heart	心	0	心
1030	Taibei	heart	sim44心	0	心
1031	Wuhan	heart	心	0	心
1032	Taiyuan	heart	心	0	心
1033	Yuci	heart	心	0	心
1034	Changsha	heart	心	0	心
1035	Shuangfeng	heart	心	0	心
#
5258	Guangzhou	heavy	重	0	重
5259	Suzhou	heavy	重	0	重
5260	Meixian	heavy	重	0	重
5261	Nanchang	heavy	重	0	重
5262	Fuzhou	heavy	重	0	重
5263	Ningxia	heavy	重	0	重
5264	Lianchang	heavy	重	0	重
5265	Ningbo	heavy	重	0	重
5266	Yingshan	heavy	重	0	重
5267	Chengdu	heavy	重	0	重
5268	Zhanping	heavy	重	0	重
5269	Shanghai	heavy	重	0	重
5270	Shanghai_B	heavy	重	0	重
5271	Xiamen	heavy	重	0	重
5272	Anyi	heavy	重	0	重
5273	Beijing	heavy	沉	1	沉
5274	Wenzhou	heavy	重	0	重
5275	Taibei	heavy	tang33重	0	重
5276	Wuhan	heavy	重	0	重
5277	Wuhan	heavy	沉	1	沉
5278	Taiyuan	heavy	重	0	重
5279	Taiyuan	heavy	沉	1	沉
5280	Yuci	heavy	重	0	重
5281	Yuci	heavy	沉	1	沉
5282	Changsha	heavy	重	0	重
5283	Shuangfeng	heavy	重	0	重
#
3480	Guangzhou	here	尔度*	19q	尔度
3481	Guangzhou	here	尔处（壮语借词？）	20r?	尔处
3482	Suzhou	here	该*搭	17p	该搭
3483	Suzhou	here	搿*搭	18p	搿搭
3484	Meixian	here	[][]ke+ɜɨ子	16o	JK
3485	Nanchang	here	[]里ko+øɨɾ	15a	H里
3486	Fuzhou	here	只*块	13c	C块
3487	Fuzhou	here	[][]tsuai31no#31	14	FG
3488	Ningxia	here	这里	1a	这里
3489	Lianchang	here	这角	1n	这角
3490	Lianchang	here	这滴	1m	这滴
3491	Ningbo	here	ke?5ti	11	MN
3492	Yingshan	here	nie31场*儿	12	L场儿
3493	Chengdu	here	这里	1a	这里
3494	Zhanping	here	许落	10j	许落
3495	Shanghai	here	ke?da?	9	DE
3496	Shanghai_B	here	ke?da?	9	DE
3497	Xiamen	here	[]tsia24	8	C
3498	Xiamen	here	[]tsit42位	7i	C位
3499	Xiamen	here	[]tsit块	6c	C块
3500	Anyi	here	[]ko+ɾ里	5a	B里
3501	Anyi	here	[]ko+t8嘚	5g	B嘚
3502	Beijing	here	这儿[合*儿]	1e(fe)	这儿
3503	Beijing	here	这儿[合*儿]	1efe	这儿合儿
3504	Beijing	here	这合*儿	1fe	这合儿
3505	Wenzhou	here	[居]里	(4)a	居里
3506	Wenzhou	here	[居]里	4a	里
3507	Taibei	here	tsia44者?	3	A
3508	Wuhan	here	这里	1a	这里
3509	Wuhan	here	这块[些*]	1c	这子
3510	Wuhan	here	这块[些*]	1ce	这块些
3511	Taiyuan	here	这里	1a	这里
3512	Yuci	here	这里	1a	这里
3513	Yuci	here	这儿	1d	这儿
3514	Changsha	here	咯里	2a	咯里
3515	Changsha	here	咯块子	2bc	咯块子
3516	Shuangfeng	here	咯里	2a	咯里
#
3517	Guangzhou	hit	打	1	打
3518	Guangzhou	hit	手-耷[捶打]	4	B
3519	Suzhou	hit	打	1	打
3520	Meixian	hit	打	1	打
3521	Nanchang	hit	打	1	打
3522	Fuzhou	hit	拍	2	拍
3523	Ningxia	hit	打	1	打
3524	Lianchang	hit	“扌百”[mu?8]	3	A
3525	Ningbo	hit	打(铁）	1	打
3526	Yingshan	hit	打	1	打
3527	Chengdu	hit	打(铁）	1	打
