# EDICTOR
@modified: 2015-11-25 16:1
@source: Hamed and Wang (2006)
#
ID	DOCULECT	CONCEPT	IPA	WANGID	PARTIAL
4539	Taiyuan	snake	蛇	0	蛇
4540	Yuci	snake	蛇	0	蛇
4541	Changsha	snake	蛇	0	蛇
4542	Changsha	snake	溜子	2	溜子
4543	Shuangfeng	snake	蛇	0	蛇
4544	Shuangfeng	snake	溜子	2	溜子
#
4545	Guangzhou	snow	雪	0	雪
4546	Suzhou	snow	雪	0	雪
4547	Meixian	snow	雪	0	雪
4548	Nanchang	snow	雪	0	雪
4549	Fuzhou	snow	雪	0	雪
4550	Ningxia	snow	雪	0	雪
4551	Lianchang	snow	雪	0	雪
4552	Ningbo	snow	雪	0	雪
4553	Yingshan	snow	雪	0	雪
4554	Chengdu	snow	雪	0	雪
4555	Zhanping	snow	雪	0	雪
4556	Shanghai	snow	雪	0	雪
4557	Shanghai_B	snow	雪	0	雪
4558	Xiamen	snow	雪	0	雪
4559	Anyi	snow	雪	0	雪
4560	Beijing	snow	雪	0	雪
4561	Wenzhou	snow	雪	0	雪
4562	Taibei	snow	seh31雪	0	雪
4563	Wuhan	snow	雪	0	雪
4564	Taiyuan	snow	雪	0	雪
4565	Yuci	snow	雪	0	雪
4566	Changsha	snow	雪	0	雪
4567	Shuangfeng	snow	雪	0	雪
#
4568	Guangzhou	spit	吐	0	吐
4569	Guangzhou	spit	舌-累[指用舌头从嘴里顶着吐出来]	3	舌累
4570	Suzhou	spit	吐	0	吐
4571	Meixian	spit	[口非]	2	啡
4572	Nanchang	spit	吐	0	吐
4573	Fuzhou	spit	啡  （俗字）	2	啡
4574	Ningxia	spit	吐	0	吐
4575	Lianchang	spit	[]lie51	4	A
4576	Ningbo	spit	吐	0	吐
4577	Yingshan	spit	吐	0	吐
4578	Chengdu	spit	吐	0	吐
4579	Zhanping	spit	啡：读phui6	2	啡
4580	Shanghai	spit	吐	0	吐
4581	Shanghai_B	spit	吐	0	吐
4582	Xiamen	spit	啡	2	啡
4583	Anyi	spit	吐	0	吐
4584	Beijing	spit	吐	0	吐
4585	Wenzhou	spit	吐	0	吐
4586	Taibei	spit	phui31?	2	啡
4587	Wuhan	spit	吐	0	吐
4588	Taiyuan	spit	吐	0	吐
4589	Yuci	spit	吐	0	吐
4590	Changsha	spit	吐	0	吐
4591	Shuangfeng	spit	吐	0	吐
#
4592	Guangzhou	split	搣	12	搣
4593	Guangzhou	split	擘	3	擘
4594	Suzhou	split	[]he=n44	11	F
4595	Suzhou	split	扯	0	扯
4596	Meixian	split	掰	3	擘
4597	Nanchang	split	[tsE42]	10	E
4598	Nanchang	split	扯[tE42]	1	扯
4599	Fuzhou	split	扯	1	扯
4600	Fuzhou	split	擘	3	擘
4601	Ningxia	split	扯开	1b	扯开
4602	Lianchang	split	撕	2	撕
4603	Ningbo	split	扯	1	扯
4604	Yingshan	split	撕	2	撕
4605	Chengdu	split	撕裂	2a	撕裂
4606	Zhanping	split	thi3	9	D
4607	Zhanping	split	拆	8	拆
4608	Shanghai	split	*扯[tsha35]	1	扯
4609	Shanghai_B	split	*扯[tsha35]	1	扯
4610	Xiamen	split	手-丽	7	手丽
4611	Anyi	split	撕	2	撕
4612	Beijing	split	撕	2	撕
4613	Beijing	split	扯	1	扯
4614	Wenzhou	split	擢[do8]	6	C
4615	Taibei	split	liah32	4	A
4616	Taibei	split	lih32裂	5a	B
4617	Wuhan	split	撕	2	撕
4618	Wuhan	split	扯	1	扯
4619	Taiyuan	split	扯	1	扯
4620	Taiyuan	split	撕	2	撕
4621	Yuci	split	扯	1	扯
4622	Yuci	split	撕	2	撕
4623	Changsha	split	撕	2	撕
4624	Changsha	split	扯	1	扯
4625	Shuangfeng	split	撕	2	撕
4626	Shuangfeng	split	扯	1	扯
#
4627	Guangzhou	squeeze	矺	1	矺
4628	Suzhou	squeeze	压	0	压
4629	Meixian	squeeze	[]tsak11	3	B
4630	Nanchang	squeeze	[]tsak5	3	B
4631	Fuzhou	squeeze	压	0	压
4632	Ningxia	squeeze	压	0	压
4633	Lianchang	squeeze	[]kha51	4	A
4634	Ningbo	squeeze	压	0	压
4635	Yingshan	squeeze	压	0	压
4636	Chengdu	squeeze	压	0	压
4637	Zhanping	squeeze	压	0	压
4638	Shanghai	squeeze	压	0	压
4639	Shanghai_B	squeeze	压	0	压
4640	Xiamen	squeeze	压	0	压
4641	Xiamen	squeeze	te?32	5	D
4642	Anyi	squeeze	矺	1	矺
4643	Beijing	squeeze	压	0	压
4644	Wenzhou	squeeze	榨	2	榨
4645	Wenzhou	squeeze	土-区	6	土区
4646	Wenzhou	squeeze	压	0	压
4647	Taibei	squeeze	teh32[乍字加竹字頭]	7	C
4648	Wuhan	squeeze	压	0	压
4649	Taiyuan	squeeze	压	0	压
4650	Yuci	squeeze	压	0	压
4651	Changsha	squeeze	压	0	压
4652	Shuangfeng	squeeze	榨	2	榨
#
4653	Guangzhou	stab	吉-刂	16	刺
4654	Suzhou	stab	zo	15	G
4655	Meixian	stab	戳	1	戳
4656	Nanchang	stab	[]tso42	14	B
4657	Fuzhou	stab	戟	13	戟
4658	Ningxia	stab	攮、捅	12	攮
4659	Lianchang	stab	[]tshiau35	10	F
4660	Ningbo	stab	戳	1	戳
4661	Yingshan	stab	拄	9	拄
4662	Chengdu	stab	co31	8	B
4663	Zhanping	stab	kun5	7	D
4664	Zhanping	stab	tshiam3	6	E
4665	Shanghai	stab	戳	1	戳
4666	Shanghai_B	stab	戳	1	戳
4667	Xiamen	stab	刺	0	刺
4668	Anyi	stab	劖	5	劖
4669	Anyi	stab	tu?7B	4	A
4670	Beijing	stab	刺儿	0a	刺儿
4671	Wenzhou	stab	戳	1	戳
4672	Taibei	stab	tu33?	3	C
4673	Wuhan	stab	刺	0	刺
4674	Wuhan	stab	扎	2	扎
4675	Taiyuan	stab	刺（儿）	0	刺
4676	Taiyuan	stab	刺（儿）	0a	刺儿
4677	Yuci	stab	刺（儿）	0	刺
4678	Yuci	stab	刺（儿）	0a	刺儿
4679	Changsha	stab	刺	0	刺
4680	Shuangfeng	stab	刺	0	刺
#
2022	Guangzhou	stand	徛	1	徛
2023	Suzhou	stand	立	0	立
2024	Meixian	stand	徛	1	徛
2025	Nanchang	stand	徛	1	徛
2026	Nanchang	stand	站	2	站
2027	Fuzhou	stand	徛	1	徛
2028	Ningxia	stand	站	2	站
2029	Lianchang	stand	徛	1	徛
2030	Ningbo	stand	立	0	立
2031	Yingshan	stand	站	2	站
2032	Chengdu	stand	站	2	站
2033	Zhanping	stand	徛	1	徛
2034	Shanghai	stand	立	0	立
2035	Shanghai_B	stand	立	0	立
2036	Xiamen	stand	徛	1	徛
2037	Anyi	stand	徛	1	徛
2038	Beijing	stand	站	2	站
2039	Beijing	stand	戳	3	戳
2040	Wenzhou	stand	徛	1	徛
2041	Taibei	stand	khia33[ㄔ奇]	1	徛
2042	Wuhan	stand	站	2	站
2043	Taiyuan	stand	站	2	站
2044	Yuci	stand	站	2	站
2045	Changsha	stand	站	2	站
2046	Changsha	stand	企	1	徛
2047	Shuangfeng	stand	徛	1	徛
#
2048	Guangzhou	star	星	0	星
2049	Suzhou	star	星星	0b	星星
2050	Meixian	star	星子	0a	星子
2051	Nanchang	star	星	0	星
2052	Fuzhou	star	星	0	星
2053	Ningxia	star	星星、星	0b	星星
2054	Lianchang	star	天星	d0	天星
2055	Ningbo	star	星	0	星
2056	Yingshan	star	星斗	0e	星斗
2057	Chengdu	star	星	0	星
2058	Zhanping	star	天星	d0	天星
2059	Shanghai	star	星星	0b	星星
2060	Shanghai_B	star	星星	0b	星星
2061	Xiamen	star	星	0	星
2062	Anyi	star	星	0	星
2063	Beijing	star	星星	0b	星星
2064	Wenzhou	star	星	0	星
2065	Taibei	star	tshiN44星	0	星
2066	Wuhan	star	星[星]	0	星
2067	Wuhan	star	星[星]	0b	星星
2068	Taiyuan	star	星宿	0c	星宿
2069	Taiyuan	star	星星	0b	星星
2070	Yuci	star	星宿	0c	星宿
2071	Changsha	star	星子	0a	星子
2072	Shuangfeng	star	星子	0a	星子
#
4681	Guangzhou	stick	棍	1	棍
4682	Suzhou	stick	棒梗头	2fe	棒梗头
4683	Meixian	stick	棍子	1a	棍子
4684	Nanchang	stick	棍	1	棍
4685	Fuzhou	stick	棍棍	1c	棍棍
4686	Ningxia	stick	棒	2	棒
4687	Lianchang	stick	棍	1	棍
4688	Ningbo	stick	棒头	2e	棒头
4689	Yingshan	stick	棍子	1a	棍子
4690	Chengdu	stick	棍子	1a	棍子
4691	Zhanping	stick	kun3	1	棍
4692	Shanghai	stick	棒头	2e	棒头
4693	Shanghai_B	stick	棒头	2e	棒头
4694	Xiamen	stick	棍	1	棍
4695	Anyi	stick	棍哩	1d	棍哩
4696	Beijing	stick	棍子	1a	棍子
4697	Beijing	stick	棍儿	1b	棍儿
4698	Wenzhou	stick	棒	2	棒
4699	Taibei	stick	tshe13 a53箠囝	1	棍
4700	Wuhan	stick	棍子	1a	棍子
4701	Taiyuan	stick	棍子	1a	棍子
4702	Yuci	stick	棍棍	1c	棍棍
4703	Changsha	stick	棍子	1a	棍子
4704	Shuangfeng	stick	棍子	1a	棍子
#
2073	Guangzhou	stone	石头	0a	石头
2074	Suzhou	stone	石头	0a	石头
2075	Meixian	stone	石头	0a	石头
2076	Nanchang	stone	石头	0a	石头
2077	Fuzhou	stone	石	0	石
2078	Fuzhou	stone	石头	0a	石头
2079	Ningxia	stone	石头	0a	石头
2080	Lianchang	stone	石头	0a	石头
2081	Ningbo	stone	石头	0a	石头
2082	Yingshan	stone	石头	0a	石头
2083	Chengdu	stone	石头	0a	石头
2084	Zhanping	stone	石头	0a	石头
2085	Zhanping	stone	石牯	0e	石牯
2086	Shanghai	stone	石头	0a	石头
2087	Shanghai_B	stone	石头	0a	石头
2088	Xiamen	stone	石头	0a	石头
2089	Xiamen	stone	石	0	石
2090	Anyi	stone	石头[牯哩]	0a	石头
2091	Anyi	stone	石头[牯哩]	0ac	石头
2092	Beijing	stone	石头	0a	石头
2093	Wenzhou	stone	石头	0a	石头
2094	Taibei	stone	tsioh33 thau13石頭	0a	石头
2095	Wuhan	stone	石头	0a	石头
2096	Taiyuan	stone	石头	0a	石头
2097	Yuci	stone	石头蛋	0ab	石头蛋
2098	Changsha	stone	石头	0a	石头
2099	Shuangfeng	stone	石头	0a	石头
#
4705	Guangzhou	straight	直	0	直
4706	Suzhou	straight	直	0	直
4707	Meixian	straight	直	0	直
4708	Nanchang	straight	直	0	直
4709	Fuzhou	straight	直	0	直
4710	Ningxia	straight	直	0	直
4711	Lianchang	straight	直	0	直
4712	Ningbo	straight	直	0	直
4713	Yingshan	straight	直	0	直
4714	Chengdu	straight	直	0	直
4715	Zhanping	straight	直	0	直
4716	Shanghai	straight	直	0	直
4717	Shanghai_B	straight	直	0	直
4718	Xiamen	straight	直	0	直
4719	Anyi	straight	直	0	直
4720	Beijing	straight	直	0	直
4721	Wenzhou	straight	直	0	直
4722	Taibei	straight	tit33直	0	直
4723	Wuhan	straight	直	0	直
4724	Taiyuan	straight	直	0	直
4725	Yuci	straight	直	0	直
4726	Changsha	straight	直	0	直
4727	Shuangfeng	straight	直	0	直
#
4728	Guangzhou	suck	吮	1	吮
4729	Suzhou	suck	呼	12	呼
4730	Suzhou	suck	吸	0	吸
4731	Meixian	suck	吮	1	吮
4732	Nanchang	suck	吸(tþit5)、[tþyt5]	0	吸
4733	Fuzhou	suck	吮	1	吮
4734	Ningxia	suck	吸	0	吸
4735	Lianchang	suck	[]tsiu35	2	嘬
4736	Ningbo	suck	口最	2	嘬
4737	Yingshan	suck	嗍	10	嗍
4738	Chengdu	suck	吸	0	吸
4739	Zhanping	suck	tsun6	9	B
4740	Zhanping	suck	嗍：读suu5	3	嗍
4741	Shanghai	suck	*嘬[tsuo?]	2	嘬
4742	Shanghai_B	suck	*嘬[tsuo?]	2	嘬
4743	Xiamen	suck	嗍	3	嗍
4744	Anyi	suck	卒欠	8	卒欠
4745	Beijing	suck	嘬	2	嘬
4746	Wenzhou	suck	吮	1	吮
4747	Wenzhou	suck	卒-欠[tþy7]	7	A
4748	Taibei	suck	suhɜø嗽	6	嗽
4749	Wuhan	suck	吃	5	吃
4750	Wuhan	suck	吸	0	吸
4751	Taiyuan	suck	吸	0	吸
4752	Yuci	suck	吸	0	吸
4753	Changsha	suck	吮	1	吮
4754	Shuangfeng	suck	津*	4	津
#
2100	Guangzhou	sun	热头	0a	热头
2101	Guangzhou	sun	日头	2a	日头
2102	Suzhou	sun	太阳	1	太阳
2103	Meixian	sun	日头	0a	日头
2104	Meixian	sun	热头	2a	日头
2105	Nanchang	sun	日头	0a	日头
2106	Fuzhou	sun	日头	0a	日头
2107	Ningxia	sun	太阳、日头	0a	日头
2108	Lianchang	sun	日头	0a	日头
2109	Ningbo	sun	太阳	c1	太阳
2110	Yingshan	sun	日头	0a	日头
2111	Chengdu	sun	太阳	c1	太阳
2112	Zhanping	sun	日（头）	0	日
2113	Zhanping	sun	日（头）	0a	日头
2114	Shanghai	sun	太阳	c1	太阳
2115	Shanghai_B	sun	太阳	c1	太阳
2116	Xiamen	sun	日	0	日
2117	Xiamen	sun	日头	0a	日头
2118	Anyi	sun	日头	0a	日头
2119	Beijing	sun	太阳	c1	太阳
2120	Wenzhou	sun	太阳	c1	太阳
2121	Wenzhou	sun	太阳佛	c1f	太阳佛
2122	Wenzhou	sun	热头	3a	热头
2123	Taibei	sun	dzit33 thau13日頭	0a	日头
2124	Wuhan	sun	太阳	0a	日头
2125	Wuhan	sun	日头	c1	太阳
2126	Taiyuan	sun	阳婆[爷]	1d	阳婆
2127	Taiyuan	sun	阳婆[爷]	1de	阳婆爷
2128	Taiyuan	sun	太阳	c1	太阳
2129	Yuci	sun	阳婆	1d	阳婆
2130	Changsha	sun	太阳	0a	日头
2131	Changsha	sun	日头	c1	太阳
2132	Shuangfeng	sun	日头	0a	日头
2133	Shuangfeng	sun	太阳	c1	太阳
#
4755	Guangzhou	swell	肿	0	肿
4756	Suzhou	swell	Úh£	1	A
4757	Meixian	swell	肿	0	肿
4758	Nanchang	swell	肿	0	肿
4759	Fuzhou	swell	肿	0	肿
4760	Ningxia	swell	肿	0	肿
4761	Lianchang	swell	肿	0	肿
4762	Ningbo	swell	肿	0	肿
4763	Yingshan	swell	肿	0	肿
4764	Chengdu	swell	肿	0	肿
4765	Zhanping	swell	肿	0	肿
4766	Shanghai	swell	肿	0	肿
4767	Shanghai_B	swell	肿	0	肿
4768	Xiamen	swell	肿	0	肿
4769	Anyi	swell	肿	0	肿
4770	Beijing	swell	肿	0	肿
4771	Wenzhou	swell	肿	0	肿
4772	Taibei	swell	tsing53腫	0	肿
4773	Wuhan	swell	肿	0	肿
4774	Taiyuan	swell	肿	0	肿
4775	Yuci	swell	肿	0	肿
4776	Changsha	swell	肿	0	肿
4777	Shuangfeng	swell	肿	0	肿
#
2134	Guangzhou	swim	游水	3	游水
2135	Suzhou	swim	游水	3	游水
2136	Meixian	swim	泅水，洗身[]	6	泅水
2137	Nanchang	swim	玩水	12	玩水
2138	Nanchang	swim	洗澡	13	洗澡
2139	Fuzhou	swim	泅水	6	泅水
2140	Fuzhou	swim	洗水	8	洗水
2141	Ningxia	swim	耍水	9	耍水
2142	Lianchang	swim	泅[如果是抽象的行为，叫“洗凉”[saiɜtiaø]，如果是指水里的动作，叫“泅”[siauø]]	4	泅
2143	Ningbo	swim	游泳	2	游泳
2144	Yingshan	swim	抹汗	14	抹汗
2145	Chengdu	swim	游泳	2	游泳
2146	Zhanping	swim	泅水	6	泅水
2147	Zhanping	swim	洗浴仔	15	洗浴仔
2148	Shanghai	swim	游泳	2	游泳
2149	Shanghai_B	swim	游泳	2	游泳
2150	Xiamen	swim	泅水	6	泅水
2151	Anyi	swim	划水	11	划水
2152	Beijing	swim	凫水儿，游泳	2	凫水儿
2153	Wenzhou	swim	泅河儿	6	泅河儿
2154	Taibei	swim	siu13泅	4	泅
2155	Wuhan	swim	游泳	2	游泳
2156	Wuhan	swim	游水	3	游水
2157	Wuhan	swim	泅水	5[4->5]	泅水
2158	Wuhan	swim	玩水	玩水	玩水
2159	Taiyuan	swim	耍水	9	耍水
2160	Taiyuan	swim	游泳	2	游泳
2161	Yuci	swim	耍水	9	耍水
2162	Yuci	swim	护水	10	护水
2163	Changsha	swim	洗冷水澡	1	洗冷水澡
2164	Changsha	swim	游泳	2	游泳
2165	Shuangfeng	swim	洗冷水澡	1	洗冷水澡
5356	Beijing	swim		0	游泳
5357	Meixian	swim		0	洗身
#
2166	Guangzhou	tail	尾	0	尾
2167	Suzhou	tail	尾巴	0a	尾巴
2168	Meixian	tail	尾	0	尾
2169	Nanchang	tail	尾巴	0a	尾巴
2170	Fuzhou	tail	尾	0	尾
2171	Ningxia	tail	尾巴	0a	尾巴
2172	Lianchang	tail	尾	0	尾
2173	Ningbo	tail	mi35po55	0a	尾巴
2174	Yingshan	tail	尾巴	0a	尾巴
2175	Chengdu	tail	尾	0	尾
2176	Zhanping	tail	尾	0	尾
2177	Shanghai	tail	尾巴	0a	尾巴
2178	Shanghai_B	tail	尾巴	0a	尾巴
2179	Xiamen	tail	尾	0	尾
2180	Xiamen	tail	尾溜	0b	尾溜
2181	Anyi	tail	尾報	0a	尾巴
2182	Beijing	tail	尾巴	0a	尾巴
2183	Wenzhou	tail	尾巴	0a	尾巴
2184	Wenzhou	tail	尾巴儿	0ac	尾巴儿
2185	Taibei	tail	bue53尾	0	尾
2186	Wuhan	tail	尾巴	0a	尾巴
2187	Taiyuan	tail	尾巴	0a	尾巴
2188	Yuci	tail	尾巴	0a	尾巴
2189	Changsha	tail	尾巴	0a	尾巴
2190	Shuangfeng	tail	尾巴	0a	尾巴
#
2191	Guangzhou	that	個*个	7a	個个
2192	Suzhou	that	归个，ger个	8a	归个
2193	Meixian	that	ke53个	10a	F
2194	Nanchang	that	[]he213	11	G
2195	Fuzhou	that	[]xiɜɨ只	12	A只
2196	Fuzhou	that	[]xi31[]bi?5	13	AB
2197	Ningxia	that	那	3	那
2198	Ningxia	that	着no+ɾɾ	14	着J
2199	Lianchang	that	□个[kuee6kuee5]	15a	CD
2200	Ningbo	that	ke5?mi11	16	HI
2201	Yingshan	that	那	3	那
2202	Chengdu	that	那（个）	3	那
2203	Chengdu	that	那（个）	3a	那个
2204	Zhanping	that	hm5	17	K
2205	Zhanping	that	冥*：读me~2	18	L
2206	Shanghai	that	伊	2	伊
2207	Shanghai_B	that	伊	2	伊
2208	Xiamen	that	许	4	许
2209	Anyi	that	许个	4a	许个
2210	Beijing	that	那个	3a	那个
2211	Wenzhou	that	许个	4a	许个
2212	Wuhan	that	那个	3a	那个
2213	Taiyuan	that	兀个	5a	兀个
2214	Taiyuan	that	那个	3a	那个
2215	Yuci	that	兀个	5a	兀个
2216	Yuci	that	那个	3a	那个
2217	Changsha	that	那个	3a	那个
2218	Changsha	that	那只	3b	那只
2219	Shuangfeng	that	喏只	6b	喏只
#
4778	Guangzhou	there	個*度*	5i	個度
4779	Guangzhou	there	個*处*	5j	個处
4780	Suzhou	there	归*搭	6k	归搭
4781	Suzhou	there	弯*搭	7k	弯搭
4782	Meixian	there	[][]ke+53子	8	CD
4783	Nanchang	there	[]里he+213	9	EF
4784	Fuzhou	there	[][]xuai31ne#31	10	AB
4785	Fuzhou	there	[]xuɜɨ块	11	Y块
4786	Fuzhou	there	[]xiɜɨ块	12	T块
4787	Ningxia	there	那里	1a	那里
4788	Ningxia	there	no+44 ni	13	UV
4789	Lianchang	there	□角[kueeɐkauɤ]	14	X角
4790	Ningbo	there	ke?5mi11	15	RS
4791	Yingshan	there	那场*儿	1cb	那场儿
4792	Chengdu	there	那儿	1b	那儿
4793	Zhanping	there	hmɫ落	16m	I落
4794	Zhanping	there	冥*落	17m	冥落
4795	Zhanping	there	liangɜ落	18m	J落
4796	Zhanping	there	giang3落	19m	K落
4797	Shanghai	there	e55mi31te=	20	GH
4798	Shanghai_B	there	e55mi31te=	21	Q
4799	Xiamen	there	[]hia24	22	M
4800	Xiamen	there	[]hitɾø位	23	N位
4801	Xiamen	there	[]hitɾø块	24	O块
4802	Anyi	there	许里	4a	许里
4803	Anyi	there	许嘚	4h	许嘚
4804	Beijing	there	那儿[合*儿]	1b	那儿
4805	Beijing	there	那儿[合*儿]	1bd	那儿
4806	Beijing	there	那合*儿	1d	那合儿
4807	Wenzhou	there	旁担*	25	兀個
4808	Taibei	there	hiaɾɾ許ʔ	26?	O許
4809	Wuhan	there	那里	1a	那里
4810	Wuhan	there	那块[些*]	1e	那块
4811	Wuhan	there	那块[些*]	1ef	那块些
4812	Taiyuan	there	兀里	2a	兀里
4813	Taiyuan	there	那里	1a	那里
4814	Yuci	there	兀里	2a	兀里
4815	Yuci	there	那里	1a	那里
4816	Changsha	there	那里	1a	那里
4817	Changsha	there	那块子	1fg	那块子
4818	Shuangfeng	there	喏里	3a	喏里
#
4819	Guangzhou	they	佢哋	4g	佢哋
4820	Suzhou	they	俚笃*	5h	俚笃
4821	Suzhou	they	唔笃*	6h	唔笃
4822	Meixian	they	佢登*人	4i	佢登人
4823	Nanchang	they	佢[ko]里	4j	佢里
4824	Nanchang	they	佢们	4a	佢们
4825	Fuzhou	they	伊各人	3e	伊各人
4826	Ningxia	they	他都、别都	2b	他都
4827	Lianchang	they	佢侪	4k	佢侪
4828	Ningbo	they	dzji11la55	8	AB
4829	Yingshan	they	他们	2a	他们
4830	Chengdu	they	他们	2a	他们
4831	Zhanping	they	伊侬	3c	伊侬
4832	Shanghai	they	伊拉	3d	伊拉
4833	Shanghai_B	they	伊拉	3d	伊拉
4834	Xiamen	they	人-因	10	人因
4835	Anyi	they	渠侪	9k	渠侪
4836	Beijing	they	他们	2a	他们
4837	Wenzhou	they	佢倈	4f	佢倈
4838	Taibei	they	in33?	11	C
4839	Wuhan	they	他们	2a	他们
4840	Wuhan	they	他们家	2ab	他们家
4841	Taiyuan	they	他们	2a	他们
4842	Yuci	they	他们	2a	他们
4843	Changsha	they	他们	2a	他们
4844	Shuangfeng	they	他哩	2b	他哩
#
4845	Guangzhou	thick	厚	0	厚
4846	Suzhou	thick	厚	0	厚
4847	Meixian	thick	笨[严考证]	1	笨
4848	Nanchang	thick	厚	0	厚
4849	Fuzhou	thick	厚	0	厚
4850	Ningxia	thick	厚	0	厚
4851	Lianchang	thick	厚	0	厚
4852	Ningbo	thick	厚	0	厚
4853	Yingshan	thick	厚	0	厚
4854	Chengdu	thick	厚	0	厚
4855	Zhanping	thick	厚	0	厚
4856	Shanghai	thick	厚	0	厚
4857	Shanghai_B	thick	厚	0	厚
4858	Xiamen	thick	厚	0	厚
4859	Anyi	thick	厚	0	厚
4860	Beijing	thick	厚	0	厚
4861	Wenzhou	thick	厚	0	厚
4862	Taibei	thick	kau33厚	0	厚
4863	Wuhan	thick	厚	0	厚
4864	Taiyuan	thick	厚	0	厚
4865	Yuci	thick	厚	0	厚
4866	Changsha	thick	厚	0	厚
4867	Shuangfeng	thick	厚	0	厚
#
4868	Guangzhou	thin	薄	0	薄
4869	Suzhou	thin	薄	0	薄
4870	Meixian	thin	薄	0	薄
4871	Nanchang	thin	薄	0	薄
4872	Fuzhou	thin	薄	0	薄
4873	Ningxia	thin	薄	0	薄
4874	Lianchang	thin	薄	0	薄
4875	Ningbo	thin	薄	0	薄
4876	Yingshan	thin	薄	0	薄
4877	Chengdu	thin	薄	0	薄
4878	Zhanping	thin	薄	0	薄
4879	Shanghai	thin	薄	0	薄
4880	Shanghai_B	thin	薄	0	薄
4881	Xiamen	thin	薄	0	薄
4882	Anyi	thin	薄	0	薄
4883	Beijing	thin	薄	0	薄
4884	Wenzhou	thin	薄	0	薄
4885	Taibei	thin	poh33薄	0	薄
4886	Wuhan	thin	薄	0	薄
4887	Wuhan	thin	枵	1	枵
4888	Taiyuan	thin	薄	0	薄
4889	Yuci	thin	薄	0	薄
4890	Changsha	thin	薄	0	薄
4891	Shuangfeng	thin	薄	0	薄
#
4892	Guangzhou	think	谂	2	谂
4893	Guangzhou	think	想	1	想
4894	Suzhou	think	想	1	想
4895	Meixian	think	想	1	想
4896	Meixian	think	缅	6	缅
4897	Nanchang	think	想	1	想
4898	Fuzhou	think	想	1	想
4899	Ningxia	think	想	1	想
4900	Lianchang	think	[]meng51	5	A
4901	Ningbo	think	忖	3	忖
4902	Yingshan	think	想	1	想
4903	Chengdu	think	想	1	想
4904	Zhanping	think	想	1	想
4905	Shanghai	think	想	1	想
4906	Shanghai_B	think	想	1	想
4907	Xiamen	think	想	1	想
4908	Anyi	think	想	1	想
4909	Beijing	think	想	1	想
4910	Beijing	think	琢磨	4	琢磨
4911	Wenzhou	think	想	1	想
4912	Wenzhou	think	忖	3	忖
4913	Taibei	think	siuN33想	1	想
4914	Wuhan	think	想	1	想
4915	Taiyuan	think	想	1	想
4916	Yuci	think	想	1	想
4917	Changsha	think	想	1	想
4918	Shuangfeng	think	想	1	想
#
2220	Guangzhou	this	尔个 ̆壮语借词？）	19a	尔个
2221	Suzhou	this	该个	18a	该个
2222	Suzhou	this	哀个	17a	哀个
2223	Suzhou	this	ger个	16a	个
2224	Meixian	this	e31个	16a	C个
2225	Nanchang	this	[]ko213	15	D个
2226	Fuzhou	this	只*只	14	只只
2227	Fuzhou	this	只*[]bi?4	13	只B
2228	Ningxia	this	这	2	这
2229	Lianchang	this	这	2	这
2230	Ningbo	this	ke5?	13	个
2231	Yingshan	this	nie53	12	F
2232	Chengdu	this	这（个）	2	这
2233	Chengdu	this	这（个）	2a	这个
2234	Zhanping	this	许	11	许
2235	Shanghai	this	ge	10	个
2236	Shanghai_B	this	ge	10	个
2237	Xiamen	this	即	9	即
2238	Anyi	this	[]ko+ɜ个	8a	A个
2239	Beijing	this	这个	2a	这个
2240	Wenzhou	this	居个	7a	居个
2241	Wenzhou	this	个个	6a	个个
2242	Taibei	this	tsitɜø eɨɜ者ʔ	5	者E
2243	Wuhan	this	这个	2a	这个
2244	Taiyuan	this	这个	2a	这个
2245	Yuci	this	这个	2a	这个
2246	Changsha	this	ko个	4a	A个
2247	Shuangfeng	this	咯只	3b	咯只
#
4919	Guangzhou	three	三	0	三
4920	Suzhou	three	三	0	三
4921	Meixian	three	三	0	三
4922	Nanchang	three	三	0	三
4923	Fuzhou	three	三	0	三
4924	Ningxia	three	三	0	三
4925	Lianchang	three	三	0	三
4926	Ningbo	three	三	0	三
4927	Yingshan	three	三	0	三
4928	Chengdu	three	三	0	三
4929	Zhanping	three	三	0	三
4930	Shanghai	three	三	0	三
4931	Shanghai_B	three	三	0	三
4932	Xiamen	three	三	0	三
4933	Anyi	three	三	0	三
4934	Beijing	three	三	0	三
4935	Wenzhou	three	三	0	三
4936	Taibei	three	saN三	0	三
4937	Wuhan	three	三	0	三
4938	Taiyuan	three	三	0	三
4939	Yuci	three	三	0	三
4940	Changsha	three	三	0	三
4941	Shuangfeng	three	三	0	三
#
4942	Guangzhou	throw	掟	30	掟
4943	Guangzhou	throw	抌	28	抌
4944	Guangzhou	throw	掉	29	掉
4945	Suzhou	throw	厾	27	厾
4946	Suzhou	throw	真*	26	真
4947	Meixian	throw	[]fit11	25	M
4948	Nanchang	throw	抛	2	抛
4949	Nanchang	throw	[]tiang45	24	L
4950	Fuzhou	throw	[]ke#?4	23	K
4951	Ningxia	throw	phio+44	22	J
4952	Lianchang	throw	[]fi35	21	H
4953	Ningbo	throw	a~55ty11	20	AB
4954	Yingshan	throw	繞*	19	繞
4955	Chengdu	throw	甩	18	甩
4956	Zhanping	throw	ka?8	17	F
4957	Shanghai	throw	*丢[do?]	1	丢
4958	Shanghai_B	throw	gwe+13	16	D
4959	Xiamen	throw	献*	15	献
