ID	CHARACTER	PINYIN	WORDS_COGIDS	WORDS_ID	CONCEPT	DOCULECT	POSITION
590	火	huǒ	92	490	dry	Meixian	0
591	曹	cáo	93	490	dry	Meixian	1
592	幹	gàn	90	491	dry	Nanchang	0
593	幹	gàn	90	492	dry	Fuzhou	0
594	焦	jiāo	94	493	dry	Fuzhou	0
595	幹	gàn	90	494	dry	Ningxia	0
596	燥	zào	91	495	dry	Lianchang	0
597	燥	zào	91	496	dry	Ningbo	0
598	幹	gàn	90	497	dry	Yingshan	0
599	幹	gàn	90	498	dry	Chengdu	0
600	燥	zào	91	498	dry	Chengdu	1
601	焦	jiāo	94	499	dry	Zhanping	0
602	幹	gàn	90	500	dry	Shanghai	0
603	幹	gàn	90	501	dry	Shanghai_B	0
604	焦	jiāo	94	502	dry	Xiamen	0
605	幹	gàn	90	503	dry	Anyi	0
606	火	huǒ	92	504	dry	Anyi	0
607	曹	cáo	93	504	dry	Anyi	1
608	幹	gàn	90	505	dry	Beijing	0
609	燥	zào	91	506	dry	Wenzhou	0
610	幹	gàn	90	508	dry	Wuhan	0
611	幹	gàn	90	509	dry	Wuhan	0
612	幹	gàn	90	510	dry	Taiyuan	0
613	幹	gàn	90	511	dry	Yuci	0
614	幹	gàn	90	512	dry	Changsha	0
615	幹	gàn	90	513	dry	Shuangfeng	0
616	火	huǒ	92	514	dry	Shuangfeng	0
617	曹	cáo	93	514	dry	Shuangfeng	2
618	耳	ěr	96	515	ear	Guangzhou	0
619	仔	zǐ	97	515	ear	Guangzhou	1
620	耳	ěr	96	516	ear	Suzhou	0
621	朵	duǒ	98	516	ear	Suzhou	1
622	耳	ěr	96	517	ear	Meixian	0
623	公	gōng	99	517	ear	Meixian	1
624	耳	ěr	96	518	ear	Nanchang	0
625	朵	duǒ	98	518	ear	Nanchang	1
626	耳	ěr	96	519	ear	Fuzhou	0
627	囝	jiǎn	100	519	ear	Fuzhou	1
628	耳	ěr	96	520	ear	Fuzhou	0
629	耳	ěr	96	521	ear	Ningxia	0
630	朵	duǒ	98	521	ear	Ningxia	1
631	耳	ěr	96	522	ear	Lianchang	0
632	菇	gū	101	522	ear	Lianchang	1
633	耳	ěr	96	523	ear	Ningbo	0
634	朵	duǒ	98	523	ear	Ningbo	1
635	耳	ěr	96	524	ear	Yingshan	0
636	凍	dòng	70	524	ear	Yingshan	1
637	耳	ěr	96	525	ear	Chengdu	0
638	耳	ěr	96	526	ear	Zhanping	0
639	耳	ěr	96	527	ear	Zhanping	0
640	耳	ěr	96	528	ear	Shanghai	0
641	朵	duǒ	98	528	ear	Shanghai	1
642	耳	ěr	96	529	ear	Shanghai_B	0
643	朵	duǒ	98	529	ear	Shanghai_B	1
644	耳	ěr	96	530	ear	Xiamen	0
645	耳	ěr	96	531	ear	Anyi	0
646	到	dào	102	531	ear	Anyi	1
647	耳	ěr	96	532	ear	Beijing	0
648	朵	duǒ	98	532	ear	Beijing	1
649	耳	ěr	96	533	ear	Wenzhou	0
650	朵	duǒ	98	533	ear	Wenzhou	1
651	耳	ěr	96	535	ear	Wuhan	0
652	凍	dòng	70	535	ear	Wuhan	1
653	耳	ěr	96	536	ear	Taiyuan	0
654	朵	duǒ	98	536	ear	Taiyuan	1
655	耳	ěr	96	537	ear	Yuci	0
656	朵	duǒ	98	537	ear	Yuci	1
657	耳	ěr	96	538	ear	Changsha	0
658	朵	duǒ	98	538	ear	Changsha	1
659	耳	ěr	96	539	ear	Shuangfeng	0
660	凍	dòng	70	539	ear	Shuangfeng	1
661	地	de	103	540	earth	Guangzhou	0
662	地	de	103	541	earth	Suzhou	0
663	地	de	103	542	earth	Meixian	0
664	泥	ní	104	542	earth	Meixian	1
665	地	de	103	543	earth	Nanchang	0
666	地	de	103	544	earth	Fuzhou	0
667	田	tián	105	545	earth	Ningxia	0
668	地	de	103	546	earth	Lianchang	0
669	下	xià	11	546	earth	Lianchang	1
670	地	de	103	547	earth	Ningbo	0
671	地	de	103	548	earth	Yingshan	0
672	下	xià	11	548	earth	Yingshan	1
673	地	de	103	549	earth	Chengdu	0
674	塗	tú	106	550	earth	Zhanping	0
675	地	de	103	551	earth	Zhanping	0
676	地	de	103	552	earth	Shanghai	0
677	地	de	103	553	earth	Shanghai_B	0
678	地	de	103	556	earth	Anyi	0
679	地	de	103	557	earth	Beijing	0
680	地	de	103	558	earth	Wenzhou	0
681	地	de	103	559	earth	Wenzhou	0
682	下	xià	11	559	earth	Wenzhou	1
683	地	de	103	561	earth	Wuhan	0
684	地	de	103	562	earth	Taiyuan	0
685	地	de	103	563	earth	Yuci	0
686	地	de	103	564	earth	Changsha	0
687	下	xià	11	564	earth	Changsha	1
688	地	de	103	565	earth	Shuangfeng	0
689	食	shí	84	566	eat	Guangzhou	0
690	吃	chī	83	567	eat	Suzhou	0
691	食	shí	84	568	eat	Meixian	0
692	吃	chī	83	569	eat	Nanchang	0
693	食	shí	84	570	eat	Fuzhou	0
694	吃	chī	83	571	eat	Ningxia	0
695	食	shí	84	572	eat	Lianchang	0
696	吃	chī	83	573	eat	Ningbo	0
697	吃	chī	83	574	eat	Yingshan	0
698	吃	chī	83	575	eat	Chengdu	0
699	食	shí	84	576	eat	Zhanping	0
700	吃	chī	83	577	eat	Shanghai	0
701	吃	chī	83	578	eat	Shanghai_B	0
702	食	shí	84	579	eat	Xiamen	0
703	喫	chī	83	580	eat	Anyi	0
704	吃	chī	83	581	eat	Beijing	0
705	吃	chī	83	582	eat	Wenzhou	0
706	吃	chī	83	584	eat	Wuhan	0
707	吃	chī	83	585	eat	Taiyuan	0
708	吃	chī	83	586	eat	Yuci	0
709	吃	chī	83	587	eat	Changsha	0
710	吃	chī	83	588	eat	Shuangfeng	0
711	春	chūn	107	589	egg	Guangzhou	0
712	蛋	dàn	108	590	egg	Suzhou	0
713	卵	luǎn	109	591	egg	Meixian	0
714	蛋	dàn	108	592	egg	Nanchang	0
715	卵	luǎn	109	593	egg	Fuzhou	0
716	蛋	dàn	108	594	egg	Ningxia	0
717	卵	luǎn	109	595	egg	Lianchang	0
718	蛋	dàn	108	596	egg	Ningbo	0
719	蛋	dàn	108	597	egg	Yingshan	0
720	蛋	dàn	108	598	egg	Chengdu	0
721	卵	luǎn	109	599	egg	Zhanping	0
722	蛋	dàn	108	600	egg	Shanghai	0
723	蛋	dàn	108	601	egg	Shanghai_B	0
724	卵	luǎn	109	602	egg	Xiamen	0
725	蛋	dàn	108	603	egg	Anyi	0
726	雞	jī	110	604	egg	Beijing	0
727	子	zi	108	604	egg	Beijing	1
728	卵	luǎn	109	605	egg	Wenzhou	0
729	蛋	dàn	108	607	egg	Wuhan	0
730	蛋	dàn	108	608	egg	Taiyuan	0
731	雞	jī	110	609	egg	Yuci	0
732	蛋	dàn	108	609	egg	Yuci	1
733	蛋	dàn	108	610	egg	Changsha	0
734	蛋	dàn	108	611	egg	Shuangfeng	0
735	眼	yǎn	111	612	eye	Guangzhou	0
736	眼	yǎn	111	613	eye	Suzhou	0
737	睛	jīng	112	613	eye	Suzhou	1
738	眼	yǎn	111	614	eye	Suzhou	0
739	烏	wū	45	614	eye	Suzhou	1
740	珠	zhū	113	614	eye	Suzhou	2
741	目	mù	114	615	eye	Meixian	0
742	珠	zhū	113	615	eye	Meixian	1
743	眼	yǎn	111	616	eye	Nanchang	0
744	睛	jīng	112	616	eye	Nanchang	1
745	目	mù	114	617	eye	Fuzhou	0
746	珠	zhū	113	617	eye	Fuzhou	1
747	目	mù	114	618	eye	Fuzhou	0
748	眼	yǎn	111	619	eye	Ningxia	0
749	睛	jīng	112	619	eye	Ningxia	1
750	目	mù	114	620	eye	Lianchang	0
751	珠	zhū	113	620	eye	Lianchang	1
752	眼	yǎn	111	621	eye	Ningbo	0
753	眼	yǎn	111	622	eye	Yingshan	0
754	睛	jīng	112	622	eye	Yingshan	1
755	眼	yǎn	111	623	eye	Chengdu	0
756	目	mù	114	624	eye	Zhanping	0
757	目	mù	114	625	eye	Zhanping	0
758	眼	yǎn	111	626	eye	Shanghai	0
759	睛	jīng	112	626	eye	Shanghai	1
760	眼	yǎn	111	627	eye	Shanghai_B	0
761	睛	jīng	112	627	eye	Shanghai_B	1
762	目	mù	114	628	eye	Xiamen	0
763	瞅	chǒu	115	628	eye	Xiamen	1
764	眼	yǎn	111	629	eye	Anyi	0
765	睛	jīng	112	629	eye	Anyi	1
766	眼	yǎn	111	630	eye	Beijing	0
767	睛	jīng	112	630	eye	Beijing	1
768	眼	yǎn	111	631	eye	Wenzhou	0
769	烏	wū	45	631	eye	Wenzhou	1
770	珠	zhū	113	631	eye	Wenzhou	2
771	眼	yǎn	111	632	eye	Wenzhou	0
772	眼	yǎn	111	633	eye	Wenzhou	0
773	靈	líng	113	633	eye	Wenzhou	2
774	眼	yǎn	111	635	eye	Wuhan	0
775	睛	jīng	112	635	eye	Wuhan	1
776	眼	yǎn	111	636	eye	Taiyuan	0
777	眼	yǎn	111	637	eye	Taiyuan	0
778	眼	yǎn	111	638	eye	Yuci	0
779	眼	yǎn	111	639	eye	Yuci	0
780	眼	yǎn	111	640	eye	Changsha	0
781	睛	jīng	112	640	eye	Changsha	1
782	眼	yǎn	111	641	eye	Shuangfeng	0
783	珠	zhū	113	641	eye	Shuangfeng	1
784	毛	máo	117	642	feather	Guangzhou	0
785	羽	yǔ	118	643	feather	Suzhou	0
786	毛	máo	117	643	feather	Suzhou	1
787	毛	máo	117	644	feather	Meixian	0
788	毛	máo	117	645	feather	Nanchang	0
789	毛	máo	117	647	feather	Fuzhou	1
790	毛	máo	117	648	feather	Ningxia	0
791	毛	máo	117	649	feather	Lianchang	0
792	羽	yǔ	118	650	feather	Ningbo	0
793	毛	máo	117	650	feather	Ningbo	1
794	毛	máo	117	651	feather	Yingshan	0
795	毛	máo	117	652	feather	Chengdu	0
796	毛	máo	117	653	feather	Zhanping	0
797	毛	máo	117	654	feather	Shanghai	0
798	毛	máo	117	655	feather	Shanghai_B	0
799	毛	máo	117	656	feather	Xiamen	0
800	毛	máo	117	657	feather	Anyi	0
801	毛	máo	117	658	feather	Beijing	0
802	兒	ér	17	658	feather	Beijing	1
803	毛	máo	117	659	feather	Wenzhou	0
804	羽	yǔ	118	659	feather	Wenzhou	1
805	毛	máo	117	661	feather	Wuhan	0
806	羽	yǔ	118	662	feather	Taiyuan	0
807	毛	máo	117	662	feather	Taiyuan	1
808	羽	yǔ	118	663	feather	Yuci	0
809	毛	máo	117	663	feather	Yuci	1
810	毛	máo	117	664	feather	Changsha	0
811	毛	máo	117	665	feather	Shuangfeng	0
812	火	huǒ	92	666	fire	Guangzhou	0
813	火	huǒ	92	667	fire	Suzhou	0
814	火	huǒ	92	668	fire	Meixian	0
815	火	huǒ	92	669	fire	Nanchang	0
816	火	huǒ	92	670	fire	Fuzhou	0
817	火	huǒ	92	671	fire	Ningxia	0
818	火	huǒ	92	672	fire	Lianchang	0
819	火	huǒ	92	673	fire	Ningbo	0
820	火	huǒ	92	674	fire	Yingshan	0
821	火	huǒ	92	675	fire	Chengdu	0
822	火	huǒ	92	676	fire	Zhanping	0
823	火	huǒ	92	677	fire	Shanghai	0
824	火	huǒ	92	678	fire	Shanghai_B	0
825	火	huǒ	92	679	fire	Xiamen	0
826	火	huǒ	92	680	fire	Anyi	0
827	火	huǒ	92	681	fire	Beijing	0
828	火	huǒ	92	682	fire	Wenzhou	0
829	種	zhǒng	119	682	fire	Wenzhou	1
830	火	huǒ	92	684	fire	Wuhan	0
831	火	huǒ	92	685	fire	Taiyuan	0
832	火	huǒ	92	686	fire	Yuci	0
833	火	huǒ	92	687	fire	Changsha	0
834	火	huǒ	92	688	fire	Shuangfeng	0
835	魚	yú	120	689	fish	Guangzhou	0
836	魚	yú	120	690	fish	Suzhou	0
837	魚	yú	120	691	fish	Meixian	0
838	魚	yú	120	692	fish	Nanchang	0
839	魚	yú	120	693	fish	Fuzhou	0
840	魚	yú	120	694	fish	Ningxia	0
841	魚	yú	120	695	fish	Lianchang	0
842	魚	yú	120	696	fish	Ningbo	0
843	魚	yú	120	697	fish	Yingshan	0
844	魚	yú	120	698	fish	Chengdu	0
845	魚	yú	120	699	fish	Zhanping	0
846	魚	yú	120	700	fish	Shanghai	0
847	魚	yú	120	701	fish	Shanghai_B	0
848	魚	yú	120	702	fish	Xiamen	0
849	魚	yú	120	703	fish	Anyi	0
850	魚	yú	120	704	fish	Beijing	0
851	魚	yú	120	705	fish	Wenzhou	0
852	魚	yú	120	707	fish	Wuhan	0
853	魚	yú	120	708	fish	Taiyuan	0
854	魚	yú	120	709	fish	Yuci	0
855	魚	yú	120	710	fish	Changsha	0
856	魚	yú	120	711	fish	Shuangfeng	0
857	肉	ròu	121	712	flesh	Guangzhou	0
858	肉	ròu	121	713	flesh	Suzhou	0
859	肉	ròu	121	714	flesh	Meixian	0
860	肉	ròu	121	715	flesh	Nanchang	0
861	肉	ròu	121	716	flesh	Fuzhou	0
862	肉	ròu	121	717	flesh	Ningxia	0
863	肉	ròu	121	718	flesh	Lianchang	0
864	肉	ròu	121	719	flesh	Ningbo	0
865	肉	ròu	121	720	flesh	Yingshan	0
866	肉	ròu	121	721	flesh	Chengdu	0
867	肉	ròu	121	723	flesh	Shanghai	0
868	肉	ròu	121	724	flesh	Shanghai_B	0
869	肉	ròu	121	726	flesh	Anyi	0
870	肉	ròu	121	727	flesh	Beijing	0
871	肉	ròu	121	728	flesh	Wenzhou	0
872	肉	ròu	121	730	flesh	Wuhan	0
873	豬	zhū	121	731	flesh	Taiyuan	0
874	豬	zhū	121	732	flesh	Yuci	0
875	肉	ròu	121	733	flesh	Changsha	0
876	肉	ròu	121	734	flesh	Shuangfeng	0
877	飛	fēi	123	735	fly	Guangzhou	0
878	飛	fēi	123	736	fly	Suzhou	0
879	飛	fēi	123	737	fly	Meixian	0
880	飛	fēi	123	738	fly	Nanchang	0
881	飛	fēi	123	739	fly	Fuzhou	0
882	飛	fēi	123	740	fly	Ningxia	0
883	飛	fēi	123	741	fly	Lianchang	0
884	飛	fēi	123	742	fly	Ningbo	0
885	飛	fēi	123	743	fly	Yingshan	0
886	飛	fēi	123	744	fly	Chengdu	0
887	飛	fēi	123	745	fly	Zhanping	0
888	飛	fēi	123	746	fly	Shanghai	0
889	飛	fēi	123	747	fly	Shanghai_B	0
890	飛	fēi	123	748	fly	Xiamen	0
891	飛	fēi	123	749	fly	Anyi	0
892	飛	fēi	123	750	fly	Beijing	0
893	飛	fēi	123	751	fly	Wenzhou	0
894	飛	fēi	123	753	fly	Wuhan	0
895	飛	fēi	123	754	fly	Taiyuan	0
896	飛	fēi	123	755	fly	Yuci	0
897	飛	fēi	123	756	fly	Changsha	0
898	飛	fēi	123	757	fly	Shuangfeng	0
899	腳	jiǎo	64	758	foot	Guangzhou	0
900	腳	jiǎo	64	759	foot	Suzhou	0
901	腳	jiǎo	64	760	foot	Meixian	0
902	腳	jiǎo	64	761	foot	Nanchang	0
903	骹	qiāo	65	762	foot	Fuzhou	0
904	腳	jiǎo	64	763	foot	Ningxia	0
905	腳	jiǎo	64	764	foot	Lianchang	0
906	骨	gǔ	50	764	foot	Lianchang	1
907	腳	jiǎo	64	765	foot	Ningbo	0
908	腳	jiǎo	64	766	foot	Yingshan	0
909	腳	jiǎo	64	767	foot	Chengdu	0
910	骹	qiāo	65	768	foot	Zhanping	0
911	腳	jiǎo	64	769	foot	Shanghai	0
912	腳	jiǎo	64	770	foot	Shanghai_B	0
913	骹	qiāo	65	771	foot	Xiamen	0
914	腳	jiǎo	64	772	foot	Anyi	0
915	腳	jiǎo	64	773	foot	Beijing	0
916	腳	jiǎo	64	774	foot	Beijing	0
917	把	bǎ	125	774	foot	Beijing	2
918	腳	jiǎo	64	775	foot	Wenzhou	0
919	腳	jiǎo	64	776	foot	Wenzhou	0
920	腳	jiǎo	64	778	foot	Wuhan	0
921	腳	jiǎo	64	779	foot	Taiyuan	0
922	腳	jiǎo	64	780	foot	Yuci	0
923	腳	jiǎo	64	781	foot	Changsha	0
924	腳	jiǎo	64	782	foot	Shuangfeng	0
925	滿	mǎn	126	783	full	Guangzhou	0
926	滿	mǎn	126	784	full	Suzhou	0
927	滿	mǎn	126	785	full	Meixian	0
928	滿	mǎn	126	786	full	Nanchang	0
929	滿	mǎn	126	787	full	Fuzhou	0
930	滇	diān	127	788	full	Fuzhou	0
931	滿	mǎn	126	789	full	Ningxia	0
932	滿	mǎn	126	790	full	Lianchang	0
933	滿	mǎn	126	791	full	Ningbo	0
934	滿	mǎn	126	792	full	Yingshan	0
935	滿	mǎn	126	793	full	Chengdu	0
936	滿	mǎn	126	794	full	Zhanping	0
937	滿	mǎn	126	796	full	Shanghai	0
938	滿	mǎn	126	797	full	Shanghai_B	0
939	滿	mǎn	126	799	full	Anyi	0
940	滿	mǎn	126	800	full	Beijing	0
941	滿	mǎn	126	801	full	Wenzhou	0
942	滿	mǎn	126	803	full	Wuhan	0
943	滿	mǎn	126	804	full	Taiyuan	0
944	滿	mǎn	126	805	full	Yuci	0
945	滿	mǎn	126	806	full	Changsha	0
946	滿	mǎn	126	807	full	Shuangfeng	0
947	畀	bì	128	808	give	Guangzhou	0
948	撥	bō	129	809	give	Suzhou	0
949	分	fēn	130	810	give	Meixian	0
950	把	bǎ	124	811	give	Nanchang	0
951	給	gěi	131	812	give	Nanchang	0
952	乞	qǐ	132	813	give	Fuzhou	0
953	給	gěi	131	814	give	Ningxia	0
954	拿	ná	133	815	give	Lianchang	0
955	分	fēn	130	816	give	Lianchang	0
956	把	bǎ	124	818	give	Yingshan	0
957	給	gěi	131	819	give	Chengdu	0
958	與	yǔ	135	820	give	Zhanping	0
959	分	fēn	130	821	give	Zhanping	0
960	撥	bō	129	822	give	Shanghai	0
961	撥	bō	129	823	give	Shanghai_B	0
962	搦	nuò	137	825	give	Anyi	0
963	得	dé	138	825	give	Anyi	1
964	給	gěi	131	826	give	Beijing	0
965	貝	bèi	139	827	give	Wenzhou	0
966	把	bǎ	124	829	give	Wuhan	0
967	給	gěi	131	830	give	Wuhan	0
968	給	gěi	131	831	give	Taiyuan	0
969	給	gěi	131	832	give	Yuci	0
970	把	bǎ	124	833	give	Changsha	0
971	好	hǎo	144	835	good	Guangzhou	0
972	女	nǚ	145	836	good	Guangzhou	0
973	好	hǎo	144	837	good	Suzhou	0
974	好	hǎo	144	838	good	Meixian	0
975	好	hǎo	144	839	good	Nanchang	0
976	好	hǎo	144	840	good	Fuzhou	0
977	好	hǎo	144	841	good	Ningxia	0
978	好	hǎo	144	842	good	Lianchang	0
979	好	hǎo	144	843	good	Ningbo	0
980	好	hǎo	144	844	good	Yingshan	0
981	好	hǎo	144	845	good	Chengdu	0
982	好	hǎo	144	846	good	Zhanping	0
983	好	hǎo	144	847	good	Shanghai	0
984	靈	líng	116	848	good	Shanghai	0
985	光	guāng	147	848	good	Shanghai	1
986	好	hǎo	144	849	good	Shanghai_B	0
987	靈	líng	116	850	good	Shanghai_B	0
988	光	guāng	147	850	good	Shanghai_B	1
989	好	hǎo	144	851	good	Xiamen	0
990	好	hǎo	144	852	good	Anyi	0
991	好	hǎo	144	853	good	Beijing	0
992	強	qiáng	148	854	good	Beijing	0
993	好	hǎo	144	855	good	Wenzhou	0
994	好	hǎo	144	857	good	Wuhan	0
995	傲	ào	149	858	good	Wuhan	0
996	好	hǎo	144	859	good	Taiyuan	0
997	好	hǎo	144	860	good	Yuci	0
998	好	hǎo	144	861	good	Changsha	0
999	好	hǎo	144	862	good	Shuangfeng	0
1000	豬	zhū	48	863	grease	Guangzhou	0
1001	油	yóu	150	863	grease	Guangzhou	1
1002	豬	zhū	48	864	grease	Guangzhou	0
1003	膏	gāo	151	864	grease	Guangzhou	1
1004	油	yóu	150	865	grease	Suzhou	0
1005	油	yóu	150	866	grease	Meixian	0
1006	油	yóu	150	867	grease	Nanchang	0
1007	豬	zhū	48	868	grease	Fuzhou	0
1008	油	yóu	150	868	grease	Fuzhou	1
1009	大	dà	152	869	grease	Ningxia	0
1010	油	yóu	150	869	grease	Ningxia	1
1011	油	yóu	150	870	grease	Lianchang	0
1012	油	yóu	150	871	grease	Ningbo	0
1013	脂	zhī	153	871	grease	Ningbo	1
1014	油	yóu	150	872	grease	Yingshan	0
1015	膘	biǎo}	154	873	grease	Yingshan	0
1016	豬	zhū	48	874	grease	Chengdu	0
1017	油	yóu	150	874	grease	Chengdu	1
1018	油	yóu	150	875	grease	Zhanping	0
1019	油	yóu	150	876	grease	Shanghai	0
1020	油	yóu	150	877	grease	Shanghai_B	0
1021	油	yóu	150	878	grease	Xiamen	0
1022	豬	zhū	48	879	grease	Anyi	0
1023	油	yóu	150	879	grease	Anyi	1
1024	大	dà	34	880	grease	Beijing	0
1025	油	yóu	150	880	grease	Beijing	1
1026	豬	zhū	48	881	grease	Beijing	0
1027	油	yóu	150	881	grease	Beijing	1
1028	葷	hūn	152	882	grease	Beijing	0
1029	油	yóu	150	882	grease	Beijing	1
1030	豬	zhū	48	883	grease	Wenzhou	0
1031	油	yóu	150	883	grease	Wenzhou	1
1032	豬	zhū	48	885	grease	Wuhan	0
1033	油	yóu	150	885	grease	Wuhan	1
1034	豬	zhū	48	886	grease	Taiyuan	0
1035	油	yóu	150	886	grease	Taiyuan	1
1036	葷	hūn	152	887	grease	Taiyuan	0
1037	油	yóu	150	887	grease	Taiyuan	1
1038	大	dà	152	888	grease	Taiyuan	0
1039	油	yóu	150	888	grease	Taiyuan	1
1040	豬	zhū	48	889	grease	Yuci	0
1041	油	yóu	150	889	grease	Yuci	1
1042	油	yóu	150	890	grease	Changsha	0
1043	豬	zhū	48	891	grease	Shuangfeng	0
1044	油	yóu	150	891	grease	Shuangfeng	1
1045	綠	lǜ	155	892	green	Guangzhou	0
1046	綠	lǜ	155	893	green	Suzhou	0
1047	青	qīng	46	894	green	Meixian	0
1048	綠	lǜ	155	895	green	Nanchang	0
1049	綠	lǜ	155	896	green	Fuzhou	0
1050	綠	lǜ	155	897	green	Ningxia	0
1051	青	qīng	46	898	green	Lianchang	0
1052	綠	lǜ	155	899	green	Ningbo	0
1053	綠	lǜ	155	900	green	Yingshan	0
1054	綠	lǜ	155	901	green	Chengdu	0
1055	青	qīng	46	902	green	Zhanping	0
1056	綠	lǜ	155	903	green	Shanghai	0
1057	綠	lǜ	155	904	green	Shanghai_B	0
1058	青	qīng	46	905	green	Xiamen	0
1059	綠	lǜ	155	906	green	Anyi	0
1060	綠	lǜ	155	907	green	Beijing	0
1061	綠	lǜ	155	908	green	Wenzhou	0
1062	綠	lǜ	155	910	green	Wuhan	0
1063	綠	lǜ	155	911	green	Taiyuan	0
1064	綠	lǜ	155	912	green	Yuci	0
1065	綠	lǜ	155	913	green	Changsha	0
1066	綠	lǜ	155	914	green	Shuangfeng	0
1067	頭	tóu	51	915	hair	Guangzhou	0
1068	發	fā	156	915	hair	Guangzhou	1
1069	頭	tóu	51	916	hair	Suzhou	0
1070	發	fā	156	916	hair	Suzhou	1
1071	頭	tóu	51	917	hair	Meixian	0
1072	顱	lú	157	917	hair	Meixian	1
1073	毛	máo	117	917	hair	Meixian	2
1074	頭	tóu	51	918	hair	Nanchang	0
1075	發	fā	156	918	hair	Nanchang	1
1076	頭	tóu	51	919	hair	Fuzhou	0
1077	發	fā	156	919	hair	Fuzhou	1
1078	頭	tóu	51	920	hair	Ningxia	0
1079	發	fā	156	920	hair	Ningxia	1
1080	頭	tóu	51	921	hair	Lianchang	0
1081	發	fā	156	921	hair	Lianchang	1
1082	毛	máo	117	921	hair	Lianchang	2
1083	頭	tóu	51	922	hair	Ningbo	0
1084	發	fā	156	922	hair	Ningbo	1
1085	頭	tóu	51	923	hair	Yingshan	0
1086	發	fā	156	923	hair	Yingshan	1
1087	頭	tóu	51	924	hair	Chengdu	0
1088	發	fā	156	924	hair	Chengdu	1
1089	頭	tóu	51	925	hair	Zhanping	0
1090	毛	máo	117	925	hair	Zhanping	1
1091	頭	tóu	51	926	hair	Shanghai	0
1092	發	fā	156	926	hair	Shanghai	1
1093	頭	tóu	51	927	hair	Shanghai_B	0
1094	發	fā	156	927	hair	Shanghai_B	1
1095	頭	tóu	51	928	hair	Xiamen	0
1096	毛	máo	117	928	hair	Xiamen	1
1097	頭	tóu	51	929	hair	Anyi	0
1098	發	fā	156	929	hair	Anyi	1
1099	頭	tóu	51	930	hair	Beijing	0
1100	發	fā	156	930	hair	Beijing	1
1101	頭	tóu	51	931	hair	Wenzhou	0
1102	發	fā	156	931	hair	Wenzhou	1
1103	頭	tóu	51	933	hair	Wuhan	0
1104	發	fā	156	933	hair	Wuhan	1
1105	頭	tóu	51	934	hair	Taiyuan	0
1106	發	fā	156	934	hair	Taiyuan	1
1107	頭	tóu	51	935	hair	Yuci	0
1108	發	fā	156	935	hair	Yuci	1
1109	頭	tóu	51	936	hair	Changsha	0
1110	發	fā	156	936	hair	Changsha	1
1111	頭	tóu	51	937	hair	Shuangfeng	0
1112	發	fā	156	937	hair	Shuangfeng	1
1113	手	shǒu	158	938	hand	Guangzhou	0
1114	手	shǒu	158	939	hand	Suzhou	0
1115	手	shǒu	158	940	hand	Meixian	0
1116	手	shǒu	158	941	hand	Nanchang	0
1117	手	shǒu	158	942	hand	Fuzhou	0
1118	手	shǒu	158	943	hand	Ningxia	0
1119	手	shǒu	158	944	hand	Lianchang	0
1120	骨	gǔ	50	944	hand	Lianchang	1
1121	手	shǒu	158	945	hand	Ningbo	0
1122	手	shǒu	158	946	hand	Yingshan	0
1123	手	shǒu	158	947	hand	Chengdu	0
1124	手	shǒu	158	948	hand	Zhanping	0
1125	手	shǒu	158	949	hand	Shanghai	0
1126	手	shǒu	158	950	hand	Shanghai_B	0
1127	手	shǒu	158	951	hand	Xiamen	0
1128	手	shǒu	158	952	hand	Anyi	0
1129	手	shǒu	158	953	hand	Beijing	0
1130	手	shǒu	158	954	hand	Wenzhou	0
1131	手	shǒu	158	955	hand	Wenzhou	0
1132	手	shǒu	158	957	hand	Wuhan	0
1133	手	shǒu	158	958	hand	Taiyuan	0
1134	手	shǒu	158	959	hand	Yuci	0
1135	手	shǒu	158	960	hand	Changsha	0
1136	手	shǒu	158	961	hand	Shuangfeng	0
1137	頭	tóu	51	962	head	Guangzhou	0
1138	頭	tóu	51	963	head	Guangzhou	0
1139	頭	tóu	51	964	head	Suzhou	0
1140	頦	hái	159	965	head	Suzhou	0
1141	郎	láng	3	965	head	Suzhou	1
1142	頭	tóu	51	966	head	Meixian	0
1143	顱	lú	157	966	head	Meixian	1
1144	頭	tóu	51	967	head	Nanchang	0
1145	頭	tóu	51	968	head	Fuzhou	0
1146	頭	tóu	51	969	head	Ningxia	0
1147	頭	tóu	51	970	head	Lianchang	0
1148	顱	lú	157	970	head	Lianchang	1
1149	殼	ké	159	970	head	Lianchang	2
1150	頭	tóu	51	971	head	Ningbo	0
1151	腦	nǎo	160	972	head	Yingshan	0
1152	殼	ké	159	972	head	Yingshan	1
1153	腦	nǎo	160	973	head	Chengdu	0
1154	殼	ké	159	973	head	Chengdu	1
1155	頭	tóu	51	974	head	Zhanping	0
1156	殼	ké	159	974	head	Zhanping	1
1157	頭	tóu	51	975	head	Shanghai	0
1158	頭	tóu	51	976	head	Shanghai_B	0
1159	頭	tóu	51	977	head	Xiamen	0
1160	殼	ké	159	977	head	Xiamen	1
1161	頭	tóu	51	978	head	Anyi	0
1162	腦	nǎo	160	979	head	Beijing	0
1163	袋	dài	161	979	head	Beijing	1
1164	子	zi	160	980	head	Beijing	0
1165	頭	tóu	51	981	head	Wenzhou	0
1166	頭	tóu	51	983	head	Wuhan	0
1167	腦	nǎo	160	984	head	Wuhan	0
1168	殼	ké	159	984	head	Wuhan	1
1169	頭	tóu	51	985	head	Taiyuan	0
