ID	CHARACTER	PINYIN	WORDS_COGIDS	WORDS_ID	CONCEPT	DOCULECT	POSITION
1333	頭	tóu	51	1144	knee	Lianchang	1
1334	腳	jiǎo	64	1145	knee	Ningbo	0
1335	棵	kē	51	1145	knee	Ningbo	2
1336	磕	kē	184	1146	knee	Yingshan	0
1337	膝	xī	177	1146	knee	Yingshan	1
1338	膝	xī	177	1147	knee	Chengdu	0
1339	骹	qiāo	65	1148	knee	Zhanping	0
1340	烏	wū	45	1148	knee	Zhanping	1
1341	腳	jiǎo	64	1149	knee	Shanghai	0
1342	饅	mán	178	1149	knee	Shanghai	1
1343	頭	tóu	51	1149	knee	Shanghai	2
1344	腳	jiǎo	64	1150	knee	Shanghai_B	0
1345	饅	mán	178	1150	knee	Shanghai_B	1
1346	頭	tóu	51	1150	knee	Shanghai_B	2
1347	骹	qiāo	65	1151	knee	Xiamen	0
1348	頭	tóu	51	1151	knee	Xiamen	1
1349	膝	xī	177	1152	knee	Anyi	0
1350	牯	gǔ	186	1152	knee	Anyi	1
1351	腦	nǎo	160	1152	knee	Anyi	2
1352	嘚	dē	187	1152	knee	Anyi	3
1353	膊	bó	188	1153	knee	Beijing	0
1354	楞	léng	189	1153	knee	Beijing	1
1355	蓋	gài	180	1153	knee	Beijing	2
1356	兒	ér	17	1153	knee	Beijing	3
1357	胳	gē	190	1154	knee	Beijing	0
1358	楞	léng	189	1154	knee	Beijing	1
1359	瓣	bàn	17	1154	knee	Beijing	3
1360	磕	kē	51	1155	knee	Beijing	0
1361	膝	xī	177	1155	knee	Beijing	1
1362	蓋	gài	180	1155	knee	Beijing	2
1363	兒	ér	17	1155	knee	Beijing	3
1364	腳	jiǎo	64	1156	knee	Wenzhou	0
1365	月	yuè	192	1156	knee	Wenzhou	1
1366	屈	qū	194	1156	knee	Wenzhou	3
1367	頭	tóu	51	1156	knee	Wenzhou	4
1368	磕	kē	184	1158	knee	Wuhan	0
1369	膝	xī	177	1158	knee	Wuhan	1
1370	頭	tóu	51	1158	knee	Wuhan	2
1371	膝	xī	177	1159	knee	Wuhan	0
1372	蓋	gài	180	1159	knee	Wuhan	1
1373	骨	gǔ	51	1159	knee	Wuhan	2
1374	圪	gē	51	1160	knee	Taiyuan	0
1375	膝	xī	177	1160	knee	Taiyuan	1
1376	蓋	gài	180	1160	knee	Taiyuan	2
1377	圪	gē	195	1161	knee	Taiyuan	0
1378	地	de	103	1161	knee	Taiyuan	1
1379	跪	guì	196	1161	knee	Taiyuan	2
1380	圪	gē	51	1162	knee	Yuci	0
1381	膝	xī	177	1162	knee	Yuci	1
1382	蓋	gài	180	1162	knee	Yuci	2
1383	膝	xī	177	1163	knee	Changsha	0
1384	頭	tóu	51	1163	knee	Changsha	1
1385	骨	gǔ	50	1163	knee	Changsha	2
1386	磕	kē	184	1164	knee	Changsha	0
1387	膝	xī	177	1164	knee	Changsha	1
1388	頭	tóu	51	1164	knee	Changsha	2
1389	膝	xī	177	1165	knee	Shuangfeng	0
1390	頭	tóu	51	1165	knee	Shuangfeng	1
1391	骨	gǔ	50	1165	knee	Shuangfeng	2
1392	知	zhī	197	1166	know	Guangzhou	0
1393	知	zhī	197	1167	know	Guangzhou	0
1394	曉	xiǎo	198	1168	know	Suzhou	0
1395	得	dé	138	1168	know	Suzhou	1
1396	知	zhī	197	1169	know	Meixian	0
1397	得	dé	138	1169	know	Meixian	1
1398	曉	xiǎo	198	1170	know	Nanchang	0
1399	得	dé	138	1170	know	Nanchang	1
1400	八	bā	199	1171	know	Fuzhou	0
1401	傳	chuán	200	1171	know	Fuzhou	1
1402	八	bā	199	1172	know	Fuzhou	0
1403	曉	xiǎo	198	1173	know	Fuzhou	0
1404	知	zhī	197	1174	know	Ningxia	0
1405	道	dào	201	1174	know	Ningxia	1
1406	知	zhī	197	1175	know	Lianchang	0
1407	得	dé	138	1175	know	Lianchang	1
1408	曉	xiǎo	198	1176	know	Ningbo	0
1409	得	dé	138	1176	know	Ningbo	1
1410	曉	xiǎo	198	1177	know	Yingshan	0
1411	得	dé	138	1177	know	Yingshan	1
1412	曉	xiǎo	198	1178	know	Chengdu	0
1413	得	dé	138	1178	know	Chengdu	1
1414	知	zhī	197	1179	know	Zhanping	0
1415	曉	xiǎo	198	1180	know	Shanghai	0
1416	得	dé	138	1180	know	Shanghai	1
1417	曉	xiǎo	198	1181	know	Shanghai_B	0
1418	得	dé	138	1181	know	Shanghai_B	1
1419	知	zhī	197	1182	know	Xiamen	0
1420	影	yǐng	202	1182	know	Xiamen	1
1421	曉	xiǎo	198	1183	know	Anyi	0
1422	得	dé	138	1183	know	Anyi	1
1423	知	zhī	197	1184	know	Beijing	0
1424	道	dào	201	1184	know	Beijing	1
1425	曉	xiǎo	198	1185	know	Wenzhou	0
1426	得	dé	138	1185	know	Wenzhou	1
1427	曉	xiǎo	198	1187	know	Wuhan	0
1428	得	dé	138	1187	know	Wuhan	1
1429	找	zhǎo	203	1188	know	Wuhan	0
1430	得	dé	138	1188	know	Wuhan	1
1431	到	dào	102	1188	know	Wuhan	2
1432	知	zhī	197	1189	know	Taiyuan	0
1433	道	dào	201	1189	know	Taiyuan	1
1434	知	zhī	197	1190	know	Yuci	0
1435	道	dào	201	1190	know	Yuci	1
1436	聽	tīng	164	1191	know	Yuci	0
1437	說	shuō	204	1191	know	Yuci	1
1438	曉	xiǎo	198	1192	know	Changsha	0
1439	得	dé	138	1192	know	Changsha	1
1440	曉	xiǎo	198	1193	know	Shuangfeng	0
1441	得	dé	138	1193	know	Shuangfeng	1
1442	葉	yè	205	1194	leaf	Guangzhou	0
1443	葉	yè	205	1195	leaf	Suzhou	0
1444	子	zi	30	1195	leaf	Suzhou	1
1445	葉	yè	205	1196	leaf	Meixian	0
1446	子	zi	30	1196	leaf	Meixian	1
1447	葉	yè	205	1197	leaf	Nanchang	0
1448	子	zi	30	1197	leaf	Nanchang	1
1449	箬	ruò	206	1198	leaf	Fuzhou	0
1450	葉	yè	205	1199	leaf	Ningxia	0
1451	子	zi	30	1199	leaf	Ningxia	1
1452	葉	yè	205	1200	leaf	Lianchang	0
1453	葉	yè	205	1201	leaf	Ningbo	0
1454	瓣	bàn	191	1201	leaf	Ningbo	1
1455	葉	yè	205	1202	leaf	Yingshan	0
1456	子	zi	30	1202	leaf	Yingshan	1
1457	葉	yè	205	1203	leaf	Chengdu	0
1458	子	zi	30	1203	leaf	Chengdu	1
1459	葉	yè	205	1205	leaf	Shanghai	0
1460	子	zi	30	1205	leaf	Shanghai	1
1461	葉	yè	205	1206	leaf	Shanghai_B	0
1462	子	zi	30	1206	leaf	Shanghai_B	1
1463	箬	ruò	206	1207	leaf	Xiamen	0
1464	葉	yè	205	1208	leaf	Anyi	0
1465	哩	lǐ	33	1208	leaf	Anyi	1
1466	葉	yè	205	1209	leaf	Beijing	0
1467	子	zi	30	1209	leaf	Beijing	1
1468	葉	yè	205	1210	leaf	Beijing	0
1469	兒	ér	17	1210	leaf	Beijing	1
1470	葉	yè	205	1211	leaf	Wenzhou	0
1471	葉	yè	205	1213	leaf	Wuhan	0
1472	子	zi	30	1213	leaf	Wuhan	1
1473	葉	yè	205	1214	leaf	Taiyuan	0
1474	子	zi	30	1214	leaf	Taiyuan	1
1475	葉	yè	205	1215	leaf	Yuci	0
1476	子	zi	30	1215	leaf	Yuci	1
1477	葉	yè	205	1216	leaf	Changsha	0
1478	子	zi	30	1216	leaf	Changsha	1
1479	葉	yè	205	1217	leaf	Shuangfeng	0
1480	子	zi	30	1217	leaf	Shuangfeng	1
1481	睏	kùn	208	1218	lie	Guangzhou	0
1482	睏	kùn	208	1219	lie	Suzhou	0
1483	眠	mián	209	1220	lie	Meixian	0
1484	睏	kùn	208	1221	lie	Nanchang	0
1485	倒	dào	210	1222	lie	Fuzhou	0
1486	躺	tǎng	211	1223	lie	Ningxia	0
1487	睡	shuì	212	1224	lie	Lianchang	0
1488	睡	shuì	212	1226	lie	Yingshan	0
1489	睡	shuì	212	1227	lie	Chengdu	0
1490	倒	dào	210	1228	lie	Zhanping	0
1491	睏	kùn	208	1229	lie	Shanghai	0
1492	睏	kùn	208	1230	lie	Shanghai_B	0
1493	倒	dào	210	1231	lie	Xiamen	0
1494	睏	kùn	208	1232	lie	Anyi	0
1495	躺	tǎng	211	1233	lie	Beijing	0
1496	翻	fān	214	1234	lie	Wenzhou	0
1497	倒	dào	210	1235	lie	Wenzhou	0
1498	睡	shuì	212	1238	lie	Wuhan	0
1499	躺	tǎng	211	1239	lie	Taiyuan	0
1500	睡	shuì	212	1240	lie	Taiyuan	0
1501	躺	tǎng	211	1241	lie	Yuci	0
1502	睡	shuì	212	1242	lie	Yuci	0
1503	困	kùn	208	1243	lie	Changsha	0
1504	睏	kùn	208	1244	lie	Shuangfeng	0
1505	肝	gān	166	1245	liver	Guangzhou	0
1506	月	yuè	216	1246	liver	Guangzhou	0
1507	肝	gān	166	1247	liver	Suzhou	0
1508	肝	gān	166	1248	liver	Meixian	0
1509	肝	gān	166	1249	liver	Nanchang	0
1510	肝	gān	166	1250	liver	Fuzhou	0
1511	肝	gān	166	1251	liver	Ningxia	0
1512	肝	gān	166	1252	liver	Lianchang	0
1513	肝	gān	166	1253	liver	Ningbo	0
1514	肝	gān	166	1254	liver	Yingshan	0
1515	肝	gān	166	1255	liver	Chengdu	0
1516	肝	gān	166	1256	liver	Zhanping	0
1517	肝	gān	166	1257	liver	Shanghai	0
1518	肝	gān	166	1258	liver	Shanghai_B	0
1519	肝	gān	166	1259	liver	Xiamen	0
1520	肝	gān	166	1260	liver	Anyi	0
1521	肝	gān	166	1261	liver	Beijing	0
1522	兒	ér	17	1261	liver	Beijing	1
1523	肝	gān	166	1262	liver	Wenzhou	0
1524	肝	gān	166	1264	liver	Wuhan	0
1525	肝	gān	166	1265	liver	Taiyuan	0
1526	肝	gān	166	1266	liver	Yuci	0
1527	肝	gān	166	1267	liver	Changsha	0
1528	肝	gān	166	1268	liver	Shuangfeng	0
1529	長	zhǎng	217	1269	long	Guangzhou	0
1530	長	zhǎng	217	1270	long	Suzhou	0
1531	長	zhǎng	217	1271	long	Meixian	0
1532	長	zhǎng	217	1272	long	Nanchang	0
1533	長	zhǎng	217	1273	long	Fuzhou	0
1534	長	zhǎng	217	1274	long	Ningxia	0
1535	長	zhǎng	217	1275	long	Lianchang	0
1536	長	zhǎng	217	1276	long	Ningbo	0
1537	長	zhǎng	217	1277	long	Yingshan	0
1538	長	zhǎng	217	1278	long	Chengdu	0
1539	長	zhǎng	217	1279	long	Zhanping	0
1540	長	zhǎng	217	1280	long	Shanghai	0
1541	長	zhǎng	217	1281	long	Shanghai_B	0
1542	長	zhǎng	217	1282	long	Xiamen	0
1543	猛	měng	218	1283	long	Anyi	0
1544	長	zhǎng	217	1284	long	Anyi	0
1545	長	zhǎng	217	1285	long	Beijing	0
1546	長	zhǎng	217	1286	long	Wenzhou	0
1547	長	zhǎng	217	1288	long	Wuhan	0
1548	長	zhǎng	217	1289	long	Taiyuan	0
1549	長	zhǎng	217	1290	long	Yuci	0
1550	長	zhǎng	217	1291	long	Changsha	0
1551	長	zhǎng	217	1292	long	Shuangfeng	0
1552	虱	shī	219	1293	louse	Guangzhou	0
1553	乸	nǎ	220	1293	louse	Guangzhou	1
1554	老	lǎo	32	1294	louse	Suzhou	0
1555	白	bái	221	1294	louse	Suzhou	1
1556	虱	shī	219	1294	louse	Suzhou	2
1557	虱	shī	219	1295	louse	Meixian	0
1558	虱	shī	219	1296	louse	Nanchang	0
1559	虱	shī	219	1297	louse	Fuzhou	0
1560	母	mǔ	220	1297	louse	Fuzhou	1
1561	虱	shī	219	1298	louse	Ningxia	0
1562	子	zi	30	1298	louse	Ningxia	1
1563	虱	shī	219	1299	louse	Lianchang	0
1564	媽	mā	55	1299	louse	Lianchang	1
1565	虱	shī	219	1300	louse	Ningbo	0
1566	虱	shī	219	1301	louse	Yingshan	0
1567	子	zi	30	1301	louse	Yingshan	1
1568	虱	shī	219	1302	louse	Chengdu	0
1569	虱	shī	219	1303	louse	Zhanping	0
1570	母	mǔ	220	1303	louse	Zhanping	1
1571	老	lǎo	32	1304	louse	Shanghai	0
1572	白	bái	221	1304	louse	Shanghai	1
1573	虱	shī	219	1304	louse	Shanghai	2
1574	老	lǎo	32	1305	louse	Shanghai_B	0
1575	白	bái	221	1305	louse	Shanghai_B	1
1576	虱	shī	219	1305	louse	Shanghai_B	2
1577	虱	shī	219	1306	louse	Xiamen	0
1578	母	mǔ	220	1306	louse	Xiamen	1
1579	虱	shī	219	1307	louse	Anyi	0
1580	虱	shī	219	1308	louse	Beijing	0
1581	子	zi	30	1308	louse	Beijing	1
1582	虱	shī	219	1309	louse	Wenzhou	0
1583	虱	shī	219	1311	louse	Wuhan	0
1584	子	zi	30	1311	louse	Wuhan	1
1585	虱	shī	219	1312	louse	Taiyuan	0
1586	子	zi	30	1312	louse	Taiyuan	1
1587	虱	shī	219	1313	louse	Yuci	0
1588	子	zi	30	1313	louse	Yuci	1
1589	虱	shī	219	1314	louse	Changsha	0
1590	婆	pó	59	1314	louse	Changsha	1
1591	子	zi	30	1314	louse	Changsha	2
1592	虱	shī	219	1315	louse	Shuangfeng	0
1593	婆	pó	59	1315	louse	Shuangfeng	1
1594	子	zi	30	1315	louse	Shuangfeng	2
1595	男	nán	222	1316	man	Guangzhou	0
1596	人	rén	223	1316	man	Guangzhou	1
1597	佬	lǎo	224	1317	man	Guangzhou	0
1598	男	nán	222	1318	man	Suzhou	0
1599	男	nán	222	1319	man	Suzhou	0
1600	子	zi	30	1319	man	Suzhou	1
1601	客	kè	225	1319	man	Suzhou	2
1602	男	nán	222	1320	man	Meixian	0
1603	子	zi	30	1320	man	Meixian	1
1604	人	rén	223	1320	man	Meixian	2
1605	男	nán	222	1321	man	Nanchang	0
1606	個	gè	16	1321	man	Nanchang	1
1607	唐	táng	226	1322	man	Fuzhou	0
1608	夫	fū	228	1322	man	Fuzhou	2
1609	男	nán	222	1323	man	Fuzhou	0
1610	界	jiè	16	1323	man	Fuzhou	1
1611	男	nán	222	1324	man	Ningxia	0
1612	人	rén	223	1324	man	Ningxia	1
1613	男	nán	222	1325	man	Lianchang	0
1614	子	zi	30	1325	man	Lianchang	1
1615	男	nán	222	1326	man	Ningbo	0
1616	男	nán	222	1327	man	Yingshan	0
1617	的	de	229	1327	man	Yingshan	1
1618	男	nán	222	1328	man	Yingshan	0
1619	將	jiāng	230	1328	man	Yingshan	1
1620	男	nán	222	1329	man	Chengdu	0
1621	丈	zhàng	231	1330	man	Zhanping	0
1622	夫	fū	227	1330	man	Zhanping	1
1623	儂	nóng	232	1330	man	Zhanping	2
1624	男	nán	222	1331	man	Shanghai	0
1625	人	rén	223	1331	man	Shanghai	1
1626	男	nán	222	1332	man	Shanghai_B	0
1627	人	rén	223	1332	man	Shanghai_B	1
1628	男	nán	222	1335	man	Anyi	0
1629	個	gè	16	1335	man	Anyi	1
1630	男	nán	222	1336	man	Anyi	0
1631	人	rén	223	1336	man	Anyi	1
1632	男	nán	222	1337	man	Beijing	0
1633	的	de	229	1337	man	Beijing	1
1634	爺	yé	234	1338	man	Beijing	0
1635	們	men	235	1338	man	Beijing	1
1636	兒	ér	17	1338	man	Beijing	2
1637	男	nán	222	1339	man	Wenzhou	0
1638	個	gè	16	1339	man	Wenzhou	1
1639	男	nán	222	1340	man	Wenzhou	0
1640	子	zi	30	1340	man	Wenzhou	1
1641	客	kè	225	1340	man	Wenzhou	2
1642	男	nán	222	1342	man	Wuhan	0
1643	的	de	229	1342	man	Wuhan	1
1644	男	nán	222	1343	man	Wuhan	0
1645	將	jiāng	230	1343	man	Wuhan	1
1646	男	nán	222	1344	man	Taiyuan	0
1647	人	rén	223	1344	man	Taiyuan	1
1648	男	nán	222	1345	man	Taiyuan	0
1649	的	de	229	1345	man	Taiyuan	1
1650	男	nán	222	1346	man	Yuci	0
1651	人	rén	223	1346	man	Yuci	1
1652	男	nán	222	1347	man	Yuci	0
1653	的	de	229	1347	man	Yuci	1
1654	男	nán	222	1348	man	Changsha	0
1655	的	de	229	1348	man	Changsha	1
1656	男	nán	222	1349	man	Changsha	0
1657	人	rén	223	1349	man	Changsha	1
1658	家	jiā	237	1349	man	Changsha	2
1659	男	nán	222	1350	man	Shuangfeng	0
1660	人	rén	223	1350	man	Shuangfeng	1
1661	家	jiā	237	1350	man	Shuangfeng	2
1662	多	duō	238	1351	many	Guangzhou	0
1663	多	duō	238	1352	many	Suzhou	0
1664	交	jiāo	239	1353	many	Suzhou	0
1665	關	guān	240	1353	many	Suzhou	1
1666	多	duō	238	1354	many	Meixian	0
1667	多	duō	238	1355	many	Nanchang	0
1668	禾	hé	241	1356	many	Fuzhou	0
1669	多	duō	238	1357	many	Ningxia	0
1670	多	duō	238	1358	many	Lianchang	0
1671	多	duō	238	1359	many	Ningbo	0
1672	多	duō	238	1360	many	Yingshan	0
1673	多	duō	238	1361	many	Chengdu	0
1674	儕	chái	241	1362	many	Zhanping	0
1675	多	duō	238	1363	many	Shanghai	0
1676	多	duō	238	1364	many	Shanghai_B	0
1677	禾	hé	241	1365	many	Xiamen	0
1678	多	duō	238	1366	many	Anyi	0
1679	多	duō	238	1367	many	Beijing	0
1680	多	duō	238	1368	many	Wenzhou	0
1681	多	duō	238	1370	many	Wuhan	0
1682	多	duō	238	1371	many	Taiyuan	0
1683	多	duō	238	1372	many	Yuci	0
1684	多	duō	238	1373	many	Changsha	0
1685	多	duō	238	1374	many	Shuangfeng	0
1686	月	yuè	192	1375	moon	Guangzhou	0
1687	光	guāng	147	1375	moon	Guangzhou	1
1688	月	yuè	192	1376	moon	Suzhou	0
1689	亮	liàng	242	1376	moon	Suzhou	1
1690	月	yuè	192	1377	moon	Meixian	0
1691	光	guāng	147	1377	moon	Meixian	1
1692	月	yuè	192	1378	moon	Nanchang	0
1693	光	guāng	147	1378	moon	Nanchang	1
1694	月	yuè	192	1379	moon	Nanchang	0
1695	亮	liàng	242	1379	moon	Nanchang	1
1696	月	yuè	192	1380	moon	Fuzhou	0
1697	月	yuè	192	1381	moon	Ningxia	0
1698	亮	liàng	242	1381	moon	Ningxia	1
1699	月	yuè	192	1382	moon	Lianchang	0
1700	光	guāng	147	1382	moon	Lianchang	1
1701	熱	rè	61	1383	moon	Lianchang	0
1702	光	guāng	147	1383	moon	Lianchang	1
1703	月	yuè	192	1384	moon	Ningbo	0
1704	亮	liàng	242	1384	moon	Ningbo	1
1705	月	yuè	192	1385	moon	Yingshan	0
1706	亮	liàng	242	1385	moon	Yingshan	1
1707	月	yuè	192	1386	moon	Chengdu	0
1708	亮	liàng	242	1386	moon	Chengdu	1
1709	月	yuè	192	1387	moon	Zhanping	0
1710	月	yuè	192	1388	moon	Shanghai	0
1711	亮	liàng	242	1388	moon	Shanghai	1
1712	月	yuè	192	1389	moon	Shanghai_B	0
1713	亮	liàng	242	1389	moon	Shanghai_B	1
1714	月	yuè	192	1390	moon	Xiamen	0
1715	月	yuè	192	1391	moon	Anyi	0
1716	光	guāng	147	1391	moon	Anyi	1
1717	月	yuè	192	1392	moon	Beijing	0
1718	亮	liàng	242	1392	moon	Beijing	1
1719	月	yuè	192	1393	moon	Wenzhou	0
1720	光	guāng	147	1393	moon	Wenzhou	1
1721	月	yuè	192	1394	moon	Wenzhou	0
1722	光	guāng	147	1394	moon	Wenzhou	1
1723	佛	fú	243	1394	moon	Wenzhou	2
1724	月	yuè	192	1396	moon	Wuhan	0
1725	亮	liàng	242	1396	moon	Wuhan	1
1726	月	yuè	192	1397	moon	Taiyuan	0
1727	明	míng	245	1397	moon	Taiyuan	1
1728	月	yuè	192	1398	moon	Taiyuan	0
1729	明	míng	245	1398	moon	Taiyuan	1
1730	月	yuè	192	1399	moon	Yuci	0
1731	月	yuè	192	1400	moon	Yuci	0
1732	月	yuè	192	1401	moon	Changsha	0
1733	亮	liàng	242	1401	moon	Changsha	1
1734	月	yuè	192	1402	moon	Shuangfeng	0
1735	光	guāng	147	1402	moon	Shuangfeng	1
1736	山	shān	246	1403	mountain	Guangzhou	0
1737	山	shān	246	1404	mountain	Suzhou	0
1738	山	shān	246	1405	mountain	Meixian	0
1739	山	shān	246	1406	mountain	Nanchang	0
1740	山	shān	246	1407	mountain	Fuzhou	0
1741	山	shān	246	1408	mountain	Ningxia	0
1742	山	shān	246	1409	mountain	Lianchang	0
1743	山	shān	246	1410	mountain	Ningbo	0
1744	山	shān	246	1411	mountain	Yingshan	0
1745	山	shān	246	1412	mountain	Chengdu	0
1746	山	shān	246	1413	mountain	Zhanping	0
1747	山	shān	246	1414	mountain	Shanghai	0
1748	山	shān	246	1415	mountain	Shanghai_B	0
1749	山	shān	246	1416	mountain	Xiamen	0
1750	嶺	lǐng	247	1417	mountain	Anyi	0
1751	山	shān	246	1418	mountain	Anyi	0
1752	山	shān	246	1419	mountain	Beijing	0
1753	山	shān	246	1420	mountain	Wenzhou	0
1754	山	shān	246	1422	mountain	Wuhan	0
1755	山	shān	246	1423	mountain	Taiyuan	0
1756	山	shān	246	1424	mountain	Yuci	0
1757	山	shān	246	1425	mountain	Changsha	0
1758	山	shān	246	1426	mountain	Shuangfeng	0
1759	嘴	zuǐ	56	1427	mouth	Guangzhou	0
1760	口	kǒu	248	1428	mouth	Guangzhou	0
1761	嘴	zuǐ	56	1429	mouth	Suzhou	0
1762	巴	bā	2	1429	mouth	Suzhou	1
1763	啜	chuài	85	1430	mouth	Meixian	0
1764	嘴	zuǐ	56	1431	mouth	Nanchang	0
1765	巴	bā	2	1431	mouth	Nanchang	1
1766	喙	huì	249	1432	mouth	Fuzhou	0
1767	嘴	zuǐ	56	1433	mouth	Ningxia	0
1768	喙	huì	249	1434	mouth	Lianchang	0
1769	嘴	zuǐ	56	1435	mouth	Ningbo	0
1770	巴	bā	2	1435	mouth	Ningbo	1
1771	嘰	jī	250	1436	mouth	Yingshan	0
1772	巴	bā	2	1436	mouth	Yingshan	1
1773	嘴	zuǐ	56	1437	mouth	Chengdu	0
1774	喙	huì	249	1438	mouth	Zhanping	0
1775	喙	huì	249	1439	mouth	Zhanping	0
1776	嘴	zuǐ	56	1440	mouth	Shanghai	0
1777	巴	bā	2	1440	mouth	Shanghai	1
1778	嘴	zuǐ	56	1441	mouth	Shanghai_B	0
1779	巴	bā	2	1441	mouth	Shanghai_B	1
1780	喙	huì	249	1442	mouth	Xiamen	0
1781	嘴	zuǐ	56	1443	mouth	Anyi	0
1782	嚨	lóng	251	1443	mouth	Anyi	1
1783	嘴	zuǐ	56	1444	mouth	Beijing	0
1784	嘴	zuǐ	56	1445	mouth	Wenzhou	0
1785	嘴	zuǐ	56	1447	mouth	Wuhan	0
1786	嘴	zuǐ	56	1448	mouth	Wuhan	0
1787	嘴	zuǐ	56	1449	mouth	Taiyuan	0
1788	嘴	zuǐ	56	1450	mouth	Yuci	0
1789	嘴	zuǐ	56	1451	mouth	Changsha	0
1790	巴	bā	2	1451	mouth	Changsha	1
1791	嘴	zuǐ	56	1452	mouth	Shuangfeng	0
1792	巴	bā	2	1452	mouth	Shuangfeng	1
1793	名	míng	252	1453	name	Guangzhou	0
1794	名	míng	252	1454	name	Suzhou	0
1795	字	zì	253	1454	name	Suzhou	1
1796	名	míng	252	1455	name	Meixian	0
1797	名	míng	252	1456	name	Nanchang	0
1798	字	zì	253	1456	name	Nanchang	1
1799	名	míng	252	1457	name	Fuzhou	0
1800	字	zì	253	1457	name	Fuzhou	1
1801	名	míng	252	1458	name	Ningxia	0
1802	字	zì	253	1458	name	Ningxia	1
1803	名	míng	252	1459	name	Lianchang	0
1804	字	zì	253	1459	name	Lianchang	1
1805	名	míng	252	1460	name	Ningbo	0
1806	字	zì	253	1460	name	Ningbo	1
1807	名	míng	252	1461	name	Yingshan	0
1808	字	zì	253	1461	name	Yingshan	1
1809	名	míng	252	1462	name	Chengdu	0
1810	字	zì	253	1462	name	Chengdu	1
1811	名	míng	252	1463	name	Zhanping	0
1812	名	míng	252	1464	name	Zhanping	0
1813	名	míng	252	1465	name	Shanghai	0
1814	子	zi	253	1465	name	Shanghai	1
1815	名	míng	252	1466	name	Shanghai_B	0
1816	子	zi	253	1466	name	Shanghai_B	1
1817	名	míng	252	1467	name	Xiamen	0
1818	名	míng	252	1468	name	Anyi	0
1819	字	zì	253	1468	name	Anyi	1
1820	名	míng	252	1469	name	Beijing	0
1821	字	zì	253	1469	name	Beijing	1
1822	名	míng	252	1470	name	Beijing	0
1823	兒	ér	17	1470	name	Beijing	1
1824	名	míng	252	1471	name	Wenzhou	0
1825	字	zì	253	1471	name	Wenzhou	1
1826	名	míng	252	1473	name	Wuhan	0
1827	字	zì	253	1473	name	Wuhan	1
1828	名	míng	252	1474	name	Taiyuan	0
1829	字	zì	253	1474	name	Taiyuan	1
1830	名	míng	252	1475	name	Yuci	0
1831	字	zì	253	1475	name	Yuci	1
1832	名	míng	252	1476	name	Changsha	0
1833	字	zì	253	1476	name	Changsha	1
1834	名	míng	252	1477	name	Shuangfeng	0
1835	字	zì	253	1477	name	Shuangfeng	1
1836	頸	jǐng	254	1478	neck	Guangzhou	0
1837	頭	tóu	51	1479	neck	Suzhou	0
1838	頸	jǐng	254	1479	neck	Suzhou	1
1839	頭	tóu	51	1480	neck	Suzhou	0
1840	根	gēn	255	1480	neck	Suzhou	1
1841	頸	jǐng	254	1481	neck	Meixian	0
1842	筋	jīn	256	1481	neck	Meixian	1
1843	頸	jǐng	254	1482	neck	Nanchang	0
1844	脰	dòu	257	1483	neck	Fuzhou	0
1845	骨	gǔ	50	1483	neck	Fuzhou	1
1846	脖	bó	258	1484	neck	Ningxia	0
1847	子	zi	30	1484	neck	Ningxia	1
1848	頸	jǐng	254	1485	neck	Lianchang	0
1849	骨	gǔ	50	1485	neck	Lianchang	1
1850	頭	tóu	51	1486	neck	Ningbo	0
1851	頸	jǐng	254	1486	neck	Ningbo	1
1852	頸	jǐng	254	1487	neck	Yingshan	0
1853	瑯	láng	259	1487	neck	Yingshan	1
1854	頸	jǐng	254	1488	neck	Chengdu	0
1855	項	xiàng	260	1488	neck	Chengdu	1
1856	頷	hàn	261	1489	neck	Zhanping	0
1857	頸	jǐng	254	1489	neck	Zhanping	1
1858	頭	tóu	51	1490	neck	Shanghai	0
1859	頸	jǐng	254	1490	neck	Shanghai	1
1860	頭	tóu	51	1491	neck	Shanghai_B	0
1861	頸	jǐng	254	1491	neck	Shanghai_B	1
1862	頷	hàn	261	1492	neck	Xiamen	0
1863	管	guǎn	262	1492	neck	Xiamen	1
1864	頸	jǐng	254	1493	neck	Anyi	0
1865	脖	bó	258	1494	neck	Beijing	0
1866	子	zi	30	1494	neck	Beijing	1
1867	頭	tóu	51	1495	neck	Wenzhou	0
1868	頸	jǐng	254	1495	neck	Wenzhou	1
1869	頸	jǐng	254	1497	neck	Wuhan	0
1870	子	zi	30	1497	neck	Wuhan	1
1871	脖	bó	258	1498	neck	Taiyuan	0
1872	子	zi	30	1498	neck	Taiyuan	1
1873	脖	bó	258	1499	neck	Yuci	0
1874	頸	jǐng	254	1500	neck	Changsha	0
1875	根	gēn	255	1500	neck	Changsha	1
1876	頸	jǐng	254	1501	neck	Changsha	0
1877	箍	gū	263	1501	neck	Changsha	1
1878	頸	jǐng	254	1502	neck	Shuangfeng	0
1879	殼	ké	159	1502	neck	Shuangfeng	1
1880	新	xīn	264	1503	new	Guangzhou	0
1881	新	xīn	264	1504	new	Suzhou	0
1882	新	xīn	264	1505	new	Meixian	0
1883	新	xīn	264	1506	new	Nanchang	0
1884	新	xīn	264	1507	new	Fuzhou	0
1885	新	xīn	264	1508	new	Ningxia	0
1886	新	xīn	264	1509	new	Lianchang	0
1887	新	xīn	264	1510	new	Ningbo	0
