ID	DOCULECT	DOCULECT_IN_SOURCE	CONCEPT	CONCEPTICON_ID	VALUE	CHARACTERS	COGIDS
4766	Shanghai	Shanghai	swell	1573	肿	肿	888
4767	Shanghai_B	Shanghai_B	swell	1573	肿	肿	888
4768	Xiamen	Xiamen	swell	1573	肿	肿	888
4769	Anyi	Anyi	swell	1573	肿	肿	888
4770	Beijing	Beijing	swell	1573	肿	肿	888
4771	Wenzhou	Wenzhou	swell	1573	肿	肿	888
4772	Taibei	Taibei	swell	1573	tsing53腫	肿	888
4773	Wuhan	Wuhan	swell	1573	肿	肿	888
4774	Taiyuan	Taiyuan	swell	1573	肿	肿	888
4775	Yuci	Yuci	swell	1573	肿	肿	888
4776	Changsha	Changsha	swell	1573	肿	肿	888
4777	Shuangfeng	Shuangfeng	swell	1573	肿	肿	888
5560	Old_Chinese	Old_Chinese	swell	1573	肿	肿	888
2134	Guangzhou	Guangzhou	swim	1439	游水	游水	343 344
2135	Suzhou	Suzhou	swim	1439	游水	游水	343 344
2136	Meixian	Meixian	swim	1439	泅水，洗身[]	泅水	345 344
2137	Nanchang	Nanchang	swim	1439	玩水	玩水	346 344
2138	Nanchang	Nanchang	swim	1439	洗澡	洗澡	347 348
2139	Fuzhou	Fuzhou	swim	1439	泅水	泅水	345 344
2140	Fuzhou	Fuzhou	swim	1439	洗水	洗水	347 344
2141	Ningxia	Ningxia	swim	1439	耍水	耍水	349 344
2142	Lianchang	Lianchang	swim	1439	泅[如果是抽象的行为，叫“洗凉”[saiɜtiaø]，如果是指水里的动作，叫“泅”[siauø]]	泅	345
2143	Ningbo	Ningbo	swim	1439	游泳	游泳	343 350
2144	Yingshan	Yingshan	swim	1439	抹汗	抹汗	351 352
2145	Chengdu	Chengdu	swim	1439	游泳	游泳	343 350
2146	Zhanping	Zhanping	swim	1439	泅水	泅水	345 344
2147	Zhanping	Zhanping	swim	1439	洗浴仔	洗浴仔	347 353 97
2148	Shanghai	Shanghai	swim	1439	游泳	游泳	343 350
2149	Shanghai_B	Shanghai_B	swim	1439	游泳	游泳	343 350
2150	Xiamen	Xiamen	swim	1439	泅水	泅水	345 344
2151	Anyi	Anyi	swim	1439	划水	划水	354 344
2152	Beijing	Beijing	swim	1439	凫水儿，游泳	凫水儿	355 344 17
2153	Wenzhou	Wenzhou	swim	1439	泅河儿	泅河儿	345 356 17
2154	Taibei	Taibei	swim	1439	siu13泅	泅	345
2155	Wuhan	Wuhan	swim	1439	游泳	游泳	343 350
2156	Wuhan	Wuhan	swim	1439	游水	游水	343 344
2157	Wuhan	Wuhan	swim	1439	泅水	泅水	345 344
2158	Wuhan	Wuhan	swim	1439	玩水	玩水	346 344
2159	Taiyuan	Taiyuan	swim	1439	耍水	耍水	349 344
2160	Taiyuan	Taiyuan	swim	1439	游泳	游泳	343 350
2161	Yuci	Yuci	swim	1439	耍水	耍水	349 344
2162	Yuci	Yuci	swim	1439	护水	护水	357 344
2163	Changsha	Changsha	swim	1439	洗冷水澡	洗冷水澡	347 71 344 348
2164	Changsha	Changsha	swim	1439	游泳	游泳	343 350
2165	Shuangfeng	Shuangfeng	swim	1439	洗冷水澡	洗冷水澡	347 71 344 348
5356	Beijing	Beijing	swim	1439		游泳	343 350
5357	Meixian	Meixian	swim	1439		洗身	347 475
5452	Old_Chinese	Old_Chinese	swim	1439	游	游	343
5453	Old_Chinese	Old_Chinese	swim	1439	 泳	 泳	1036 350
2166	Guangzhou	Guangzhou	tail	1220	尾	尾	358
2167	Suzhou	Suzhou	tail	1220	尾巴	尾巴	358 2
2168	Meixian	Meixian	tail	1220	尾	尾	358
2169	Nanchang	Nanchang	tail	1220	尾巴	尾巴	358 2
2170	Fuzhou	Fuzhou	tail	1220	尾	尾	358
2171	Ningxia	Ningxia	tail	1220	尾巴	尾巴	358 2
2172	Lianchang	Lianchang	tail	1220	尾	尾	358
2173	Ningbo	Ningbo	tail	1220	mi35po55	尾巴	358 2
2174	Yingshan	Yingshan	tail	1220	尾巴	尾巴	358 2
2175	Chengdu	Chengdu	tail	1220	尾	尾	358
2176	Zhanping	Zhanping	tail	1220	尾	尾	358
2177	Shanghai	Shanghai	tail	1220	尾巴	尾巴	358 2
2178	Shanghai_B	Shanghai_B	tail	1220	尾巴	尾巴	358 2
2179	Xiamen	Xiamen	tail	1220	尾	尾	358
2180	Xiamen	Xiamen	tail	1220	尾溜	尾溜	358 359
2181	Anyi	Anyi	tail	1220	尾報	尾巴	358 2
2182	Beijing	Beijing	tail	1220	尾巴	尾巴	358 2
2183	Wenzhou	Wenzhou	tail	1220	尾巴	尾巴	358 2
2184	Wenzhou	Wenzhou	tail	1220	尾巴儿	尾巴儿	358 2 17
2185	Taibei	Taibei	tail	1220	bue53尾	尾	358
2186	Wuhan	Wuhan	tail	1220	尾巴	尾巴	358 2
2187	Taiyuan	Taiyuan	tail	1220	尾巴	尾巴	358 2
2188	Yuci	Yuci	tail	1220	尾巴	尾巴	358 2
2189	Changsha	Changsha	tail	1220	尾巴	尾巴	358 2
2190	Shuangfeng	Shuangfeng	tail	1220	尾巴	尾巴	358 2
5454	Old_Chinese	Old_Chinese	tail	1220	尾	尾	358
2191	Guangzhou	Guangzhou	that	78	個*个	個个	16 16
2192	Suzhou	Suzhou	that	78	归个，ger个	归个	360 16
2193	Meixian	Meixian	that	78	ke53个	F	361
2194	Nanchang	Nanchang	that	78	[]he213	G	362
2195	Fuzhou	Fuzhou	that	78	[]xiɜɨ只	A只	363 364
2196	Fuzhou	Fuzhou	that	78	[]xi31[]bi?5	AB	363 365
2197	Ningxia	Ningxia	that	78	那	那	366
2198	Ningxia	Ningxia	that	78	着no+ɾɾ	着J	62 367
2199	Lianchang	Lianchang	that	78	□个[kuee6kuee5]	CD	368 369
2200	Ningbo	Ningbo	that	78	ke5?mi11	HI	370 371
2201	Yingshan	Yingshan	that	78	那	那	366
2202	Chengdu	Chengdu	that	78	那（个）	那	366
2203	Chengdu	Chengdu	that	78	那（个）	那个	366 16
2204	Zhanping	Zhanping	that	78	hm5	K	372
2205	Zhanping	Zhanping	that	78	冥*：读me~2	L	373
2206	Shanghai	Shanghai	that	78	伊	伊	374
2207	Shanghai_B	Shanghai_B	that	78	伊	伊	374
2208	Xiamen	Xiamen	that	78	许	许	375
2209	Anyi	Anyi	that	78	许个	许个	375 16
2210	Beijing	Beijing	that	78	那个	那个	366 16
2211	Wenzhou	Wenzhou	that	78	许个	许个	375 16
2212	Wuhan	Wuhan	that	78	那个	那个	366 16
2213	Taiyuan	Taiyuan	that	78	兀个	兀个	376 16
2214	Taiyuan	Taiyuan	that	78	那个	那个	366 16
2215	Yuci	Yuci	that	78	兀个	兀个	376 16
2216	Yuci	Yuci	that	78	那个	那个	366 16
2217	Changsha	Changsha	that	78	那个	那个	366 16
2218	Changsha	Changsha	that	78	那只	那只	366 364
2219	Shuangfeng	Shuangfeng	that	78	喏只	喏只	377 364
5455	Old_Chinese	Old_Chinese	that	78	彼	彼	1037
5456	Old_Chinese	Old_Chinese	that	78	 夫	 夫	1038 227
4778	Guangzhou	Guangzhou	there	1937	個*度*	個度	16 630
4779	Guangzhou	Guangzhou	there	1937	個*处*	個处	16 631
4780	Suzhou	Suzhou	there	1937	归*搭	归搭	360 452
4781	Suzhou	Suzhou	there	1937	弯*搭	弯搭	890 452
4782	Meixian	Meixian	there	1937	[][]ke+53子	CD	891 892
4783	Nanchang	Nanchang	there	1937	[]里he+213	EF	893 894
4784	Fuzhou	Fuzhou	there	1937	[][]xuai31ne#31	AB	895 896
4785	Fuzhou	Fuzhou	there	1937	[]xuɜɨ块	Y块	897 637
4786	Fuzhou	Fuzhou	there	1937	[]xiɜɨ块	T块	898 637
4787	Ningxia	Ningxia	there	1937	那里	那里	366 268
4788	Ningxia	Ningxia	there	1937	no+44 ni	UV	899 900
4789	Lianchang	Lianchang	there	1937	□角[kueeɐkauɤ]	X角	901 168
4790	Ningbo	Ningbo	there	1937	ke?5mi11	RS	902 903
4791	Yingshan	Yingshan	there	1937	那场*儿	那场儿	366 644 17
4792	Chengdu	Chengdu	there	1937	那儿	那儿	366 17
4793	Zhanping	Zhanping	there	1937	hmɫ落	I落	904 567
4794	Zhanping	Zhanping	there	1937	冥*落	冥落	272 567
4795	Zhanping	Zhanping	there	1937	liangɜ落	J落	905 567
4796	Zhanping	Zhanping	there	1937	giang3落	K落	906 567
4797	Shanghai	Shanghai	there	1937	e55mi31te=	GH	907 908
4798	Shanghai_B	Shanghai_B	there	1937	e55mi31te=	Q	909
4799	Xiamen	Xiamen	there	1937	[]hia24	M	910
4800	Xiamen	Xiamen	there	1937	[]hitɾø位	N位	911 647
4801	Xiamen	Xiamen	there	1937	[]hitɾø块	O块	912 637
4802	Anyi	Anyi	there	1937	许里	许里	375 268
4803	Anyi	Anyi	there	1937	许嘚	许嘚	375 187
4804	Beijing	Beijing	there	1937	那儿[合*儿]	那儿	366 17
4805	Beijing	Beijing	there	1937	那儿[合*儿]	那儿	366 17
4806	Beijing	Beijing	there	1937	那合*儿	那合儿	366 12 17
4807	Wenzhou	Wenzhou	there	1937	旁担*	兀個	376 16
4808	Taibei	Taibei	there	1937	hiaɾɾ許ʔ	O許	912 375
4809	Wuhan	Wuhan	there	1937	那里	那里	366 268
4810	Wuhan	Wuhan	there	1937	那块[些*]	那块	366 637
4811	Wuhan	Wuhan	there	1937	那块[些*]	那块些	366 637 650
4812	Taiyuan	Taiyuan	there	1937	兀里	兀里	376 268
4813	Taiyuan	Taiyuan	there	1937	那里	那里	366 268
4814	Yuci	Yuci	there	1937	兀里	兀里	376 268
4815	Yuci	Yuci	there	1937	那里	那里	366 268
4816	Changsha	Changsha	there	1937	那里	那里	366 268
4817	Changsha	Changsha	there	1937	那块子	那块子	366 637 30
4818	Shuangfeng	Shuangfeng	there	1937	喏里	喏里	377 268
5561	Old_Chinese	Old_Chinese	there	1937	彼	彼	1037
4819	Guangzhou	Guangzhou	they	817	佢哋	佢哋	625 402
4820	Suzhou	Suzhou	they	817	俚笃*	俚笃	626 913
4821	Suzhou	Suzhou	they	817	唔笃*	唔笃	281 913
4822	Meixian	Meixian	they	817	佢登*人	佢登人	625 914 223
4823	Nanchang	Nanchang	they	817	佢[ko]里	佢里	625 268
4824	Nanchang	Nanchang	they	817	佢们	佢们	625 235
4825	Fuzhou	Fuzhou	they	817	伊各人	伊各人	374 404 223
4826	Ningxia	Ningxia	they	817	他都、别都	他都	543 7
4827	Lianchang	Lianchang	they	817	佢侪	佢侪	625 241
4828	Ningbo	Ningbo	they	817	dzji11la55	AB	915 916
4829	Yingshan	Yingshan	they	817	他们	他们	543 235
4830	Chengdu	Chengdu	they	817	他们	他们	543 235
4831	Zhanping	Zhanping	they	817	伊侬	伊侬	374 232
4832	Shanghai	Shanghai	they	817	伊拉	伊拉	374 408
4833	Shanghai_B	Shanghai_B	they	817	伊拉	伊拉	374 408
4834	Xiamen	Xiamen	they	817	人-因	人因	223 486
4835	Anyi	Anyi	they	817	渠侪	渠侪	628 241
4836	Beijing	Beijing	they	817	他们	他们	543 235
4837	Wenzhou	Wenzhou	they	817	佢倈	佢倈	625 410
4838	Taibei	Taibei	they	817	in33?	C	917
4839	Wuhan	Wuhan	they	817	他们	他们	543 235
4840	Wuhan	Wuhan	they	817	他们家	他们家	543 235 237
4841	Taiyuan	Taiyuan	they	817	他们	他们	543 235
4842	Yuci	Yuci	they	817	他们	他们	543 235
4843	Changsha	Changsha	they	817	他们	他们	543 235
4844	Shuangfeng	Shuangfeng	they	817	他哩	他哩	543 33
5562	Old_Chinese	Old_Chinese	they	817	彼	彼	1037
5563	Old_Chinese	Old_Chinese	they	817	 之	 之	1070 460
4845	Guangzhou	Guangzhou	thick	1244	厚	厚	918
4846	Suzhou	Suzhou	thick	1244	厚	厚	918
4847	Meixian	Meixian	thick	1244	笨[严考证]	笨	546
4848	Nanchang	Nanchang	thick	1244	厚	厚	918
4849	Fuzhou	Fuzhou	thick	1244	厚	厚	918
4850	Ningxia	Ningxia	thick	1244	厚	厚	918
4851	Lianchang	Lianchang	thick	1244	厚	厚	918
4852	Ningbo	Ningbo	thick	1244	厚	厚	918
4853	Yingshan	Yingshan	thick	1244	厚	厚	918
4854	Chengdu	Chengdu	thick	1244	厚	厚	918
4855	Zhanping	Zhanping	thick	1244	厚	厚	918
4856	Shanghai	Shanghai	thick	1244	厚	厚	918
4857	Shanghai_B	Shanghai_B	thick	1244	厚	厚	918
4858	Xiamen	Xiamen	thick	1244	厚	厚	918
4859	Anyi	Anyi	thick	1244	厚	厚	918
4860	Beijing	Beijing	thick	1244	厚	厚	918
4861	Wenzhou	Wenzhou	thick	1244	厚	厚	918
4862	Taibei	Taibei	thick	1244	kau33厚	厚	918
4863	Wuhan	Wuhan	thick	1244	厚	厚	918
4864	Taiyuan	Taiyuan	thick	1244	厚	厚	918
4865	Yuci	Yuci	thick	1244	厚	厚	918
4866	Changsha	Changsha	thick	1244	厚	厚	918
4867	Shuangfeng	Shuangfeng	thick	1244	厚	厚	918
5564	Old_Chinese	Old_Chinese	thick	1244	厚	厚	918
4868	Guangzhou	Guangzhou	thin	2306	薄	薄	919
4869	Suzhou	Suzhou	thin	2306	薄	薄	919
4870	Meixian	Meixian	thin	2306	薄	薄	919
4871	Nanchang	Nanchang	thin	2306	薄	薄	919
4872	Fuzhou	Fuzhou	thin	2306	薄	薄	919
4873	Ningxia	Ningxia	thin	2306	薄	薄	919
4874	Lianchang	Lianchang	thin	2306	薄	薄	919
4875	Ningbo	Ningbo	thin	2306	薄	薄	919
4876	Yingshan	Yingshan	thin	2306	薄	薄	919
4877	Chengdu	Chengdu	thin	2306	薄	薄	919
4878	Zhanping	Zhanping	thin	2306	薄	薄	919
4879	Shanghai	Shanghai	thin	2306	薄	薄	919
4880	Shanghai_B	Shanghai_B	thin	2306	薄	薄	919
4881	Xiamen	Xiamen	thin	2306	薄	薄	919
4882	Anyi	Anyi	thin	2306	薄	薄	919
4883	Beijing	Beijing	thin	2306	薄	薄	919
4884	Wenzhou	Wenzhou	thin	2306	薄	薄	919
4885	Taibei	Taibei	thin	2306	poh33薄	薄	919
4886	Wuhan	Wuhan	thin	2306	薄	薄	919
4887	Wuhan	Wuhan	thin	2306	枵	枵	920
4888	Taiyuan	Taiyuan	thin	2306	薄	薄	919
4889	Yuci	Yuci	thin	2306	薄	薄	919
4890	Changsha	Changsha	thin	2306	薄	薄	919
4891	Shuangfeng	Shuangfeng	thin	2306	薄	薄	919
5565	Old_Chinese	Old_Chinese	thin	2306	薄	薄	919
4892	Guangzhou	Guangzhou	think	2271	谂	谂	921
4893	Guangzhou	Guangzhou	think	2271	想	想	922
4894	Suzhou	Suzhou	think	2271	想	想	922
4895	Meixian	Meixian	think	2271	想	想	922
4896	Meixian	Meixian	think	2271	缅	缅	923
4897	Nanchang	Nanchang	think	2271	想	想	922
4898	Fuzhou	Fuzhou	think	2271	想	想	922
4899	Ningxia	Ningxia	think	2271	想	想	922
4900	Lianchang	Lianchang	think	2271	[]meng51	A	924
4901	Ningbo	Ningbo	think	2271	忖	忖	925
4902	Yingshan	Yingshan	think	2271	想	想	922
4903	Chengdu	Chengdu	think	2271	想	想	922
4904	Zhanping	Zhanping	think	2271	想	想	922
4905	Shanghai	Shanghai	think	2271	想	想	922
4906	Shanghai_B	Shanghai_B	think	2271	想	想	922
4907	Xiamen	Xiamen	think	2271	想	想	922
4908	Anyi	Anyi	think	2271	想	想	922
4909	Beijing	Beijing	think	2271	想	想	922
4910	Beijing	Beijing	think	2271	琢磨	琢磨	926 927
4911	Wenzhou	Wenzhou	think	2271	想	想	922
4912	Wenzhou	Wenzhou	think	2271	忖	忖	925
4913	Taibei	Taibei	think	2271	siuN33想	想	922
4914	Wuhan	Wuhan	think	2271	想	想	922
4915	Taiyuan	Taiyuan	think	2271	想	想	922
4916	Yuci	Yuci	think	2271	想	想	922
4917	Changsha	Changsha	think	2271	想	想	922
4918	Shuangfeng	Shuangfeng	think	2271	想	想	922
5566	Old_Chinese	Old_Chinese	think	2271	思	思	1071
2220	Guangzhou	Guangzhou	this	1214	尔个 ̆壮语借词？）	尔个	378 16
2221	Suzhou	Suzhou	this	1214	该个	该个	379 16
2222	Suzhou	Suzhou	this	1214	哀个	哀个	380 16
2223	Suzhou	Suzhou	this	1214	ger个	个	16
2224	Meixian	Meixian	this	1214	e31个	C个	381 16
2225	Nanchang	Nanchang	this	1214	[]ko213	D个	382 16
2226	Fuzhou	Fuzhou	this	1214	只*只	只只	364 364
2227	Fuzhou	Fuzhou	this	1214	只*[]bi?4	只B	364 383
2228	Ningxia	Ningxia	this	1214	这	这	384
2229	Lianchang	Lianchang	this	1214	这	这	384
2230	Ningbo	Ningbo	this	1214	ke5?	个	16
2231	Yingshan	Yingshan	this	1214	nie53	F	385
2232	Chengdu	Chengdu	this	1214	这（个）	这	384
2233	Chengdu	Chengdu	this	1214	这（个）	这个	384 16
2234	Zhanping	Zhanping	this	1214	许	许	375
2235	Shanghai	Shanghai	this	1214	ge	个	16
2236	Shanghai_B	Shanghai_B	this	1214	ge	个	16
2237	Xiamen	Xiamen	this	1214	即	即	41
2238	Anyi	Anyi	this	1214	[]ko+ɜ个	A个	386 16
2239	Beijing	Beijing	this	1214	这个	这个	384 16
2240	Wenzhou	Wenzhou	this	1214	居个	居个	387 16
2241	Wenzhou	Wenzhou	this	1214	个个	个个	16 16
2242	Taibei	Taibei	this	1214	tsitɜø eɨɜ者ʔ	者E	388 389
2243	Wuhan	Wuhan	this	1214	这个	这个	384 16
2244	Taiyuan	Taiyuan	this	1214	这个	这个	384 16
2245	Yuci	Yuci	this	1214	这个	这个	384 16
2246	Changsha	Changsha	this	1214	ko个	A个	386 16
2247	Shuangfeng	Shuangfeng	this	1214	咯只	咯只	390 364
5457	Old_Chinese	Old_Chinese	this	1214	此	此	703
5458	Old_Chinese	Old_Chinese	this	1214	 是	 是	1039 19
4919	Guangzhou	Guangzhou	three	492	三	三	928
4920	Suzhou	Suzhou	three	492	三	三	928
4921	Meixian	Meixian	three	492	三	三	928
4922	Nanchang	Nanchang	three	492	三	三	928
4923	Fuzhou	Fuzhou	three	492	三	三	928
4924	Ningxia	Ningxia	three	492	三	三	928
4925	Lianchang	Lianchang	three	492	三	三	928
4926	Ningbo	Ningbo	three	492	三	三	928
4927	Yingshan	Yingshan	three	492	三	三	928
4928	Chengdu	Chengdu	three	492	三	三	928
4929	Zhanping	Zhanping	three	492	三	三	928
4930	Shanghai	Shanghai	three	492	三	三	928
4931	Shanghai_B	Shanghai_B	three	492	三	三	928
4932	Xiamen	Xiamen	three	492	三	三	928
4933	Anyi	Anyi	three	492	三	三	928
4934	Beijing	Beijing	three	492	三	三	928
4935	Wenzhou	Wenzhou	three	492	三	三	928
4936	Taibei	Taibei	three	492	saN三	三	928
4937	Wuhan	Wuhan	three	492	三	三	928
4938	Taiyuan	Taiyuan	three	492	三	三	928
4939	Yuci	Yuci	three	492	三	三	928
4940	Changsha	Changsha	three	492	三	三	928
4941	Shuangfeng	Shuangfeng	three	492	三	三	928
5567	Old_Chinese	Old_Chinese	three	492	三	三	928
4942	Guangzhou	Guangzhou	throw	1456	掟	掟	929
4943	Guangzhou	Guangzhou	throw	1456	抌	抌	930
4944	Guangzhou	Guangzhou	throw	1456	掉	掉	566
4945	Suzhou	Suzhou	throw	1456	厾	厾	931
4946	Suzhou	Suzhou	throw	1456	真*	真	932
4947	Meixian	Meixian	throw	1456	[]fit11	M	933
4948	Nanchang	Nanchang	throw	1456	抛	抛	934
4949	Nanchang	Nanchang	throw	1456	[]tiang45	L	935
4950	Fuzhou	Fuzhou	throw	1456	[]ke#?4	K	936
4951	Ningxia	Ningxia	throw	1456	phio+44	J	937
4952	Lianchang	Lianchang	throw	1456	[]fi35	H	938
4953	Ningbo	Ningbo	throw	1456	a~55ty11	AB	939 940
4954	Yingshan	Yingshan	throw	1456	繞*	繞	825
4955	Chengdu	Chengdu	throw	1456	甩	甩	941
4956	Zhanping	Zhanping	throw	1456	ka?8	F	942
4957	Shanghai	Shanghai	throw	1456	*丢[do?]	丢	943
4958	Shanghai_B	Shanghai_B	throw	1456	gwe+13	D	944
4959	Xiamen	Xiamen	throw	1456	献*	献	945
4960	Anyi	Anyi	throw	1456	[]tiang5	E	946
4961	Beijing	Beijing	throw	1456	扔	扔	947
4962	Wenzhou	Wenzhou	throw	1456	掼[ga6]	掼	948
4963	Wenzhou	Wenzhou	throw	1456	手-穴[cjiaiɤ]	手穴	158 949
4964	Taibei	Taibei	throw	1456	hiN31?	C	950
4965	Wuhan	Wuhan	throw	1456	丢	丢	943
4966	Taiyuan	Taiyuan	throw	1456	砍	砍	510
4967	Taiyuan	Taiyuan	throw	1456	给*	给	131
4968	Taiyuan	Taiyuan	throw	1456	蛮	蛮	951
4969	Yuci	Yuci	throw	1456	砍	砍	510
4970	Yuci	Yuci	throw	1456	给*	给	131
4971	Yuci	Yuci	throw	1456	蛮	蛮	951
4972	Changsha	Changsha	throw	1456	射	射	952
4973	Changsha	Changsha	throw	1456	钉*	钉	953
4974	Shuangfeng	Shuangfeng	throw	1456	亚*	亚	954
4975	Shuangfeng	Shuangfeng	throw	1456	打	打	590
5568	Old_Chinese	Old_Chinese	throw	1456	弃	弃	1072
4976	Guangzhou	Guangzhou	tie	1917	绑	绑	955
4977	Guangzhou	Guangzhou	tie	1917	扎	扎	876
4978	Suzhou	Suzhou	tie	1917	缚	缚	956
4979	Meixian	Meixian	tie	1917	绑	绑	955
4980	Meixian	Meixian	tie	1917	捆	捆	957
4981	Nanchang	Nanchang	tie	1917	[thiak5]	A	958
4982	Nanchang	Nanchang	tie	1917	绑	绑	955
4983	Fuzhou	Fuzhou	tie	1917	捆	捆	957
4984	Fuzhou	Fuzhou	tie	1917	缚	缚	956
4985	Ningxia	Ningxia	tie	1917	绑	绑	955
4986	Lianchang	Lianchang	tie	1917	“拆*”[tshu7][捆人]，“缚”[phiu?8][捆物]	缚	956
4987	Ningbo	Ningbo	tie	1917	捆	捆	957
4988	Yingshan	Yingshan	tie	1917	捆	捆	957
4989	Chengdu	Chengdu	tie	1917	捆	捆	957
4990	Chengdu	Chengdu	tie	1917	绑	绑	955
4991	Zhanping	Zhanping	tie	1917	缚	缚	956
4992	Shanghai	Shanghai	tie	1917	绑	绑	955
4993	Shanghai_B	Shanghai_B	tie	1917	绑	绑	955
4994	Xiamen	Xiamen	tie	1917	缚	缚	956
4995	Xiamen	Xiamen	tie	1917	捆	捆	957
4996	Anyi	Anyi	tie	1917	剔／缚／花	缚	956
4997	Beijing	Beijing	tie	1917	捆	捆	957
4998	Wenzhou	Wenzhou	tie	1917	捆	捆	957
4999	Wenzhou	Wenzhou	tie	1917	缚	缚	956
5000	Taibei	Taibei	tie	1917	pak33縛	缚	956
5001	Wuhan	Wuhan	tie	1917	捆	捆	957
5002	Taiyuan	Taiyuan	tie	1917	捆	捆	957
5003	Yuci	Yuci	tie	1917	捆	捆	957
5004	Changsha	Changsha	tie	1917	捆	捆	957
5005	Shuangfeng	Shuangfeng	tie	1917	[]thia24	A	958
5569	Old_Chinese	Old_Chinese	tie	1917	束	束	1073
2248	Guangzhou	Guangzhou	tongue	1205	脷	脷	391
2249	Suzhou	Suzhou	tongue	1205	舌头	舌头	179 51
2250	Meixian	Meixian	tongue	1205	舌ma,利	舌B	179 392
2251	Nanchang	Nanchang	tongue	1205	舌头	舌头	179 51
2252	Fuzhou	Fuzhou	tongue	1205	嘴舌	嘴舌	56 179
2253	Ningxia	Ningxia	tongue	1205	舌	舌	179
2254	Lianchang	Lianchang	tongue	1205	舌头	舌头	179 51
2255	Ningbo	Ningbo	tongue	1205	舌	舌	179
2256	Yingshan	Yingshan	tongue	1205	舌巴	舌巴	179 2
2257	Chengdu	Chengdu	tongue	1205	舌	舌	179
2258	Zhanping	Zhanping	tongue	1205	舌（仔）	舌	179
2259	Zhanping	Zhanping	tongue	1205	舌（仔）	舌子	179 30
2260	Shanghai	Shanghai	tongue	1205	舌头	舌头	179 51
2261	Shanghai_B	Shanghai_B	tongue	1205	舌头	舌头	179 51
2262	Xiamen	Xiamen	tongue	1205	舌 a51	舌A	179 393
2263	Xiamen	Xiamen	tongue	1205	舌	舌	179
2264	Anyi	Anyi	tongue	1205	舌頭	舌头	179 51
2265	Beijing	Beijing	tongue	1205	舌头	舌头	179 51
2266	Wenzhou	Wenzhou	tongue	1205	口舌[头]	口舌	248 179
2267	Wenzhou	Wenzhou	tongue	1205	口舌[头]	口舌	248 179
2268	Taibei	Taibei	tongue	1205	tsih33舌	舌	179
2269	Wuhan	Wuhan	tongue	1205	舌头	舌头	179 51
2270	Wuhan	Wuhan	tongue	1205	赚头	赚头	394 51
2271	Taiyuan	Taiyuan	tongue	1205	舌头	舌头	179 51
2272	Yuci	Yuci	tongue	1205	舌头	舌头	179 51
2273	Changsha	Changsha	tongue	1205	舌子	舌子	179 30
2274	Shuangfeng	Shuangfeng	tongue	1205	舌子	舌子	179 30
5459	Old_Chinese	Old_Chinese	tongue	1205	舌	舌	179
2275	Guangzhou	Guangzhou	tooth	1380	牙齿	牙齿	395 396
2276	Suzhou	Suzhou	tooth	1380	牙齿	牙齿	395 396
2277	Meixian	Meixian	tooth	1380	牙齿	牙齿	395 396
2278	Nanchang	Nanchang	tooth	1380	牙齿	牙齿	395 396
2279	Fuzhou	Fuzhou	tooth	1380	牙齿	牙齿	395 396
2280	Ningxia	Ningxia	tooth	1380	牙	牙	395
2281	Lianchang	Lianchang	tooth	1380	牙齿	牙齿	395 396
2282	Ningbo	Ningbo	tooth	1380	牙	牙	395
2283	Yingshan	Yingshan	tooth	1380	牙齿	牙齿	395 396
2284	Chengdu	Chengdu	tooth	1380	牙	牙	395
2285	Zhanping	Zhanping	tooth	1380	牙（齿）	牙齿	395 396
2286	Zhanping	Zhanping	tooth	1380	牙（齿）	牙	395
2287	Shanghai	Shanghai	tooth	1380	牙子	牙子	395 30
2288	Shanghai_B	Shanghai_B	tooth	1380	牙子	牙子	395 30
2289	Xiamen	Xiamen	tooth	1380	喙齿	喙齿	249 396
2290	Anyi	Anyi	tooth	1380	牙齒	牙齿	395 396
2291	Beijing	Beijing	tooth	1380	牙	牙	395
2292	Wenzhou	Wenzhou	tooth	1380	牙齿	牙齿	395 396
2293	Wenzhou	Wenzhou	tooth	1380	牙	牙	395
2294	Taibei	Taibei	tooth	1380	khi53齒	牙	395
2295	Wuhan	Wuhan	tooth	1380	牙齿	牙齿	395 396
2296	Taiyuan	Taiyuan	tooth	1380	牙	牙	395
2297	Yuci	Yuci	tooth	1380	牙	牙	395
2298	Changsha	Changsha	tooth	1380	牙齿	牙齿	395 396
2299	Shuangfeng	Shuangfeng	tooth	1380	牙齿	牙齿	395 396
5460	Old_Chinese	Old_Chinese	tooth	1380	牙	牙	395
5461	Old_Chinese	Old_Chinese	tooth	1380	 齿	 齿	1040 396
2300	Guangzhou	Guangzhou	tree	906	树	树	26
2301	Suzhou	Suzhou	tree	906	树	树	26
2302	Meixian	Meixian	tree	906	树	树	26
2303	Nanchang	Nanchang	tree	906	树	树	26
2304	Fuzhou	Fuzhou	tree	906	树	树	26
2305	Ningxia	Ningxia	tree	906	树	树	26
2306	Lianchang	Lianchang	tree	906	树	树	26
2307	Ningbo	Ningbo	tree	906	树	树	26
2308	Yingshan	Yingshan	tree	906	树	树	26
2309	Chengdu	Chengdu	tree	906	树	树	26
2310	Zhanping	Zhanping	tree	906	树	树	26
2311	Shanghai	Shanghai	tree	906	树	树	26
2312	Shanghai_B	Shanghai_B	tree	906	树	树	26
2313	Xiamen	Xiamen	tree	906	树	树	26
2314	Anyi	Anyi	tree	906	树	树	26
2315	Beijing	Beijing	tree	906	树	树	26
